,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
8,NM Coulter Nile,c de Villiers b Negi,2,3,0,0,66.66,1,,,,,,,,,,
9,UT Yadav,not out,2,4,0,0,50,1,3,0,15,1,5,12,3,0,0,0
10,Kuldeep Yadav,b Aravind,4,7,0,0,57.14,1,,,,,,,,,,
11,CH Gayle,c Coulter0Nile b Woakes,7,17,1,0,41.17,2,,,,,,,,,,
12,V Kohli,c Pandey b Coulter0Nile,0,1,0,0,0,2,,,,,,,,,,
13,Mandeep Singh,c Pandey b UT Yadav,1,3,0,0,33.33,2,,,,,,,,,,
14,AB de Villiers,c †Uthappa b Coulter0Nile,8,6,2,0,133.33,2,,,,,,,,,,
15,KM Jadhav,c Woakes b Coulter0Nile,9,7,2,0,128.57,2,,,,,,,,,,
16,STR Binny,c †Uthappa b Woakes,8,9,2,0,88.88,2,1,0,9,1,9,3,2,0,0,0
17,P Negi,lbw b de Grandhomme,2,3,0,0,66.66,2,3,0,15,2,5,10,2,0,1,0
18,S Badree,lbw b Woakes,0,3,0,0,0,2,4,0,33,1,8.25,10,4,1,0,0
19,TS Mills,c Kuldeep Yadav b de Grandhomme,2,5,0,0,40,2,4,0,31,2,7.75,13,2,1,2,0
20,S Aravind,not out,5,4,1,0,125,2,3.3,0,27,1,7.71,7,4,0,0,0
21,YS Chahal,c Pandey b de Grandhomme,0,2,0,0,0,2,4,0,16,3,4,10,0,0,1,0
22,NM Coulter0Nile,,,,,,,1,3,0,21,3,7,12,4,0,1,2
0,M Vohra,c †Karthik b Singh,2,4,0,0,50,1,,,,,,,,,,
1,HM Amla,c & b Agarwal,65,40,9,2,162.5,1,,,,,,,,,,
2,SE Marsh,c Raina b Tye,30,24,4,1,125,1,,,,,,,,,,
3,GJ Maxwell,lbw b Jadeja,31,18,1,3,172.22,1,,,,,,,,,,
4,MP Stoinis,c McCullum b Tye,7,9,0,0,77.77,1,1,0,12,0,12,0,1,0,1,0
5,AR Patel,c Finch b Smith,34,17,3,2,200,1,4,0,36,2,9,7,4,1,0,0
6,WP Saha,run out (Basil Thampi),10,5,0,1,200,1,,,,,,,,,,
7,MM Sharma,not out,4,3,0,0,133.33,1,4,0,25,1,6.25,10,2,0,1,0
8,BB McCullum,lbw b Sandeep Sharma,6,6,1,0,100,2,,,,,,,,,,
9,AJ Finch,c Stoinis b Sharma,13,12,0,1,108.33,2,,,,,,,,,,
10,SK Raina,c Maxwell b Patel,32,24,4,0,133.33,2,1,0,6,0,6,3,1,0,0,0
11,KD Karthik,not out,58,44,6,0,131.81,2,,,,,,,,,,
12,RA Jadeja,c & b Cariappa,9,7,1,0,128.57,2,4,0,32,1,8,7,3,1,0,0
13,DR Smith,c Stoinis b Patel,4,4,1,0,100,2,1,0,18,1,18,1,1,2,0,0
14,AD Nath,lbw b Cariappa,0,1,0,0,0,2,,,,,,,,,,
15,AJ Tye,b Sandeep Sharma,22,12,2,1,183.33,2,4,0,35,2,8.75,7,4,1,0,0
16,Basil Thampi,not out,11,10,1,0,110,2,4,0,44,0,11,6,4,2,1,0
17,KC Cariappa,DNB,0,0,0,0,0,1,4,0,24,2,6,8,2,0,0,0
18,T Natarajan,DNB,0,0,0,0,0,1,3,0,22,0,7.33,4,0,1,2,0
19,Sandeep Sharma,DNB,0,0,0,0,0,1,4,0,40,2,10,7,7,0,0,0
20,SS Agarwal,DNB,0,0,0,0,0,2,4,0,42,1,10.5,7,3,3,0,0
21,NB Singh,DNB,0,0,0,0,0,2,2,0,7,1,3.5,8,1,0,0,0
0,DA Warner,b Chawla,37,35,2,2,105.71,1,,,,,,,,,,
1,S Dhawan,c †Uthappa b UT Yadav,11,13,1,0,84.61,1,,,,,,,,,,
2,KS Williamson,c SA Yadav b Coulter0Nile,24,26,2,1,92.3,1,,,,,,,,,,
3,Yuvraj Singh,c Chawla b UT Yadav,9,9,2,0,100,1,,,,,,,,,,
4,V Shankar,c SA Yadav b Coulter0Nile,22,17,2,1,129.41,1,,,,,,,,,,
5,NV Ojha,c Lynn b Boult,16,16,0,1,100,1,,,,,,,,,,
6,CJ Jordan,c & b Coulter0Nile,0,1,0,0,0,1,1,0,9,1,9,3,0,1,1,0
7,Bipul Sharma,not out,2,3,0,0,66.66,1,0.2,0,2,0,6,0,0,0,0,0
8,RV Uthappa,c Dhawan b Jordan,1,2,0,0,50,2,,,,,,,,,,
9,CA Lynn,c †Ojha b Kumar,6,2,0,1,300,2,,,,,,,,,,
10,YK Pathan,run out (Kumar),0,1,0,0,0,2,1,0,7,0,7,2,1,0,0,0
11,G Gambhir,not out,32,19,2,2,168.42,2,,,,,,,,,,
12,IR Jaggi,not out,5,8,0,0,62.5,2,,,,,,,,,,
13,B Kumar,DNB,0,0,0,0,0,1,1,0,11,1,11,3,1,1,0,0
14,Rashid Khan,DNB,0,0,0,0,0,1,2,0,11,0,5.5,5,0,0,2,0
15,S Kaul,DNB,0,0,0,0,0,1,1,0,14,0,14,0,1,1,0,0
16,SA Yadav,DNB,0,0,0,0,0,2,,,,,,,,,,
17,SP Narine,DNB,0,0,0,0,0,2,4,0,20,0,5,13,1,1,0,0
18,PP Chawla,DNB,0,0,0,0,0,2,3,0,27,1,9,7,2,2,0,0
19,UT Yadav,DNB,0,0,0,0,0,2,4,0,21,2,5.25,12,2,0,1,0
20,NM Coulter Nile,DNB,0,0,0,0,0,2,,,,,,,,,,
21,TA Boult,DNB,0,0,0,0,0,2,4,0,30,1,7.5,8,2,1,1,0
22,NM Coulter0Nile,,,,,,,2,4,0,20,3,5,12,1,1,0,0
0,SP Narine,c Faulkner b Raina,42,17,9,1,247.05,1,4,0,42,0,10.5,7,4,2,0,0
1,G Gambhir,c Raina b Faulkner,33,28,2,1,117.85,1,,,,,,,,,,
2,RV Uthappa,c McCullum b Kumar,72,48,8,2,150,1,,,,,,,,,,
3,MK Pandey,b Basil Thampi,24,21,2,0,114.28,1,,,,,,,,,,
4,YK Pathan,not out,11,4,2,0,275,1,,,,,,,,,,
5,SA Yadav,run out (McCullum/†Karthik),1,1,0,0,100,1,,,,,,,,,,
6,Shakib Al Hasan,not out,1,1,0,0,100,1,3,0,31,0,10.33,7,5,1,0,0
7,AJ Finch,c Pandey b Coulter0Nile,31,15,4,2,206.66,2,,,,,,,,,,
8,BB McCullum,c Pandey b Woakes,33,17,5,1,194.11,2,,,,,,,,,,
9,SK Raina,c Pandey b Kuldeep Yadav,84,46,9,4,182.6,2,2,0,11,1,5.5,4,1,0,0,0
10,KD Karthik,c Gambhir b Coulter0Nile,3,3,0,0,100,2,,,,,,,,,,
11,Ishan Kishan,c UT Yadav b Kuldeep Yadav,4,11,0,0,36.36,2,,,,,,,,,,
12,DR Smith,b UT Yadav,5,4,1,0,125,2,2,0,14,0,7,2,1,0,1,0
13,RA Jadeja,not out,19,13,1,1,146.15,2,4,0,31,0,7.75,5,2,1,0,0
14,JP Faulkner,not out,4,2,0,0,200,2,4,0,38,1,9.5,7,6,0,0,0
15,CR Woakes,DNB,0,0,0,0,0,1,2,0,20,1,10,3,2,1,0,0
16,NM Coulter Nile,DNB,0,0,0,0,0,1,,,,,,,,,,
17,Kuldeep Yadav,DNB,0,0,0,0,0,1,4,0,33,2,8.25,7,3,1,0,0
18,UT Yadav,DNB,0,0,0,0,0,1,2,0,17,1,8.5,3,1,1,0,0
19,P Kumar,DNB,0,0,0,0,0,2,2,0,24,1,12,4,5,0,0,0
20,Basil Thampi,DNB,0,0,0,0,0,2,4,0,44,1,11,7,5,2,0,0
21,DS Kulkarni,DNB,0,0,0,0,0,2,2,0,23,0,11.5,3,3,1,0,0
22,NM Coulter0Nile,,,,,,,1,3.2,0,41,2,12.3,6,5,2,0,1
0,HM Amla,not out,104,60,8,6,173.33,1,,,,,,,,,,
1,SE Marsh,c Pollard b McClenaghan,26,21,5,0,123.8,1,,,,,,,,,,
2,WP Saha,b KH Pandya,11,15,0,0,73.33,1,,,,,,,,,,
3,GJ Maxwell,b Bumrah,40,18,4,3,222.22,1,,,,,,,,,,
4,MP Stoinis,c Pollard b McClenaghan,1,3,0,0,33.33,1,2,0,28,1,14,1,2,2,1,0
5,AR Patel,not out,4,5,0,0,80,1,2,0,20,0,10,4,0,2,1,0
6,PA Patel,c Maxwell b Stoinis,37,18,4,2,205.55,2,,,,,,,,,,
7,JC Buttler,c Maxwell b MM Sharma,77,37,7,5,208.1,2,,,,,,,,,,
8,N Rana,not out,62,34,0,7,182.35,2,,,,,,,,,,
9,HH Pandya,not out,15,4,2,1,375,2,2,0,18,0,9,4,3,0,0,0
10,Gurkeerat Singh,DNB,0,0,0,0,0,1,,,,,,,,,,
11,Swapnil Singh,DNB,0,0,0,0,0,1,2,0,22,0,11,1,0,2,0,0
12,MM Sharma,DNB,0,0,0,0,0,1,2.3,0,29,1,11.6,5,4,1,1,0
13,Sandeep Sharma,DNB,0,0,0,0,0,1,3,0,39,0,13,4,1,4,2,0
14,I Sharma,DNB,0,0,0,0,0,1,4,0,58,0,14.5,4,6,4,0,0
15,RG Sharma,DNB,0,0,0,0,0,2,,,,,,,,,,
16,KA Pollard,DNB,0,0,0,0,0,2,,,,,,,,,,
17,KH Pandya,DNB,0,0,0,0,0,2,4,0,29,1,7.25,6,1,1,2,0
18,Harbhajan Singh,DNB,0,0,0,0,0,2,2,0,12,0,6,4,1,0,0,0
19,MJ McClenaghan,DNB,0,0,0,0,0,2,4,0,46,2,11.5,11,5,3,0,1
20,SL Malinga,DNB,0,0,0,0,0,2,4,0,58,0,14.5,6,4,5,2,0
21,JJ Bumrah,DNB,0,0,0,0,0,2,4,0,30,1,7.5,9,3,0,1,1
0,AM Rahane,c & b KV Sharma,38,32,5,1,118.75,1,,,,,,,,,,
1,RA Tripathi,c Pollard b KV Sharma,45,31,3,2,145.16,1,,,,,,,,,,
2,SPD Smith,b Harbhajan Singh,17,12,2,0,141.66,1,,,,,,,,,,
3,MS Dhoni,b Bumrah,7,11,0,0,63.63,1,,,,,,,,,,
4,BA Stokes,b Johnson,17,12,2,0,141.66,1,4,1,21,2,5.25,10,2,0,1,0
5,MK Tiwary,lbw b Bumrah,22,13,4,0,169.23,1,,,,,,,,,,
6,DT Christian,not out,8,7,1,0,114.28,1,1,0,6,1,6,3,1,0,0,0
7,Washington Sundar,not out,2,2,0,0,100,1,4,0,26,1,6.5,8,3,0,0,0
8,PA Patel,b Washington Sundar,33,27,4,0,122.22,2,,,,,,,,,,
9,JC Buttler,c Washington Sundar b Stokes,17,13,3,0,130.76,2,,,,,,,,,,
10,N Rana,c Unadkat b Christian,3,9,0,0,33.33,2,,,,,,,,,,
11,RG Sharma,c & b Unadkat,58,39,6,3,148.71,2,,,,,,,,,,
12,KV Sharma,b Stokes,11,10,0,1,110,2,4,0,39,2,9.75,7,3,2,0,0
13,KA Pollard,c Smith b Imran Tahir,9,9,1,0,100,2,,,,,,,,,,
14,HH Pandya,c Stokes b Unadkat,13,11,2,0,118.18,2,,,,,,,,,,
15,Harbhajan Singh,not out,7,2,0,1,350,2,4,0,20,1,5,7,0,0,0,0
16,MJ McClenaghan,run out (Unadkat/Stokes),0,0,0,0,0,2,4,0,36,0,9,10,7,0,1,0
17,MG Johnson,not out,0,0,0,0,0,2,4,0,34,1,8.5,9,4,1,1,0
18,SN Thakur,DNB,0,0,0,0,0,1,3,0,29,0,9.66,6,3,1,1,0
19,JD Unadkat,DNB,0,0,0,0,0,1,4,0,40,2,10,8,4,2,1,0
20,Imran Tahir,DNB,0,0,0,0,0,1,4,0,32,1,8,12,3,2,0,0
21,JJ Bumrah,DNB,0,0,0,0,0,2,4,0,29,2,7.25,10,3,0,0,0
0,CA Lynn,c Pollard b Bumrah,4,8,0,0,50,1,,,,,,,,,,
1,SP Narine,st †Patel b KV Sharma,10,10,0,1,100,1,4,0,21,0,5.25,13,3,0,0,0
2,G Gambhir,c HH Pandya b KV Sharma,12,15,2,0,80,1,,,,,,,,,,
3,RV Uthappa,lbw b Bumrah,1,3,0,0,33.33,1,,,,,,,,,,
4,IR Jaggi,c Johnson b KV Sharma,28,31,3,0,90.32,1,,,,,,,,,,
5,C de Grandhomme,lbw b KV Sharma,0,1,0,0,0,1,,,,,,,,,,
6,SA Yadav,c Malinga b Bumrah,31,25,2,1,124,1,,,,,,,,,,
7,PP Chawla,c Rayudu b Johnson,2,6,0,0,33.33,1,4,0,34,2,8.5,9,4,1,1,0
8,NM Coulter Nile,c HH Pandya b Johnson,6,4,0,1,150,1,,,,,,,,,,
9,UT Yadav,not out,2,3,0,0,66.66,1,2.3,0,23,1,9.2,6,4,0,1,0
10,AS Rajpoot,b Malinga,4,7,1,0,57.14,1,1,0,14,0,14,0,2,0,2,0
11,LMP Simmons,lbw b Chawla,3,6,0,0,50,2,,,,,,,,,,
12,PA Patel,c †Uthappa b UT Yadav,14,9,3,0,155.55,2,,,,,,,,,,
13,AT Rayudu,b Chawla,6,11,0,0,54.54,2,,,,,,,,,,
14,RG Sharma,c Rajpoot b Coulter0Nile,26,24,1,1,108.33,2,,,,,,,,,,
15,KH Pandya,not out,45,30,8,0,150,2,3,0,25,0,8.33,5,2,1,0,0
16,KA Pollard,not out,9,7,1,0,128.57,2,,,,,,,,,,
17,HH Pandya,DNB,0,0,0,0,0,2,1,0,4,0,4,3,0,0,0,0
18,MG Johnson,DNB,0,0,0,0,0,2,4,0,28,2,7,13,2,1,2,0
19,KV Sharma,DNB,0,0,0,0,0,2,4,0,16,4,4,12,1,0,1,0
20,JJ Bumrah,DNB,0,0,0,0,0,2,3,1,7,3,2.33,14,1,0,0,0
21,SL Malinga,DNB,0,0,0,0,0,2,3.5,0,24,1,6.26,11,2,1,0,0
22,NM Coulter0Nile,,,,,,,1,3,0,15,1,5,6,0,0,0,0
0,PA Patel,b Rabada,8,11,1,0,72.72,1,,,,,,,,,,
1,JC Buttler,run out (Samson),28,18,3,2,155.55,1,,,,,,,,,,
2,N Rana,c Anderson b Cummins,8,9,1,0,88.88,1,,,,,,,,,,
3,RG Sharma,c Cummins b Mishra,5,9,0,0,55.55,1,,,,,,,,,,
4,KA Pollard,c Samson b Cummins,26,29,4,0,89.65,1,,,,,,,,,,
5,KH Pandya,c †Pant b Mishra,17,16,1,0,106.25,1,1,0,8,0,8,1,1,0,0,0
6,HH Pandya,run out (Nair/†Pant),24,23,0,2,104.34,1,3,0,23,1,7.66,6,2,0,2,0
7,Harbhajan Singh,run out (Rabada),2,2,0,0,100,1,4,0,26,0,6.5,9,2,1,0,0
8,MJ McClenaghan,not out,1,1,0,0,100,1,4,0,24,3,6,12,2,1,1,0
9,MG Johnson,not out,7,3,1,0,233.33,1,4,1,23,0,5.75,14,3,0,1,0
10,SV Samson,c Sharma b McClenaghan,9,6,2,0,150,2,,,,,,,,,,
11,AP Tare,run out (HH Pandya),0,1,0,0,0,2,,,,,,,,,,
12,KK Nair,b HH Pandya,5,15,0,0,33.33,2,,,,,,,,,,
13,SS Iyer,c †Patel b McClenaghan,6,7,1,0,85.71,2,,,,,,,,,,
14,CJ Anderson,lbw b McClenaghan,0,3,0,0,0,2,,,,,,,,,,
15,RR Pant,c Harbhajan Singh b Bumrah,0,3,0,0,0,2,,,,,,,,,,
16,K Rabada,b Bumrah,44,39,4,1,112.82,2,4,0,30,1,7.5,13,0,2,2,1
17,CH Morris,not out,52,41,5,1,126.82,2,4,0,33,0,8.25,10,2,2,1,0
18,PJ Cummins,not out,4,5,0,0,80,2,4,0,20,2,5,11,1,0,1,0
19,JJ Bumrah,DNB,0,0,0,0,0,1,4,0,21,2,5.25,11,2,0,1,0
20,A Mishra,DNB,0,0,0,0,0,2,4,1,18,2,4.5,14,2,0,1,0
21,Z Khan,DNB,0,0,0,0,0,2,4,0,36,0,9,8,6,0,1,0
0,DA Warner,b Unadkat,43,40,3,1,107.5,1,,,,,,,,,,
1,S Dhawan,c Tripathi b Imran Tahir,30,29,5,0,103.44,1,,,,,,,,,,
2,KS Williamson,lbw b Christian,21,14,1,1,150,1,,,,,,,,,,
3,MC Henriques,not out,55,28,6,2,196.42,1,1,0,4,0,4,2,0,0,0,0
4,DJ Hooda,not out,19,10,2,1,190,1,,,,,,,,,,
5,AM Rahane,c Kaul b Bipul Sharma,2,7,0,0,28.57,2,,,,,,,,,,
6,RA Tripathi,run out (Rashid Khan),59,41,6,3,143.9,2,,,,,,,,,,
7,SPD Smith,b Rashid Khan,27,21,1,2,128.57,2,,,,,,,,,,
8,MS Dhoni,not out,61,34,5,3,179.41,2,,,,,,,,,,
9,BA Stokes,c sub (V Shankar) b Kumar,10,9,1,0,111.11,2,2,0,19,0,9.5,4,2,1,0,0
10,MK Tiwary,not out,17,8,3,0,212.5,2,,,,,,,,,,
11,NV Ojha,DNB,0,0,0,0,0,1,,,,,,,,,,
12,Bipul Sharma,DNB,0,0,0,0,0,1,4,0,30,1,7.5,10,2,2,0,0
13,B Kumar,DNB,0,0,0,0,0,1,4,0,39,1,9.75,9,5,1,1,0
14,Rashid Khan,DNB,0,0,0,0,0,1,4,0,17,1,4.25,10,1,0,0,0
15,Mohammed Siraj,DNB,0,0,0,0,0,1,4,0,42,0,10.5,6,4,2,0,0
16,S Kaul,DNB,0,0,0,0,0,1,3,0,45,0,15,1,4,3,0,0
17,DT Christian,DNB,0,0,0,0,0,2,4,0,20,1,5,11,1,0,0,0
18,Washington Sundar,DNB,0,0,0,0,0,2,3,0,19,0,6.33,7,2,0,2,0
19,SN Thakur,DNB,0,0,0,0,0,2,4,0,50,0,12.5,4,9,0,1,0
20,JD Unadkat,DNB,0,0,0,0,0,2,4,0,41,1,10.25,7,3,3,0,0
21,Imran Tahir,DNB,0,0,0,0,0,2,3,0,23,1,7.66,5,0,1,0,1
0,AM Rahane,st †Uthappa b Narine,46,41,4,1,112.19,1,,,,,,,,,,
1,RA Tripathi,b Chawla,38,23,7,0,165.21,1,1,0,12,0,12,0,2,0,0,0
2,SPD Smith,not out,51,37,4,1,137.83,1,,,,,,,,,,
3,MS Dhoni,st †Uthappa b Kuldeep Yadav,23,11,1,2,209.09,1,,,,,,,,,,
4,MK Tiwary,st †Uthappa b Kuldeep Yadav,1,2,0,0,50,1,,,,,,,,,,
5,DT Christian,c Pandey b Yadav,16,6,0,2,266.66,1,4,0,31,1,7.75,7,2,1,2,0
6,SP Narine,run out (Thakur/†Dhoni),16,11,3,0,145.45,2,4,0,34,1,8.5,6,5,0,1,0
7,G Gambhir,c Thakur b Christian,62,46,6,1,134.78,2,,,,,,,,,,
8,RV Uthappa,c Tripathi b Unadkat,87,47,7,6,185.1,2,,,,,,,,,,
9,DM Bravo,not out,6,5,1,0,120,2,,,,,,,,,,
10,MK Pandey,not out,0,0,0,0,0,2,,,,,,,,,,
11,F du Plessis,DNB,0,0,0,0,0,1,,,,,,,,,,
12,Washington Sundar,DNB,0,0,0,0,0,1,3,0,32,0,10.66,7,3,2,0,0
13,SN Thakur,DNB,0,0,0,0,0,1,3.1,0,31,0,9.78,7,4,0,2,0
14,JD Unadkat,DNB,0,0,0,0,0,1,3,0,26,1,8.66,6,4,0,1,0
15,Imran Tahir,DNB,0,0,0,0,0,1,4,0,48,0,12,4,2,4,0,0
16,YK Pathan,DNB,0,0,0,0,0,2,,,,,,,,,,
17,C de Grandhomme,DNB,0,0,0,0,0,2,2,0,14,0,7,2,1,0,0,0
18,CR Woakes,DNB,0,0,0,0,0,2,3,0,38,0,12.66,3,2,3,1,0
19,PP Chawla,DNB,0,0,0,0,0,2,4,0,36,1,9,6,3,1,0,0
20,Kuldeep Yadav,DNB,0,0,0,0,0,2,4,0,31,2,7.75,8,2,1,0,0
21,UT Yadav,DNB,0,0,0,0,0,2,3,0,28,1,9.33,8,3,1,3,0
0,CH Gayle,c †Karthik b Tye,8,11,1,0,72.72,1,,,,,,,,,,
1,V Kohli,c Finch b Basil Thampi,10,13,0,1,76.92,1,,,,,,,,,,
2,AB de Villiers,run out (Jadeja),5,11,0,0,45.45,1,,,,,,,,,,
3,TM Head,c Raina b Tye,0,1,0,0,0,1,0.5,0,11,0,13.2,0,2,0,0,0
4,KM Jadhav,b Jadeja,31,18,4,1,172.22,1,,,,,,,,,,
5,Mandeep Singh,c Jadeja b Tye,8,14,0,0,57.14,1,,,,,,,,,,
6,P Negi,c Basil Thampi b Ankit Soni,32,19,3,2,168.42,1,2,0,24,1,12,4,0,3,1,0
7,S Badree,c Ishan Kishan b Jadeja,3,3,0,0,100,1,3,0,29,2,9.66,9,3,2,0,0
8,S Aravind,c McCullum b Faulkner,9,16,0,0,56.25,1,3,0,19,0,6.33,10,3,0,1,1
9,A Choudhary,not out,15,12,1,0,125,1,2,0,21,0,10.5,5,2,1,2,0
10,YS Chahal,run out (McCullum/†Karthik),1,2,0,0,50,1,3,0,29,0,9.66,5,3,1,0,1
11,Ishan Kishan,lbw b Badree,16,11,4,0,145.45,2,,,,,,,,,,
12,BB McCullum,c de Villiers b Badree,3,6,0,0,50,2,,,,,,,,,,
13,SK Raina,not out,34,30,4,1,113.33,2,,,,,,,,,,
14,AJ Finch,c de Villiers b Negi,72,34,5,6,211.76,2,,,,,,,,,,
15,RA Jadeja,not out,2,4,0,0,50,2,4,0,28,2,7,8,3,0,0,0
16,KD Karthik,DNB,0,0,0,0,0,2,,,,,,,,,,
17,JP Faulkner,DNB,0,0,0,0,0,2,3,0,15,1,5,6,1,0,0,0
18,AJ Tye,DNB,0,0,0,0,0,2,4,0,12,3,3,13,0,0,0,0
19,Basil Thampi,DNB,0,0,0,0,0,2,4,0,34,1,8.5,10,4,1,1,0
20,NB Singh,DNB,0,0,0,0,0,2,2,0,8,0,4,8,1,0,1,0
21,Ankit Soni,DNB,0,0,0,0,0,2,3,0,28,1,9.33,6,0,3,1,0
0,DA Warner,c Mandeep Singh b Choudhary,14,8,2,1,175,1,,,,,,,,,,
1,S Dhawan,c Sachin Baby b Binny,40,31,5,0,129.03,1,,,,,,,,,,
2,MC Henriques,c Sachin Baby b Chahal,52,37,3,2,140.54,1,2,0,20,0,10,1,2,0,0,1
3,Yuvraj Singh,b Mills,62,27,7,3,229.62,1,,,,,,,,,,
4,DJ Hooda,not out,16,12,0,1,133.33,1,1,0,7,1,7,4,0,1,0,0
5,BCJ Cutting,not out,16,6,0,2,266.66,1,3.4,0,35,0,9.54,10,2,3,2,0
6,CH Gayle,c Warner b Hooda,32,21,2,3,152.38,2,,,,,,,,,,
7,Mandeep Singh,b Rashid Khan,24,16,5,0,150,2,,,,,,,,,,
8,TM Head,c Yuvraj Singh b Rashid Khan,30,22,3,0,136.36,2,1,0,11,0,11,0,0,1,0,0
9,KM Jadhav,run out (Cutting),31,16,4,1,193.75,2,,,,,,,,,,
10,SR Watson,c Henriques b Nehra,22,17,1,1,129.41,2,3,0,41,0,13.66,3,5,2,0,0
11,Sachin Baby,c Henriques b Bipul Sharma,1,3,0,0,33.33,2,,,,,,,,,,
12,STR Binny,c Yuvraj Singh b Kumar,11,10,0,1,110,2,1,0,10,1,10,1,1,0,0,0
13,S Aravind,b Nehra,0,2,0,0,0,2,3,0,36,0,12,2,3,2,0,0
14,TS Mills,c Warner b Kumar,6,3,0,1,200,2,4,0,31,1,7.75,11,3,1,1,0
15,YS Chahal,run out (sub [Jordan]),3,7,0,0,42.85,2,4,0,22,1,5.5,5,0,0,0,0
16,A Choudhary,not out,6,2,0,1,300,2,4,0,55,1,13.75,5,5,3,3,1
17,NV Ojha,DNB,0,0,0,0,0,1,,,,,,,,,,
18,Bipul Sharma,DNB,0,0,0,0,0,1,1,0,4,1,4,2,0,0,0,0
19,B Kumar,DNB,0,0,0,0,0,1,4,0,27,2,6.75,12,1,2,1,0
20,A Nehra,DNB,0,0,0,0,0,1,4,0,42,2,10.5,8,6,1,1,0
21,Rashid Khan,DNB,0,0,0,0,0,1,4,0,36,2,9,8,4,1,0,0
0,PA Patel,b Imran Tahir,19,14,4,0,135.71,1,,,,,,,,,,
1,JC Buttler,lbw b Imran Tahir,38,19,3,3,200,1,,,,,,,,,,
2,RG Sharma,b Imran Tahir,3,7,0,0,42.85,1,,,,,,,,,,
3,N Rana,c Bhatia b Zampa,34,28,1,2,121.42,1,,,,,,,,,,
4,AT Rayudu,c & b Bhatia,10,12,0,0,83.33,1,,,,,,,,,,
5,KH Pandya,c †Dhoni b Bhatia,3,5,0,0,60,1,2,0,21,0,10.5,2,1,1,0,0
6,KA Pollard,c Agarwal b Stokes,27,17,3,1,158.82,1,1.5,0,30,0,16.36,0,1,3,1,0
7,HH Pandya,not out,35,15,1,4,233.33,1,4,0,36,1,9,5,5,0,0,0
8,TG Southee,run out (†Dhoni/Dinda),7,3,0,1,233.33,1,4,0,34,1,8.5,8,3,1,2,0
