,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
9,KD Karthik,st †Uthappa b Hogg,51,29,8,1,175.86,2,,,,,,,,,,
10,AJ Finch,run out (Pandey),29,10,3,2,290,2,,,,,,,,,,
11,RA Jadeja,not out,9,9,0,1,100,2,3,0,25,0,8.33,3,3,0,0,0
12,DJ Bravo,not out,0,0,0,0,0,2,4,0,39,0,9.75,8,0,4,1,0
13,AD Russell,DNB,0,0,0,0,0,1,3,0,21,1,7,11,3,0,1,0
14,GB Hogg,DNB,0,0,0,0,0,1,2,0,19,1,9.5,5,4,0,0,0
15,PP Chawla,DNB,0,0,0,0,0,1,4,0,30,1,7.5,11,2,2,0,0
16,M Morkel,DNB,0,0,0,0,0,1,4,0,38,0,9.5,8,4,2,0,0
17,UT Yadav,DNB,0,0,0,0,0,1,2,0,18,0,9,3,1,1,0,0
18,P Kumar,DNB,0,0,0,0,0,2,4,1,19,2,4.75,14,2,0,0,0
19,DS Kulkarni,DNB,0,0,0,0,0,2,4,0,30,1,7.5,10,4,0,1,0
20,S Kaushik,DNB,0,0,0,0,0,2,1,0,14,0,14,0,1,1,0,0
21,PV Tambe,DNB,0,0,0,0,0,2,2,0,15,0,7.5,4,2,0,0,0
0,DR Smith,c Mustafizur Rahman b Kumar,1,9,0,0,11.11,1,,,,,,,,,,
1,BB McCullum,c Warner b Henriques,7,19,0,0,36.84,1,,,,,,,,,,
2,SK Raina,c & b Kumar,20,10,1,2,200,1,,,,,,,,,,
3,KD Karthik,c Williamson b Mustafizur Rahman,0,3,0,0,0,1,,,,,,,,,,
4,AJ Finch,not out,51,42,3,1,121.42,1,,,,,,,,,,
5,DJ Bravo,c sub (V Shankar) b Sran,18,20,1,0,90,1,3,0,14,2,4.66,6,0,0,0,0
6,RA Jadeja,c Kumar b Mustafizur Rahman,18,13,2,0,138.46,1,2,0,14,0,7,4,1,0,0,0
7,P Kumar,not out,6,4,1,0,150,1,4,0,28,1,7,11,4,0,1,0
8,DA Warner,c Kumar b Kulkarni,24,17,1,2,141.17,2,,,,,,,,,,
9,S Dhawan,not out,47,40,6,0,117.5,2,,,,,,,,,,
10,KS Williamson,c Smith b Kumar,6,9,1,0,66.66,2,,,,,,,,,,
11,MC Henriques,c †Karthik b Bravo,14,16,2,0,87.5,2,3,0,24,1,8,5,3,0,2,0
12,Yuvraj Singh,c Sangwan b Kulkarni,5,14,0,0,35.71,2,2,0,13,0,6.5,2,0,0,1,0
13,DJ Hooda,c †Karthik b Bravo,18,12,2,0,150,2,,,,,,,,,,
14,NV Ojha,not out,9,6,1,0,150,2,,,,,,,,,,
15,PJ Sangwan,DNB,0,0,0,0,0,1,2,0,28,0,14,3,2,2,1,0
16,DS Kulkarni,DNB,0,0,0,0,0,1,4,1,17,2,4.25,16,3,0,0,0
17,S Kaushik,DNB,0,0,0,0,0,1,4,0,25,0,6.25,12,3,0,1,0
18,B Kumar,DNB,0,0,0,0,0,2,4,1,28,2,7,11,2,1,0,0
19,BB Sran,DNB,0,0,0,0,0,2,3,0,21,1,7,4,1,0,2,0
20,A Nehra,DNB,0,0,0,0,0,2,4,1,23,0,5.75,13,2,1,0,0
21,Mustafizur Rahman,DNB,0,0,0,0,0,2,4,0,17,2,4.25,14,0,1,0,0
0,V Kohli,c Vijay b Cariappa,20,21,2,0,95.23,1,,,,,,,,,,
1,KL Rahul,b Cariappa,42,25,6,1,168,1,,,,,,,,,,
2,AB de Villiers,c Cariappa b Sandeep Sharma,64,35,5,2,182.85,1,,,,,,,,,,
3,SR Watson,b Patel,1,3,0,0,33.33,1,4,0,22,2,5.5,10,2,0,0,0
4,Sachin Baby,run out (Miller/†Saha),33,29,1,0,113.79,1,,,,,,,,,,
5,TM Head,c Vijay b Sandeep Sharma,11,7,1,0,157.14,1,,,,,,,,,,
6,STR Binny,not out,0,0,0,0,0,1,2,0,16,0,8,1,1,0,1,0
7,HM Amla,c Binny b Watson,21,20,2,0,105,2,,,,,,,,,,
8,M Vijay,c Chahal b Watson,89,57,12,1,156.14,2,,,,,,,,,,
9,WP Saha,run out (†Rahul),16,13,1,0,123.07,2,,,,,,,,,,
10,DA Miller,st †Rahul b Chahal,0,1,0,0,0,2,,,,,,,,,,
11,MP Stoinis,not out,34,22,3,1,154.54,2,3,0,35,0,11.66,2,4,1,0,0
12,F Behardien,not out,9,7,1,0,128.57,2,,,,,,,,,,
13,CJ Jordan,DNB,0,0,0,0,0,1,4,0,52,0,13,2,7,1,1,0
14,Iqbal Abdulla,DNB,0,0,0,0,0,1,3,0,26,0,8.66,4,3,0,0,0
15,VR Aaron,DNB,0,0,0,0,0,1,3,0,25,0,8.33,6,2,1,0,0
16,YS Chahal,DNB,0,0,0,0,0,1,4,0,30,1,7.5,8,4,0,0,0
17,AR Patel,DNB,0,0,0,0,0,2,4,0,27,1,6.75,8,2,0,0,0
18,MM Sharma,DNB,0,0,0,0,0,2,3,0,33,0,11,4,4,0,3,0
19,Anureet Singh,DNB,0,0,0,0,0,2,3,0,15,0,5,6,0,0,0,0
20,Sandeep Sharma,DNB,0,0,0,0,0,2,4,0,49,2,12.25,6,5,2,1,0
21,KC Cariappa,DNB,0,0,0,0,0,2,3,0,16,2,5.33,5,0,0,0,0
0,AM Rahane,b Watson,74,48,8,2,154.16,1,,,,,,,,,,
1,UT Khawaja,run out (Watson/Binny),16,6,2,1,266.66,1,,,,,,,,,,
2,SS Tiwary,st †Rahul b Chahal,52,39,9,0,133.33,1,,,,,,,,,,
3,MS Dhoni,c Parvez Rasool b Watson,9,8,0,1,112.5,1,,,,,,,,,,
4,NLTC Perera,c Watson b Jordan,14,8,1,1,175,1,3,0,40,0,13.33,3,5,2,0,0
5,GJ Bailey,c †Rahul b Watson,0,2,0,0,0,1,,,,,,,,,,
6,R Bhatia,not out,9,4,0,1,225,1,4,0,45,0,11.25,4,3,3,0,0
7,R Ashwin,not out,10,5,0,1,200,1,1,0,7,0,7,2,1,0,0,0
8,V Kohli,not out,108,58,8,7,186.2,2,,,,,,,,,,
9,KL Rahul,c Bailey b Zampa,38,35,1,2,108.57,2,,,,,,,,,,
10,AB de Villiers,c Perera b Zampa,1,3,0,0,33.33,2,,,,,,,,,,
11,SR Watson,lbw b Singh,36,13,5,2,276.92,2,4,0,24,3,6,13,2,1,2,0
12,TM Head,not out,6,9,0,0,66.66,2,,,,,,,,,,
13,A Zampa,DNB,0,0,0,0,0,1,4,0,35,2,8.75,8,3,2,0,0
14,AB Dinda,DNB,0,0,0,0,0,1,3.3,0,26,0,7.42,6,2,0,0,0
15,RP Singh,DNB,0,0,0,0,0,1,4,0,37,1,9.25,10,0,4,0,1
16,Sachin Baby,DNB,0,0,0,0,0,2,,,,,,,,,,
17,STR Binny,DNB,0,0,0,0,0,2,2,0,17,0,8.5,4,3,0,0,0
18,Parvez Rasool,DNB,0,0,0,0,0,2,3,0,37,0,12.33,3,5,1,0,0
19,CJ Jordan,DNB,0,0,0,0,0,2,4,0,43,1,10.75,7,2,3,1,0
20,VR Aaron,DNB,0,0,0,0,0,2,3,0,31,0,10.33,5,4,1,0,0
21,YS Chahal,DNB,0,0,0,0,0,2,4,0,38,1,9.5,8,4,1,3,0
0,V Kohli,c Harbhajan Singh b McClenaghan,7,7,0,1,100,1,,,,,,,,,,
1,CH Gayle,c Sharma b Southee,5,6,1,0,83.33,1,,,,,,,,,,
2,AB de Villiers,c Rayudu b Pandya,24,27,1,1,88.88,1,,,,,,,,,,
3,KL Rahul,not out,68,53,3,4,128.3,1,,,,,,,,,,
4,SR Watson,run out (Sharma),15,14,1,1,107.14,1,3,0,38,0,12.66,6,4,2,3,0
5,Sachin Baby,not out,25,13,2,2,192.3,1,,,,,,,,,,
6,RG Sharma,c de Villiers b Aaron,25,24,3,0,104.16,2,,,,,,,,,,
7,PA Patel,c Watson b Aravind,1,2,0,0,50,2,,,,,,,,,,
8,AT Rayudu,c de Villiers b Aaron,44,47,2,2,93.61,2,,,,,,,,,,
9,N Rana,c Binny b Chahal,9,11,0,1,81.81,2,,,,,,,,,,
10,KA Pollard,not out,35,19,3,2,184.21,2,1,0,22,0,22,2,1,3,0,0
11,JC Buttler,not out,29,11,1,3,263.63,2,,,,,,,,,,
12,STR Binny,DNB,0,0,0,0,0,1,1,0,2,0,2,4,0,0,0,0
13,CJ Jordan,DNB,0,0,0,0,0,1,3,0,37,0,12.33,5,3,2,2,1
14,S Aravind,DNB,0,0,0,0,0,1,4,0,23,1,5.75,10,1,1,0,0
15,VR Aaron,DNB,0,0,0,0,0,1,3.4,0,37,2,10.09,9,1,3,3,1
16,YS Chahal,DNB,0,0,0,0,0,1,4,0,16,1,4,9,0,0,0,0
17,KH Pandya,DNB,0,0,0,0,0,2,4,0,15,1,3.75,11,0,0,0,0
18,Harbhajan Singh,DNB,0,0,0,0,0,2,3,0,19,0,6.33,5,0,1,0,0
19,TG Southee,DNB,0,0,0,0,0,2,4,0,27,1,6.75,12,3,1,1,0
20,MJ McClenaghan,DNB,0,0,0,0,0,2,4,0,35,1,8.75,10,3,2,1,0
21,JJ Bumrah,DNB,0,0,0,0,0,2,4,0,28,0,7,11,1,2,0,0
0,DA Warner,c †Dhoni b Singh,11,14,0,1,78.57,1,,,,,,,,,,
1,S Dhawan,c Tiwary b Ashwin,33,27,2,2,122.22,1,,,,,,,,,,
2,KS Williamson,c Bhatia b Zampa,32,37,3,0,86.48,1,,,,,,,,,,
3,Yuvraj Singh,c Tiwary b Zampa,23,21,1,2,109.52,1,1,0,10,0,10,1,0,1,0,0
4,MC Henriques,c Bhatia b Zampa,10,8,1,0,125,1,3,0,20,1,6.66,4,2,0,0,0
5,DJ Hooda,st †Dhoni b Zampa,14,5,0,2,280,1,,,,,,,,,,
6,NV Ojha,b Zampa,7,5,1,0,140,1,,,,,,,,,,
7,B Kumar,c Tiwary b Zampa,1,2,0,0,50,1,4,1,20,1,5,13,1,1,1,0
8,BB Sran,not out,1,1,0,0,100,1,4,0,26,1,6.5,10,2,1,0,0
9,AM Rahane,c †Ojha b Kumar,0,3,0,0,0,2,,,,,,,,,,
10,UT Khawaja,run out (Hooda/†Ojha),11,8,2,0,137.5,2,,,,,,,,,,
11,GJ Bailey,c Nehra b Henriques,34,40,3,1,85,2,,,,,,,,,,
12,R Ashwin,c †Ojha b Sran,29,25,3,0,116,2,4,0,16,1,4,14,1,0,1,0
13,SS Tiwary,c Dhawan b Nehra,9,10,1,0,90,2,,,,,,,,,,
14,MS Dhoni,run out (Sran/Yuvraj Singh),30,20,1,2,150,2,,,,,,,,,,
15,NLTC Perera,c Henriques b Nehra,17,13,0,1,130.76,2,2,0,26,0,13,1,3,1,0,0
16,R Bhatia,not out,0,0,0,0,0,2,3,0,26,0,8.66,6,1,2,0,0
17,A Zampa,c †Ojha b Nehra,0,1,0,0,0,2,4,0,19,6,4.75,11,0,1,0,0
18,A Nehra,DNB,0,0,0,0,0,1,4,0,29,3,7.25,12,4,1,0,0
19,Mustafizur Rahman,DNB,0,0,0,0,0,1,4,0,26,0,6.5,6,1,0,0,0
20,AB Dinda,DNB,0,0,0,0,0,2,4,0,26,0,6.5,12,2,1,1,0
21,RP Singh,DNB,0,0,0,0,0,2,3,0,23,1,7.66,10,1,2,1,0
0,RV Uthappa,run out (Sharma),70,49,6,2,142.85,1,,,,,,,,,,
1,G Gambhir,run out (Maxwell/Sandeep Sharma),54,45,6,1,120,1,,,,,,,,,,
2,YK Pathan,not out,19,16,0,1,118.75,1,,,,,,,,,,
3,AD Russell,run out (†Saha/Sandeep Sharma),16,10,1,1,160,1,4,0,20,4,5,15,0,2,1,0
4,M Vijay,c Shakib Al Hasan b Morkel,6,11,1,0,54.54,2,,,,,,,,,,
5,MP Stoinis,c Chawla b Russell,0,3,0,0,0,2,3,0,26,0,8.66,4,4,0,0,0
6,M Vohra,c Shakib Al Hasan b Russell,0,5,0,0,0,2,,,,,,,,,,
7,WP Saha,b Chawla,24,20,3,0,120,2,,,,,,,,,,
8,GJ Maxwell,lbw b Chawla,68,42,6,4,161.9,2,1,0,11,0,11,1,2,0,0,0
9,DA Miller,c sub (R Sathish) b Russell,13,18,0,0,72.22,2,,,,,,,,,,
10,Gurkeerat Singh,run out (sub [Sathish]/†Uthappa),11,11,1,0,100,2,1,0,8,0,8,1,1,0,0,0
11,AR Patel,run out (Russell),21,7,1,2,300,2,4,0,24,0,6,9,0,1,0,0
12,Swapnil Singh,lbw b Russell,0,1,0,0,0,2,3,0,29,0,9.66,3,1,2,0,0
13,MM Sharma,not out,1,1,0,0,100,2,4,0,39,0,9.75,4,3,2,0,0
14,Sandeep Sharma,not out,1,1,0,0,100,2,4,0,25,0,6.25,9,2,0,3,0
15,MK Pandey,DNB,0,0,0,0,0,1,,,,,,,,,,
16,SA Yadav,DNB,0,0,0,0,0,1,,,,,,,,,,
17,Shakib Al Hasan,DNB,0,0,0,0,0,1,3,0,21,0,7,6,1,1,0,0
18,GB Hogg,DNB,0,0,0,0,0,1,2,0,28,0,14,1,2,2,0,0
19,PP Chawla,DNB,0,0,0,0,0,1,4,0,27,2,6.75,11,2,1,1,0
20,M Morkel,DNB,0,0,0,0,0,1,4,0,27,1,6.75,12,4,0,1,0
21,UT Yadav,DNB,0,0,0,0,0,1,3,0,26,0,8.66,6,3,0,1,0
0,DR Smith,c Morris b Nadeem,15,14,3,0,107.14,1,2,0,12,0,6,4,1,0,0,0
1,BB McCullum,b Khan,1,4,0,0,25,1,,,,,,,,,,
2,AJ Finch,c Pant b Nadeem,5,5,1,0,100,1,,,,,,,,,,
3,SK Raina,st †de Kock b Mishra,24,20,1,1,120,1,4,0,34,0,8.5,7,3,1,0,0
4,KD Karthik,b Mohammed Shami,53,43,5,0,123.25,1,,,,,,,,,,
5,RA Jadeja,not out,36,26,4,1,138.46,1,2.2,0,21,1,9,3,1,1,0,1
6,JP Faulkner,b Morris,7,6,0,0,116.66,1,1,0,9,0,9,2,0,1,0,0
7,Ishan Kishan,run out (Billings/†de Kock),2,2,0,0,100,1,,,,,,,,,,
8,Q de Kock,c Smith b Kaushik,46,45,4,1,102.22,2,,,,,,,,,,
9,RR Pant,c †Karthik b Jadeja,69,40,9,2,172.5,2,,,,,,,,,,
10,SV Samson,not out,19,13,1,1,146.15,2,,,,,,,,,,
11,JP Duminy,not out,13,7,2,0,185.71,2,2,0,14,0,7,4,1,0,0,0
12,P Kumar,DNB,0,0,0,0,0,1,2,0,20,0,10,4,2,1,1,0
13,DS Kulkarni,DNB,0,0,0,0,0,1,2,0,24,0,12,4,5,0,0,0
14,S Kaushik,DNB,0,0,0,0,0,1,4,0,29,1,7.25,9,4,0,0,0
15,KK Nair,DNB,0,0,0,0,0,2,,,,,,,,,,
16,SW Billings,DNB,0,0,0,0,0,2,,,,,,,,,,
17,CH Morris,DNB,0,0,0,0,0,2,4,0,32,1,8,9,4,0,1,0
18,A Mishra,DNB,0,0,0,0,0,2,3,0,19,1,6.33,4,1,0,0,0
19,Mohammed Shami,DNB,0,0,0,0,0,2,4,0,31,1,7.75,10,2,2,0,0
20,Z Khan,DNB,0,0,0,0,0,2,4,0,27,1,6.75,12,3,0,1,0
21,S Nadeem,DNB,0,0,0,0,0,2,3,0,23,2,7.66,7,3,0,1,0
0,RR Pant,b Dinda,2,8,0,0,25,1,,,,,,,,,,
1,SV Samson,c R Ashwin b Boland,20,17,3,0,117.64,1,,,,,,,,,,
2,KK Nair,c Perera b Bhatia,32,23,5,0,139.13,1,,,,,,,,,,
3,JP Duminy,run out (Rahane/†Dhoni),34,32,1,0,106.25,1,1,0,9,0,9,0,1,0,0,0
4,SW Billings,c Rahane b Bhatia,24,15,1,2,160,1,,,,,,,,,,
5,CR Brathwaite,c Perera b Boland,20,8,0,3,250,1,2,0,17,0,8.5,2,2,0,0,0
6,P Negi,not out,19,12,1,1,158.33,1,1,0,10,0,10,1,0,1,0,0
7,J Yadav,run out (Tiwary),1,3,0,0,33.33,1,4,0,25,0,6.25,8,1,1,0,0
8,Mohammed Shami,not out,2,3,0,0,66.66,1,3.1,0,50,0,15.78,2,6,1,1,1
9,AM Rahane,not out,63,48,7,0,131.25,2,,,,,,,,,,
10,UT Khawaja,st †Samson b Mishra,30,27,2,1,111.11,2,,,,,,,,,,
11,SS Tiwary,c Billings b Imran Tahir,21,18,1,1,116.66,2,,,,,,,,,,
12,MS Dhoni,c Billings b Imran Tahir,27,20,1,2,135,2,,,,,,,,,,
13,NLTC Perera,not out,14,5,0,2,280,2,1,0,9,0,9,3,2,0,0,0
14,A Mishra,DNB,0,0,0,0,0,1,4,0,28,1,7,8,1,1,1,2
15,Imran Tahir,DNB,0,0,0,0,0,1,4,0,26,2,6.5,10,0,2,1,0
16,GJ Bailey,DNB,0,0,0,0,0,2,,,,,,,,,,
17,R Bhatia,DNB,0,0,0,0,0,2,4,0,22,2,5.5,6,0,0,2,0
18,SM Boland,DNB,0,0,0,0,0,2,4,0,31,2,7.75,8,3,1,0,0
19,R Ashwin,DNB,0,0,0,0,0,2,4,0,34,0,8.5,4,0,2,3,0
20,AB Dinda,DNB,0,0,0,0,0,2,4,0,34,1,8.5,12,4,1,1,1
21,M Ashwin,DNB,0,0,0,0,0,2,3,0,31,0,10.33,6,2,2,0,0
0,M Vijay,c Brathwaite b Morris,25,16,4,0,156.25,1,,,,,,,,,,
1,MP Stoinis,c Samson b Khan,52,44,3,2,118.18,1,4,0,40,3,10,8,5,1,1,0
2,HM Amla,run out (Khan/†de Kock),1,5,0,0,20,1,,,,,,,,,,
3,WP Saha,c Morris b Mohammed Shami,52,33,7,0,157.57,1,,,,,,,,,,
4,GJ Maxwell,b Morris,16,11,0,1,145.45,1,,,,,,,,,,
5,DA Miller,not out,11,6,1,0,183.33,1,,,,,,,,,,
6,AR Patel,not out,16,5,0,2,320,1,4,0,32,0,8,5,1,1,0,0
7,Q de Kock,c Patel b Stoinis,52,30,6,2,173.33,2,,,,,,,,,,
8,SV Samson,c Maxwell b Stoinis,49,35,4,1,140,2,,,,,,,,,,
9,KK Nair,c Miller b Cariappa,23,25,1,0,92,2,,,,,,,,,,
10,SW Billings,c †Saha b Stoinis,6,9,0,0,66.66,2,,,,,,,,,,
11,CR Brathwaite,c Gurkeerat Singh b Sandeep Sharma,12,6,1,1,200,2,2,0,20,0,10,1,1,1,0,0
12,CH Morris,not out,17,12,0,1,141.66,2,4,0,30,2,7.5,9,2,1,1,0
13,RR Pant,not out,4,3,1,0,133.33,2,,,,,,,,,,
14,Gurkeerat Singh,DNB,0,0,0,0,0,1,,,,,,,,,,
15,MM Sharma,DNB,0,0,0,0,0,1,4,0,21,0,5.25,12,2,0,0,0
16,Sandeep Sharma,DNB,0,0,0,0,0,1,4,0,36,1,9,8,2,2,0,0
17,KC Cariappa,DNB,0,0,0,0,0,1,4,0,37,1,9.25,7,3,1,1,0
18,A Mishra,DNB,0,0,0,0,0,2,4,0,37,0,9.25,6,3,1,1,0
19,Mohammed Shami,DNB,0,0,0,0,0,2,3,0,34,1,11.33,5,4,1,1,0
20,Z Khan,DNB,0,0,0,0,0,2,3,0,25,1,8.33,5,3,0,0,0
21,S Nadeem,DNB,0,0,0,0,0,2,4,0,30,0,7.5,8,2,1,0,0
0,DA Warner,c Pollard b Harbhajan Singh,48,33,7,1,145.45,1,,,,,,,,,,
1,S Dhawan,not out,82,57,10,1,143.85,1,,,,,,,,,,
2,KS Williamson,c Sharma b Harbhajan Singh,2,5,0,0,40,1,,,,,,,,,,
3,Yuvraj Singh,hit wicket b McClenaghan,39,23,3,2,169.56,1,,,,,,,,,,
4,MC Henriques,not out,1,2,0,0,50,1,4,0,18,1,4.5,10,1,0,0,0
5,RG Sharma,b Nehra,5,3,1,0,166.66,2,,,,,,,,,,
6,PA Patel,lbw b Kumar,0,4,0,0,0,2,,,,,,,,,,
7,AT Rayudu,c Williamson b Nehra,6,6,1,0,100,2,,,,,,,,,,
8,KH Pandya,c Dhawan b Sran,17,11,2,1,154.54,2,1,0,5,0,5,1,0,0,0,0
9,JC Buttler,c †Ojha b Nehra,2,2,0,0,100,2,,,,,,,,,,
10,KA Pollard,c Sran b Henriques,11,13,2,0,84.61,2,2,0,23,0,11.5,2,2,1,1,0
11,HH Pandya,c †Ojha b Mustafizur Rahman,7,16,0,0,43.75,2,1,0,10,0,10,2,1,0,0,0
12,Harbhajan Singh,not out,21,22,2,0,95.45,2,4,0,29,2,7.25,13,4,1,1,0
13,TG Southee,c †Ojha b Mustafizur Rahman,3,4,0,0,75,2,4,0,35,0,8.75,6,2,1,0,0
14,MJ McClenaghan,c Henriques b Mustafizur Rahman,8,9,1,0,88.88,2,4,0,38,1,9.5,6,6,0,1,0
15,JJ Bumrah,c †Ojha b Sran,6,9,1,0,66.66,2,4,0,35,0,8.75,9,5,1,0,0
16,DJ Hooda,DNB,0,0,0,0,0,1,,,,,,,,,,
17,NV Ojha,DNB,0,0,0,0,0,1,,,,,,,,,,
18,B Kumar,DNB,0,0,0,0,0,1,3,0,23,1,7.66,9,4,0,1,0
19,BB Sran,DNB,0,0,0,0,0,1,3.3,0,18,2,5.14,13,3,0,1,0
20,A Nehra,DNB,0,0,0,0,0,1,3,0,15,3,5,12,1,1,0,0
21,Mustafizur Rahman,DNB,0,0,0,0,0,1,3,0,16,3,5.33,8,1,0,2,0
0,CH Gayle,b Kulkarni,6,13,1,0,46.15,1,2,0,3,0,1.5,10,0,0,0,1
1,V Kohli,c Bravo b Kumar,109,55,5,8,198.18,1,1,0,13,0,13,1,0,1,0,2
2,AB de Villiers,not out,129,52,10,12,248.07,1,,,,,,,,,,
3,SR Watson,c †Karthik b Kumar,0,1,0,0,0,1,1,0,3,0,3,4,0,0,1,0
4,DR Smith,b Aravind,7,6,1,0,116.66,2,1,0,13,0,13,0,2,0,0,0
5,BB McCullum,c de Villiers b Chahal,11,13,2,0,84.61,2,,,,,,,,,,
6,RA Jadeja,c & b Jordan,21,19,2,1,110.52,2,4,0,34,0,8.5,10,1,3,0,0
7,KD Karthik,c de Villiers b Jordan,2,4,0,0,50,2,,,,,,,,,,
8,AJ Finch,c Aravind b Sachin Baby,37,38,3,1,97.36,2,,,,,,,,,,
9,DJ Bravo,lbw b Chahal,1,2,0,0,50,2,3,0,46,0,15.33,1,3,3,0,1
10,AD Nath,b Chahal,3,6,0,0,50,2,,,,,,,,,,
11,P Kumar,b Jordan,1,4,0,0,25,2,4,1,45,2,11.25,11,2,5,0,0
12,DS Kulkarni,b Jordan,2,3,0,0,66.66,2,3,0,33,1,11,7,3,2,0,0
13,PV Tambe,not out,7,19,1,0,36.84,2,2,0,25,0,12.5,3,2,2,0,0
14,S Kaushik,c Aravind b Sachin Baby,0,1,0,0,0,2,3,0,50,0,16.66,4,3,5,1,0
15,KL Rahul,DNB,0,0,0,0,0,1,,,,,,,,,,
16,Sachin Baby,DNB,0,0,0,0,0,1,0.4,0,4,2,6,3,1,0,0,0
17,STR Binny,DNB,0,0,0,0,0,1,2,0,13,0,6.5,5,2,0,0,0
18,CJ Jordan,DNB,0,0,0,0,0,1,3,0,11,4,3.66,10,0,0,2,0
19,S Aravind,DNB,0,0,0,0,0,1,3,0,15,1,5,9,2,0,0,0
20,VR Aaron,DNB,0,0,0,0,0,1,2,0,19,0,9.5,5,3,0,2,0
21,YS Chahal,DNB,0,0,0,0,0,1,4,0,19,3,4.75,13,1,1,0,0
0,DA Warner,b Yadav,46,30,6,1,153.33,1,,,,,,,,,,
1,S Dhawan,c Samson b Mishra,34,37,3,0,91.89,1,,,,,,,,,,
2,KS Williamson,b Morris,27,24,3,0,112.5,1,,,,,,,,,,
3,Yuvraj Singh,c Pant b Mishra,8,8,0,1,100,1,1.1,0,11,0,9.42,2,0,1,0,0
4,MC Henriques,lbw b Mohammed Shami,0,1,0,0,0,1,3,0,19,2,6.33,9,1,1,0,0
5,DJ Hooda,hit wicket b Coulter0Nile,10,9,1,0,111.11,1,1,0,5,0,5,1,0,0,0,0
6,NV Ojha,c Samson b Coulter0Nile,7,9,1,0,77.77,1,,,,,,,,,,
7,B Kumar,run out (Morris),1,2,0,0,50,1,4,0,32,0,8,9,2,1,2,0
8,BB Sran,not out,1,1,0,0,100,1,2,0,21,0,10.5,5,3,1,0,0
9,A Nehra,not out,1,1,0,0,100,1,3,0,23,1,7.66,9,3,1,0,0
10,Q de Kock,c †Ojha b Henriques,44,31,5,2,141.93,2,,,,,,,,,,
11,MA Agarwal,c Yuvraj Singh b Nehra,10,9,2,0,111.11,2,,,,,,,,,,
12,KK Nair,b Henriques,20,17,3,0,117.64,2,,,,,,,,,,
