Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb,50,100,0,4_haul,5_haul,BSR,BWA,hard_hit,bat_consistency,pca_bat,Bowl_index,bowl_consistency,bowl_pca
SP Goswami,0,52.0,40.0,6.0,1.0,126.82926829268293,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.4895153091466985,0.46704209194415186,-0.30398278111165467,-1.1511688171849337,0.9668519933279879,-0.7272400723681007
S Dhawan,0,497.0,363.0,59.0,14.0,136.53846153846155,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8073402971657208,0.6708744159313388,2.0467380846066066,-1.1511688171849337,0.9659792011220384,-0.7272400723681007
KS Williamson,0,735.0,516.0,63.0,28.0,142.16634429400386,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5458345628861175,0.7619763292399181,3.2439669827116204,-1.1511688171849337,0.9655274886072122,-0.7272400723681007
Shakib Al Hasan,0,239.0,197.0,26.0,5.0,120.7070707070707,25.0,57.0,0.0,456.0,14.0,7.862068965517241,98.0,28.0,20.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,22.8,30.4,0.3385204845129875,0.3466871954612753,0.6282607604632853,0.8896542966956847,0.26338948783417765,-0.15096943676960375
YK Pathan,0,260.0,200.0,22.0,11.0,129.3532338308458,22.0,2.0,0.0,14.0,1.0,4.666666666666667,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,7.0,0.41967162906953476,0.5103448087239496,0.7608992568305672,-0.5607115613242095,-1.4125922064456145,-0.13693096640174976
DJ Hooda,0,87.0,81.0,2.0,3.0,106.09756097560977,15.0,3.0,0.0,24.0,0.0,6.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,24.0,-0.6803663321457928,0.04413095469114125,-0.21919358544799328,0.45309240628571285,-1.6046387718414423,1.0432006697478815
CR Brathwaite,0,75.0,48.0,1.0,8.0,153.0612244897959,4.0,9.7,0.0,94.0,5.0,8.785046728971963,23.0,11.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,15.666666666666666,0.6274605366913913,0.9350758926462773,-0.1050910740222258,-0.009746535607723317,-1.3282834699950143,0.06336722927481246
SR Watson,0,555.0,359.0,44.0,35.0,154.16666666666669,24.0,28.0,0.0,251.0,6.0,8.655172413793103,57.0,19.0,12.0,8.0,0.0,4.0,2.0,1.0,0.0,0.0,24.0,35.857142857142854,1.0087405561154028,0.9903831193244326,2.39512773949565,1.1386572394683658,-0.7719746260191708,0.9495350027156942
F du Plessis,0,162.0,129.0,17.0,6.0,124.61538461538461,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555086325016595,0.4575867831832736,0.26106753953817896,-1.1511688171849337,0.9670698966454709,-0.7272400723681007
SK Raina,0,445.0,336.0,46.0,12.0,132.0474777448071,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5041725799574847,0.5857218699253923,1.7336142275376194,-1.1511688171849337,0.9663670770782783,-0.7272400723681007
