,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
7,AM Rahane,c Raina b Bravo,52,36,7,0,144.44,2,,,,,,,,,,
8,LRPL Taylor,c Saha b Morkel,6,8,0,0,75,2,,,,,,,,,,
9,AL Menaria,c †Dhoni b Ashwin,2,5,0,0,40,2,2,0,17,0,8.5,3,2,0,1,0
10,J Botha,c & b Bollinger,14,17,0,0,82.35,2,4,0,23,1,5.75,12,1,1,1,0
11,AS Raut,run out (Saha/Ashwin),19,14,1,1,135.71,2,,,,,,,,,,
12,DH Yagnik,b Bollinger,3,7,0,0,42.85,2,,,,,,,,,,
13,A Singh,c & b Raina,1,2,0,0,50,2,4,0,40,1,10,7,5,1,0,0
14,SK Trivedi,not out,0,0,0,0,0,2,2,0,33,0,16.5,1,3,2,0,0
15,SK Warne,c Bravo b Raina,0,2,0,0,0,2,4,0,34,0,8.5,7,3,1,2,0
16,S Badrinath,DNB,0,0,0,0,0,1,,,,,,,,,,
17,DJ Bravo,DNB,0,0,0,0,0,1,4,0,36,1,9,7,3,1,1,0
18,WP Saha,DNB,0,0,0,0,0,1,,,,,,,,,,
19,R Ashwin,DNB,0,0,0,0,0,1,4,0,24,2,6,10,3,0,0,0
20,DE Bollinger,DNB,0,0,0,0,0,1,4,0,22,3,5.5,12,1,0,1,0
21,SB Jakati,DNB,0,0,0,0,0,1,4,0,30,0,7.5,6,2,0,1,0
0,AC Blizzard,c Sehwag b Nadeem,37,23,8,0,160.86,1,,,,,,,,,,
1,SR Tendulkar,b Pathan,14,14,3,0,100,1,,,,,,,,,,
2,AT Rayudu,c Sehwag b Hopes,59,39,7,2,151.28,1,,,,,,,,,,
3,RG Sharma,c Venugopal Rao b Morkel,49,32,2,3,153.12,1,,,,,,,,,,
4,KA Pollard,not out,9,8,1,0,112.5,1,2.3,0,24,2,9.6,4,4,0,0,0
5,A Symonds,not out,4,4,0,0,100,1,2,0,23,0,11.5,3,3,1,0,0
6,V Sehwag,c Sharma b Patel,2,4,0,0,50,2,,,,,,,,,,
7,DA Warner,lbw b Harbhajan Singh,1,2,0,0,50,2,,,,,,,,,,
8,CA Ingram,b Malinga,1,2,0,0,50,2,,,,,,,,,,
9,NV Ojha,c †Rayudu b Patel,1,7,0,0,14.28,2,,,,,,,,,,
10,Y Venugopal Rao,b Kulkarni,37,27,4,1,137.03,2,,,,,,,,,,
11,JR Hopes,run out (Suman/†Rayudu),55,44,10,0,125,2,4,0,45,1,11.25,7,6,2,0,0
12,IK Pathan,b Malinga,23,18,4,0,127.77,2,4,1,23,1,5.75,15,4,0,1,0
13,Y Nagar,c Patel b Harbhajan Singh,0,1,0,0,0,2,,,,,,,,,,
14,AB Agarkar,not out,7,6,1,0,116.66,2,4,0,31,0,7.75,8,2,1,0,0
15,M Morkel,c Symonds b Pollard,10,9,1,0,111.11,2,4,0,49,1,12.25,7,8,1,3,0
16,S Nadeem,c Patel b Pollard,0,1,0,0,0,2,4,0,28,1,7,6,1,1,0,0
17,TL Suman,DNB,0,0,0,0,0,1,,,,,,,,,,
18,DS Kulkarni,DNB,0,0,0,0,0,1,4,0,27,1,6.75,10,3,0,1,0
19,Harbhajan Singh,DNB,0,0,0,0,0,1,4,0,24,2,6,12,3,0,2,0
20,MM Patel,DNB,0,0,0,0,0,1,4,0,29,2,7.25,11,5,0,1,0
21,SL Malinga,DNB,0,0,0,0,0,1,3.2,1,18,2,5.4,13,2,0,1,2
0,PC Valthaty,c Blizzard b Patel,14,14,3,0,100,1,,,,,,,,,,
1,AC Gilchrist,c †Rayudu b Malinga,28,28,2,1,100,1,,,,,,,,,,
2,SE Marsh,c Pollard b Patel,43,34,5,0,126.47,1,,,,,,,,,,
3,KD Karthik,c Blizzard b Patel,31,24,4,1,129.16,1,,,,,,,,,,
4,DJ Hussey,c Blizzard b Patel,0,3,0,0,0,1,,,,,,,,,,
5,Mandeep Singh,run out (Malinga),8,5,0,1,160,1,,,,,,,,,,
6,Bipul Sharma,not out,6,4,0,0,150,1,2,0,15,1,7.5,4,1,0,2,0
7,RJ Harris,c Pollard b Patel,6,4,1,0,150,1,2,0,13,1,6.5,5,2,0,0,0
8,P Kumar,b Malinga,2,2,0,0,100,1,4,1,19,2,4.75,17,4,0,0,0
9,SJ Srivastava,not out,3,2,0,0,150,1,2,0,17,1,8.5,4,2,0,1,0
10,AC Blizzard,c †Gilchrist b Kumar,15,10,3,0,150,2,,,,,,,,,,
11,SR Tendulkar,c Marsh b Kumar,6,9,1,0,66.66,2,,,,,,,,,,
12,RG Sharma,st †Gilchrist b Bipul Sharma,5,5,1,0,100,2,2,0,24,0,12,3,1,1,1,0
13,A Symonds,run out (Mandeep Singh/†Gilchrist),8,6,1,0,133.33,2,,,,,,,,,,
14,AT Rayudu,c Bipul Sharma b Srivastava,13,19,2,0,68.42,2,,,,,,,,,,
15,TL Suman,c Kumar b Harris,4,5,0,0,80,2,3,0,23,0,7.66,5,3,0,0,0
16,KA Pollard,c Marsh b Bhatt,17,11,1,1,154.54,2,2,0,11,0,5.5,4,1,0,0,0
17,Harbhajan Singh,b Bhatt,12,7,1,1,171.42,2,3,0,20,0,6.66,9,3,0,0,0
18,DS Kulkarni,c & b Bhatt,2,4,0,0,50,2,2,0,25,0,12.5,4,2,2,1,0
19,SL Malinga,not out,0,0,0,0,0,2,4,0,24,2,6,11,2,0,1,0
20,MM Patel,lbw b Bhatt,0,1,0,0,0,2,4,0,21,5,5.25,14,3,0,0,0
21,BA Bhatt,DNB,0,0,0,0,0,1,2.5,0,22,4,7.76,9,1,2,1,0
0,JH Kallis,c †Arun Karthik b Langeveldt,17,14,3,0,121.42,1,3,0,16,2,5.33,8,1,0,1,0
1,EJG Morgan,c Pomersbach b Khan,2,5,0,0,40,1,,,,,,,,,,
2,G Gambhir,c de Villiers b Aravind,7,9,1,0,77.77,1,,,,,,,,,,
3,MK Tiwary,not out,19,24,1,0,79.16,1,,,,,,,,,,
4,YK Pathan,c Mithun b Langeveldt,36,24,2,3,150,1,,,,,,,,,,
5,MV Boucher,not out,1,2,0,0,50,1,,,,,,,,,,
6,CH Gayle,c Kallis b Lee,38,12,6,2,316.66,2,1,0,11,0,11,1,0,1,0,0
7,LA Pomersbach,c Unadkat b Kallis,16,14,2,0,114.28,2,,,,,,,,,,
8,V Kohli,c †Boucher b Kallis,15,15,2,0,100,2,1,0,14,0,14,0,1,1,0,0
9,AB de Villiers,not out,13,13,2,0,100,2,,,,,,,,,,
10,M Kaif,c Bhatia b Unadkat,15,13,1,0,115.38,2,,,,,,,,,,
11,KB Arun Karthik,c Unadkat b Iqbal Abdulla,1,2,0,0,50,2,,,,,,,,,,
12,SS Tiwary,run out (Gambhir),1,5,0,0,20,2,,,,,,,,,,
13,A Mithun,not out,0,0,0,0,0,2,2,0,14,0,7,8,1,1,2,0
14,R Bhatia,DNB,0,0,0,0,0,1,,,,,,,,,,
15,Iqbal Abdulla,DNB,0,0,0,0,0,1,3,0,18,1,6,8,2,0,0,0
16,B Lee,DNB,0,0,0,0,0,1,3,0,31,1,10.33,7,6,0,1,0
17,L Balaji,DNB,0,0,0,0,0,1,1.3,0,10,0,6.66,5,1,0,3,0
18,JD Unadkat,DNB,0,0,0,0,0,1,2,0,30,1,15,3,3,2,0,0
19,Z Khan,DNB,0,0,0,0,0,2,3,0,17,1,5.66,10,2,0,0,0
20,S Aravind,DNB,0,0,0,0,0,2,3,0,18,1,6,7,2,0,0,0
21,CK Langeveldt,DNB,0,0,0,0,0,2,3,0,10,2,3.33,11,1,0,0,0
0,CH Gayle,c Harris b Chawla,107,49,10,9,218.36,1,4,0,21,3,5.25,7,1,0,0,0
1,TM Dilshan,c Kumar b McLaren,16,9,4,0,177.77,1,,,,,,,,,,
2,V Kohli,b Chawla,27,31,4,0,87.09,1,1,0,7,0,7,2,0,0,0,1
3,AB de Villiers,not out,27,14,2,2,192.85,1,,,,,,,,,,
4,SS Tiwary,c & b Harris,13,9,2,0,144.44,1,,,,,,,,,,
5,AUK Pathan,lbw b Harris,0,1,0,0,0,1,,,,,,,,,,
6,M Kaif,b Harris,3,4,0,0,75,1,,,,,,,,,,
7,A Mithun,not out,6,3,1,0,200,1,3,0,29,0,9.66,7,4,1,1,0
8,AC Gilchrist,run out (Pathan),0,1,0,0,0,2,,,,,,,,,,
9,PC Valthaty,c Mithun b Gayle,21,16,4,0,131.25,2,,,,,,,,,,
10,AM Nayar,c Tiwary b Aravind,1,4,0,0,25,2,1,0,9,0,9,2,0,1,0,0
11,SE Marsh,c & b Aravind,4,8,0,0,50,2,,,,,,,,,,
12,KD Karthik,lbw b Gayle,20,15,3,0,133.33,2,,,,,,,,,,
13,Sunny Singh,c Pathan b Vettori,4,5,0,0,80,2,,,,,,,,,,
14,R McLaren,b Aravind,28,32,1,0,87.5,2,4,0,40,1,10,9,4,2,1,0
15,PP Chawla,b Gayle,5,6,0,0,83.33,2,4,0,37,2,9.25,11,3,3,0,0
16,RJ Harris,c Pathan b Aravind,17,25,1,0,68,2,4,1,38,3,9.5,11,5,2,0,0
17,P Kumar,not out,15,7,2,1,214.28,2,4,0,37,0,9.25,12,5,2,0,0
18,L Ablish,not out,0,2,0,0,0,2,3,0,39,0,13,3,6,1,0,0
19,DL Vettori,DNB,0,0,0,0,0,1,4,0,14,1,3.5,10,0,0,0,0
20,Z Khan,DNB,0,0,0,0,0,1,4,0,35,0,8.75,7,5,0,3,0
21,S Aravind,DNB,0,0,0,0,0,1,4,0,14,4,3.5,14,1,0,0,0
0,MEK Hussey,lbw b Pathan,5,4,1,0,125,1,,,,,,,,,,
1,M Vijay,c Venugopal Rao b Agarkar,35,33,2,2,106.06,1,,,,,,,,,,
2,SK Raina,c Pathan b Aaron,14,10,1,1,140,1,4,0,16,0,4,13,1,0,1,0
3,S Badrinath,run out (Nagar/Pathan),55,43,6,1,127.9,1,,,,,,,,,,
4,MS Dhoni,not out,63,31,5,4,203.22,1,,,,,,,,,,
5,WP Saha,not out,0,0,0,0,0,1,,,,,,,,,,
6,NV Ojha,c Jakati b Morkel,25,14,3,2,178.57,2,,,,,,,,,,
7,DA Warner,c Vijay b Bravo,21,25,2,0,84,2,,,,,,,,,,
8,CA Ingram,c Bravo b Ashwin,7,12,1,0,58.33,2,,,,,,,,,,
9,IK Pathan,not out,44,34,3,2,129.41,2,4,0,40,1,10,5,2,2,0,1
10,Y Venugopal Rao,b Ashwin,30,20,2,2,150,2,,,,,,,,,,
11,JR Hopes,c Hussey b Bravo,8,6,0,0,133.33,2,2,0,16,0,8,2,2,0,0,0
12,AB McDonald,c Saha b Bollinger,8,7,0,0,114.28,2,2,0,23,0,11.5,5,2,2,0,0
13,Y Nagar,not out,1,2,0,0,50,2,,,,,,,,,,
14,JA Morkel,DNB,0,0,0,0,0,1,3,0,36,1,12,7,4,2,0,0
15,DJ Bravo,DNB,0,0,0,0,0,1,3,0,21,2,7,4,1,0,2,0
16,R Ashwin,DNB,0,0,0,0,0,1,4,0,19,2,4.75,14,1,1,0,0
17,DE Bollinger,DNB,0,0,0,0,0,1,4,0,38,1,9.5,8,4,1,0,0
18,SB Jakati,DNB,0,0,0,0,0,1,2,0,19,0,9.5,5,0,2,1,0
19,AB Agarkar,DNB,0,0,0,0,0,2,4,0,49,1,12.25,8,4,4,0,0
20,S Nadeem,DNB,0,0,0,0,0,2,4,0,26,0,6.5,9,3,0,0,0
21,VR Aaron,DNB,0,0,0,0,0,2,4,0,20,1,5,12,2,0,1,0
0,SR Watson,c de Villiers b Aravind,34,29,3,2,117.24,1,2,0,19,0,9.5,4,3,0,2,0
1,R Dravid,c & b Aravind,37,31,6,0,119.35,1,,,,,,,,,,
2,AM Rahane,run out (de Villiers/†Arun Karthik),17,10,1,1,170,1,,,,,,,,,,
3,J Botha,c †Arun Karthik b Aravind,19,20,1,0,95,1,4,0,42,0,10.5,8,6,1,0,0
4,LRPL Taylor,c Kaif b Langeveldt,13,13,0,0,100,1,1,0,11,0,11,0,0,1,0,0
5,AL Menaria,c Kaif b Gayle,8,6,1,0,133.33,1,2,0,16,0,8,5,1,1,0,0
6,AS Raut,not out,5,8,0,0,62.5,1,,,,,,,,,,
7,DH Yagnik,not out,2,5,0,0,40,1,,,,,,,,,,
8,CH Gayle,not out,70,44,6,4,159.09,2,3,0,23,1,7.66,8,1,0,1,1
9,TM Dilshan,c Taylor b Warne,38,24,8,0,158.33,2,,,,,,,,,,
10,V Kohli,not out,39,34,3,1,114.7,2,3,0,17,0,5.66,6,1,0,0,0
11,SK Warne,DNB,0,0,0,0,0,1,4,0,26,1,6.5,10,2,1,0,0
12,SK Trivedi,DNB,0,0,0,0,0,1,2,0,12,0,6,6,2,0,0,0
13,Pankaj Singh,DNB,0,0,0,0,0,1,2,0,23,0,11.5,4,3,1,0,0
14,AB de Villiers,DNB,0,0,0,0,0,2,,,,,,,,,,
15,KB Arun Karthik,DNB,0,0,0,0,0,2,,,,,,,,,,
16,M Kaif,DNB,0,0,0,0,0,2,,,,,,,,,,
17,SS Tiwary,DNB,0,0,0,0,0,2,,,,,,,,,,
18,AA Kazi,DNB,0,0,0,0,0,2,2,0,21,0,10.5,2,1,1,1,0
19,Z Khan,DNB,0,0,0,0,0,2,4,0,23,0,5.75,12,3,0,1,0
20,S Aravind,DNB,0,0,0,0,0,2,4,0,34,3,8.5,9,4,1,0,0
21,CK Langeveldt,DNB,0,0,0,0,0,2,4,0,26,1,6.5,11,2,1,0,1
0,S Dhawan,c Salvi b Agarkar,29,18,5,0,161.11,1,,,,,,,,,,
1,DB Ravi Teja,c †Ojha b Salvi,2,9,0,0,22.22,1,,,,,,,,,,
2,KC Sangakkara,c Sehwag b Hopes,44,36,8,0,122.22,1,,,,,,,,,,
3,JP Duminy,run out (Agarkar/†Ojha),55,31,2,4,177.41,1,1,0,11,0,11,1,0,1,0,0
4,DT Christian,not out,27,22,2,0,122.72,1,4,0,31,1,7.75,8,3,0,4,0
5,B Chipli,c Finch b Agarkar,1,2,0,0,50,1,1,0,20,0,20,1,1,2,0,0
6,I Malhotra,not out,7,4,1,0,175,1,1,0,23,0,23,0,2,2,0,0
7,AJ Finch,c Christian b Steyn,0,2,0,0,0,2,,,,,,,,,,
8,V Sehwag,c †Sangakkara b Steyn,119,56,13,6,212.5,2,,,,,,,,,,
9,NV Ojha,c †Sangakkara b Sharma,7,10,1,0,70,2,,,,,,,,,,
10,Y Venugopal Rao,c Duminy b Sharma,3,11,0,0,27.27,2,1,0,12,0,12,0,2,0,0,0
11,TR Birt,b Christian,4,8,0,0,50,2,,,,,,,,,,
12,IK Pathan,st †Sangakkara b Mishra,12,15,1,0,80,2,3,0,18,0,6,6,2,0,0,0
13,JR Hopes,not out,17,10,2,0,170,2,3,0,29,1,9.66,6,3,1,1,0
14,Y Nagar,not out,7,3,0,1,233.33,2,1,0,20,0,20,1,1,1,1,2
15,S Sohal,DNB,0,0,0,0,0,1,,,,,,,,,,
16,A Mishra,DNB,0,0,0,0,0,1,4,0,53,1,13.25,3,6,2,0,0
17,DW Steyn,DNB,0,0,0,0,0,1,4,0,24,2,6,12,3,0,2,0
18,I Sharma,DNB,0,0,0,0,0,1,4,0,16,2,4,16,2,0,1,1
19,M Morkel,DNB,0,0,0,0,0,2,4,0,37,0,9.25,11,6,1,0,0
20,AB Agarkar,DNB,0,0,0,0,0,2,4,0,29,2,7.25,7,1,1,0,0
21,AM Salvi,DNB,0,0,0,0,0,2,4,0,26,1,6.5,10,3,0,1,0
0,MEK Hussey,c Morgan b Balaji,15,26,0,0,57.69,1,,,,,,,,,,
1,M Vijay,c & b Iqbal Abdulla,5,14,0,0,35.71,1,,,,,,,,,,
2,SK Raina,c Kallis b Pathan,4,9,0,0,44.44,1,,,,,,,,,,
3,S Badrinath,run out (Bhatia/†Boucher),54,41,3,2,131.7,1,,,,,,,,,,
4,JA Morkel,not out,30,30,3,0,100,1,2,0,14,0,7,6,2,0,1,0
5,EJG Morgan,b Ashwin,5,6,1,0,83.33,2,,,,,,,,,,
6,JH Kallis,not out,21,23,2,0,91.3,2,1,0,9,0,9,1,1,0,0,0
7,G Gambhir,c Randiv b Ashwin,16,19,2,0,84.21,2,,,,,,,,,,
8,MK Tiwary,not out,15,12,2,0,125,2,,,,,,,,,,
9,MS Dhoni,DNB,0,0,0,0,0,1,,,,,,,,,,
10,WP Saha,DNB,0,0,0,0,0,1,,,,,,,,,,
11,R Ashwin,DNB,0,0,0,0,0,1,3,0,12,2,4,12,1,0,1,0
12,DE Bollinger,DNB,0,0,0,0,0,1,1,0,6,0,6,3,1,0,0,0
13,SB Jakati,DNB,0,0,0,0,0,1,2,0,14,0,7,4,2,0,0,0
14,S Randiv,DNB,0,0,0,0,0,1,2,0,14,0,7,2,1,0,1,0
15,YK Pathan,DNB,0,0,0,0,0,2,4,0,25,1,6.25,9,1,1,1,0
16,MV Boucher,DNB,0,0,0,0,0,2,,,,,,,,,,
17,R Bhatia,DNB,0,0,0,0,0,2,2,0,10,0,5,3,0,0,0,0
18,Iqbal Abdulla,DNB,0,0,0,0,0,2,4,0,15,1,3.75,14,1,0,1,0
19,B Lee,DNB,0,0,0,0,0,2,4,0,8,0,2,17,0,0,0,0
20,L Balaji,DNB,0,0,0,0,0,2,4,0,33,1,8.25,4,1,1,1,0
21,JD Unadkat,DNB,0,0,0,0,0,2,1,0,11,0,11,1,2,0,0,0
0,PC Valthaty,b Pathan,62,50,6,3,124,1,4,0,34,1,8.5,9,4,1,0,0
1,AC Gilchrist,c Warner b Morkel,9,9,2,0,100,1,,,,,,,,,,
2,SE Marsh,c Morkel b Pathan,46,28,5,3,164.28,1,,,,,,,,,,
3,KD Karthik,c Hopes b Salvi,27,19,4,0,142.1,1,,,,,,,,,,
4,DJ Hussey,c Hopes b Salvi,3,4,0,0,75,1,,,,,,,,,,
5,Mandeep Singh,b Pathan,11,7,2,0,157.14,1,,,,,,,,,,
6,RJ Harris,not out,2,2,0,0,100,1,4,0,16,1,4,17,2,0,1,0
7,PP Chawla,not out,1,1,0,0,100,1,4,0,16,3,4,14,2,0,0,0
8,NV Ojha,c †Gilchrist b Srivastava,28,28,2,2,100,2,,,,,,,,,,
9,DA Warner,c †Gilchrist b Srivastava,29,29,4,1,100,2,,,,,,,,,,
10,Y Venugopal Rao,c Harris b Chawla,16,13,1,1,123.07,2,,,,,,,,,,
11,S Sriram,c Karthik b Chawla,4,7,0,0,57.14,2,1,0,25,0,25,0,1,3,0,0
12,IK Pathan,c Mandeep Singh b Valthaty,3,7,0,0,42.85,2,4,0,28,3,7,12,4,0,1,0
13,JR Hopes,c †Gilchrist b Chawla,7,7,1,0,100,2,3,0,27,0,9,8,2,2,0,0
14,TR Birt,c Harris b Kumar,16,11,2,1,145.45,2,,,,,,,,,,
15,Y Nagar,lbw b Harris,10,7,2,0,142.85,2,,,,,,,,,,
16,M Morkel,not out,16,6,1,1,266.66,2,4,0,22,1,5.5,12,3,0,1,0
17,VR Aaron,not out,0,5,0,0,0,2,4,0,26,0,6.5,14,4,0,4,0
18,SJ Srivastava,DNB,0,0,0,0,0,1,4,0,39,2,9.75,11,3,3,1,0
19,P Kumar,DNB,0,0,0,0,0,1,4,1,32,1,8,15,2,2,2,0
20,BA Bhatt,DNB,0,0,0,0,0,1,,,,,,,,,,
21,AM Salvi,DNB,0,0,0,0,0,2,4,0,40,2,10,8,5,1,1,0
0,S Anirudha,b Kallis,64,55,6,2,116.36,1,,,,,,,,,,
1,M Vijay,c Bhatia b Iqbal Abdulla,4,4,1,0,100,1,,,,,,,,,,
2,SK Raina,c Ladda b Pathan,33,29,4,0,113.79,1,1,0,3,1,3,3,0,0,0,0
3,MS Dhoni,c †Bisla b Kallis,29,21,1,1,138.09,1,,,,,,,,,,
4,JA Morkel,not out,15,9,1,1,166.66,1,3,0,32,0,10.66,2,5,0,1,0
5,SB Styris,not out,5,2,1,0,250,1,,,,,,,,,,
6,MS Bisla,st †Dhoni b Jakati,27,29,3,0,93.1,2,,,,,,,,,,
7,JH Kallis,c Badrinath b Ashwin,54,42,7,0,128.57,2,3,0,34,2,11.33,5,5,1,0,0
8,YK Pathan,run out (†Dhoni),11,12,0,1,91.66,2,3,0,19,1,6.33,7,2,0,1,0
9,MK Tiwary,st †Dhoni b Randiv,27,15,1,2,180,2,,,,,,,,,,
10,EJG Morgan,st †Dhoni b Raina,6,6,1,0,100,2,,,,,,,,,,
11,G Gambhir,run out (Styris),1,2,0,0,50,2,,,,,,,,,,
12,LR Shukla,c Styris b Southee,14,10,2,0,140,2,,,,,,,,,,
13,R Bhatia,not out,0,1,0,0,0,2,3,0,19,0,6.33,2,1,0,0,0
14,Iqbal Abdulla,not out,3,3,0,0,100,2,4,0,26,1,6.5,7,3,0,0,0
