,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
7,BR Dunk,c †Saha b Sandeep Sharma,5,4,1,0,125,2,,,,,,,,,,
8,CM Gautam,lbw b Dhawan,33,29,2,2,113.79,2,,,,,,,,,,
9,AT Rayudu,lbw b Sandeep Sharma,8,5,2,0,160,2,,,,,,,,,,
10,RG Sharma,c †Saha b Balaji,39,34,4,2,114.7,2,,,,,,,,,,
11,CJ Anderson,c Miller b Dhawan,35,25,3,2,140,2,2,0,17,1,8.5,5,3,0,1,0
12,KA Pollard,not out,28,12,2,2,233.33,2,2.3,0,32,0,12.8,3,2,2,1,0
13,AP Tare,not out,16,6,1,1,266.66,2,,,,,,,,,,
14,R Dhawan,DNB,0,0,0,0,0,1,4,0,23,2,5.75,12,0,2,0,0
15,AR Patel,DNB,0,0,0,0,0,1,4,0,40,0,10,6,5,1,0,0
16,L Balaji,DNB,0,0,0,0,0,1,4,0,38,1,9.5,9,5,1,0,0
17,Sandeep Sharma,DNB,0,0,0,0,0,1,3.1,0,29,2,9.15,12,2,3,1,0
18,Harbhajan Singh,DNB,0,0,0,0,0,2,4,0,34,2,8.5,7,2,2,0,0
19,JJ Bumrah,DNB,0,0,0,0,0,2,4,0,25,0,6.25,13,3,0,2,1
20,Z Khan,DNB,0,0,0,0,0,2,3.3,0,28,0,8,10,4,1,0,0
21,SL Malinga,DNB,0,0,0,0,0,2,4,0,25,1,6.25,11,2,1,0,0
0,AJ Finch,c Dunk b Khan,16,15,3,0,106.66,1,,,,,,,,,,
1,S Dhawan,c Harbhajan Singh b Khan,6,6,1,0,100,1,,,,,,,,,,
2,KL Rahul,c †Gautam b Malinga,46,40,3,0,115,1,,,,,,,,,,
3,DA Warner,c †Gautam b Anderson,65,51,1,4,127.45,1,,,,,,,,,,
4,DJG Sammy,c Pollard b Anderson,10,4,1,1,250,1,2,0,20,1,10,2,3,0,0,0
5,NV Ojha,not out,10,4,2,0,250,1,,,,,,,,,,
6,IK Pathan,not out,1,1,0,0,100,1,2,0,10,2,5,7,1,0,1,0
7,BR Dunk,b Sammy,20,17,4,0,117.64,2,,,,,,,,,,
8,RG Sharma,b Kumar,1,5,0,0,20,2,,,,,,,,,,
9,CJ Anderson,c †Ojha b Steyn,1,8,0,0,12.5,2,1,0,18,2,18,3,1,2,2,0
10,AT Rayudu,c Warner b Pathan,35,27,5,0,129.62,2,,,,,,,,,,
11,KA Pollard,b Pathan,78,48,3,6,162.5,2,4,0,36,0,9,3,2,1,0,1
12,AP Tare,c †Ojha b Steyn,7,5,1,0,140,2,,,,,,,,,,
13,Harbhajan Singh,c Dhawan b Kumar,1,3,0,0,33.33,2,4,0,16,0,4,10,0,0,0,0
14,CM Gautam,not out,4,5,1,0,80,2,,,,,,,,,,
15,Z Khan,not out,1,2,0,0,50,2,4,0,26,2,6.5,11,4,0,0,0
16,KV Sharma,DNB,0,0,0,0,0,1,4,0,33,0,8.25,8,3,1,0,0
17,DW Steyn,DNB,0,0,0,0,0,1,4,0,20,2,5,15,3,0,1,0
18,A Mishra,DNB,0,0,0,0,0,1,4,0,54,0,13.5,5,2,5,1,0
19,B Kumar,DNB,0,0,0,0,0,1,4,0,17,2,4.25,16,2,0,3,0
20,PP Ojha,DNB,0,0,0,0,0,2,3,0,43,0,14.33,3,2,2,2,0
21,SL Malinga,DNB,0,0,0,0,0,2,4,0,28,1,7,8,2,0,0,0
0,CH Gayle,b Sandeep Sharma,20,7,2,2,285.71,1,,,,,,,,,,
1,PA Patel,c †Saha b Sandeep Sharma,2,7,0,0,28.57,1,,,,,,,,,,
2,V Kohli,lbw b Sandeep Sharma,4,2,1,0,200,1,,,,,,,,,,
3,YV Takawale,c †Saha b Johnson,0,7,0,0,0,1,,,,,,,,,,
4,AB de Villiers,c Maxwell b Dhawan,17,15,2,0,113.33,1,,,,,,,,,,
5,Yuvraj Singh,c Miller b Dhawan,35,32,3,1,109.37,1,2,0,13,0,6.5,3,1,0,0,0
6,JA Morkel,b Balaji,15,14,0,1,107.14,1,2,0,24,0,12,3,4,0,2,0
7,MA Starc,b Johnson,8,17,0,0,47.05,1,4,0,15,0,3.75,16,0,0,2,0
8,VR Aaron,not out,11,15,0,0,73.33,1,3.5,0,29,2,7.56,10,4,0,1,1
9,AB Dinda,not out,2,5,0,0,40,1,3,0,19,1,6.33,8,3,0,0,0
10,CA Pujara,c †Patel b Dinda,10,18,1,0,55.55,2,,,,,,,,,,
11,V Sehwag,c †Patel b Chahal,32,26,4,0,123.07,2,,,,,,,,,,
12,WP Saha,c Starc b Aaron,2,6,0,0,33.33,2,,,,,,,,,,
13,GJ Maxwell,c Starc b Aaron,6,6,0,0,100,2,3,0,39,0,13,5,3,3,0,0
14,DA Miller,c †Patel b Chahal,26,20,4,0,130,2,,,,,,,,,,
15,GJ Bailey,not out,16,16,1,0,100,2,,,,,,,,,,
16,R Dhawan,not out,23,22,3,0,104.54,2,4,0,14,2,3.5,12,0,0,0,0
17,YS Chahal,DNB,0,0,0,0,0,1,4,0,23,2,5.75,8,1,0,0,0
18,MG Johnson,DNB,0,0,0,0,0,2,4,0,19,2,4.75,12,1,0,0,1
19,AR Patel,DNB,0,0,0,0,0,2,2,0,11,0,5.5,6,0,1,0,0
20,L Balaji,DNB,0,0,0,0,0,2,4,0,17,1,4.25,11,1,0,0,0
21,Sandeep Sharma,DNB,0,0,0,0,0,2,3,1,15,3,5,12,3,0,0,0
0,AJ Finch,b Sharma,44,45,5,0,97.77,1,,,,,,,,,,
1,S Dhawan,c Manhas b Hilfenhaus,7,9,1,0,77.77,1,,,,,,,,,,
2,DA Warner,lbw b Hilfenhaus,0,2,0,0,0,1,,,,,,,,,,
3,KL Rahul,c Pandey b Smith,25,27,1,1,92.59,1,,,,,,,,,,
4,Y Venugopal Rao,c Smith b Sharma,13,15,0,0,86.66,1,,,,,,,,,,
5,DJG Sammy,not out,23,15,2,1,153.33,1,,,,,,,,,,
6,KV Sharma,not out,17,7,0,2,242.85,1,4,0,35,1,8.75,7,2,2,0,0
7,DR Smith,c Warner b Kumar,66,46,4,5,143.47,2,2,0,11,1,5.5,5,1,0,0,0
8,BB McCullum,b KV Sharma,40,33,3,2,121.21,2,,,,,,,,,,
9,SK Raina,c Venugopal Rao b I Sharma,14,10,1,1,140,2,,,,,,,,,,
10,MS Dhoni,not out,13,14,1,0,92.85,2,,,,,,,,,,
11,F du Plessis,c †Rahul b Kumar,0,1,0,0,0,2,,,,,,,,,,
12,RA Jadeja,b I Sharma,6,9,0,0,66.66,2,3,0,23,0,7.66,3,1,1,0,0
13,M Manhas,not out,3,4,0,0,75,2,,,,,,,,,,
14,DW Steyn,DNB,0,0,0,0,0,1,4,0,20,0,5,13,1,1,0,0
15,A Mishra,DNB,0,0,0,0,0,1,3.3,0,27,0,7.71,5,2,1,0,0
16,B Kumar,DNB,0,0,0,0,0,1,4,0,23,2,5.75,12,2,1,0,0
17,I Sharma,DNB,0,0,0,0,0,1,4,0,37,2,9.25,11,2,3,0,0
18,R Ashwin,DNB,0,0,0,0,0,2,4,0,17,0,4.25,10,0,0,2,0
19,BW Hilfenhaus,DNB,0,0,0,0,0,2,4,0,32,2,8,13,3,2,1,0
20,IC Pandey,DNB,0,0,0,0,0,2,3,0,22,0,7.33,5,3,0,0,0
21,MM Sharma,DNB,0,0,0,0,0,2,4,0,27,2,6.75,7,1,1,0,0
0,AJ Finch,c †PA Patel b Starc,13,8,1,1,162.5,1,,,,,,,,,,
1,S Dhawan,c de Villiers b Aaron,37,36,4,0,102.77,1,,,,,,,,,,
2,KL Rahul,c Gayle b Dinda,6,6,1,0,100,1,,,,,,,,,,
3,DA Warner,b Starc,61,49,4,3,124.48,1,,,,,,,,,,
4,DJG Sammy,c Starc b HV Patel,8,8,0,1,100,1,2,0,25,0,12.5,3,2,2,0,0
5,NV Ojha,c Starc b Aaron,15,11,1,1,136.36,1,,,,,,,,,,
6,IK Pathan,not out,4,2,1,0,200,1,2.5,0,25,0,8.82,7,1,2,1,0
7,KV Sharma,not out,1,1,0,0,100,1,4,0,17,3,4.25,14,0,1,0,0
8,CH Gayle,c Sammy b KV Sharma,27,19,3,2,142.1,2,,,,,,,,,,
9,PA Patel,b Kumar,3,5,0,0,60,2,,,,,,,,,,
10,V Kohli,c †Ojha b Kumar,0,5,0,0,0,2,,,,,,,,,,
11,RR Rossouw,lbw b KV Sharma,14,23,1,0,60.86,2,,,,,,,,,,
12,AB de Villiers,not out,89,41,6,8,217.07,2,,,,,,,,,,
13,Yuvraj Singh,c sub (MC Henriques) b KV Sharma,14,16,1,1,87.5,2,,,,,,,,,,
14,MA Starc,run out (Finch),5,8,0,0,62.5,2,4,0,21,2,5.25,13,3,0,0,0
15,HV Patel,not out,1,2,0,0,50,2,4,0,29,1,7.25,10,3,1,1,0
16,DW Steyn,DNB,0,0,0,0,0,1,4,0,39,0,9.75,11,3,3,1,0
17,B Kumar,DNB,0,0,0,0,0,1,4,0,16,2,4,18,3,0,1,0
18,I Sharma,DNB,0,0,0,0,0,1,3,0,35,0,11.66,6,2,3,1,0
19,AB Dinda,DNB,0,0,0,0,0,2,4,0,39,1,9.75,10,2,3,0,0
20,VR Aaron,DNB,0,0,0,0,0,2,4,0,33,2,8.25,10,3,1,3,1
21,YS Chahal,DNB,0,0,0,0,0,2,4,0,30,0,7.5,6,1,1,2,0
0,DR Smith,lbw b Shakib Al Hasan,16,11,2,1,145.45,1,,,,,,,,,,
1,BB McCullum,c Pathan b Russell,56,40,5,2,140,1,,,,,,,,,,
2,SK Raina,c Yadav b Shakib Al Hasan,31,25,4,1,124,1,1,0,10,0,10,2,1,0,0,0
3,MS Dhoni,not out,22,17,1,1,129.41,1,,,,,,,,,,
4,RA Jadeja,not out,17,10,1,1,170,1,4,0,12,4,3,14,0,0,0,0
5,RV Uthappa,c †Dhoni b Jadeja,47,38,5,1,123.68,2,,,,,,,,,,
6,G Gambhir,run out (†Dhoni/Hilfenhaus),6,6,1,0,100,2,,,,,,,,,,
7,JH Kallis,c Manhas b Ashwin,4,6,1,0,66.66,2,1,0,10,0,10,1,0,1,0,0
8,MK Pandey,c McCullum b Jadeja,1,2,0,0,50,2,,,,,,,,,,
9,Shakib Al Hasan,c Sharma b Jadeja,0,1,0,0,0,2,4,0,25,2,6.25,13,3,1,0,0
10,SA Yadav,lbw b Jadeja,8,13,0,0,61.53,2,,,,,,,,,,
11,YK Pathan,lbw b Sharma,41,29,1,4,141.37,2,,,,,,,,,,
12,AD Russell,b Sharma,1,5,0,0,20,2,2,0,25,1,12.5,4,2,2,0,0
13,PP Chawla,c du Plessis b Sharma,1,2,0,0,50,2,3,0,31,0,10.33,6,4,1,0,0
14,R Vinay Kumar,not out,0,0,0,0,0,2,3,0,26,0,8.66,6,2,1,0,0
15,SP Narine,not out,1,1,0,0,100,2,4,0,26,0,6.5,8,2,0,0,1
16,F du Plessis,DNB,0,0,0,0,0,1,,,,,,,,,,
17,M Manhas,DNB,0,0,0,0,0,1,,,,,,,,,,
18,R Ashwin,DNB,0,0,0,0,0,1,4,0,21,1,5.25,11,1,1,0,0
19,BW Hilfenhaus,DNB,0,0,0,0,0,1,3,0,26,0,8.66,10,0,3,0,1
20,IC Pandey,DNB,0,0,0,0,0,1,2,0,20,0,10,5,4,0,0,0
21,MM Sharma,DNB,0,0,0,0,0,1,3,0,22,3,7.33,7,2,1,0,0
0,Q de Kock,c & b Tambe,42,33,5,1,127.27,1,,,,,,,,,,
1,M Vijay,c Watson b Faulkner,13,11,1,0,118.18,1,,,,,,,,,,
2,KP Pietersen,c Smith b Tambe,14,15,2,0,93.33,1,,,,,,,,,,
3,KD Karthik,c Binny b Faulkner,12,16,0,0,75,1,,,,,,,,,,
4,JP Duminy,c Bhatia b Richardson,39,31,4,1,125.8,1,,,,,,,,,,
5,KM Jadhav,not out,28,14,2,2,200,1,,,,,,,,,,
6,WD Parnell,not out,0,0,0,0,0,1,4,0,35,1,8.75,11,3,2,2,0
7,AM Rahane,c Vijay b Parnell,12,10,2,0,120,2,,,,,,,,,,
8,KK Nair,not out,73,50,8,2,146,2,,,,,,,,,,
9,SV Samson,st †Karthik b Nadeem,34,28,2,2,121.42,2,,,,,,,,,,
10,R Bhatia,b Mohammed Shami,17,13,0,1,130.76,2,3,0,21,0,7,4,2,0,0,0
11,SR Watson,not out,16,10,0,2,160,2,1,0,11,0,11,2,0,1,0,0
12,S Nadeem,DNB,0,0,0,0,0,1,4,0,30,1,7.5,9,1,2,0,0
13,Mohammed Shami,DNB,0,0,0,0,0,1,4,0,22,1,5.5,10,2,0,0,0
14,JD Unadkat,DNB,0,0,0,0,0,1,3.3,0,36,0,10.28,7,3,2,1,0
15,R Sharma,DNB,0,0,0,0,0,1,3,0,32,0,10.66,4,3,1,0,0
16,STR Binny,DNB,0,0,0,0,0,2,1,0,9,0,9,1,1,0,0,0
17,SPD Smith,DNB,0,0,0,0,0,2,,,,,,,,,,
18,JP Faulkner,DNB,0,0,0,0,0,2,4,0,26,2,6.5,9,2,1,0,0
19,DS Kulkarni,DNB,0,0,0,0,0,2,3,0,18,0,6,6,2,0,0,0
20,KW Richardson,DNB,0,0,0,0,0,2,4,0,39,1,9.75,8,4,2,1,0
21,PV Tambe,DNB,0,0,0,0,0,2,4,0,25,2,6.25,9,3,0,0,0
0,V Sehwag,b Hilfenhaus,30,23,5,1,130.43,1,,,,,,,,,,
1,Mandeep Singh,c Pandey b Sharma,3,8,0,0,37.5,1,,,,,,,,,,
2,GJ Maxwell,c Jadeja b Sharma,90,38,6,8,236.84,1,2,0,21,1,10.5,2,3,0,1,0
3,DA Miller,b Smith,47,32,5,2,146.87,1,,,,,,,,,,
4,GJ Bailey,not out,40,13,6,2,307.69,1,,,,,,,,,,
5,MG Johnson,not out,11,6,2,0,183.33,1,4,0,37,2,9.25,9,3,2,0,0
6,DR Smith,c Johnson b Sandeep Sharma,4,4,1,0,100,2,3,0,36,1,12,4,2,3,1,0
7,BB McCullum,run out (Johnson),33,29,3,0,113.79,2,,,,,,,,,,
8,SK Raina,c Miller b Maxwell,35,27,3,1,129.62,2,,,,,,,,,,
9,RA Jadeja,b Dhawan,17,8,3,0,212.5,2,3,0,37,0,12.33,2,3,2,0,0
10,F du Plessis,c Kartik b Johnson,52,25,7,1,208,2,,,,,,,,,,
11,MS Dhoni,c Bailey b Johnson,23,20,0,1,115,2,,,,,,,,,,
12,M Manhas,not out,8,3,0,1,266.66,2,,,,,,,,,,
13,R Ashwin,not out,11,4,2,0,275,2,2,0,38,0,19,2,2,4,2,0
14,WP Saha,DNB,0,0,0,0,0,1,,,,,,,,,,
15,R Dhawan,DNB,0,0,0,0,0,1,2,0,23,1,11.5,3,2,1,1,0
16,AR Patel,DNB,0,0,0,0,0,1,4,0,28,0,7,4,2,0,0,0
17,M Kartik,DNB,0,0,0,0,0,1,4,0,40,0,10,5,5,0,0,0
18,Sandeep Sharma,DNB,0,0,0,0,0,1,4,0,37,1,9.25,8,4,1,1,0
19,BW Hilfenhaus,DNB,0,0,0,0,0,2,4,0,36,1,9,11,5,1,2,0
20,IC Pandey,DNB,0,0,0,0,0,2,4,0,41,0,10.25,10,7,1,0,0
21,MM Sharma,DNB,0,0,0,0,0,2,4,0,38,2,9.5,12,5,2,0,0
0,G Gambhir,b Malinga,0,8,0,0,0,1,,,,,,,,,,
1,JH Kallis,c Anderson b Malinga,72,46,5,3,156.52,1,3,0,23,0,7.66,4,1,0,0,0
2,MK Pandey,b Malinga,64,53,6,2,120.75,1,,,,,,,,,,
3,RV Uthappa,c Sharma b Khan,1,2,0,0,50,1,,,,,,,,,,
4,YK Pathan,not out,4,4,0,0,100,1,,,,,,,,,,
5,Shakib Al Hasan,c Sharma b Malinga,1,2,0,0,50,1,4,0,29,1,7.25,7,2,0,0,0
6,SA Yadav,not out,13,5,3,0,260,1,,,,,,,,,,
7,MEK Hussey,b Narine,3,13,0,0,23.07,2,,,,,,,,,,
8,AP Tare,c & b Shakib Al Hasan,24,22,2,1,109.09,2,,,,,,,,,,
9,AT Rayudu,st †Uthappa b Narine,48,40,4,0,120,2,,,,,,,,,,
10,RG Sharma,c Kallis b Morkel,27,20,0,1,135,2,,,,,,,,,,
11,KA Pollard,not out,6,8,0,0,75,2,2,0,19,0,9.5,4,3,0,0,0
12,CJ Anderson,b Narine,2,8,0,0,25,2,3,0,33,0,11,5,5,1,0,0
13,Harbhajan Singh,b Narine,0,2,0,0,0,2,3,0,25,0,8.33,5,3,0,0,0
14,CM Gautam,st †Uthappa b Chawla,7,7,1,0,100,2,,,,,,,,,,
15,PP Chawla,DNB,0,0,0,0,0,1,3,0,15,1,5,7,0,0,1,0
16,R Vinay Kumar,DNB,0,0,0,0,0,1,2,0,15,0,7.5,5,2,0,0,0
17,SP Narine,DNB,0,0,0,0,0,1,4,0,20,4,5,14,1,1,0,0
18,M Morkel,DNB,0,0,0,0,0,1,4,0,16,1,4,16,1,1,0,0
19,SL Malinga,DNB,0,0,0,0,0,2,4,0,23,4,5.75,11,1,1,1,0
20,Z Khan,DNB,0,0,0,0,0,2,4,0,23,1,5.75,11,0,1,3,0
21,PP Ojha,DNB,0,0,0,0,0,2,4,0,36,0,9,7,2,2,0,0
0,BR Dunk,c Yuvraj Singh b HV Patel,15,14,2,0,107.14,1,,,,,,,,,,
1,CM Gautam,c †PA Patel b Aaron,30,28,2,3,107.14,1,,,,,,,,,,
2,AT Rayudu,b Dinda,9,9,1,0,100,1,,,,,,,,,,
3,RG Sharma,not out,59,35,3,4,168.57,1,1,0,6,0,6,0,0,0,0,0
4,CJ Anderson,c Kohli b Chahal,6,4,0,1,150,1,,,,,,,,,,
5,KA Pollard,run out (†PA Patel/Starc),43,31,6,0,138.7,1,4,0,37,0,9.25,8,3,2,1,0
6,AP Tare,not out,0,0,0,0,0,1,,,,,,,,,,
7,CH Gayle,b Harbhajan Singh,38,24,3,3,158.33,2,,,,,,,,,,
8,PA Patel,b Harbhajan Singh,26,19,5,0,136.84,2,,,,,,,,,,
9,V Kohli,c Anderson b Suyal,35,28,2,2,125,2,,,,,,,,,,
10,AB de Villiers,b Bumrah,9,7,2,0,128.57,2,,,,,,,,,,
11,Yuvraj Singh,run out (Pollard),6,10,0,0,60,2,1,0,9,0,9,2,1,0,1,0
12,RR Rossouw,c Sharma b Malinga,24,14,1,2,171.42,2,,,,,,,,,,
13,MA Starc,c Pollard b Malinga,5,4,1,0,125,2,4,0,29,0,7.25,10,3,0,1,0
14,HV Patel,b Bumrah,6,2,0,1,300,2,4,0,28,1,7,11,3,1,0,0
15,VR Aaron,not out,7,8,1,0,87.5,2,4,0,41,1,10.25,12,1,4,3,1
16,AB Dinda,not out,2,4,0,0,50,2,3,0,38,1,12.66,6,3,2,2,0
17,Harbhajan Singh,DNB,0,0,0,0,0,1,4,0,33,2,8.25,12,3,2,0,0
18,JJ Bumrah,DNB,0,0,0,0,0,1,4,0,22,2,5.5,13,2,1,0,0
19,SL Malinga,DNB,0,0,0,0,0,1,4,0,29,2,7.25,10,3,1,0,0
20,P Suyal,DNB,0,0,0,0,0,1,3,0,35,1,11.66,8,4,2,3,0
21,YS Chahal,DNB,0,0,0,0,0,2,4,0,30,1,7.5,8,3,1,0,0
0,Q de Kock,run out (Raina/Jadeja/Sharma),24,16,3,2,150,1,,,,,,,,,,
1,M Vijay,c du Plessis b Jadeja,35,30,2,1,116.66,1,,,,,,,,,,
2,KP Pietersen,b Sharma,0,1,0,0,0,1,,,,,,,,,,
3,KD Karthik,c Sharma b Hilfenhaus,51,36,4,3,141.66,1,,,,,,,,,,
4,LR Shukla,c Pandey b Ashwin,0,2,0,0,0,1,4,0,31,1,7.75,12,4,1,1,0
5,JP Duminy,not out,28,17,5,0,164.7,1,,,,,,,,,,
6,KM Jadhav,not out,29,18,2,2,161.11,1,,,,,,,,,,
7,DR Smith,c Vijay b Parnell,79,51,4,8,154.9,2,1,0,9,0,9,1,1,0,0,0
8,BB McCullum,c Vijay b Shukla,32,35,5,0,91.42,2,,,,,,,,,,
9,SK Raina,not out,47,27,6,1,174.07,2,,,,,,,,,,
10,MS Dhoni,not out,12,5,1,1,240,2,,,,,,,,,,
11,WD Parnell,DNB,0,0,0,0,0,1,4,0,25,1,6.25,13,3,1,0,0
12,S Nadeem,DNB,0,0,0,0,0,1,4,0,27,0,6.75,10,1,2,0,0
13,Mohammed Shami,DNB,0,0,0,0,0,1,4,0,42,0,10.5,9,5,2,1,0
14,JD Unadkat,DNB,0,0,0,0,0,1,3.4,0,47,0,12.81,7,3,4,0,0
15,F du Plessis,DNB,0,0,0,0,0,2,,,,,,,,,,
16,M Manhas,DNB,0,0,0,0,0,2,,,,,,,,,,
17,RA Jadeja,DNB,0,0,0,0,0,2,4,0,23,1,5.75,10,1,1,0,0
18,R Ashwin,DNB,0,0,0,0,0,2,4,0,29,1,7.25,6,0,1,3,0
19,BW Hilfenhaus,DNB,0,0,0,0,0,2,4,0,34,1,8.5,14,6,1,1,0
20,IC Pandey,DNB,0,0,0,0,0,2,3,1,26,0,8.66,10,2,2,0,0
21,MM Sharma,DNB,0,0,0,0,0,2,4,0,51,1,12.75,7,6,3,0,0
0,Q de Kock,c Gambhir b UT Yadav,10,9,2,0,111.11,1,,,,,,,,,,
1,M Vijay,c Narine b Kallis,24,20,2,1,120,1,,,,,,,,,,
2,KP Pietersen,run out (†Uthappa),6,12,1,0,50,1,,,,,,,,,,
3,KD Karthik,c Kallis b Shakib Al Hasan,36,22,4,1,163.63,1,,,,,,,,,,
4,JP Duminy,not out,40,28,0,3,142.85,1,2,0,24,0,12,1,1,2,0,0
5,LR Shukla,b Narine,10,14,1,0,71.42,1,2,0,19,0,9.5,3,1,1,1,0
6,KM Jadhav,not out,26,15,3,1,173.33,1,,,,,,,,,,
7,RV Uthappa,lbw b Parnell,47,34,5,1,138.23,2,,,,,,,,,,
8,G Gambhir,c †Karthik b Parnell,69,56,5,2,123.21,2,,,,,,,,,,
9,MK Pandey,not out,23,14,2,0,164.28,2,,,,,,,,,,
10,JH Kallis,not out,10,6,2,0,166.66,2,4,0,38,1,9.5,9,4,2,0,0
11,WD Parnell,DNB,0,0,0,0,0,1,4,0,21,2,5.25,13,3,0,0,0
12,S Nadeem,DNB,0,0,0,0,0,1,3.2,0,34,0,10.2,2,4,0,0,0
13,Mohammed Shami,DNB,0,0,0,0,0,1,4,0,23,0,5.75,8,2,0,0,0
14,S Kaul,DNB,0,0,0,0,0,1,3,0,29,0,9.66,3,3,0,0,0
15,Shakib Al Hasan,DNB,0,0,0,0,0,2,4,0,13,1,3.25,12,0,0,0,0
16,YK Pathan,DNB,0,0,0,0,0,2,,,,,,,,,,
17,RN ten Doeschate,DNB,0,0,0,0,0,2,,,,,,,,,,
18,SA Yadav,DNB,0,0,0,0,0,2,1,0,8,0,8,2,1,0,0,0
19,R Vinay Kumar,DNB,0,0,0,0,0,2,3,0,31,0,10.33,4,2,2,0,0
20,SP Narine,DNB,0,0,0,0,0,2,4,0,38,1,9.5,6,3,2,0,0
21,UT Yadav,DNB,0,0,0,0,0,2,4,0,26,1,6.5,10,3,0,2,0
0,AM Rahane,run out (Narine),30,22,3,1,136.36,1,,,,,,,,,,
1,KK Nair,st †Uthappa b Shakib Al Hasan,44,35,4,1,125.71,1,,,,,,,,,,
2,SV Samson,c Pandey b Narine,37,31,3,0,119.35,1,,,,,,,,,,
3,SR Watson,c SA Yadav b Narine,31,20,2,2,155,1,4,0,21,3,5.25,13,3,0,0,1
4,STR Binny,c ten Doeschate b Vinay Kumar,11,9,0,1,122.22,1,,,,,,,,,,
5,SPD Smith,c SA Yadav b Vinay Kumar,3,2,0,0,150,1,,,,,,,,,,
6,JP Faulkner,not out,1,1,0,0,100,1,4,0,27,0,6.75,8,2,0,0,1
7,R Bhatia,not out,6,1,0,1,600,1,3,0,30,0,10,3,0,3,0,0
8,RV Uthappa,c Bhatia b Watson,65,52,5,3,125,2,,,,,,,,,,
9,G Gambhir,c †Samson b Watson,54,34,6,1,158.82,2,,,,,,,,,,
10,AD Russell,b Watson,1,3,0,0,33.33,2,3,0,27,0,9,4,3,0,0,1
11,MK Pandey,st †Samson b Tambe,0,0,0,0,0,2,,,,,,,,,,
12,Shakib Al Hasan,not out,21,14,1,1,150,2,4,0,25,1,6.25,9,2,0,3,0
13,YK Pathan,c & b Tambe,0,1,0,0,0,2,,,,,,,,,,
14,RN ten Doeschate,lbw b Tambe,0,1,0,0,0,2,2,0,14,0,7,3,1,0,0,0
15,SA Yadav,not out,9,17,0,0,52.94,2,,,,,,,,,,
16,TG Southee,DNB,0,0,0,0,0,1,3,0,33,0,11,7,4,1,2,0
17,PV Tambe,DNB,0,0,0,0,0,1,4,0,26,3,6.5,7,2,0,1,0
18,R Tewatia,DNB,0,0,0,0,0,1,2,0,18,0,9,2,1,1,0,0
