Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb,50,100,0,4_haul,5_haul,BSR,BWA,hard_hit,bat_consistency,pca_bat,Bowl_index,bowl_consistency,bowl_pca
PP Ojha,0,2.0,4.0,0.0,0.0,40.0,22.0,52.2,0.0,381.0,16.0,7.161654135338345,115.0,27.0,15.0,4.0,0.0,0.0,0.0,14.0,0.0,0.0,18.423529411764708,22.41176470588235,-1.0651151714793226,-0.9402198956886824,-0.7578256205222464,0.4479873602465371,0.11565139315349658,-0.7617318227235399
MEK Hussey,0,733.0,566.0,81.0,17.0,129.2768959435626,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8394821129276421,0.9293310340892577,3.7864550972926976,-1.0701294412913402,0.8985408900925185,-0.5659312634904795
M Vijay,0,312.0,286.0,27.0,8.0,108.71080139372822,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2787208915604347,0.5040753458882198,1.2490922523639072,-1.0701294412913402,0.9007229500492865,-0.5659312634904795
SK Raina,0,548.0,365.0,50.0,18.0,149.72677595628417,28.0,2.0,0.0,23.0,1.0,7.666666666666667,2.0,1.0,2.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,6.0,11.5,0.9822153988785155,1.27808227570953,2.7722794057937974,-0.27412175963642355,-1.5099363937899022,0.13584580612842087
S Badrinath,0,124.0,121.0,11.0,0.0,101.63934426229508,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,-0.07155768880566586,0.2516641038702911,0.1410280710792651,-1.0701294412913402,0.9016752577537492,-0.5659312634904795
DJ Bravo,0,121.0,106.0,11.0,3.0,113.08411214953271,28.0,62.3,0.0,497.0,32.0,7.851500789889416,140.0,41.0,18.0,16.0,1.0,0.0,0.0,6.0,1.0,0.0,11.327272727272726,15.06060606060606,0.3766827727913702,0.5421926582758688,0.18118218973970016,0.012843108072976336,0.5222464194917791,-1.8996064909828974
RA Jadeja,0,201.0,135.0,17.0,6.0,147.79411764705884,28.0,43.1,0.0,323.0,13.0,7.324263038548753,98.0,18.0,17.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,18.47142857142857,23.071428571428573,0.7984692512361057,1.1983574714667682,0.7582589931009148,0.4755104147915642,-0.22116795633718944,-0.4671622277754643
MS Dhoni,0,461.0,283.0,32.0,25.0,162.32394366197184,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,1.1465361519882218,1.5265817068805472,2.3183845373652225,-1.0701294412913402,0.8961855856648135,-0.5659312634904795
JA Morkel,0,46.0,37.0,2.0,3.0,121.05263157894737,11.0,24.0,0.0,159.0,7.0,6.36,66.0,16.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,18.0,19.875,0.3848132123267313,0.6927874686857463,-0.2148650493243408,0.32899902750356985,-0.8438596427327462,-0.09959462429663876
CH Morris,0,14.0,16.0,0.0,0.0,82.35294117647058,25.0,50.0,0.0,401.0,15.0,7.862745098039215,122.0,39.0,12.0,8.0,1.0,0.0,0.0,12.0,0.0,0.0,18.75,25.0625,-1.0651151714793226,-0.16666651004963492,-0.5424277668405729,0.5643298454413667,0.010106643623567953,-0.7019487600999036
R Ashwin,0,35.0,49.0,4.0,0.0,70.0,28.0,58.0,1.0,390.0,15.0,6.610169491525424,127.0,20.0,17.0,6.0,0.0,0.0,0.0,13.0,0.0,0.0,21.75,24.375,-0.18355871412524172,-0.3246328552810572,-0.46160291803304904,0.5978546650117688,0.3897194136303812,-0.7126771752096025
MM Sharma,0,0.0,5.0,0.0,0.0,0.0,22.0,50.4,0.0,326.0,20.0,6.342412451361868,162.0,44.0,7.0,7.0,0.0,0.0,0.0,15.0,0.0,0.0,14.399999999999999,15.523809523809524,-1.0651151714793226,-1.66452299598481,-0.9134521354663596,0.07695100679496852,1.5817733062507724,-1.7757520253677772
RV Uthappa,0,434.0,371.0,42.0,12.0,116.66666666666667,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5344832390421952,0.6601545925021467,1.9895556976942204,-1.0701294412913402,0.8997883706082881,-0.5659312634904795
AJ Finch,0,456.0,336.0,54.0,16.0,135.31157270029675,22.0,4.0,0.0,49.0,1.0,9.8,5.0,3.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,12.0,24.5,1.223792544202638,1.055466600354829,2.2527160912723105,0.3943138299916785,-1.5483942524155168,0.7802997507299847
MK Pandey,0,136.0,137.0,11.0,3.0,98.55072463768117,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0528006258899829,0.2938485737339891,0.21001994241729038,-1.0701294412913402,0.9021336505387529,-0.5659312634904795
Yuvraj Singh,0,238.0,190.0,14.0,15.0,124.60732984293195,21.0,22.0,0.0,152.0,6.0,6.608695652173913,39.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.857142857142858,21.714285714285715,0.6079959059597051,0.809696926860142,0.891645252965687,0.4221516701028634,-0.9221618947923564,0.32802743424535735
AD Mathews,0,172.0,139.0,5.0,10.0,122.85714285714286,17.0,31.0,0.0,240.0,5.0,7.5,52.0,19.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,31.0,40.0,0.11554079819132132,0.7247595020193267,0.48316690892267045,1.4127819365859162,-0.6706469578424463,1.2322363865698123
AM Nayar,0,66.0,73.0,5.0,0.0,89.1891891891892,18.0,8.0,0.0,59.0,2.0,6.555555555555555,13.0,4.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,19.666666666666668,-0.3205573527681056,0.07201477002994328,-0.22853793659931965,0.2653359848846791,-1.3780287136651974,0.5599040653950534
KW Richardson,0,34.0,36.0,2.0,1.0,91.8918918918919,5.0,11.5,0.0,101.0,2.0,8.08,30.0,6.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,33.666666666666664,-0.17164578902586222,0.15358043447770553,-0.391597100776652,0.9777716459225805,-1.3137034692347953,1.0973183305417151
Parvez Rasool,0,5.0,9.0,0.0,0.0,50.0,3.0,5.0,0.0,28.0,1.0,4.666666666666667,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,-1.0651151714793226,-0.662076209999916,-0.706114136970825,-0.00527148305098802,-1.4125717800807096,0.31969323707593694
B Kumar,0,52.0,71.0,3.0,1.0,72.22222222222221,25.0,57.0,2.0,371.0,13.0,6.396551724137931,175.0,43.0,5.0,16.0,1.0,0.0,0.0,8.0,0.0,0.0,24.428571428571427,26.5,-0.45292318720565533,-0.27105921249328896,-0.36635244293611036,0.743032348696902,0.4494123435045924,-1.0580575616679715
SR Tendulkar,0,287.0,231.0,38.0,5.0,123.70689655172413,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9772839484681708,0.8189585842288076,1.2067381644731354,-1.0701294412913402,0.8990608009836268,-0.5659312634904795
GJ Maxwell,0,36.0,27.0,1.0,4.0,128.57142857142858,5.0,2.0,0.0,23.0,0.0,7.666666666666667,3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,23.0,0.9026447779717507,0.8973134709147143,-0.23865625683677968,0.2793935156865318,-1.6051788134636644,0.7303476383048655
AB Dinda,0,9.0,11.0,1.0,0.0,75.0,21.0,49.0,0.0,465.0,16.0,9.3,106.0,55.0,15.0,8.0,2.0,0.0,0.0,10.0,0.0,0.0,17.294117647058822,27.352941176470587,-0.14682719506882175,-0.21085749823324101,-0.590221813432032,0.6361860511412052,-0.0323192469030499,-0.4821824788690303
BAW Mendis,0,2.0,4.0,0.0,0.0,40.0,4.0,12.0,0.0,78.0,2.0,6.0,29.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,26.0,-1.0651151714793226,-0.8555060827885503,-0.7578256205222464,0.7011194397421167,-1.2499760572914496,0.8370713809971293
AN Ahmed,0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,45.0,3.0,5.625,21.0,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.5,11.25,-1.0651151714793226,-1.5727496986763339,-0.9134521354663596,-0.2042734034647173,0.17507873948020083,-0.037516093167821896
Mandeep Singh,0,260.0,223.0,36.0,0.0,116.07142857142858,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.7058687830266435,0.6391329986349737,1.0084079944703832,-1.0701294412913402,0.8998538972621114,-0.5659312634904795
AC Gilchrist,0,294.0,229.0,41.0,6.0,127.82608695652173,18.0,0.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.30000000000000004,0.0,1.1866866489359926,0.909589081193969,1.2758255215526684,-1.0606406080000896,0.902041896825677,-0.5920721146495647
SE Marsh,0,300.0,249.0,39.0,4.0,120.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830231211831951,0.7535621984053716,1.2694121539804248,-1.0701294412913402,0.8994333352839383,-0.5659312634904795
DJ Hussey,0,235.0,209.0,20.0,6.0,111.90476190476191,18.0,11.0,0.0,91.0,0.0,7.583333333333333,20.0,7.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,66.0,91.0,0.2991983934734216,0.550138112690067,0.8155840286455135,4.135549933769786,-1.3778076622674833,4.571037901146149
DA Miller,0,418.0,254.0,28.0,24.0,163.92156862745097,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1819895237369618,1.5739518025622108,2.0811450010421617,-1.0701294412913402,0.89609564022188,-0.5659312634904795
MS Gony,0,45.0,25.0,4.0,3.0,173.0769230769231,13.0,28.0,0.0,256.0,7.0,8.827586206896552,64.0,27.0,12.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,21.0,32.0,1.9016613676930647,1.740049119254786,-0.021820458980357737,0.8854427531008939,-0.7630102930272712,0.48283863054880877
R Sathish,0,109.0,77.0,9.0,5.0,139.74358974358972,14.0,4.0,0.0,51.0,0.0,10.2,2.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.0,51.0,0.9127358546356024,1.091391109580378,0.2168158105574008,1.6246992134238478,-1.5998123978592285,2.1286872995943016
PP Chawla,0,64.0,57.0,5.0,3.0,110.34482758620689,24.0,58.2,0.0,418.0,11.0,7.0608108108108105,123.0,33.0,12.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,29.100000000000005,34.833333333333336,0.45480975499323056,0.48521172160445664,-0.14796707839013779,1.1753758868380038,0.2573145459949012,0.03044701286931806
R Dravid,0,471.0,425.0,64.0,5.0,110.56338028169014,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7197262474593975,0.5713390085415893,2.23394873089614,-1.0701294412913402,0.9004934211892778,-0.5659312634904795
AM Rahane,0,488.0,458.0,42.0,11.0,106.31808278867103,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20728385465810342,0.4612394075512531,2.233549245312606,-1.0701294412913402,0.9010311275826676,-0.5659312634904795
SR Watson,0,543.0,380.0,59.0,22.0,142.51968503937007,26.0,41.0,0.0,298.0,13.0,7.095238095238095,114.0,31.0,8.0,6.0,0.0,3.0,1.0,0.0,0.0,0.0,17.571428571428573,21.285714285714285,1.2776037604655772,1.1949550713748154,2.7702406431131954,0.3833188326859436,-0.2825757381128535,-0.7440015831755199
SV Samson,0,206.0,178.0,19.0,5.0,115.08379888268156,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.41235375146047765,0.6049785876861031,0.6742518361382164,-1.0701294412913402,0.8999641027566556,-0.5659312634904795
Bipul Sharma,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,21.0,1.0,4.2,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,10.5,-1.0651151714793226,-1.5656902142679896,-0.9134521354663596,-0.22562327837003135,0.09440670269639696,0.11743348829615964
P Kumar,0,47.0,39.0,3.0,3.0,117.5,22.0,56.2,3.0,373.0,12.0,6.520979020979021,168.0,34.0,12.0,16.0,0.0,0.0,0.0,9.0,0.0,0.0,25.938461538461542,28.692307692307693,0.5878031860595789,0.6171023647920758,-0.2181149691525731,0.8640663741398875,0.5084744994957492,-0.8283747952142625
P Awana,0,1.0,9.0,0.0,0.0,10.0,22.0,54.0,1.0,412.0,15.0,7.490909090909091,137.0,44.0,11.0,6.0,2.0,0.0,0.0,13.0,0.0,0.0,20.25,25.75,-1.0651151714793226,-1.4710931231961757,-0.8719845357672527,0.6217582885789293,0.3640079312288998,-0.8096100832745032
BJ Hodge,0,293.0,218.0,27.0,9.0,133.78995433789956,27.0,1.0,0.0,3.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,6.0,3.0,0.746302206645501,0.960083385385407,1.242737071033001,-0.738020276097567,-1.064825156474658,-0.2724885137376324
DH Yagnik,0,125.0,96.0,17.0,2.0,128.8659793814433,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0933349174030917,0.8966870586384222,0.28163159948236144,-1.0701294412913402,0.898577721854026,-0.5659312634904795
KK Cooper,0,39.0,22.0,4.0,2.0,169.56521739130434,22.0,54.0,0.0,449.0,19.0,8.163636363636364,104.0,37.0,11.0,17.0,0.0,0.0,0.0,10.0,0.0,0.0,16.2,22.45,1.8095254503274627,1.6414642458533086,-0.06995669675780604,0.41055986274791073,0.14578041350360382,-0.7580897548998577
JP Faulkner,0,57.0,57.0,5.0,2.0,98.27586206896551,26.0,62.7,2.0,427.0,28.0,6.703296703296703,170.0,41.0,9.0,16.0,0.0,0.0,0.0,7.0,0.0,2.0,12.972413793103449,14.724137931034482,0.2648191391841615,0.2606470882700551,-0.23232718182517975,0.017918648616054716,0.872480445952626,-2.1275524873228195
A Chandila,0,4.0,6.0,0.0,0.0,57.14285714285714,13.0,25.0,0.0,156.0,6.0,6.0,65.0,14.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,21.428571428571427,22.285714285714285,-1.0651151714793226,-0.5834133837355077,-0.6852748947734468,0.5023057898301978,-0.8078606865341198,0.1203618439179899
S Sreesanth,0,1.0,4.0,0.0,0.0,20.0,10.0,21.4,2.0,163.0,5.0,7.276785714285714,71.0,20.0,6.0,2.0,4.0,0.0,0.0,6.0,0.0,0.0,21.399999999999995,27.166666666666668,-1.0651151714793226,-1.2423658283658194,-0.835638877994303,0.6961679255444997,-0.7033738034173713,0.26786655188571057
SK Trivedi,0,3.0,7.0,0.0,0.0,37.5,26.0,59.5,1.0,410.0,12.0,6.776859504132231,135.0,32.0,7.0,9.0,0.0,0.0,0.0,16.0,0.0,0.0,27.46153846153846,31.53846153846154,-1.0651151714793226,-0.9991665904983574,-0.7617900930393267,1.0103560728977512,0.43589553562050143,-0.30109975357442537
PA Patel,0,292.0,251.0,37.0,4.0,115.87301587301589,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7277327824649886,0.6655640444257389,1.1946936471682637,-1.0701294412913402,0.8998758878042264,-0.5659312634904795
S Dhawan,0,311.0,253.0,37.0,5.0,122.44094488188976,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7569995533667108,0.7844071424856097,1.3301855280121768,-1.0701294412913402,0.8991855103458533,-0.5659312634904795
KC Sangakkara,0,104.0,119.0,12.0,0.0,86.66666666666667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03683040021327852,0.08364065966818977,-0.011289537625631332,-1.0701294412913402,0.9041986383065775,-0.5659312634904795
GH Vihari,0,197.0,232.0,15.0,1.0,84.54935622317596,23.0,5.0,0.0,33.0,0.0,5.5,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,-0.30841434971616305,0.018027852292380627,0.47561785255016215,1.0964874935442275,-1.5225517186696589,1.453081508431049
DJG Sammy,0,174.0,132.0,11.0,10.0,130.82706766917295,14.0,22.2,0.0,168.0,8.0,7.241379310344827,51.0,14.0,5.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,14.799999999999999,18.666666666666668,0.674798889087942,0.9153485958189793,0.554451653819117,0.2174434316700906,-0.858324854459172,-0.07767309159653021
NLTC Perera,0,226.0,155.0,11.0,14.0,144.87179487179486,22.0,55.4,0.0,457.0,18.0,8.102836879432624,132.0,51.0,13.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,17.49473684210526,24.05263157894737,0.7008232446947177,1.166375504866446,0.8855721858199037,0.5002789619509083,0.1876923669423854,-0.958642335705738
KV Sharma,0,85.0,86.0,6.0,2.0,97.70114942528735,19.0,34.5,1.0,230.0,11.0,6.47887323943662,90.0,14.0,11.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,17.25,19.166666666666668,-0.05183188716428715,0.23204400489141863,-0.08646122739747902,0.286632649066007,-0.382092658513078,-0.5166157404644766
A Mishra,0,89.0,96.0,9.0,0.0,91.75257731958763,23.0,58.0,1.0,379.0,20.0,6.423728813559322,139.0,20.0,16.0,2.0,2.0,0.0,0.0,10.0,1.0,0.0,16.571428571428573,18.047619047619047,-0.04269144516659992,0.09787364764886185,-0.08325482391787342,0.22803076997225588,0.4604773552461265,-1.3563263378471693
DW Steyn,0,50.0,33.0,5.0,2.0,147.05882352941177,23.0,63.5,3.0,347.0,18.0,5.37984496124031,210.0,34.0,6.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,20.05263157894737,18.263157894736842,1.203596299652503,1.1893773920355646,-0.09087589306904283,0.31193919440342843,0.802015561260254,-2.020747995446535
I Sharma,0,0.0,0.0,0.0,0.0,0.0,21.0,55.4,2.0,439.0,12.0,7.783687943262412,157.0,47.0,15.0,13.0,3.0,0.0,0.0,15.0,0.0,0.0,25.569230769230767,33.76923076923077,-1.0651151714793226,-1.66452299598481,-0.9134521354663596,1.0529068473169447,1.8684331096167721,-0.5160141910106039
JO Holder,0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,0.0,168.0,2.0,8.0,49.0,17.0,6.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,40.0,56.0,-1.0651151714793226,-1.6009876363097113,-0.9134521354663596,2.2193327663422227,0.4444758911143806,2.1807407971882546
A Ashish Reddy,0,111.0,77.0,8.0,4.0,142.30769230769232,17.0,5.4,0.0,63.0,2.0,9.84375,9.0,6.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,10.800000000000002,21.0,0.630185708047756,1.1147417118541325,0.22719762152126396,0.2470392299503924,-1.4860531513134447,0.5544373340649029
CL White,0,204.0,182.0,17.0,7.0,111.47540983606557,16.0,2.0,0.0,16.0,1.0,5.333333333333333,5.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,8.0,0.380059348773269,0.5447495933617024,0.651094323973571,-0.45862685141074205,-1.4207206225829794,-0.06738000931720967
BB Samantray,0,123.0,111.0,13.0,2.0,109.82142857142858,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.41070479060898235,0.5175459859234002,0.188838574068826,-1.0701294412913402,0.9005844254807217,-0.5659312634904795
LA Pomersbach,0,58.0,59.0,5.0,1.0,96.66666666666667,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03683040021327852,0.26295156364013555,-0.2376950273528211,-1.0701294412913402,0.902427506910109,-0.5659312634904795
Harmeet Singh,0,3.0,4.0,0.0,0.0,60.0,6.0,15.2,0.0,121.0,6.0,7.469135802469136,41.0,10.0,6.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,13.028571428571427,17.285714285714285,-1.0651151714793226,-0.503943759253003,-0.6800123630501899,0.12493918519379307,-1.113830694647637,-0.01352136003262757
Sandeep Sharma,0,0.0,1.0,0.0,0.0,0.0,6.0,16.0,1.0,119.0,8.0,7.0,46.0,14.0,4.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,10.666666666666666,13.222222222222221,-1.0651151714793226,-1.5868686674930224,-0.9134521354663596,-0.09313105056256847,0.5464863767898629,-0.34293721380953057
MS Bisla,0,255.0,236.0,36.0,6.0,107.59493670886076,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.8876997656974387,0.5187145986746673,0.9846674597620997,-1.0701294412913402,0.900864981397769,-0.5659312634904795
G Gambhir,0,406.0,343.0,51.0,5.0,118.0232558139535,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.7287497126714234,0.6987658237315796,1.8691105657850948,-1.0701294412913402,0.899641479772159,-0.5659312634904795
JH Kallis,0,311.0,322.0,35.0,3.0,96.28482972136223,25.0,53.0,1.0,394.0,16.0,7.296296296296297,125.0,36.0,12.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,18.705882352941178,23.176470588235293,0.2312913834531492,0.25755823411743445,1.2022629323559912,0.48536390571956173,0.21855947891033078,-0.8379909447067933
EJG Morgan,0,307.0,240.0,28.0,13.0,127.38589211618256,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8095640168773847,0.8714960116283873,1.3142729276767628,-1.0701294412913402,0.8987123408244775,-0.5659312634904795
RN ten Doeschate,0,85.0,63.0,9.0,2.0,132.8125,6.0,3.0,0.0,24.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.8288537798673354,0.9745108238532834,0.054774520001347735,0.4480838853087657,-1.5714339768743109,0.9099827903845383
YK Pathan,0,332.0,240.0,30.0,14.0,137.75933609958506,25.0,8.6,0.0,73.0,1.0,7.604166666666667,15.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,25.799999999999997,36.5,0.946735664805924,1.0614283639259166,1.4937463240446576,1.1409005049213314,-1.4213096220978565,1.4684394486576153
MK Tiwary,0,146.0,140.0,12.0,1.0,103.54609929078013,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.04913698481238551,0.36530407410806687,0.26982249234435374,-1.0701294412913402,0.9014057912179276,-0.5659312634904795
