param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_learning_rate_init,param_tol,params,mean_test_f1,mean_train_f1,mean_test_Accuracy,mean_train_Accuracy,score
relu,0.2,"(10, 6, 4)",adaptive,0.01,0.001,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 0, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.3,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 2, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.3,"(10, 6, 4)",adaptive,0.01,0.001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'random_state': 0, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.1,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.1,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.001,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 8, 'tol': 0.0001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.001,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.001,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 8, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.002,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 8, 'tol': 0.0001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.002,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.002,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 8, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.01,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 8, 'tol': 0.0001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.01,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.01,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.01,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 8, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.005,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 8, 'tol': 0.0001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.005,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.005,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.005,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 8, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 0, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 2, 'tol': 0.0004}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.0001,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 8, 'tol': 0.001}",0.271929825,0.325469889,0.433333333,0.483333333,0.209444444
relu,0.5,"(10, 6, 4)",adaptive,0.001,0.0003,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0003}",0.287170868,0.400877604,0.4,0.520833333,0.208333333
relu,0.001,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0001}",0.304705882,0.405192009,0.4,0.520833333,0.208333333
relu,1,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.417887688,0.483333333,0.429166667,0.207430556
relu,0.5,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.417887688,0.483333333,0.429166667,0.207430556
relu,0.2,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.417887688,0.483333333,0.429166667,0.207430556
relu,0.3,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.417887688,0.483333333,0.429166667,0.207430556
relu,0.005,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0001}",0.304705882,0.401389413,0.4,0.516666667,0.206666667
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.005}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.008}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.003}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.001}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0001}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0003}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,0.001,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0004}",0.317293295,0.328556806,0.45,0.458333333,0.20625
relu,1.2,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413362117,0.483333333,0.425,0.205416667
relu,0.1,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413504133,0.483333333,0.425,0.205416667
relu,0.001,"(10, 6, 4)",adaptive,0.0005,0.005,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.005}",0.451422347,0.416372717,0.483333333,0.425,0.205416667
relu,0.001,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413504133,0.483333333,0.425,0.205416667
relu,0.002,"(10, 6, 4)",adaptive,0.0005,0.005,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.005}",0.451422347,0.416372717,0.483333333,0.425,0.205416667
relu,0.002,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413504133,0.483333333,0.425,0.205416667
relu,0.01,"(10, 6, 4)",adaptive,0.0005,0.005,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.005}",0.451422347,0.416372717,0.483333333,0.425,0.205416667
relu,0.01,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413504133,0.483333333,0.425,0.205416667
relu,0.005,"(10, 6, 4)",adaptive,0.0005,0.005,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.005}",0.451422347,0.416372717,0.483333333,0.425,0.205416667
relu,0.005,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.005, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413504133,0.483333333,0.425,0.205416667
relu,0.0001,"(10, 6, 4)",adaptive,0.0005,0.005,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.005}",0.451422347,0.416372717,0.483333333,0.425,0.205416667
relu,0.0001,"(10, 6, 4)",adaptive,0.0005,0.008,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 7, 'tol': 0.008}",0.451422347,0.413504133,0.483333333,0.425,0.205416667
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.003,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 3, 'tol': 0.003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.5,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.5,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 0.5, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.008}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.2,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.2,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.2,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.2,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.2,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0004}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.005}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.008}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0004}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.0005,0.0001,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 8, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.3,"(10, 6, 4)",adaptive,0.0005,0.0003,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 8, 'tol': 0.0003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.1,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.1, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0001}",0.277871148,0.284544825,0.416666667,0.433333333,0.180555556
relu,0.001,"(10, 6, 4)",adaptive,0.0005,0.0001,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 8, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.005,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.005}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.008,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.008}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.003,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.001,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.0001,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.0003,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.002,"(10, 6, 4)",adaptive,0.008,0.0004,"{'activation': 'relu', 'alpha': 0.002, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.008, 'random_state': 7, 'tol': 0.0004}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.01,"(10, 6, 4)",adaptive,0.0005,0.0001,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.0005, 'random_state': 8, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.0001,"(10, 6, 4)",adaptive,0.001,0.0003,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 8, 'tol': 0.0003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.003,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.0001}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.0003,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.0003}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,0.0001,"(10, 6, 4)",adaptive,0.005,0.0004,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.005, 'random_state': 7, 'tol': 0.0004}",0.271372549,0.252074592,0.433333333,0.416666667,0.180555556
relu,1.2,"(10, 6, 4)",adaptive,0.001,0.0004,"{'activation': 'relu', 'alpha': 1.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0004}",0.242769608,0.324344381,0.383333333,0.4625,0.177291667
relu,0.0001,"(10, 6, 4)",adaptive,0.001,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0001}",0.267563025,0.291269168,0.4,0.4375,0.175
relu,0.3,"(10, 6, 4)",adaptive,0.001,0.0004,"{'activation': 'relu', 'alpha': 0.3, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0004}",0.255182073,0.295804196,0.4,0.4375,0.175
relu,0.2,"(10, 6, 4)",adaptive,0.001,0.0003,"{'activation': 'relu', 'alpha': 0.2, 'hidden_layer_sizes': (10, 6, 4), 'learning_rate': 'adaptive', 'learning_rate_init': 0.001, 'random_state': 2, 'tol': 0.0003}",0.226797386,0.306438273,0.383333333,0.45,0.1725
