team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
DCG,KXIP,KXIP,bowl,"Barabati Stadium, Cuttack",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Gundappa Viswanath,"['Pragyan Ojha', 'Anirudh Singh', 'RP Singh', 'Jaskaran Singh', 'Chaminda Vaas', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']","['Shalabh Srivastava', 'S Sreesanth', 'Bipul Sharma', 'Piyush Chawla', 'Irfan Pathan', 'Adrian Barath', 'Kumar Sangakkara', 'Manvinder Bisla', 'Ravi Bopara', 'Mahela Jayawardene', 'Yuvraj Singh']",DCG
RR,KKR,RR,bat,"Sardar Patel Stadium, Ahmedabad",4:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Shaun Tait', 'Munaf Patel', 'Shane Warne', 'Siddharth Trivedi', 'Paras Dogra', 'Adam Voges', 'Yusuf Pathan', 'Abhishek Jhunjhunwala', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']","['Shane Bond', 'Ashok Dinda', 'Murali Kartik', 'Sourav Ganguly', 'Cheteshwar Pujara', 'Ishant Sharma', 'Wriddhiman Saha', 'Angelo Mathews', 'Owais Shah', 'Brad Hodge', 'Manoj Tiwary']",RR
MI,RCB,MI,bat,"Brabourne Stadium, Mumbai",8:00 PM,Kumar Dharmasena,Sanjay Hazare,Shavir Tarapore,Yashpal Sharma,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Rajagopal Sathish', 'Kieron Pollard', 'Dwayne Bravo', 'Ambati Rayudu', 'Saurabh Tiwary', 'Aditya Tare', 'Sachin Tendulkar', 'Sanath Jayasuriya']","['Vinay Kumar', 'Dale Steyn', 'Praveen Kumar', 'Rahul Dravid', 'Eoin Morgan', 'Virat Kohli', 'Robin Uthappa', 'Anil Kumble', 'Mark Boucher', 'Jacques Kallis', 'Manish Pandey']",RCB
DCG,DC,DCG,bat,"Barabati Stadium, Cuttack",4:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Gundappa Viswanath,"['Pragyan Ojha', 'Venugopal Rao', 'RP Singh', 'Rahul Sharma', 'Chaminda Vaas', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'Adam Gilchrist', 'Mohnish Mishra']","['Sarabjit Ladda', 'Umesh Yadav', 'Amit Mishra', 'Yogesh Nagar', 'Moises Henriques', 'Virender Sehwag', 'David Warner', 'Dirk Nannes', 'Mithun Manhas', 'Dinesh Karthik', 'AB de Villiers']",DCG
CSK,KXIP,CSK,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Krishna Hariharan,Daryl Harper,Subrat Das,Srinivas Venkataraghavan,"['Justin Kemp', 'Ravichandran Ashwin', 'Manpreet Gony', 'Suresh Raina', 'Matthew Hayden', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Albie Morkel', 'S Badrinath', 'Murali Vijay', 'Parthiv Patel']","['Manvinder Bisla', 'Mohammad Kaif', 'Mahela Jayawardene', 'Shalabh Srivastava', 'Ramesh Powar', 'Rusty Theron', 'Piyush Chawla', 'Yuvraj Singh', 'Kumar Sangakkara', 'Irfan Pathan', 'Ravi Bopara']",KXIP
MI,KKR,KKR,bat,"Brabourne Stadium, Mumbai",8:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Yashpal Sharma,"['Zaheer Khan', 'Aditya Tare', 'Kieron Pollard', 'Sachin Tendulkar', 'Shikhar Dhawan', 'Lasith Malinga', 'Harbhajan Singh', 'Ryan McLaren', 'Dwayne Bravo', 'Rajagopal Sathish', 'Saurabh Tiwary']","['Murali Kartik', 'Mandeep Singh', 'Cheteshwar Pujara', 'Ishant Sharma', 'Shane Bond', 'Harpreet Singh', 'Wriddhiman Saha', 'Angelo Mathews', 'Owais Shah', 'Sourav Ganguly', 'Chris Gayle']",MI
RCB,CSK,CSK,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Vinay Kumar', 'Dale Steyn', 'Anil Kumble', 'Mark Boucher', 'Praveen Kumar', 'Eoin Morgan', 'Virat Kohli', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Manish Pandey']","['Sudeep Tyagi', 'Lakshmipathy Balaji', 'Albie Morkel', 'S Badrinath', 'Murali Vijay', 'George Bailey', 'Parthiv Patel', 'Muttiah Muralitharan', 'Ravichandran Ashwin', 'Suresh Raina', 'Matthew Hayden']",RCB
KXIP,RR,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Mohammad Kaif', 'Irfan Pathan', 'Yuvraj Singh', 'Ravi Bopara', 'Shalabh Srivastava', 'S Sreesanth', 'Rusty Theron', 'Piyush Chawla', 'Mahela Jayawardene', 'Manvinder Bisla', 'Kumar Sangakkara']","['Siddharth Trivedi', 'Yusuf Pathan', 'Faiz Fazal', 'Shaun Tait', 'Munaf Patel', 'Shane Warne', 'Abhishek Jhunjhunwala', 'Paras Dogra', 'Adam Voges', 'Naman Ojha', 'Michael Lumb']",RR
RCB,DC,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Anil Kumble', 'Dale Steyn', 'Praveen Kumar', 'Vinay Kumar', 'Mark Boucher', 'Manish Pandey', 'Virat Kohli', 'Eoin Morgan', 'Rahul Dravid', 'Robin Uthappa', 'Jacques Kallis']","['Mithun Manhas', 'Pradeep Sangwan', 'Umesh Yadav', 'Dirk Nannes', 'Amit Mishra', 'Andrew McDonald', 'Kedar Jadhav', 'Dinesh Karthik', 'AB de Villiers', 'Virender Sehwag', 'David Warner']",DC
MI,CSK,MI,bowl,"Brabourne Stadium, Mumbai",8:00 PM,Billy Bowden,Amiesh Saheba,Marais Erasmus,Gundappa Viswanath,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Dwayne Bravo', 'Kieron Pollard', 'Rajagopal Sathish', 'Saurabh Tiwary', 'Sachin Tendulkar', 'Aditya Tare', 'Ryan McLaren', 'Shikhar Dhawan']","['Shadab Jakati', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Thisara Perera', 'Joginder Sharma', 'Albie Morkel', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Parthiv Patel']",MI
RR,DCG,DCG,bat,"Sardar Patel Stadium, Ahmedabad",8:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['Shaun Tait', 'Abhishek Jhunjhunwala', 'Adam Voges', 'Naman Ojha', 'Michael Lumb', 'Siddharth Trivedi', 'Sumit Narwal', 'Shane Warne', 'Paras Dogra', 'Faiz Fazal', 'Yusuf Pathan']","['Rahul Sharma', 'Venugopal Rao', 'Tirumalsetti Suman', 'Pragyan Ojha', 'RP Singh', 'Chaminda Vaas', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'VVS Laxman', 'Adam Gilchrist']",RR
KXIP,KKR,KKR,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Doctrove,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Vikramjeet Singh Malik', 'Shalabh Srivastava', 'Piyush Chawla', 'Brett Lee', 'Karan Goel', 'Irfan Pathan', 'Mahela Jayawardene', 'Kumar Sangakkara', 'Manvinder Bisla', 'Yuvraj Singh', 'Ravi Bopara']","['Ashok Dinda', 'Ajit Agarkar', 'Angelo Mathews', 'Iqbal Abdulla', 'Shane Bond', 'Wriddhiman Saha', 'David Hussey', 'Manoj Tiwary', 'Mandeep Singh', 'Sourav Ganguly', 'Chris Gayle']",KKR
RR,CSK,RR,bat,"Sardar Patel Stadium, Ahmedabad",4:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Siddharth Trivedi', 'Shaun Tait', 'Shane Warne', 'Sumit Narwal', 'Paras Dogra', 'Abhishek Jhunjhunwala', 'Adam Voges', 'Yusuf Pathan', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']","['Shadab Jakati', 'Joginder Sharma', 'Thilan Thushara', 'Muttiah Muralitharan', 'Arun Karthik', 'Albie Morkel', 'S Badrinath', 'MS Dhoni', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",RR
DCG,MI,DCG,bowl,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Subrat Das,Krishna Hariharan,Daryl Harper,Gundappa Viswanath,"['RP Singh', 'Venugopal Rao', 'Tirumalsetti Suman', 'Rohit Sharma', 'Andrew Symonds', 'Herschelle Gibbs', 'Mohnish Mishra', 'Pragyan Ojha', 'Kemar Roach', 'Jaskaran Singh', 'Adam Gilchrist']","['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Ryan McLaren', 'Kieron Pollard', 'Rajagopal Sathish', 'Ambati Rayudu', 'Saurabh Tiwary', 'Dwayne Bravo', 'Sachin Tendulkar', 'Shikhar Dhawan']",MI
DC,KKR,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Rajat Bhatia', 'Umesh Yadav', 'Dirk Nannes', 'Amit Mishra', 'Andrew McDonald', 'Kedar Jadhav', 'Paul Collingwood', 'Dinesh Karthik', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Ishant Sharma', 'Charl Langeveldt', 'Murali Kartik', 'Ajit Agarkar', 'Wriddhiman Saha', 'Angelo Mathews', 'David Hussey', 'Manoj Tiwary', 'Mandeep Singh', 'Sourav Ganguly', 'Chris Gayle']",DC
MI,KXIP,MI,bowl,"Brabourne Stadium, Mumbai",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Harbhajan Singh', 'Rajagopal Sathish', 'Dwayne Bravo', 'Ambati Rayudu', 'Shikhar Dhawan', 'Lasith Malinga', 'Zaheer Khan', 'Ryan McLaren', 'Saurabh Tiwary', 'Kieron Pollard', 'Sachin Tendulkar']","['Shalabh Srivastava', 'Vikramjeet Singh Malik', 'Piyush Chawla', 'Karan Goel', 'Irfan Pathan', 'Yuvraj Singh', 'Mahela Jayawardene', 'Brett Lee', 'Manvinder Bisla', 'Shaun Marsh', 'Ravi Bopara']",MI
CSK,RCB,RCB,bat,"MA Chidambaram Stadium, Chennai",4:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Shadab Jakati', 'Thilan Thushara', 'Muttiah Muralitharan', 'Manpreet Gony', 'MS Dhoni', 'Murali Vijay', 'Chandrasekar Ganapathy', 'S Badrinath', 'Albie Morkel', 'Suresh Raina', 'Matthew Hayden']","['Dale Steyn', 'Rahul Dravid', 'Cameron White', 'Vinay Kumar', 'Anil Kumble', 'Praveen Kumar', 'Kevin Pietersen', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis', 'Manish Pandey']",CSK
DC,RR,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['Umesh Yadav', 'Sarabjit Ladda', 'Amit Mishra', 'Andrew McDonald', 'Kedar Jadhav', 'Farveez Maharoof', 'Dinesh Karthik', 'Paul Collingwood', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Sumit Narwal', 'Yusuf Pathan', 'Adam Voges', 'Faiz Fazal', 'Naman Ojha', 'Siddharth Trivedi', 'Shaun Tait', 'Shane Warne', 'Paras Dogra', 'Abhishek Jhunjhunwala', 'Michael Lumb']",DC
KKR,DCG,KKR,bat,"Eden Gardens, Kolkata",8:00 PM,Krishna Hariharan,Daryl Harper,Sudhir Asnani,Gundappa Viswanath,"['Shane Bond', 'Ajit Agarkar', 'Wriddhiman Saha', 'David Hussey', 'Mohnish Parmar', 'Murali Kartik', 'Angelo Mathews', 'Manoj Tiwary', 'Cheteshwar Pujara', 'Chris Gayle', 'Sourav Ganguly']","['Pragyan Ojha', 'Kemar Roach', 'Jaskaran Singh', 'Venugopal Rao', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Harmeet Singh', 'Rohit Sharma', 'Andrew Symonds', 'Mohnish Mishra', 'Adam Gilchrist']",KKR
KXIP,RCB,KXIP,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Dev Govindjee,"['S Sreesanth', 'Shalabh Srivastava', 'Brett Lee', 'Irfan Pathan', 'Bipul Sharma', 'Piyush Chawla', 'Yuvraj Singh', 'Ravi Bopara', 'Kumar Sangakkara', 'Manvinder Bisla', 'Shaun Marsh']","['Anil Kumble', 'Cameron White', 'Jacques Kallis', 'Dale Steyn', 'Vinay Kumar', 'Praveen Kumar', 'Rahul Dravid', 'Robin Uthappa', 'Virat Kohli', 'Kevin Pietersen', 'Manish Pandey']",RCB
CSK,RR,CSK,bat,"MA Chidambaram Stadium, Chennai",4:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Sudeep Tyagi', 'Doug Bollinger', 'Shadab Jakati', 'Muttiah Muralitharan', 'Srikkanth Anirudha', 'S Badrinath', 'MS Dhoni', 'Albie Morkel', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']","['Shaun Tait', 'Abhishek Jhunjhunwala', 'Faiz Fazal', 'Shane Watson', 'Yusuf Pathan', 'Naman Ojha', 'Michael Lumb', 'Shane Warne', 'Shrikant Wagh', 'Sumit Narwal', 'Abhishek Raut']",CSK
MI,DCG,MI,bat,"Brabourne Stadium, Mumbai",8:00 PM,Billy Doctrove,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Lasith Malinga', 'Zaheer Khan', 'Harbhajan Singh', 'Kieron Pollard', 'Ryan McLaren', 'Rajagopal Sathish', 'Ambati Rayudu', 'Dwayne Bravo', 'Saurabh Tiwary', 'Sachin Tendulkar', 'Shikhar Dhawan']","['Pragyan Ojha', 'Jaskaran Singh', 'Mohnish Mishra', 'Andrew Symonds', 'Adam Gilchrist', 'Herschelle Gibbs', 'Rahul Sharma', 'Ryan Harris', 'Tirumalsetti Suman', 'Rohit Sharma', 'VVS Laxman']",MI
KKR,KXIP,KKR,bat,"Eden Gardens, Kolkata",4:00 PM,Sudhir Asnani,Daryl Harper,Krishna Hariharan,Javagal Srinath,"['Shane Bond', 'Ajit Agarkar', 'Wriddhiman Saha', 'Jaydev Unadkat', 'Murali Kartik', 'Cheteshwar Pujara', 'David Hussey', 'Angelo Mathews', 'Manoj Tiwary', 'Chris Gayle', 'Sourav Ganguly']","['Ramesh Powar', 'Bipul Sharma', 'Shalabh Srivastava', 'Piyush Chawla', 'Rusty Theron', 'Irfan Pathan', 'Ravi Bopara', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Manvinder Bisla', 'Yuvraj Singh']",KXIP
DC,RCB,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Billy Bowden,Marais Erasmus,Amiesh Saheba,Dev Govindjee,"['Amit Mishra', 'Daniel Vettori', 'Kedar Jadhav', 'Dinesh Karthik', 'Paul Collingwood', 'Pradeep Sangwan', 'Farveez Maharoof', 'Rajat Bhatia', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Abhimanyu Mithun', 'Vinay Kumar', 'Rahul Dravid', 'KP Appanna', 'Anil Kumble', 'Virat Kohli', 'Ross Taylor', 'Robin Uthappa', 'Kevin Pietersen', 'Cameron White', 'Jacques Kallis']",DC
DCG,RR,RR,bat,"Vidarbha Cricket Association Stadium, Nagpur",8:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['RP Singh', 'Azhar Bilakhia', 'Dwayne Smith', 'Anirudh Singh', 'Rohit Sharma', 'Adam Gilchrist', 'Pragyan Ojha', 'Harmeet Singh', 'Ryan Harris', 'Andrew Symonds', 'VVS Laxman']","['Aditya Dole', 'Morne Morkel', 'Abhishek Raut', 'Abhishek Jhunjhunwala', 'Siddharth Trivedi', 'Shane Warne', 'Yusuf Pathan', 'Shane Watson', 'Faiz Fazal', 'Naman Ojha', 'Michael Lumb']",RR
CSK,MI,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Sudhir Asnani,Daryl Harper,Krishna Hariharan,Javagal Srinath,"['Thilan Thushara', 'Doug Bollinger', 'Shadab Jakati', 'S Badrinath', 'Sudeep Tyagi', 'Ravichandran Ashwin', 'Michael Hussey', 'MS Dhoni', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']","['Lasith Malinga', 'Ryan McLaren', 'Rajagopal Sathish', 'Saurabh Tiwary', 'Sachin Tendulkar', 'Abu Nechim', 'Harbhajan Singh', 'Kieron Pollard', 'Dwayne Bravo', 'Ambati Rayudu', 'Shikhar Dhawan']",CSK
RR,KXIP,KXIP,bat,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Sundaram Ravi,Shavir Tarapore,Billy Doctrove,Srinivas Venkataraghavan,"['Siddharth Trivedi', 'Abhishek Raut', 'Shane Watson', 'Aditya Dole', 'Shane Warne', 'Adam Voges', 'Abhishek Jhunjhunwala', 'Faiz Fazal', 'Yusuf Pathan', 'Naman Ojha', 'Michael Lumb']","['Ramesh Powar', 'Piyush Chawla', 'Ravi Bopara', 'Irfan Pathan', 'S Sreesanth', 'Rusty Theron', 'Bipul Sharma', 'Yuvraj Singh', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Manvinder Bisla']",RR
KKR,DC,KKR,bat,"Eden Gardens, Kolkata",8:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Ashok Dinda', 'Iqbal Abdulla', 'Ajantha Mendis', 'Ajit Agarkar', 'Wriddhiman Saha', 'Cheteshwar Pujara', 'Angelo Mathews', 'Manoj Tiwary', 'Brendon McCullum', 'Chris Gayle', 'Sourav Ganguly']","['Kedar Jadhav', 'Dinesh Karthik', 'Paul Collingwood', 'Virender Sehwag', 'Pradeep Sangwan', 'Amit Mishra', 'Daniel Vettori', 'Rajat Bhatia', 'Farveez Maharoof', 'Gautam Gambhir', 'David Warner']",KKR
RCB,DCG,DCG,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Sudhir Asnani,Daryl Harper,Krishna Hariharan,Javagal Srinath,"['Vinay Kumar', 'Praveen Kumar', 'Ross Taylor', 'Dale Steyn', 'Anil Kumble', 'Cameron White', 'Virat Kohli', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Manish Pandey']","['Ryan Harris', 'Pragyan Ojha', 'RP Singh', 'Andrew Symonds', 'Mohnish Mishra', 'Harmeet Singh', 'Mitchell Marsh', 'Venugopal Rao', 'Rohit Sharma', 'Tirumalsetti Suman', 'Adam Gilchrist']",DCG
KXIP,MI,MI,bat,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Marais Erasmus,Amiesh Saheba,Billy Bowden,Dev Govindjee,"['Brett Lee', 'Piyush Chawla', 'Karan Goel', 'Reetinder Sodhi', 'Irfan Pathan', 'Yuvraj Singh', 'Adrian Barath', 'Love Ablish', 'Ramesh Powar', 'Kumar Sangakkara', 'Mahela Jayawardene']","['Lasith Malinga', 'Harbhajan Singh', 'Kieron Pollard', 'Saurabh Tiwary', 'Ambati Rayudu', 'Zaheer Khan', 'Ryan McLaren', 'Rajagopal Sathish', 'Jean-Paul Duminy', 'Sachin Tendulkar', 'Shikhar Dhawan']",KXIP
