team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
DCG,CSK,CSK,bat,"Vidarbha Cricket Association Stadium, Nagpur",4:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Roshan Mahanama,"['RP Singh', 'Bodapati Sumanth', 'Andrew Symonds', 'Rohit Sharma', 'Tirumalsetti Suman', 'Adam Gilchrist', 'Mohnish Mishra', 'Harmeet Singh', 'Ryan Harris', 'Pragyan Ojha', 'Dwayne Smith']","['Sudeep Tyagi', 'Doug Bollinger', 'Ravichandran Ashwin', 'Shadab Jakati', 'Thilan Thushara', 'S Badrinath', 'Michael Hussey', 'MS Dhoni', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",DCG
RCB,KKR,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Krishna Hariharan,Daryl Harper,Sudhir Asnani,Javagal Srinath,"['Dale Steyn', 'Anil Kumble', 'Praveen Kumar', 'Cameron White', 'Robin Uthappa', 'Rahul Dravid', 'Sridharan Sriram', 'Vinay Kumar', 'Virat Kohli', 'Ross Taylor', 'Jacques Kallis']","['Ajantha Mendis', 'Cheteshwar Pujara', 'Ishant Sharma', 'Ashok Dinda', 'Ajit Agarkar', 'Wriddhiman Saha', 'Angelo Mathews', 'Manoj Tiwary', 'Brendon McCullum', 'Chris Gayle', 'Sourav Ganguly']",RCB
DC,KXIP,DC,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Billy Bowden,Amiesh Saheba,Marais Erasmus,Dev Govindjee,"['Ashish Nehra', 'Amit Mishra', 'Farveez Maharoof', 'Rajat Bhatia', 'Mithun Manhas', 'Daniel Vettori', 'Dinesh Karthik', 'Paul Collingwood', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner']","['Karan Goel', 'Rusty Theron', 'Yuvraj Singh', 'Kumar Sangakkara', 'Irfan Pathan', 'Love Ablish', 'Ramesh Powar', 'Piyush Chawla', 'Reetinder Sodhi', 'Adrian Barath', 'Mahela Jayawardene']",KXIP
RR,MI,RR,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Siddharth Trivedi', 'Shane Warne', 'Yusuf Pathan', 'Shane Watson', 'Faiz Fazal', 'Michael Lumb', 'Aditya Dole', 'Abhishek Raut', 'Adam Voges', 'Abhishek Jhunjhunwala', 'Naman Ojha']","['Zaheer Khan', 'Harbhajan Singh', 'Dhawal Kulkarni', 'Lasith Malinga', 'Rajagopal Sathish', 'Kieron Pollard', 'Jean-Paul Duminy', 'Saurabh Tiwary', 'Ambati Rayudu', 'Sachin Tendulkar', 'Sanath Jayasuriya']",MI
DCG,RCB,RCB,bowl,"Vidarbha Cricket Association Stadium, Nagpur",8:00 PM,Rudi Koertzen,Russell Tiffin,Brian Jerling,Andy Pycroft,"['Pragyan Ojha', 'RP Singh', 'Andrew Symonds', 'Mohnish Mishra', 'Rohit Sharma', 'Harmeet Singh', 'Bodapati Sumanth', 'Ryan Harris', 'Tirumalsetti Suman', 'Adam Gilchrist', 'Herschelle Gibbs']","['Anil Kumble', 'Vinay Kumar', 'Cameron White', 'KP Appanna', 'Dale Steyn', 'Virat Kohli', 'Ross Taylor', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Manish Pandey']",DCG
MI,DC,MI,bat,"Brabourne Stadium, Mumbai",4:00 PM,Sudhir Asnani,Daryl Harper,Krishna Hariharan,Javagal Srinath,"['Dilhara Fernando', 'Zaheer Khan', 'Ali Murtaza', 'Dwayne Bravo', 'Harbhajan Singh', 'Kieron Pollard', 'Jean-Paul Duminy', 'Ambati Rayudu', 'Saurabh Tiwary', 'Sachin Tendulkar', 'Chandan Madan']","['Ashish Nehra', 'Pradeep Sangwan', 'Paul Collingwood', 'Gautam Gambhir', 'Virender Sehwag', 'David Warner', 'Sarabjit Ladda', 'Amit Mishra', 'Andrew McDonald', 'AB de Villiers', 'Dinesh Karthik']",MI
CSK,KKR,KKR,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Sanjay Hazare,Simon Taufel,Kumar Dharmasena,Gundappa Viswanath,"['Doug Bollinger', 'Shadab Jakati', 'Ravichandran Ashwin', 'MS Dhoni', 'Srikkanth Anirudha', 'Suresh Raina', 'Murali Vijay', 'Muttiah Muralitharan', 'Albie Morkel', 'S Badrinath', 'Matthew Hayden']","['Iqbal Abdulla', 'Laxmi Shukla', 'Wriddhiman Saha', 'Ashok Dinda', 'Ajit Agarkar', 'Angelo Mathews', 'David Hussey', 'Manoj Tiwary', 'Brendon McCullum', 'Chris Gayle', 'Sourav Ganguly']",CSK
RR,RCB,RR,bat,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Billy Doctrove,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Shane Warne', 'Kamran Khan', 'Siddharth Trivedi', 'Abhishek Raut', 'Adam Voges', 'Yusuf Pathan', 'Abhishek Jhunjhunwala', 'Shane Watson', 'Brent Arnel', 'Naman Ojha', 'Michael Lumb']","['Pankaj Singh', 'Vinay Kumar', 'Virat Kohli', 'Robin Uthappa', 'Kevin Pietersen', 'Jacques Kallis', 'Manish Pandey', 'Dale Steyn', 'Anil Kumble', 'Rahul Dravid', 'Ross Taylor']",RCB
CSK,DC,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Kumar Dharmasena,Sanjay Hazare,Simon Taufel,Gundappa Viswanath,"['Shadab Jakati', 'Lakshmipathy Balaji', 'Ravichandran Ashwin', 'Albie Morkel', 'Doug Bollinger', 'S Badrinath', 'Michael Hussey', 'Suresh Raina', 'MS Dhoni', 'Matthew Hayden', 'Murali Vijay']","['Ashish Nehra', 'Tillakaratne Dilshan', 'Umesh Yadav', 'Dirk Nannes', 'Amit Mishra', 'Paul Collingwood', 'Mithun Manhas', 'Dinesh Karthik', 'Gautam Gambhir', 'David Warner', 'Virender Sehwag']",DC
KXIP,DCG,DCG,bowl,"Himachal Pradesh Cricket Association Stadium, Dharamsala",8:00 PM,Marais Erasmus,Amiesh Saheba,Billy Bowden,Dev Govindjee,"['Reetinder Sodhi', 'Rusty Theron', 'Irfan Pathan', 'Vikramjeet Singh Malik', 'Shalabh Srivastava', 'Piyush Chawla', 'Karan Goel', 'Yuvraj Singh', 'Kumar Sangakkara', 'Shaun Marsh', 'Mahela Jayawardene']","['Rahul Sharma', 'Pragyan Ojha', 'RP Singh', 'Andrew Symonds', 'Adam Gilchrist', 'Ryan Harris', 'Bodapati Sumanth', 'Mitchell Marsh', 'Rohit Sharma', 'Tirumalsetti Suman', 'Mohnish Mishra']",DCG
RCB,MI,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Kumar Dharmasena,Simon Taufel,Sanjay Hazare,Gundappa Viswanath,"['Pankaj Singh', 'Vinay Kumar', 'Dale Steyn', 'Robin Uthappa', 'Rahul Dravid', 'Kevin Pietersen', 'Jacques Kallis', 'Anil Kumble', 'Virat Kohli', 'Ross Taylor', 'Manish Pandey']","['Dilhara Fernando', 'Zaheer Khan', 'Harbhajan Singh', 'Aditya Tare', 'Saurabh Tiwary', 'Abhishek Nayar', 'Jean-Paul Duminy', 'Kieron Pollard', 'Ambati Rayudu', 'Sachin Tendulkar', 'Ryan McLaren']",MI
KKR,RR,RR,bat,"Eden Gardens, Kolkata",8:00 PM,Brian Jerling,Russell Tiffin,Rudi Koertzen,Andy Pycroft,"['Ashok Dinda', 'Jaydev Unadkat', 'Shane Bond', 'Murali Kartik', 'Laxmi Shukla', 'Angelo Mathews', 'Manoj Tiwary', 'Cheteshwar Pujara', 'Chris Gayle', 'Brendon McCullum', 'Sourav Ganguly']","['Faiz Fazal', 'Abhishek Raut', 'Kamran Khan', 'Siddharth Trivedi', 'Shane Warne', 'Paras Dogra', 'Adam Voges', 'Aaron Finch', 'Yusuf Pathan', 'Naman Ojha', 'Shane Watson']",KKR
KXIP,CSK,CSK,bowl,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4:00 PM,Billy Bowden,Amiesh Saheba,Marais Erasmus,Dev Govindjee,"['Piyush Chawla', 'Ramesh Powar', 'Rusty Theron', 'Irfan Pathan', 'Vikram Singh', 'Sunny Sohal', 'Karan Goel', 'Yuvraj Singh', 'Kumar Sangakkara', 'Shaun Marsh', 'Mahela Jayawardene']","['Sudeep Tyagi', 'Shadab Jakati', 'Ravichandran Ashwin', 'Doug Bollinger', 'Justin Kemp', 'Albie Morkel', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",CSK
DC,DCG,DCG,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Srinivas Venkataraghavan,"['Umesh Yadav', 'Dirk Nannes', 'Amit Mishra', 'Ashish Nehra', 'Dinesh Karthik', 'Paul Collingwood', 'Mithun Manhas', 'Gautam Gambhir', 'Tillakaratne Dilshan', 'Virender Sehwag', 'David Warner']","['Harmeet Singh', 'Rahul Sharma', 'Chaminda Vaas', 'Andrew Symonds', 'Pragyan Ojha', 'Bodapati Sumanth', 'Mitchell Marsh', 'Rohit Sharma', 'Tirumalsetti Suman', 'Mohnish Mishra', 'Adam Gilchrist']",DCG
KKR,MI,MI,bat,"Eden Gardens, Kolkata",8:00 PM,Brian Jerling,Rudi Koertzen,Russell Tiffin,Andy Pycroft,"['Ashok Dinda', 'Wriddhiman Saha', 'Shane Bond', 'Murali Kartik', 'Jaydev Unadkat', 'Cheteshwar Pujara', 'Angelo Mathews', 'Manoj Tiwary', 'David Hussey', 'Brendon McCullum', 'Sourav Ganguly']","['Ryan McLaren', 'Dwayne Bravo', 'Dilhara Fernando', 'Ali Murtaza', 'Stuart Binny', 'Ambati Rayudu', 'Rajagopal Sathish', 'Jean-Paul Duminy', 'Saurabh Tiwary', 'Shikhar Dhawan', 'Aditya Tare']",KKR
RCB,MI,MI,bat,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Billy Doctrove,Russell Tiffin,Daryl Harper,Javagal Srinath,"['Dale Steyn', 'Vinay Kumar', 'Manish Pandey', 'Virat Kohli', 'Robin Uthappa', 'Kevin Pietersen', 'Jacques Kallis', 'Anil Kumble', 'Praveen Kumar', 'Ross Taylor', 'Rahul Dravid']","['Lasith Malinga', 'Dilhara Fernando', 'Harbhajan Singh', 'Zaheer Khan', 'Kieron Pollard', 'Saurabh Tiwary', 'Jean-Paul Duminy', 'Ambati Rayudu', 'Abhishek Nayar', 'Sachin Tendulkar', 'Shikhar Dhawan']",MI
CSK,DCG,CSK,bat,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Billy Doctrove,Russell Tiffin,Daryl Harper,Javagal Srinath,"['Doug Bollinger', 'Shadab Jakati', 'Ravichandran Ashwin', 'Muttiah Muralitharan', 'Srikkanth Anirudha', 'Albie Morkel', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']","['Ryan Harris', 'Bodapati Sumanth', 'Mohnish Mishra', 'Andrew Symonds', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist', 'Pragyan Ojha', 'RP Singh', 'Harmeet Singh', 'Rohit Sharma']",CSK
RCB,DCG,DCG,bat,"Dr DY Patil Sports Academy, Mumbai",8:00 PM,Rudi Koertzen,Simon Taufel,Sundaram Ravi,Srinivas Venkataraghavan,"['Praveen Kumar', 'Anil Kumble', 'Nayan Doshi', 'Jacques Kallis', 'Rahul Dravid', 'Dale Steyn', 'Balachandra Akhil', 'Cameron White', 'Virat Kohli', 'Robin Uthappa', 'Kevin Pietersen']","['Rahul Sharma', 'Venugopal Rao', 'Mohnish Mishra', 'Adam Gilchrist', 'Pragyan Ojha', 'Harmeet Singh', 'Ryan Harris', 'Dwayne Smith', 'Andrew Symonds', 'Rohit Sharma', 'Anirudh Singh']",RCB
CSK,MI,CSK,bat,"Dr DY Patil Sports Academy, Mumbai",8:30 PM,Rudi Koertzen,Simon Taufel,Sundaram Ravi,Srinivas Venkataraghavan,"['Doug Bollinger', 'Muttiah Muralitharan', 'Srikkanth Anirudha', 'Matthew Hayden', 'Shadab Jakati', 'Ravichandran Ashwin', 'Albie Morkel', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Murali Vijay']","['Kieron Pollard', 'Zaheer Khan', 'Lasith Malinga', 'Sachin Tendulkar', 'Abhishek Nayar', 'Harbhajan Singh', 'Dilhara Fernando', 'Jean-Paul Duminy', 'Saurabh Tiwary', 'Ambati Rayudu', 'Shikhar Dhawan']",CSK
