url,match_id,team_1,team_2,win_runs,win_wickets,winner,match_drawn,match_abandoned,no_result,toss_winner,winner_choice,series,pom,match_number,city,date,day_night
https://www.espncricinfo.com/series/8048/scorecard/598073/chennai-super-kings-vs-mumbai-indians-final-indian-premier-league-2013,598073,Mumbai Indians,Chennai Super Kings,23,NA,Mumbai Indians,NA,NA,NA,Mumbai Indians,Bat,Indian Premier League 2013,Kieron Pollard,Final,Kolkata,May 26 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598055/pune-warriors-vs-mumbai-indians-58th-match-indian-premier-league-2013,598055,Pune Warriors,Mumbai Indians,NA,5,Mumbai Indians,NA,NA,NA,Pune Warriors,Bat,Indian Premier League 2013,Mitchell Johnson,58,Pune,May 11 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598052/kings-xi-punjab-vs-rajasthan-royals-55th-match-indian-premier-league-2013,598052,Kings XI Punjab,Rajasthan Royals,NA,8,Rajasthan Royals,NA,NA,NA,Rajasthan Royals,Field,Indian Premier League 2013,Kevon Cooper,55,Mohali,May 9 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598051/sunrisers-hyderabad-vs-chennai-super-kings-54th-match-indian-premier-league-2013,598051,Chennai Super Kings,Sunrisers Hyderabad,77,NA,Chennai Super Kings,NA,NA,NA,Sunrisers Hyderabad,Field,Indian Premier League 2013,Suresh Raina,54,Hyderabad (Deccan),May 8 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598056/kings-xi-punjab-vs-sunrisers-hyderabad-59th-match-indian-premier-league-2013,598056,Sunrisers Hyderabad,Kings XI Punjab,30,NA,Sunrisers Hyderabad,NA,NA,NA,Kings XI Punjab,Field,Indian Premier League 2013,Parthiv Patel,59,Mohali,May 11 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598053/pune-warriors-vs-kolkata-knight-riders-56th-match-indian-premier-league-2013,598053,Kolkata Knight Riders,Pune Warriors,46,NA,Kolkata Knight Riders,NA,NA,NA,Kolkata Knight Riders,Bat,Indian Premier League 2013,Gautam Gambhir,56,Pune,May 9 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598054/delhi-daredevils-vs-royal-challengers-bangalore-57th-match-indian-premier-league-2013,598054,Royal Challengers Bangalore,Delhi Daredevils,4,NA,Royal Challengers Bangalore,NA,NA,NA,Delhi Daredevils,Field,Indian Premier League 2013,Jaydev Unadkat,57,Delhi,May 10 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598050/mumbai-indians-vs-kolkata-knight-riders-53rd-match-indian-premier-league-2013,598050,Mumbai Indians,Kolkata Knight Riders,65,NA,Mumbai Indians,NA,NA,NA,Mumbai Indians,Bat,Indian Premier League 2013,Sachin Tendulkar,53,Mumbai,May 7 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598049/rajasthan-royals-vs-delhi-daredevils-52nd-match-indian-premier-league-2013,598049,Delhi Daredevils,Rajasthan Royals,NA,9,Rajasthan Royals,NA,NA,NA,Delhi Daredevils,Bat,Indian Premier League 2013,Ajinkya Rahane,52,Jaipur,May 7 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598057/kolkata-knight-riders-vs-royal-challengers-bangalore-60th-match-indian-premier-league-2013,598057,Royal Challengers Bangalore,Kolkata Knight Riders,NA,5,Kolkata Knight Riders,NA,NA,NA,Kolkata Knight Riders,Field,Indian Premier League 2013,Jacques Kallis,60,Ranchi,May 12 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598058/rajasthan-royals-vs-chennai-super-kings-61st-match-indian-premier-league-2013,598058,Chennai Super Kings,Rajasthan Royals,NA,5,Rajasthan Royals,NA,NA,NA,Rajasthan Royals,Field,Indian Premier League 2013,Shane Watson,61,Jaipur,May 12 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598064/kings-xi-punjab-vs-royal-challengers-bangalore-51st-match-indian-premier-league-2013,598064,Royal Challengers Bangalore,Kings XI Punjab,NA,6,Kings XI Punjab,NA,NA,NA,Kings XI Punjab,Field,Indian Premier League 2013,David Miller,51,Mohali,May 6 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598060/mumbai-indians-vs-sunrisers-hyderabad-62nd-match-indian-premier-league-2013,598060,Sunrisers Hyderabad,Mumbai Indians,NA,7,Mumbai Indians,NA,NA,NA,Sunrisers Hyderabad,Bat,Indian Premier League 2013,Kieron Pollard,62,Mumbai,May 13 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598045/royal-challengers-bangalore-vs-kings-xi-punjab-63rd-match-indian-premier-league-2013,598045,Royal Challengers Bangalore,Kings XI Punjab,NA,7,Kings XI Punjab,NA,NA,NA,Kings XI Punjab,Field,Indian Premier League 2013,Adam Gilchrist,63,Bengaluru,May 14 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598062/chennai-super-kings-vs-delhi-daredevils-64th-match-indian-premier-league-2013,598062,Chennai Super Kings,Delhi Daredevils,33,NA,Chennai Super Kings,NA,NA,NA,Chennai Super Kings,Bat,Indian Premier League 2013,MS Dhoni,64,Chennai,May 14 2013,N
https://www.espncricinfo.com/series/8048/scorecard/597998/kolkata-knight-riders-vs-delhi-daredevils-1st-match-indian-premier-league-2013,597998,Delhi Daredevils,Kolkata Knight Riders,NA,6,Kolkata Knight Riders,NA,NA,NA,Kolkata Knight Riders,Field,Indian Premier League 2013,Sunil Narine,1,Kolkata,Apr 3 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598061/kolkata-knight-riders-vs-pune-warriors-65th-match-indian-premier-league-2013,598061,Pune Warriors,Kolkata Knight Riders,7,NA,Pune Warriors,NA,NA,NA,Kolkata Knight Riders,Field,Indian Premier League 2013,Manish Pandey,65,Ranchi,May 15 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/597999/royal-challengers-bangalore-vs-mumbai-indians-2nd-match-indian-premier-league-2013,597999,Royal Challengers Bangalore,Mumbai Indians,2,NA,Royal Challengers Bangalore,NA,NA,NA,Mumbai Indians,Field,Indian Premier League 2013,Chris Gayle,2,Bengaluru,Apr 4 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598000/sunrisers-hyderabad-vs-pune-warriors-3rd-match-indian-premier-league-2013,598000,Sunrisers Hyderabad,Pune Warriors,22,NA,Sunrisers Hyderabad,NA,NA,NA,Pune Warriors,Field,Indian Premier League 2013,Amit Mishra,3,Hyderabad (Deccan),Apr 5 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598002/chennai-super-kings-vs-mumbai-indians-5th-match-indian-premier-league-2013,598002,Mumbai Indians,Chennai Super Kings,9,NA,Mumbai Indians,NA,NA,NA,Mumbai Indians,Bat,Indian Premier League 2013,Kieron Pollard,5,Chennai,Apr 6 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598001/delhi-daredevils-vs-rajasthan-royals-4th-match-indian-premier-league-2013,598001,Rajasthan Royals,Delhi Daredevils,5,NA,Rajasthan Royals,NA,NA,NA,Rajasthan Royals,Bat,Indian Premier League 2013,Rahul Dravid,4,Delhi,Apr 6 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598003/pune-warriors-vs-kings-xi-punjab-6th-match-indian-premier-league-2013,598003,Pune Warriors,Kings XI Punjab,NA,8,Kings XI Punjab,NA,NA,NA,Pune Warriors,Bat,Indian Premier League 2013,Manan Vohra,6,Pune,Apr 7 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598048/royal-challengers-bangalore-vs-sunrisers-hyderabad-9th-match-indian-premier-league-2013,598048,Sunrisers Hyderabad,Royal Challengers Bangalore,NA,7,Royal Challengers Bangalore,NA,NA,NA,Sunrisers Hyderabad,Bat,Indian Premier League 2013,Virat Kohli,9,Bengaluru,Apr 9 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598005/rajasthan-royals-vs-kolkata-knight-riders-8th-match-indian-premier-league-2013,598005,Rajasthan Royals,Kolkata Knight Riders,19,NA,Rajasthan Royals,NA,NA,NA,Kolkata Knight Riders,Field,Indian Premier League 2013,Siddharth Trivedi,8,Jaipur,Apr 8 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598006/mumbai-indians-vs-delhi-daredevils-10th-match-indian-premier-league-2013,598006,Mumbai Indians,Delhi Daredevils,44,NA,Mumbai Indians,NA,NA,NA,Mumbai Indians,Bat,Indian Premier League 2013,Dinesh Karthik,10,Mumbai,Apr 9 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598007/kings-xi-punjab-vs-chennai-super-kings-11th-match-indian-premier-league-2013,598007,Kings XI Punjab,Chennai Super Kings,NA,10,Chennai Super Kings,NA,NA,NA,Chennai Super Kings,Field,Indian Premier League 2013,Michael Hussey,11,Mohali,Apr 10 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598008/royal-challengers-bangalore-vs-kolkata-knight-riders-12th-match-indian-premier-league-2013,598008,Kolkata Knight Riders,Royal Challengers Bangalore,NA,8,Royal Challengers Bangalore,NA,NA,NA,Royal Challengers Bangalore,Field,Indian Premier League 2013,Chris Gayle,12,Bengaluru,Apr 11 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598009/pune-warriors-vs-rajasthan-royals-13th-match-indian-premier-league-2013,598009,Rajasthan Royals,Pune Warriors,NA,7,Pune Warriors,NA,NA,NA,Rajasthan Royals,Bat,Indian Premier League 2013,Aaron Finch,13,Pune,Apr 11 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598010/delhi-daredevils-vs-sunrisers-hyderabad-14th-match-indian-premier-league-2013,598010,Delhi Daredevils,Sunrisers Hyderabad,NA,3,Sunrisers Hyderabad,NA,NA,NA,Delhi Daredevils,Bat,Indian Premier League 2013,Amit Mishra,14,Delhi,Apr 12 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598011/mumbai-indians-vs-pune-warriors-15th-match-indian-premier-league-2013,598011,Mumbai Indians,Pune Warriors,41,NA,Mumbai Indians,NA,NA,NA,Mumbai Indians,Bat,Indian Premier League 2013,Rohit Sharma,15,Mumbai,Apr 13 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598012/chennai-super-kings-vs-royal-challengers-bangalore-16th-match-indian-premier-league-2013,598012,Royal Challengers Bangalore,Chennai Super Kings,NA,4,Chennai Super Kings,NA,NA,NA,Chennai Super Kings,Field,Indian Premier League 2013,Ravindra Jadeja,16,Chennai,Apr 13 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598013/kolkata-knight-riders-vs-sunrisers-hyderabad-17th-match-indian-premier-league-2013,598013,Kolkata Knight Riders,Sunrisers Hyderabad,48,NA,Kolkata Knight Riders,NA,NA,NA,Kolkata Knight Riders,Bat,Indian Premier League 2013,Gautam Gambhir,17,Kolkata,Apr 14 2013,D/N
https://www.espncricinfo.com/series/8048/scorecard/598014/rajasthan-royals-vs-kings-xi-punjab-18th-match-indian-premier-league-2013,598014,Kings XI Punjab,Rajasthan Royals,NA,6,Rajasthan Royals,NA,NA,NA,Rajasthan Royals,Field,Indian Premier League 2013,James Faulkner,18,Jaipur,Apr 14 2013,N
https://www.espncricinfo.com/series/8048/scorecard/598019/rajasthan-royals-vs-mumbai-indians-23rd-match-indian-premier-league-2013,598019,Rajasthan Royals,Mumbai Indians,87,NA,Rajasthan Royals,NA,NA,NA,Rajasthan Royals,Bat,Indian Premier League 2013,Ajinkya Rahane,23,Jaipur,Apr 17 2013,N
