team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
KKR,KXIP,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Abhijit Deshmukh,Nigel Llong,Anil Dandekar,Andy Pycroft,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin de Grandhomme', 'Chris Woakes', 'Sunil Narine', 'Piyush Chawla', 'Trent Boult', 'Umesh Yadav']","['Manan Vohra', 'Hashim Amla', 'Axar Patel', 'Glenn Maxwell', 'Wriddhiman Saha', 'David Miller', 'Marcus Stoinis', 'Mohit Sharma', 'Sandeep Sharma', 'Ishant Sharma', 'Varun Aaron']",KKR
RCB,MI,MI,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Anil Chaudhary,KN Anantha Padmanabhan,Chettithody Shamshuddin,Chinmay Sharma,"['Virat Kohli', 'Chris Gayle', 'AB de Villiers', 'Kedar Jadhav', 'Mandeep Singh', 'Stuart Binny', 'Pawan Negi', 'Tymal Mills', 'Sreenath Aravind', 'Samuel Badree', 'Yuzvendra Chahal']","['Parthiv Patel', 'Jos Buttler', 'Rohit Sharma', 'Nitish Rana', 'Kieron Pollard', 'Krunal Pandya', 'Hardik Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']",MI
GL,RPS,GL,bowl,"Saurashtra Cricket Association Stadium, Rajkot",8:00 PM,Ravi Subramaniam,Nand Kishore,Virender Sharma,Javagal Srinath,"['Brendon McCullum', 'Aaron Finch', 'Suresh Raina', 'Dwayne Smith', 'Dinesh Karthik', 'Ishan Kishan', 'Ravindra Jadeja', 'Andrew Tye', 'Praveen Kumar', 'Basil Thampi', 'Shadab Jakati']","['Ajinkya Rahane', 'Steven Smith', 'Manoj Tiwary', 'Ben Stokes', 'MS Dhoni', 'Rahul Tripathi', 'Lockie Ferguson', 'Ankit Sharma', 'Rahul Chahar', 'Imran Tahir', 'Shardul Thakur']",GL
KKR,SRH,SRH,bowl,"Eden Gardens, Kolkata",4:00 PM,Anil Dandekar,Nigel Llong,Abhijit Deshmukh,Andy Pycroft,"['Gautam Gambhir', 'Sunil Narine', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin de Grandhomme', 'Chris Woakes', 'Kuldeep Yadav', 'Trent Boult', 'Umesh Yadav']","['Shikhar Dhawan', 'David Warner', 'Moises Henriques', 'Deepak Hooda', 'Yuvraj Singh', 'Naman Ojha', 'Ben Cutting', 'Rashid Khan', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Ashish Nehra']",KKR
DC,KXIP,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Yeshwant Barde,Nitin Menon,Nandan,Sunil Chaturvedi,"['Shreyas Iyer', 'Sam Billings', 'Sanju Samson', 'Rishabh Pant', 'Corey Anderson', 'Chris Morris', 'Karun Nair', 'Pat Cummins', 'Amit Mishra', 'Shahbaz Nadeem', 'Zaheer Khan']","['Hashim Amla', 'Manan Vohra', 'Eoin Morgan', 'Glenn Maxwell', 'David Miller', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Varun Aaron', 'Sandeep Sharma', 'KC Cariappa']",DC
MI,GL,MI,bowl,"Wankhede Stadium, Mumbai",4:00 PM,Nand Kishore,Sundaram Ravi,Virender Sharma,Manu Nayyar,"['Parthiv Patel', 'Jos Buttler', 'Rohit Sharma', 'Nitish Rana', 'Kieron Pollard', 'Krunal Pandya', 'Hardik Pandya', 'Harbhajan Singh', 'Lasith Malinga', 'Mitchell McClenaghan', 'Jasprit Bumrah']","['Dwayne Smith', 'Brendon McCullum', 'Jason Roy', 'Suresh Raina', 'Dinesh Karthik', 'Ishan Kishan', 'Ravindra Jadeja', 'Praveen Kumar', 'Andrew Tye', 'Basil Thampi', 'Munaf Patel']",MI
RCB,RPS,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,KN Anantha Padmanabhan,Chettithody Shamshuddin,Anil Chaudhary,Chinmay Sharma,"['Virat Kohli', 'Mandeep Singh', 'AB de Villiers', 'Kedar Jadhav', 'Shane Watson', 'Stuart Binny', 'Pawan Negi', 'Samuel Badree', 'Adam Milne', 'Sreenath Aravind', 'Yuzvendra Chahal']","['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'Ben Stokes', 'Manoj Tiwary', 'MS Dhoni', 'Daniel Christian', 'Rahul Chahar', 'Imran Tahir', 'Shardul Thakur', 'Jaydev Unadkat']",RPS
DC,KKR,DC,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Nitin Menon,Nandan,Yeshwant Barde,Sunil Chaturvedi,"['Sanju Samson', 'Sam Billings', 'Karun Nair', 'Shreyas Iyer', 'Rishabh Pant', 'Angelo Mathews', 'Chris Morris', 'Pat Cummins', 'Amit Mishra', 'Mohammed Shami', 'Zaheer Khan']","['Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin de Grandhomme', 'Chris Woakes', 'Kuldeep Yadav', 'Nathan Coulter-Nile', 'Umesh Yadav']",KKR
SRH,KXIP,KXIP,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Anil Dandekar,Abhijit Deshmukh,Nigel Llong,Andy Pycroft,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Mohammad Nabi', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Rashid Khan', 'Barinder Sran', 'Siddarth Kaul']","['Manan Vohra', 'Hashim Amla', 'Wriddhiman Saha', 'Eoin Morgan', 'David Miller', 'Glenn Maxwell', 'Axar Patel', 'Mohit Sharma', 'KC Cariappa', 'Ishant Sharma', 'Sandeep Sharma']",SRH
GL,RCB,GL,bowl,"Saurashtra Cricket Association Stadium, Rajkot",8:00 PM,Sundaram Ravi,Virender Sharma,Nand Kishore,Javagal Srinath,"['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Aaron Finch', 'Ishan Kishan', 'Dinesh Karthik', 'Ravindra Jadeja', 'Andrew Tye', 'Dhawal Kulkarni', 'Basil Thampi', 'Shivil Koushik']","['Virat Kohli', 'Chris Gayle', 'Mandeep Singh', 'Travis Head', 'Kedar Jadhav', 'Shane Watson', 'Stuart Binny', 'Pawan Negi', 'Adam Milne', 'Sreenath Aravind', 'Yuzvendra Chahal']",RCB
SRH,DC,SRH,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Chris Gaffaney,Nigel Llong,Anil Dandekar,Manu Nayyar,"['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Naman Ojha', 'Deepak Hooda', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Mohammed Siraj', 'Siddarth Kaul']","['Sanju Samson', 'Sam Billings', 'Karun Nair', 'Shreyas Iyer', 'Rishabh Pant', 'Angelo Mathews', 'Chris Morris', 'Jayant Yadav', 'Pat Cummins', 'Amit Mishra', 'Zaheer Khan']",SRH
KXIP,MI,MI,bowl,"Holkar Cricket Stadium, Indore",8:00 PM,Marais Erasmus,Chettithody Shamshuddin,Anil Kumar Chaudhary,Andy Pycroft,"['Hashim Amla', 'Shaun Marsh', 'Glenn Maxwell', 'Marcus Stoinis', 'Wriddhiman Saha', 'Axar Patel', 'Gurkeerat Singh Mann', 'Swapnil Singh', 'Mohit Sharma', 'Sandeep Sharma', 'Ishant Sharma']","['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Harbhajan Singh', 'Mitchell McClenaghan', 'Lasith Malinga', 'Jasprit Bumrah']",MI
KKR,GL,GL,bowl,"Eden Gardens, Kolkata",8:00 PM,Chris Gaffaney,Nitin Menon,Nandan,Vengalil Narayan Kutty,"['Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Suryakumar Yadav', 'Chris Woakes', 'Nathan Coulter-Nile', 'Sunil Narine', 'Umesh Yadav', 'Kuldeep Yadav']","['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Aaron Finch', 'Dinesh Karthik', 'Ishan Kishan', 'James Faulkner', 'Ravindra Jadeja', 'Praveen Kumar', 'Dhawal Kulkarni', 'Basil Thampi']",GL
RPS,SRH,RPS,bowl,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,Anil Dandekar,Abhijit Deshmukh,Nigel Llong,Manu Nayyar,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'MS Dhoni', 'Ben Stokes', 'Daniel Christian', 'Manoj Tiwary', 'Washington Sundar', 'Shardul Thakur', 'Imran Tahir', 'Jaydev Unadkat']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Deepak Hooda', 'Naman Ojha', 'Rashid Khan', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Mohammed Siraj', 'Siddarth Kaul']",RPS
MI,DC,DC,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Nand Kishore,Sundaram Ravi,KN Anantha Padmanabhan,Javagal Srinath,"['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Hardik Pandya', 'Rohit Sharma', 'Kieron Pollard', 'Krunal Pandya', 'Mitchell Johnson', 'Harbhajan Singh', 'Mitchell McClenaghan', 'Jasprit Bumrah']","['Aditya Tare', 'Sanju Samson', 'Shreyas Iyer', 'Karun Nair', 'Rishabh Pant', 'Corey Anderson', 'Chris Morris', 'Pat Cummins', 'Amit Mishra', 'Kagiso Rabada', 'Zaheer Khan']",MI
GL,KXIP,GL,bowl,"Saurashtra Cricket Association Stadium, Rajkot",4:00 PM,Anil Kumar Chaudhary,Marais Erasmus,Chettithody Shamshuddin,Chinmay Sharma,"['Aaron Finch', 'Brendon McCullum', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Smith', 'Ravindra Jadeja', 'Akshdeep Nath', 'Andrew Tye', 'Shubham Agarwal', 'Basil Thampi', 'Nathu Singh']","['Hashim Amla', 'Manan Vohra', 'Glenn Maxwell', 'Wriddhiman Saha', 'Shaun Marsh', 'Marcus Stoinis', 'Axar Patel', 'KC Cariappa', 'T Natarajan', 'Mohit Sharma', 'Sandeep Sharma']",KXIP
KKR,RCB,RCB,bowl,"Eden Gardens, Kolkata",8:00 PM,Chris Gaffaney,Nandan,Nitin Menon,Vengalil Narayan Kutty,"['Gautam Gambhir', 'Sunil Narine', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Colin de Grandhomme', 'Chris Woakes', 'Nathan Coulter-Nile', 'Umesh Yadav', 'Kuldeep Yadav']","['Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Kedar Jadhav', 'Mandeep Singh', 'Stuart Binny', 'Pawan Negi', 'Tymal Mills', 'Sreenath Aravind', 'Samuel Badree', 'Yuzvendra Chahal']",KKR
MI,RPS,MI,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Nand Kishore,Sundaram Ravi,KN Anantha Padmanabhan,Javagal Srinath,"['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Hardik Pandya', 'Harbhajan Singh', 'Karn Sharma', 'Mitchell McClenaghan', 'Mitchell Johnson', 'Jasprit Bumrah']","['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'MS Dhoni', 'Ben Stokes', 'Manoj Tiwary', 'Daniel Christian', 'Washington Sundar', 'Shardul Thakur', 'Imran Tahir', 'Jaydev Unadkat']",RPS
RPS,KKR,KKR,bowl,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Anil Dandekar,Nigel Llong,Chris Gaffaney,Andy Pycroft,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'Faf du Plessis', 'MS Dhoni', 'Manoj Tiwary', 'Daniel Christian', 'Washington Sundar', 'Shardul Thakur', 'Imran Tahir', 'Jaydev Unadkat']","['Gautam Gambhir', 'Sunil Narine', 'Robin Uthappa', 'Darren Bravo', 'Manish Pandey', 'Yusuf Pathan', 'Colin de Grandhomme', 'Chris Woakes', 'Piyush Chawla', 'Kuldeep Yadav', 'Umesh Yadav']",KKR
RCB,GL,GL,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Anil Kumar Chaudhary,Chettithody Shamshuddin,Marais Erasmus,Chinmay Sharma,"['Chris Gayle', 'Virat Kohli', 'Mandeep Singh', 'AB de Villiers', 'Travis Head', 'Kedar Jadhav', 'Pawan Negi', 'Samuel Badree', 'Sreenath Aravind', 'Yuzvendra Chahal', 'Aniket Choudhary']","['Brendon McCullum', 'Aaron Finch', 'Suresh Raina', 'Dinesh Karthik', 'Ishan Kishan', 'Ravindra Jadeja', 'James Faulkner', 'Andrew Tye', 'Nathu Singh', 'Basil Thampi', 'Ankit Soni']",GL
KKR,DC,KKR,bowl,"Eden Gardens, Kolkata",4:00 PM,Nigel Llong,Sundaram Ravi,Virender Sharma,Andy Pycroft,"['Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Yusuf Pathan', 'Sheldon Jackson', 'Colin de Grandhomme', 'Nathan Coulter-Nile', 'Chris Woakes', 'Kuldeep Yadav', 'Umesh Yadav']","['Sanju Samson', 'Shreyas Iyer', 'Karun Nair', 'Ankit Bawne', 'Rishabh Pant', 'Corey Anderson', 'Chris Morris', 'Kagiso Rabada', 'Pat Cummins', 'Amit Mishra', 'Zaheer Khan']",KKR
KXIP,SRH,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Nitin Menon,Nandan,Yeshwant Barde,Sunil Chaturvedi,"['Manan Vohra', 'Martin Guptill', 'Shaun Marsh', 'Glenn Maxwell', 'Eoin Morgan', 'Axar Patel', 'Wriddhiman Saha', 'Mohit Sharma', 'Anureet Singh', 'KC Cariappa', 'Ishant Sharma']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Naman Ojha', 'Ashish Nehra', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul']",SRH
RPS,RCB,RCB,bowl,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,KN Anantha Padmanabhan,Marais Erasmus,Chettithody Shamshuddin,Chinmay Sharma,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'MS Dhoni', 'Manoj Tiwary', 'Daniel Christian', 'Washington Sundar', 'Deepak Chahar', 'Jaydev Unadkat', 'Lockie Ferguson', 'Imran Tahir']","['Virat Kohli', 'Travis Head', 'AB de Villiers', 'Kedar Jadhav', 'Sachin Baby', 'Stuart Binny', 'Pawan Negi', 'Samuel Badree', 'Adam Milne', 'Sreenath Aravind', 'Yuzvendra Chahal']",RPS
GL,MI,GL,bat,"Saurashtra Cricket Association Stadium, Rajkot",8:00 PM,Anil Chaudhary,Chris Gaffaney,Nand Kishore,Manu Nayyar,"['Aaron Finch', 'Brendon McCullum', 'Suresh Raina', 'Ishan Kishan', 'Ravindra Jadeja', 'Dinesh Karthik', 'James Faulkner', 'Andrew Tye', 'Irfan Pathan', 'Basil Thampi', 'Ankit Soni']","['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Krunal Pandya', 'Kieron Pollard', 'Hardik Pandya', 'Harbhajan Singh', 'Mitchell McClenaghan', 'Lasith Malinga', 'Jasprit Bumrah']",MI
KXIP,DC,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM,Yeshwant Barde,Nandan,Nitin Menon,Sunil Chaturvedi,"['Martin Guptill', 'Hashim Amla', 'Manan Vohra', 'Shaun Marsh', 'Glenn Maxwell', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Varun Aaron', 'Sandeep Sharma', 'T Natarajan']","['Sam Billings', 'Sanju Samson', 'Karun Nair', 'Shreyas Iyer', 'Rishabh Pant', 'Corey Anderson', 'Chris Morris', 'Kagiso Rabada', 'Amit Mishra', 'Shahbaz Nadeem', 'Mohammed Shami']",KXIP
SRH,KKR,KKR,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Anil Dandekar,Sundaram Ravi,Virender Sharma,Javagal Srinath,"['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Yuvraj Singh', 'Moises Henriques', 'Naman Ojha', 'Bipul Sharma', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul', 'Mohammed Siraj']","['Sunil Narine', 'Gautam Gambhir', 'Robin Uthappa', 'Manish Pandey', 'Sheldon Jackson', 'Yusuf Pathan', 'Colin de Grandhomme', 'Nathan Coulter-Nile', 'Chris Woakes', 'Kuldeep Yadav', 'Umesh Yadav']",SRH
MI,RCB,RCB,bat,"Wankhede Stadium, Mumbai",4:00 PM,Anil Kumar Chaudhary,Chris Gaffaney,Abhijit Deshmukh,Manu Nayyar,"['Parthiv Patel', 'Jos Buttler', 'Nitish Rana', 'Rohit Sharma', 'Kieron Pollard', 'Krunal Pandya', 'Hardik Pandya', 'Karn Sharma', 'Mitchell McClenaghan', 'Jasprit Bumrah', 'Lasith Malinga']","['Travis Head', 'Virat Kohli', 'AB de Villiers', 'Shane Watson', 'Kedar Jadhav', 'Mandeep Singh', 'Pawan Negi', 'Adam Milne', 'Aniket Choudhary', 'Sreenath Aravind', 'Yuzvendra Chahal']",MI
RPS,GL,RPS,bowl,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Marais Erasmus,Chettithody Shamshuddin,KN Anantha Padmanabhan,Chinmay Sharma,"['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'Manoj Tiwary', 'MS Dhoni', 'Ben Stokes', 'Daniel Christian', 'Washington Sundar', 'Jaydev Unadkat', 'Shardul Thakur', 'Imran Tahir']","['Ishan Kishan', 'Brendon McCullum', 'Suresh Raina', 'Aaron Finch', 'Dwayne Smith', 'Dinesh Karthik', 'Ravindra Jadeja', 'James Faulkner', 'Ankit Soni', 'Pradeep Sangwan', 'Basil Thampi']",RPS
DC,SRH,DC,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Yeshwant Barde,Nitin Menon,Nandan,Andy Pycroft,"['Sanju Samson', 'Shreyas Iyer', 'Karun Nair', 'Angelo Mathews', 'Rishabh Pant', 'Chris Morris', 'Corey Anderson', 'Jayant Yadav', 'Kagiso Rabada', 'Amit Mishra', 'Mohammed Shami']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Naman Ojha', 'Rashid Khan', 'Bhuvneshwar Kumar', 'Siddarth Kaul', 'Mohammed Siraj']",DC
KKR,RPS,RPS,bowl,"Eden Gardens, Kolkata",8:00 PM,KN Anantha Padmanabhan,Nand Kishore,Sundaram Ravi,Javagal Srinath,"['Sunil Narine', 'Gautam Gambhir', 'Manish Pandey', 'Yusuf Pathan', 'Suryakumar Yadav', 'Sheldon Jackson', 'Colin de Grandhomme', 'Chris Woakes', 'Nathan Coulter-Nile', 'Kuldeep Yadav', 'Umesh Yadav']","['Ajinkya Rahane', 'Rahul Tripathi', 'Steven Smith', 'Manoj Tiwary', 'Ben Stokes', 'MS Dhoni', 'Daniel Christian', 'Washington Sundar', 'Jaydev Unadkat', 'Shardul Thakur', 'Imran Tahir']",RPS
DC,GL,DC,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Marais Erasmus,Nitin Menon,Nandan,Manu Nayyar,"['Sanju Samson', 'Karun Nair', 'Rishabh Pant', 'Shreyas Iyer', 'Marlon Samuels', 'Corey Anderson', 'Pat Cummins', 'Kagiso Rabada', 'Shahbaz Nadeem', 'Amit Mishra', 'Mohammed Shami']","['Ishan Kishan', 'Brendon McCullum', 'Suresh Raina', 'Aaron Finch', 'Dwayne Smith', 'Dinesh Karthik', 'Ravindra Jadeja', 'James Faulkner', 'Pradeep Sangwan', 'Basil Thampi', 'Ankit Soni']",DC
RCB,KXIP,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Chris Gaffaney,Chettithody Shamshuddin,Anil Dandekar,Vengalil Narayan Kutty,"['Chris Gayle', 'Virat Kohli', 'Mandeep Singh', 'AB de Villiers', 'Kedar Jadhav', 'Shane Watson', 'Pawan Negi', 'Samuel Badree', 'Sreenath Aravind', 'Aniket Choudhary', 'Yuzvendra Chahal']","['Martin Guptill', 'Hashim Amla', 'Manan Vohra', 'Shaun Marsh', 'Glenn Maxwell', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Varun Aaron', 'Sandeep Sharma', 'T Natarajan']",KXIP
