Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb,50,100,0,4_haul,5_haul,BSR,BWA,hard_hit,bat_consistency,pca_bat,Bowl_index,bowl_consistency,bowl_pca
M Vijay,0,458.0,289.0,36.0,26.0,157.93103448275863,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2961233359864255,1.4139907993493814,2.576150306296994,-1.025814161531761,1.0853977987846948,-0.6889299967862855
ML Hayden,0,313.0,255.0,33.0,14.0,122.265625,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9434449974163931,0.7103548792602307,1.5298424500546361,-1.025814161531761,1.0881507301747417,-0.6889299967862855
SK Raina,0,505.0,353.0,45.0,21.0,142.65536723163842,22.0,21.599999999999998,0.0,165.0,6.0,7.300884955752213,42.0,11.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,18.514285714285712,23.571428571428573,0.9766923921605555,1.1071065822212631,2.804597428920197,0.3644705694632794,-0.7532329096638034,0.17442946551793811
S Badrinath,0,354.0,301.0,41.0,5.0,117.21854304635761,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.578194741064038,0.591283193118993,1.739965620836302,-1.025814161531761,1.0886744652226796,-0.6889299967862855
MS Dhoni,0,287.0,210.0,26.0,8.0,136.01895734597156,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.6811925671667002,0.9258666453467178,1.378078676343025,-1.025814161531761,1.086919372666768,-0.6889299967862855
JA Morkel,0,186.0,119.0,9.0,13.0,155.0,20.0,43.4,1.0,382.0,9.0,8.603603603603604,89.0,45.0,8.0,9.0,0.0,1.0,0.0,4.0,0.0,0.0,26.04,38.2,0.9404037628583999,1.2948955672111702,0.820280417327753,1.02480992265732,0.03828220023102689,0.31904800915113674
S Anirudha,0,30.0,18.0,2.0,2.0,157.89473684210526,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.2579726767035784,1.3849468594369294,-0.14340540224877127,-1.025814161531761,1.0853999722816692,-0.6889299967862855
S Dhawan,0,191.0,170.0,23.0,3.0,111.69590643274854,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.575028775961259,0.48868466675778416,0.6995176659330794,-1.025814161531761,1.0893012978438452,-0.6889299967862855
SR Tendulkar,0,618.0,466.0,86.0,3.0,132.33404710920772,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0250112989985432,0.9225862797836112,3.5181108609917686,-1.025814161531761,1.0872243756299342,-0.6889299967862855
AM Nayar,0,58.0,51.0,4.0,2.0,111.53846153846155,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14687548434203576,0.4536420283919095,-0.16099231336435665,-1.025814161531761,1.0893200701804249,-0.6889299967862855
Harbhajan Singh,0,105.0,63.0,12.0,5.0,164.0625,20.0,53.3,1.0,377.0,17.0,6.942909760589319,109.0,21.0,12.0,12.0,1.0,0.0,0.0,8.0,0.0,0.0,17.766666666666666,20.944444444444443,1.9014338831842328,1.5057287087707085,0.3690213165559285,0.25939456110409276,0.4246391695133338,-0.9006894553604402
AT Rayudu,0,356.0,246.0,34.0,13.0,144.12955465587046,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.021569018754314,1.1246529712298674,1.8646921399285703,-1.025814161531761,1.0863026141096126,-0.6889299967862855
SS Tiwary,0,419.0,309.0,29.0,18.0,135.16129032258064,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5699617728267192,0.9188690243070823,2.1896220519768566,-1.025814161531761,1.0869888884244847,-0.6889299967862855
JP Duminy,0,157.0,131.0,13.0,5.0,118.93939393939394,8.0,5.3,0.0,37.0,1.0,5.8730158730158735,13.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.899999999999999,18.5,0.39187563894400057,0.6099379479409522,0.48657564611455645,0.10791360874085056,-1.2680102859004359,0.3294821441650128
KA Pollard,0,273.0,147.0,23.0,17.0,184.45945945945945,19.0,37.0,0.0,274.0,15.0,7.2105263157894735,60.0,16.0,6.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,13.875,17.125,1.9556829320565432,1.946355019733933,1.5131877292506786,0.049852357646626835,-0.20140648785806753,-0.5658036536080998
Z Khan,0,24.0,13.0,3.0,1.0,171.42857142857142,18.0,48.2,1.0,376.0,15.0,7.642276422764227,116.0,45.0,8.0,4.0,1.0,0.0,0.0,12.0,0.0,0.0,18.075000000000003,23.5,2.136043406229418,1.6313811603479766,-0.12321442377860634,0.359703953962993,0.2391778332038996,-0.8257899619338542
SL Malinga,0,1.0,1.0,0.0,0.0,50.0,18.0,48.6,0.0,344.0,15.0,6.935483870967742,125.0,34.0,5.0,16.0,0.0,0.0,0.0,12.0,1.0,0.0,18.225,21.5,-1.2006253659687716,-0.8796483113794413,-0.7582973148987637,0.2877275534883499,0.22556883478579182,-0.9942186404848729
CRD Fernando,0,2.0,2.0,0.0,0.0,66.66666666666666,6.0,19.0,0.0,138.0,7.0,6.9,54.0,15.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,14.25,17.25,-1.2006253659687716,-0.5123924442677933,-0.6860368580958917,0.055186241212800656,-0.7922264291584661,-0.31106093550180286
R Ashwin,0,28.0,35.0,2.0,0.0,77.77777777777779,16.0,44.0,1.0,261.0,13.0,5.8,123.0,23.0,6.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0,18.857142857142858,18.642857142857142,-0.5518286602635681,-0.27768919144478615,-0.4851584736790714,0.19312639677135146,0.1391717012917851,-1.0213171998591704
SB Jakati,0,0.0,0.0,0.0,0.0,0.0,15.0,38.0,1.0,291.0,13.0,7.461538461538462,90.0,19.0,13.0,4.0,0.0,0.0,0.0,11.0,0.0,0.0,16.285714285714285,20.785714285714285,-1.2006253659687716,-1.799004058188733,-0.9638115646029827,0.22783571602156316,1.4130464277458632,-0.6466159854484996
DE Bollinger,0,18.0,17.0,1.0,1.0,100.0,10.0,31.0,2.0,207.0,12.0,6.46875,97.0,19.0,8.0,6.0,1.0,0.0,0.0,6.0,1.0,0.0,14.307692307692308,15.923076923076923,0.09696804544163536,0.19212267387795123,-0.45254751211579924,0.007315918389940058,-0.14067554001036436,-0.9308368278895102
M Muralitharan,0,1.0,2.0,0.0,0.0,33.33333333333333,17.0,44.0,0.0,313.0,12.0,6.955555555555556,116.0,19.0,14.0,14.0,0.0,0.0,0.0,10.0,0.0,0.0,20.307692307692307,24.076923076923077,-1.2006253659687716,-1.1739394366808285,-0.8249242113494373,0.4194656682416615,0.031816995047495286,-0.6861868425721432
DA Warner,0,282.0,191.0,27.0,14.0,146.875,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.2931869715856044,1.1912749931490856,1.4289309542985338,-1.025814161531761,1.0861091675334236,-0.6889299967862855
V Sehwag,0,356.0,218.0,47.0,14.0,162.55707762557077,22.0,5.4,0.0,23.0,3.0,3.59375,18.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.100000000000001,5.75,2.0522457886627965,1.5496567942405848,2.013697904261317,-0.5347542455063586,-1.0117538240889743,-0.4509853259788344
G Gambhir,0,277.0,217.0,32.0,2.0,127.06422018348624,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6207672206898732,0.7770784057435343,1.2852812731748113,-1.025814161531761,1.0876910633213512,-0.6889299967862855
PD Collingwood,0,203.0,156.0,9.0,13.0,129.29936305732483,12.0,14.5,0.0,101.0,5.0,6.516129032258065,24.0,4.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,14.5,16.833333333333332,0.43583001912206015,0.8070506699208193,0.8239372252358396,0.03968802755338031,-0.9498719679450635,0.04007889458858118
KD Karthik,0,278.0,237.0,26.0,6.0,116.80672268907564,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36957170330096456,0.564366236332897,1.2350504971851453,-1.025814161531761,1.0887191799925031,-0.6889299967862855
