team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
RCB,DC,DC,bowl,"M.Chinnaswamy Stadium, Bengaluru",08:00 PM,Vineet Kulkarni,Nand Kishore,Anil Dandekar,Roshan Mahanama,"['Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Shane Watson', 'Sarfaraz Khan', 'Kedar Jadhav', 'David Wiese', 'Parvez Rasool', 'Harshal Patel', 'Sreenath Aravind', 'Yuzvendra Chahal']","['Quinton de Kock', 'Shreyas Iyer', 'Sanju Samson', 'Karun Nair', 'Jean-Paul Duminy', 'Pawan Negi', 'Carlos Brathwaite', 'Chris Morris', 'Zaheer Khan', 'Mohammed Shami', 'Amit Mishra']",DC
SRH,MI,SRH,bowl,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Kumar Dharmasena,Virender Sharma,KN Anantha Padmanabhan,Javagal Srinath,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Eoin Morgan', 'Deepak Hooda', 'Naman Ojha', 'Ashish Reddy', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Mustafizur Rahman', 'Barinder Sran']","['Martin Guptill', 'Parthiv Patel', 'Rohit Sharma', 'Jos Buttler', 'Hardik Pandya', 'Ambati Rayudu', 'Harbhajan Singh', 'Krunal Pandya', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']",SRH
KXIP,KKR,KKR,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",08:00 PM,Sundaram Ravi,Chettithody Shamshuddin,Nitin Menon,Manu Nayyar,"['Manan Vohra', 'Murali Vijay', 'Shaun Marsh', 'David Miller', 'Glenn Maxwell', 'Wriddhiman Saha', 'Axar Patel', 'Kyle Abbott', 'Mohit Sharma', 'Pardeep Sahu', 'Sandeep Sharma']","['Robin Uthappa', 'Gautam Gambhir', 'Manish Pandey', 'Andre Russell', 'Shakib Al Hasan', 'Yusuf Pathan', 'Suryakumar Yadav', 'Piyush Chawla', 'Sunil Narine', 'Umesh Yadav', 'Morne Morkel']",KKR
MI,RCB,MI,bowl,"Wankhede Stadium, Mumbai",08:00 PM,Anil Kumar Chaudhary,Nandan,Nand Kishore,Roshan Mahanama,"['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Hardik Pandya', 'Jos Buttler', 'Kieron Pollard', 'Krunal Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']","['Virat Kohli', 'Lokesh Rahul', 'AB de Villiers', 'Shane Watson', 'Travis Head', 'Sarfaraz Khan', 'Stuart Binny', 'Kane Richardson', 'Iqbal Abdulla', 'Varun Aaron', 'Harshal Patel']",MI
GL,SRH,SRH,bowl,"Saurashtra Cricket Association Stadium, Rajkot",08:00 PM,Krishnamachari Bharatan,Kumar Dharmasena,Anil Dandekar,Sunil Chaturvedi,"['Aaron Finch', 'Brendon McCullum', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Bravo', 'Ravindra Jadeja', 'Akshdeep Nath', 'Dale Steyn', 'Praveen Kumar', 'Dhawal Kulkarni', 'Pravin Tambe']","['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Eoin Morgan', 'Deepak Hooda', 'Naman Ojha', 'Aditya Tare', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Mustafizur Rahman', 'Barinder Sran']",SRH
RPS,RCB,RPS,bowl,"Maharashtra Cricket Association Stadium, Pune",08:00 PM,Chris Gaffaney,Virender Sharma,KN Anantha Padmanabhan,Chinmay Sharma,"['Ajinkya Rahane', 'Faf du Plessis', 'Kevin Pietersen', 'Steven Smith', 'MS Dhoni', 'Thisara Perera', 'Rajat Bhatia', 'Ravichandran Ashwin', 'Ankit Sharma', 'Ishant Sharma', 'Murugan Ashwin']","['Virat Kohli', 'Lokesh Rahul', 'Mandeep Singh', 'AB de Villiers', 'Shane Watson', 'Sarfaraz Khan', 'Stuart Binny', 'Harshal Patel', 'Kane Richardson', 'Iqbal Abdulla', 'Tabraiz Shamsi']",RCB
DC,MI,MI,bowl,"Arun Jaitley Stadium, Delhi",04:00 PM,Sundaram Ravi,Chettithody Shamshuddin,Nitin Menon,Manu Nayyar,"['Quinton de Kock', 'Shreyas Iyer', 'Sanju Samson', 'Karun Nair', 'Jean-Paul Duminy', 'Pawan Negi', 'Chris Morris', 'Amit Mishra', 'Zaheer Khan', 'Mohammed Shami', 'Imran Tahir']","['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Jos Buttler', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']",DC
SRH,KXIP,SRH,bowl,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Anil Kumar Chaudhary,Nandan,Anil Dandekar,Roshan Mahanama,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Eoin Morgan', 'Deepak Hooda', 'Aditya Tare', 'Naman Ojha', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Mustafizur Rahman', 'Barinder Sran']","['Murali Vijay', 'Manan Vohra', 'Shaun Marsh', 'David Miller', 'Glenn Maxwell', 'Nikhil Naik', 'Rishi Dhawan', 'Axar Patel', 'Mohit Sharma', 'Kyle Abbott', 'Sandeep Sharma']",SRH
GL,RCB,RCB,bat,"Saurashtra Cricket Association Stadium, Rajkot",04:00 PM,Krishnamachari Bharatan,Bruce Oxenford,KN Anantha Padmanabhan,Sunil Chaturvedi,"['Dwayne Smith', 'Brendon McCullum', 'Aaron Finch', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Bravo', 'Ravindra Jadeja', 'Praveen Kumar', 'Dhawal Kulkarni', 'Shadab Jakati', 'Pravin Tambe']","['Virat Kohli', 'Lokesh Rahul', 'AB de Villiers', 'Shane Watson', 'Sarfaraz Khan', 'Stuart Binny', 'Kedar Jadhav', 'Kane Richardson', 'Iqbal Abdulla', 'Tabraiz Shamsi', 'Yuzvendra Chahal']",GL
RPS,KKR,KKR,bowl,"Maharashtra Cricket Association Stadium, Pune",08:00 PM,Chris Gaffaney,Nand Kishore,Virender Sharma,Chinmay Sharma,"['Ajinkya Rahane', 'Faf du Plessis', 'Steven Smith', 'MS Dhoni', 'Albie Morkel', 'Saurabh Tiwary', 'Thisara Perera', 'Rajat Bhatia', 'Ravichandran Ashwin', 'Murugan Ashwin', 'Ankit Sharma']","['Robin Uthappa', 'Gautam Gambhir', 'Shakib Al Hasan', 'Suryakumar Yadav', 'Yusuf Pathan', 'Andre Russell', 'Rajagopal Sathish', 'Sunil Narine', 'Piyush Chawla', 'Morne Morkel', 'Umesh Yadav']",KKR
KXIP,MI,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",08:00 PM,Nitin Menon,Rod Tucker,Chettithody Shamshuddin,Ranjan Madugalle,"['Murali Vijay', 'Manan Vohra', 'Shaun Marsh', 'David Miller', 'Glenn Maxwell', 'Nikhil Naik', 'Axar Patel', 'Mitchell Johnson', 'Pardeep Sahu', 'Mohit Sharma', 'Sandeep Sharma']","['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Krunal Pandya', 'Jos Buttler', 'Kieron Pollard', 'Hardik Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']",MI
SRH,RPS,RPS,bowl,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Anil Dandekar,Nandan,Kumar Dharmasena,Amit Sharma,"['David Warner', 'Shikhar Dhawan', 'Aditya Tare', 'Eoin Morgan', 'Deepak Hooda', 'Moises Henriques', 'Naman Ojha', 'Bipul Sharma', 'Bhuvneshwar Kumar', 'Mustafizur Rahman', 'Ashish Nehra']","['Ajinkya Rahane', 'Faf du Plessis', 'Steven Smith', 'Thisara Perera', 'MS Dhoni', 'Mitchell Marsh', 'Saurabh Tiwary', 'Rajat Bhatia', 'Ravichandran Ashwin', 'Murugan Ashwin', 'Ashok Dinda']",RPS
DC,GL,DC,bowl,"Arun Jaitley Stadium, Delhi",08:00 PM,Marais Erasmus,Sundaram Ravi,Anil Chaudhary,Javagal Srinath,"['Quinton de Kock', 'Rishabh Pant', 'Sanju Samson', 'Karun Nair', 'Jean-Paul Duminy', 'Pawan Negi', 'Chris Morris', 'Amit Mishra', 'Zaheer Khan', 'Shahbaz Nadeem', 'Imran Tahir']","['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Dinesh Karthik', 'Ishan Kishan', 'Dwayne Bravo', 'Ravindra Jadeja', 'James Faulkner', 'Praveen Kumar', 'Dhawal Kulkarni', 'Pravin Tambe']",GL
MI,KKR,MI,bowl,"Wankhede Stadium, Mumbai",08:00 PM,Nitin Menon,Rod Tucker,Chettithody Shamshuddin,Ranjan Madugalle,"['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Jos Buttler', 'Kieron Pollard', 'Hardik Pandya', 'Krunal Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']","['Robin Uthappa', 'Gautam Gambhir', 'Suryakumar Yadav', 'Chris Lynn', 'Shakib Al Hasan', 'Yusuf Pathan', 'Andre Russell', 'Rajagopal Sathish', 'Jaydev Unadkat', 'Umesh Yadav', 'Sunil Narine']",MI
RPS,GL,GL,bowl,"Maharashtra Cricket Association Stadium, Pune",08:00 PM,Chris Gaffaney,Bruce Oxenford,Nand Kishore,Chinmay Sharma,"['Ajinkya Rahane', 'Peter Handscomb', 'Steven Smith', 'Saurabh Tiwary', 'MS Dhoni', 'Thisara Perera', 'Albie Morkel', 'Rajat Bhatia', 'Ravichandran Ashwin', 'Murugan Ashwin', 'Ashok Dinda']","['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Dinesh Karthik', 'Ravindra Jadeja', 'Ishan Kishan', 'Dwayne Bravo', 'James Faulkner', 'Praveen Kumar', 'Dhawal Kulkarni', 'Shivil Koushik']",GL
DC,KKR,KKR,bowl,"Arun Jaitley Stadium, Delhi",04:00 PM,KN Anantha Padmanabhan,Marais Erasmus,Sundaram Ravi,Javagal Srinath,"['Quinton de Kock', 'Shreyas Iyer', 'Sanju Samson', 'Karun Nair', 'Sam Billings', 'Rishabh Pant', 'Carlos Brathwaite', 'Chris Morris', 'Amit Mishra', 'Mohammed Shami', 'Zaheer Khan']","['Robin Uthappa', 'Gautam Gambhir', 'Suryakumar Yadav', 'Andre Russell', 'Yusuf Pathan', 'Jason Holder', 'Rajagopal Sathish', 'Piyush Chawla', 'Umesh Yadav', 'Sunil Narine', 'Brad Hogg']",DC
SRH,RCB,RCB,bowl,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Anil Kumar Chaudhary,Kumar Dharmasena,Nandan,Roshan Mahanama,"['David Warner', 'Shikhar Dhawan', 'Moises Henriques', 'Kane Williamson', 'Naman Ojha', 'Deepak Hooda', 'Ashish Reddy', 'Bhuvneshwar Kumar', 'Mustafizur Rahman', 'Barinder Sran', 'Ashish Nehra']","['Virat Kohli', 'Shane Watson', 'AB de Villiers', 'Sachin Baby', 'Lokesh Rahul', 'Kedar Jadhav', 'Parvez Rasool', 'Harshal Patel', 'Kane Richardson', 'Varun Aaron', 'Tabraiz Shamsi']",SRH
GL,KXIP,GL,bowl,"Saurashtra Cricket Association Stadium, Rajkot",04:00 PM,Bruce Oxenford,Virender Sharma,Chris Gaffaney,Manu Nayyar,"['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Bravo', 'Ravindra Jadeja', 'James Faulkner', 'Ishan Kishan', 'Praveen Kumar', 'Dhawal Kulkarni', 'Shivil Koushik']","['Murali Vijay', 'Wriddhiman Saha', 'Shaun Marsh', 'Glenn Maxwell', 'David Miller', 'Marcus Stoinis', 'Gurkeerat Singh Mann', 'Axar Patel', 'Mohit Sharma', 'Sandeep Sharma', 'KC Cariappa']",KXIP
RPS,MI,MI,bowl,"Maharashtra Cricket Association Stadium, Pune",08:00 PM,Anil Dandekar,Rod Tucker,Nitin Menon,Ranjan Madugalle,"['Ajinkya Rahane', 'Saurabh Tiwary', 'Steven Smith', 'MS Dhoni', 'Thisara Perera', 'Rajat Bhatia', 'Peter Handscomb', 'Ravichandran Ashwin', 'Scott Boland', 'Murugan Ashwin', 'Ashok Dinda']","['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Jos Buttler', 'Kieron Pollard', 'Krunal Pandya', 'Hardik Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']",MI
RCB,KKR,KKR,bowl,"M.Chinnaswamy Stadium, Bengaluru",08:00 PM,Marais Erasmus,Sundaram Ravi,Krishnamachari Bharatan,Javagal Srinath,"['Virat Kohli', 'Chris Gayle', 'AB de Villiers', 'Shane Watson', 'Sachin Baby', 'Stuart Binny', 'Lokesh Rahul', 'Varun Aaron', 'Sreenath Aravind', 'Yuzvendra Chahal', 'Tabraiz Shamsi']","['Robin Uthappa', 'Gautam Gambhir', 'Manish Pandey', 'Suryakumar Yadav', 'Yusuf Pathan', 'Chris Lynn', 'Andre Russell', 'Piyush Chawla', 'Umesh Yadav', 'Sunil Narine', 'Morne Morkel']",KKR
GL,DC,DC,bowl,"Saurashtra Cricket Association Stadium, Rajkot",08:00 PM,Chris Gaffaney,Bruce Oxenford,Nand Kishore,Manu Nayyar,"['Dwayne Smith', 'Brendon McCullum', 'Suresh Raina', 'Aaron Finch', 'Dinesh Karthik', 'Ravindra Jadeja', 'Ishan Kishan', 'James Faulkner', 'Praveen Kumar', 'Dhawal Kulkarni', 'Shivil Koushik']","['Quinton de Kock', 'Sanju Samson', 'Karun Nair', 'Jean-Paul Duminy', 'Sam Billings', 'Rishabh Pant', 'Chris Morris', 'Mohammed Shami', 'Amit Mishra', 'Shahbaz Nadeem', 'Zaheer Khan']",DC
KKR,KXIP,KXIP,bowl,"Eden Gardens, Kolkata",08:00 PM,Anil Chaudhary,Kumar Dharmasena,Nandan,Amit Sharma,"['Robin Uthappa', 'Gautam Gambhir', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Andre Russell', 'Suryakumar Yadav', 'Piyush Chawla', 'Umesh Yadav', 'Brad Hogg', 'Morne Morkel']","['Murali Vijay', 'Manan Vohra', 'Marcus Stoinis', 'Glenn Maxwell', 'David Miller', 'Gurkeerat Singh Mann', 'Wriddhiman Saha', 'Axar Patel', 'Mohit Sharma', 'Sandeep Sharma', 'Swapnil Singh']",KKR
DC,RPS,RPS,bowl,"Arun Jaitley Stadium, Delhi",08:00 PM,Chettithody Shamshuddin,Rod Tucker,Anil Dandekar,Ranjan Madugalle,"['Rishabh Pant', 'Sanju Samson', 'Karun Nair', 'Sam Billings', 'Jean-Paul Duminy', 'Pawan Negi', 'Carlos Brathwaite', 'Jayant Yadav', 'Amit Mishra', 'Mohammed Shami', 'Imran Tahir']","['Ajinkya Rahane', 'Usman Khawaja', 'Saurabh Tiwary', 'George Bailey', 'MS Dhoni', 'Thisara Perera', 'Rajat Bhatia', 'Scott Boland', 'Ravichandran Ashwin', 'Ashok Dinda', 'Murugan Ashwin']",RPS
SRH,GL,SRH,bowl,"Rajiv Gandhi International Stadium, Hyderabad",08:00 PM,Marais Erasmus,Sundaram Ravi,KN Anantha Padmanabhan,Javagal Srinath,"['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Naman Ojha', 'Deepak Hooda', 'Barinder Sran', 'Bhuvneshwar Kumar', 'Ashish Nehra', 'Mustafizur Rahman']","['Dwayne Smith', 'Brendon McCullum', 'Aaron Finch', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Bravo', 'Ravindra Jadeja', 'Pradeep Sangwan', 'Praveen Kumar', 'Dhawal Kulkarni', 'Shivil Koushik']",SRH
RCB,RPS,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",04:00 PM,Chris Gaffaney,Bruce Oxenford,Nand Kishore,Chinmay Sharma,"['Lokesh Rahul', 'Virat Kohli', 'AB de Villiers', 'Shane Watson', 'Travis Head', 'Sachin Baby', 'Stuart Binny', 'Parvez Rasool', 'Chris Jordan', 'Varun Aaron', 'Yuzvendra Chahal']","['Ajinkya Rahane', 'Usman Khawaja', 'Saurabh Tiwary', 'MS Dhoni', 'Thisara Perera', 'George Bailey', 'Rajat Bhatia', 'Ravichandran Ashwin', 'Ashok Dinda', 'RP Singh', 'Adam Zampa']",RCB
KXIP,DC,DC,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",08:00 PM,Kumar Dharmasena,Nandan,Anil Chaudhary,Roshan Mahanama,"['Murali Vijay', 'Hashim Amla', 'Marcus Stoinis', 'Glenn Maxwell', 'David Miller', 'Wriddhiman Saha', 'Axar Patel', 'Gurkeerat Singh Mann', 'Mohit Sharma', 'Sandeep Sharma', 'KC Cariappa']","['Quinton de Kock', 'Rishabh Pant', 'Sanju Samson', 'Karun Nair', 'Sam Billings', 'Carlos Brathwaite', 'Chris Morris', 'Amit Mishra', 'Mohammed Shami', 'Zaheer Khan', 'Shahbaz Nadeem']",KXIP
MI,SRH,MI,bowl,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",04:00 PM,Chettithody Shamshuddin,Sundaram Ravi,Nitin Menon,Ranjan Madugalle,"['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Jos Buttler', 'Krunal Pandya', 'Kieron Pollard', 'Hardik Pandya', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Moises Henriques', 'Yuvraj Singh', 'Deepak Hooda', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Barinder Sran', 'Ashish Nehra', 'Mustafizur Rahman']",SRH
KKR,GL,GL,bowl,"Eden Gardens, Kolkata",08:00 PM,Marais Erasmus,Rod Tucker,Krishnamachari Bharatan,Javagal Srinath,"['Robin Uthappa', 'Gautam Gambhir', 'Manish Pandey', 'Shakib Al Hasan', 'Yusuf Pathan', 'Andre Russell', 'Suryakumar Yadav', 'Piyush Chawla', 'Brad Hogg', 'Morne Morkel', 'Umesh Yadav']","['Dwayne Smith', 'Brendon McCullum', 'Aaron Finch', 'Suresh Raina', 'Dinesh Karthik', 'Dwayne Bravo', 'Ravindra Jadeja', 'Praveen Kumar', 'Dhawal Kulkarni', 'Pravin Tambe', 'Shivil Koushik']",GL
KXIP,RCB,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",08:00 PM,Anil Chaudhary,Kumar Dharmasena,Nandan,Amit Sharma,"['Murali Vijay', 'Marcus Stoinis', 'Hashim Amla', 'Wriddhiman Saha', 'David Miller', 'Farhaan Behardien', 'Axar Patel', 'Anureet Singh', 'Mohit Sharma', 'Sandeep Sharma', 'KC Cariappa']","['Virat Kohli', 'Lokesh Rahul', 'AB de Villiers', 'Shane Watson', 'Travis Head', 'Sachin Baby', 'Stuart Binny', 'Chris Jordan', 'Iqbal Abdulla', 'Varun Aaron', 'Yuzvendra Chahal']",RCB
RPS,SRH,SRH,bat,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",08:00 PM,Chris Gaffaney,Virender Sharma,Bruce Oxenford,Sunil Chaturvedi,"['Ajinkya Rahane', 'Usman Khawaja', 'Saurabh Tiwary', 'MS Dhoni', 'Thisara Perera', 'George Bailey', 'Rajat Bhatia', 'Ravichandran Ashwin', 'Adam Zampa', 'Ashok Dinda', 'RP Singh']","['David Warner', 'Shikhar Dhawan', 'Kane Williamson', 'Yuvraj Singh', 'Moises Henriques', 'Deepak Hooda', 'Naman Ojha', 'Bhuvneshwar Kumar', 'Barinder Sran', 'Ashish Nehra', 'Mustafizur Rahman']",SRH
RCB,MI,MI,bowl,"M.Chinnaswamy Stadium, Bengaluru",08:00 PM,Anil Dandekar,Chettithody Shamshuddin,Nand Kishore,Ranjan Madugalle,"['Chris Gayle', 'Lokesh Rahul', 'Virat Kohli', 'AB de Villiers', 'Shane Watson', 'Sachin Baby', 'Stuart Binny', 'Sreenath Aravind', 'Chris Jordan', 'Varun Aaron', 'Yuzvendra Chahal']","['Rohit Sharma', 'Parthiv Patel', 'Ambati Rayudu', 'Krunal Pandya', 'Jos Buttler', 'Kieron Pollard', 'Nitish Rana', 'Harbhajan Singh', 'Tim Southee', 'Mitchell McClenaghan', 'Jasprit Bumrah']",MI
