team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
DCG,RCB,RCB,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Rudi Koertzen,Sundaram Ravi,Shavir Tarapore,Dev Govindjee,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Dwaraka Ravi Teja', 'Daniel Christian', 'Bharath Chipli', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma', 'Manpreet Gony']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Daniel Vettori', 'Zaheer Khan', 'Johan van der Wath', 'Sreenath Aravind', 'Ryan Ninan']",DCG
RR,KKR,KKR,bowl,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Aleem Dar,Sanjay Hazare,Russell Tiffin,Andy Pycroft,"['Shane Watson', 'Amit Paunikar', 'Rahul Dravid', 'Johan Botha', 'Ross Taylor', 'Ashok Menaria', 'Abhishek Raut', 'Amit Singh', 'Shane Warne', 'Siddharth Trivedi', 'Nayan Doshi']","['Manvinder Bisla', 'Jacques Kallis', 'Gautam Gambhir', 'Manoj Tiwary', 'Eoin Morgan', 'Yusuf Pathan', 'Shakib Al Hasan', 'Brett Lee', 'Rajat Bhatia', 'Lakshmipathy Balaji', 'Iqbal Abdulla']",KKR
MI,KTK,KTK,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Billy Doctrove,Paul Reiffel,Sudhir Asnani,Javagal Srinath,"['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Lasith Malinga', 'Ali Murtaza', 'Munaf Patel']","['Brendon McCullum', 'Kedar Jadhav', 'Mahela Jayawardene', 'Brad Hodge', 'Parthiv Patel', 'Ravindra Jadeja', 'Raiphi Gomez', 'Ramesh Powar', 'RP Singh', 'Vinay Kumar', 'Thisara Perera']",KTK
CSK,RCB,CSK,bat,"MA Chidambaram Stadium, Chennai",4:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Albie Morkel', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Suraj Randiv', 'Shadab Jakati', 'Tim Southee']","['Mayank Agarwal', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Asad Pathan', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Johan van der Wath', 'Daniel Vettori', 'Zaheer Khan', 'Ryan Ninan']",CSK
DCG,KXIP,KXIP,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Rudi Koertzen,Sundaram Ravi,Shavir Tarapore,Dev Govindjee,"['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Bharath Chipli', 'Dwaraka Ravi Teja', 'Daniel Christian', 'Dale Steyn', 'Manpreet Gony', 'Amit Mishra', 'Ishant Sharma']","['Paul Valthaty', 'Adam Gilchrist', 'Shaun Marsh', 'Sunny Singh', 'Dinesh Karthik', 'Ryan McLaren', 'Abhishek Nayar', 'Piyush Chawla', 'Praveen Kumar', 'Ryan Harris', 'Vikramjeet Singh Malik']",KXIP
PWI,DC,DC,bowl,"Dr DY Patil Sports Academy, Mumbai",4:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Srinivas Venkataraghavan,"['Graeme Smith', 'Jesse Ryder', 'Yuvraj Singh', 'Robin Uthappa', 'Mohnish Mishra', 'Abhishek Jhunjhunwala', 'Mithun Manhas', 'Rahul Sharma', 'Alfonso Thomas', 'Shrikant Wagh', 'Wayne Parnell']","['Virender Sehwag', 'David Warner', 'Naman Ojha', 'Venugopal Rao', 'James Hopes', 'Irfan Pathan', 'Aaron Finch', 'Umesh Yadav', 'Matthew Wade', 'Shahbaz Nadeem', 'Ashok Dinda']",DC
KKR,RR,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Yusuf Pathan', 'Eoin Morgan', 'Manoj Tiwary', 'Shakib Al Hasan', 'Iqbal Abdulla', 'Lakshmipathy Balaji', 'Brett Lee', 'Rajat Bhatia']","['Shane Watson', 'Amit Paunikar', 'Ajinkya Rahane', 'Ross Taylor', 'Ashok Menaria', 'Abhishek Raut', 'Shane Warne', 'Faiz Fazal', 'Shaun Tait', 'Siddharth Trivedi', 'Amit Singh']",KKR
KTK,CSK,KTK,bowl,"Nehru Stadium, Kochi",8:00 PM,Krishna Hariharan,Tony Hill,Kumar Dharmasena,Raju Mukherjee,"['Brendon McCullum', 'Mahela Jayawardene', 'Ravindra Jadeja', 'Brad Hodge', 'Parthiv Patel', 'Raiphi Gomez', 'RP Singh', 'Vinay Kumar', 'Thisara Perera', 'Ramesh Powar', 'Kedar Jadhav']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Shadab Jakati', 'Tim Southee', 'Doug Bollinger']",KTK
DC,DCG,DCG,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Paul Reiffel,Rod Tucker,Sudhir Asnani,Javagal Srinath,"['David Warner', 'Virender Sehwag', 'Aaron Finch', 'Yogesh Nagar', 'Naman Ojha', 'Venugopal Rao', 'James Hopes', 'Irfan Pathan', 'Shahbaz Nadeem', 'Morne Morkel', 'Ashok Dinda']","['Sunny Sohal', 'Shikhar Dhawan', 'Kumar Sangakkara', 'Cameron White', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Pragyan Ojha', 'Harmeet Singh']",DCG
MI,PWI,PWI,bat,"Wankhede Stadium, Mumbai",4:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Raju Mukherjee,"['Sachin Tendulkar', 'Ambati Rayudu', 'Abu Nechim', 'Rohit Sharma', 'James Franklin', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Lasith Malinga', 'Ali Murtaza', 'Munaf Patel']","['Jesse Ryder', 'Tim Paine', 'Mithun Manhas', 'Robin Uthappa', 'Yuvraj Singh', 'Mohnish Mishra', 'Murali Kartik', 'Rahul Sharma', 'Wayne Parnell', 'Shrikant Wagh', 'Alfonso Thomas']",MI
KKR,KTK,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Jacques Kallis', 'Manvinder Bisla', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Shakib Al Hasan', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji', 'Iqbal Abdulla']","['Brendon McCullum', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Ramesh Powar', 'Vinay Kumar', 'RP Singh', 'Muttiah Muralitharan', 'Kedar Jadhav']",KTK
KXIP,RR,RR,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Sudhir Asnani,Paul Reiffel,Rod Tucker,Javagal Srinath,"['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Abhishek Nayar', 'Sunny Singh', 'Ryan McLaren', 'Piyush Chawla', 'Praveen Kumar', 'Ryan Harris', 'Bhargav Bhatt']","['Shane Watson', 'Swapnil Asnodkar', 'Rahul Dravid', 'Abhishek Raut', 'Ashok Menaria', 'Ross Taylor', 'Dishant Yagnik', 'Stuart Binny', 'Shane Warne', 'Siddharth Trivedi', 'Shaun Tait']",KXIP
KKR,RCB,RCB,bowl,"Eden Gardens, Kolkata",4:00 PM,Sanjay Hazare,Russell Tiffin,Aleem Dar,Andy Pycroft,"['Jacques Kallis', 'Brad Haddin', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Shakib Al Hasan', 'Jaydev Unadkat', 'Iqbal Abdulla', 'Rajat Bhatia', 'Lakshmipathy Balaji']","['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Asad Pathan', 'Daniel Vettori', 'Zaheer Khan', 'Sreenath Aravind', 'JS Mohammad']",RCB
MI,CSK,CSK,bowl,"Wankhede Stadium, Mumbai",8:00 PM,Asad Rauf,Amiesh Saheba,Suresh Shastri,Raju Mukherjee,"['Sachin Tendulkar', 'James Franklin', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Abu Nechim', 'Lasith Malinga', 'Munaf Patel']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Doug Bollinger', 'Suraj Randiv', 'Joginder Sharma']",MI
DC,KXIP,KXIP,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Sudhir Asnani,Rudi Koertzen,Paul Reiffel,Javagal Srinath,"['Virender Sehwag', 'David Warner', 'Naman Ojha', 'Aaron Finch', 'Venugopal Rao', 'Irfan Pathan', 'James Hopes', 'Ajit Agarkar', 'Morne Morkel', 'Yogesh Nagar', 'Varun Aaron']","['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'Shalabh Srivastava', 'David Hussey', 'Abhishek Nayar', 'Sunny Singh', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar']",DC
DCG,MI,DCG,bowl,"Rajiv Gandhi International Stadium, Hyderabad",4:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Cameron White', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Pragyan Ojha', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']","['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Abu Nechim', 'Lasith Malinga', 'Munaf Patel']",MI
RR,KTK,RR,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Billy Doctrove,Shavir Tarapore,Sundaram Ravi,Dev Govindjee,"['Rahul Dravid', 'Shane Watson', 'Johan Botha', 'Ashok Menaria', 'Ajinkya Rahane', 'Ross Taylor', 'Dishant Yagnik', 'Stuart Binny', 'Shane Warne', 'Siddharth Trivedi', 'Amit Singh']","['Mahela Jayawardene', 'VVS Laxman', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Kedar Jadhav', 'Raiphi Gomez', 'Vinay Kumar', 'Thisara Perera', 'RP Singh', 'Muttiah Muralitharan']",RR
CSK,PWI,PWI,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Doug Bollinger', 'Shadab Jakati', 'Suraj Randiv']","['Jesse Ryder', 'Manish Pandey', 'Mithun Manhas', 'Robin Uthappa', 'Yuvraj Singh', 'Mohnish Mishra', 'Murali Kartik', 'Rahul Sharma', 'Nathan McCullum', 'Alfonso Thomas', 'Jerome Taylor']",CSK
DC,RCB,RCB,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Sudhir Asnani,Rod Tucker,Paul Reiffel,Javagal Srinath,"['David Warner', 'Virender Sehwag', 'Naman Ojha', 'Venugopal Rao', 'Yogesh Nagar', 'James Hopes', 'Irfan Pathan', 'Matthew Wade', 'Umesh Yadav', 'Morne Morkel', 'Ashok Dinda']","['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Cheteshwar Pujara', 'Daniel Vettori', 'Zaheer Khan', 'Sreenath Aravind', 'JS Mohammad', 'Abhimanyu Mithun']",RCB
PWI,CSK,PWI,bat,"Dr DY Patil Sports Academy, Mumbai",4:00 PM,Asad Rauf,Suresh Shastri,Amiesh Saheba,Graeme Labrooy,"['Jesse Ryder', 'Manish Pandey', 'Yuvraj Singh', 'Robin Uthappa', 'Mohnish Mishra', 'Mithun Manhas', 'Murali Kartik', 'Mitchell Marsh', 'Rahul Sharma', 'Alfonso Thomas', 'Jerome Taylor']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Ravichandran Ashwin', 'Nuwan Kulasekara', 'Tim Southee', 'Shadab Jakati', 'Doug Bollinger']",CSK
KTK,DCG,KTK,bowl,"Nehru Stadium, Kochi",8:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Brendon McCullum', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Kedar Jadhav', 'Vinay Kumar', 'RP Singh', 'S Sreesanth', 'Thisara Perera']","['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Cameron White', 'Bharath Chipli', 'Dwaraka Ravi Teja', 'Daniel Christian', 'Amit Mishra', 'Dale Steyn', 'Manpreet Gony', 'Ishant Sharma']",DCG
DC,KKR,DC,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Paul Reiffel,Rod Tucker,Sudhir Asnani,Javagal Srinath,"['David Warner', 'Virender Sehwag', 'Travis Birt', 'James Hopes', 'Venugopal Rao', 'Yogesh Nagar', 'Naman Ojha', 'Irfan Pathan', 'Ajit Agarkar', 'Morne Morkel', 'Umesh Yadav']","['Jacques Kallis', 'Shreevats Goswami', 'Gautam Gambhir', 'Manoj Tiwary', 'Eoin Morgan', 'Yusuf Pathan', 'Ryan ten Doeschate', 'Brett Lee', 'Lakshmipathy Balaji', 'Iqbal Abdulla', 'Jaydev Unadkat']",KKR
RR,MI,RR,bowl,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Asad Rauf,Shavir Tarapore,Sundaram Ravi,Dev Govindjee,"['Shane Watson', 'Rahul Dravid', 'Johan Botha', 'Ashok Menaria', 'Ross Taylor', 'Ajinkya Rahane', 'Amit Singh', 'Dishant Yagnik', 'Stuart Binny', 'Shane Warne', 'Siddharth Trivedi']","['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Rajagopal Sathish', 'Harbhajan Singh', 'Lasith Malinga', 'Munaf Patel', 'Ali Murtaza']",RR
RCB,PWI,PWI,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Aleem Dar,Sanjay Hazare,Russell Tiffin,Andy Pycroft,"['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Mohammad Kaif', 'Daniel Vettori', 'Abhimanyu Mithun', 'JS Mohammad', 'Sreenath Aravind', 'Zaheer Khan']","['Jesse Ryder', 'Tim Paine', 'Manish Pandey', 'Robin Uthappa', 'Yuvraj Singh', 'Mithun Manhas', 'Harpreet Singh', 'Rahul Sharma', 'Alfonso Thomas', 'Jerome Taylor', 'Kamran Khan']",RCB
KTK,DC,DC,bat,"Nehru Stadium, Kochi",4:00 PM,Kumar Dharmasena,Tony Hill,Krishna Hariharan,Raju Mukherjee,"['Brendon McCullum', 'Mahela Jayawardene', 'Michael Klinger', 'Brad Hodge', 'Parthiv Patel', 'Ravindra Jadeja', 'Balachandra Akhil', 'Ramesh Powar', 'RP Singh', 'Vinay Kumar', 'S Sreesanth']","['David Warner', 'Virender Sehwag', 'Venugopal Rao', 'Naman Ojha', 'Irfan Pathan', 'Travis Birt', 'Yogesh Nagar', 'Roelof van der Merwe', 'Ajit Agarkar', 'Morne Morkel', 'Umesh Yadav']",DC
KKR,KXIP,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Amiesh Saheba,Suresh Shastri,Rod Tucker,Graeme Labrooy,"['Jacques Kallis', 'Shreevats Goswami', 'Gautam Gambhir', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Ryan ten Doeschate', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji', 'Iqbal Abdulla']","['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'David Hussey', 'Abhishek Nayar', 'Praveen Kumar', 'Piyush Chawla', 'Ryan Harris', 'Bhargav Bhatt', 'Bipul Sharma']",KKR
RR,PWI,RR,bowl,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Shavir Tarapore,Simon Taufel,Sundaram Ravi,Dev Govindjee,"['Rahul Dravid', 'Shane Watson', 'Johan Botha', 'Ashok Menaria', 'Ross Taylor', 'Ajinkya Rahane', 'Dishant Yagnik', 'Stuart Binny', 'Shane Warne', 'Amit Singh', 'Siddharth Trivedi']","['Jesse Ryder', 'Mithun Manhas', 'Manish Pandey', 'Robin Uthappa', 'Yuvraj Singh', 'Harpreet Singh', 'Murali Kartik', 'Nathan McCullum', 'Rahul Sharma', 'Jerome Taylor', 'Alfonso Thomas']",RR
CSK,DCG,CSK,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Aleem Dar,Russell Tiffin,Sanjay Hazare,Andy Pycroft,"['Michael Hussey', 'Murali Vijay', 'S Badrinath', 'Suresh Raina', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Suraj Randiv', 'Ravichandran Ashwin', 'Doug Bollinger', 'Shadab Jakati']","['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Jean-Paul Duminy', 'Bharath Chipli', 'Cameron White', 'Daniel Christian', 'Ishant Sharma', 'Amit Mishra', 'Harmeet Singh', 'Pragyan Ojha']",CSK
MI,KXIP,KXIP,bowl,"Wankhede Stadium, Mumbai",4:00 PM,Kumar Dharmasena,Paul Reiffel,Krishna Hariharan,Raju Mukherjee,"['Davy Jacobs', 'Sachin Tendulkar', 'Ambati Rayudu', 'Rohit Sharma', 'Andrew Symonds', 'Kieron Pollard', 'Tirumalsetti Suman', 'Harbhajan Singh', 'Abu Nechim', 'Lasith Malinga', 'Munaf Patel']","['Adam Gilchrist', 'Paul Valthaty', 'Shaun Marsh', 'Dinesh Karthik', 'David Hussey', 'Abhishek Nayar', 'Piyush Chawla', 'Ryan Harris', 'Bipul Sharma', 'Praveen Kumar', 'Bhargav Bhatt']",MI
DC,KTK,KTK,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Asad Rauf,Suresh Shastri,Amiesh Saheba,Graeme Labrooy,"['David Warner', 'Virender Sehwag', 'Venugopal Rao', 'Naman Ojha', 'Travis Birt', 'Irfan Pathan', 'Yogesh Nagar', 'Roelof van der Merwe', 'Ajit Agarkar', 'Morne Morkel', 'Umesh Yadav']","['Brendon McCullum', 'Mahela Jayawardene', 'Parthiv Patel', 'Brad Hodge', 'Ravindra Jadeja', 'Raiphi Gomez', 'Michael Klinger', 'Vinay Kumar', 'RP Singh', 'S Sreesanth', 'Prasanth Parameswaran']",KTK
DCG,KKR,DCG,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Sudhir Asnani,Rod Tucker,Paul Reiffel,Javagal Srinath,"['Shikhar Dhawan', 'Sunny Sohal', 'Kumar Sangakkara', 'Cameron White', 'Bharath Chipli', 'Daniel Christian', 'Dwaraka Ravi Teja', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma', 'Pragyan Ojha']","['Jacques Kallis', 'Gautam Gambhir', 'Manoj Tiwary', 'Eoin Morgan', 'Yusuf Pathan', 'Mark Boucher', 'Rajat Bhatia', 'Brett Lee', 'Lakshmipathy Balaji', 'Jaydev Unadkat', 'Iqbal Abdulla']",KKR
CSK,RR,RR,bat,"MA Chidambaram Stadium, Chennai",4:00 PM,Sanjay Hazare,Russell Tiffin,Aleem Dar,Andy Pycroft,"['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Srikkanth Anirudha', 'Albie Morkel', 'Ravichandran Ashwin', 'Suraj Randiv', 'Doug Bollinger', 'Shadab Jakati']","['Rahul Dravid', 'Shane Watson', 'Johan Botha', 'Ashok Menaria', 'Ross Taylor', 'Ajinkya Rahane', 'Dishant Yagnik', 'Stuart Binny', 'Shane Warne', 'Siddharth Trivedi', 'Nayan Doshi']",CSK
