,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
16,B Kumar,b Balaji,1,3,0,0,33.33,2,4,0,25,3,6.25,12,4,0,1,0
17,Parvez Rasool,c & b Balaji,1,4,0,0,25,2,4,0,23,1,5.75,12,3,0,0,0
18,K Upadhyay,not out,1,1,0,0,100,2,2,0,19,0,9.5,3,2,0,1,0
19,Iqbal Abdulla,DNB,0,0,0,0,0,1,4,0,26,2,6.5,9,1,1,0,0
20,SP Narine,DNB,0,0,0,0,0,1,4,0,12,2,3,15,1,0,0,0
21,L Balaji,DNB,0,0,0,0,0,1,3.3,0,19,3,5.42,11,2,0,2,0
0,CA Pujara,b Kaul,17,17,3,0,100,1,,,,,,,,,,
1,CH Gayle,b Pathan,4,7,1,0,57.14,1,1,0,8,0,8,2,1,0,0,0
2,V Kohli,run out (Rohrer/†Jadhav),99,58,10,4,170.68,1,,,,,,,,,,
3,MC Henriques,c & b Nadeem,26,22,3,0,118.18,1,2,0,21,1,10.5,5,3,1,0,0
4,AB de Villiers,not out,32,17,2,2,188.23,1,,,,,,,,,,
5,DPMD Jayawardene,b Unadkat,19,13,4,0,146.15,2,,,,,,,,,,
6,V Sehwag,c Pujara b Unadkat,18,10,4,0,180,2,,,,,,,,,,
7,UBT Chand,c Vinay Kumar b Unadkat,41,35,4,1,117.14,2,,,,,,,,,,
8,DA Warner,b Henriques,4,6,1,0,66.66,2,,,,,,,,,,
9,BJ Rohrer,b Vinay Kumar,32,27,4,0,118.51,2,,,,,,,,,,
10,KM Jadhav,c Vinay Kumar b Unadkat,8,8,0,0,100,2,,,,,,,,,,
11,IK Pathan,not out,23,11,2,2,209.09,2,4,0,24,1,6,11,3,0,1,0
12,M Morkel,b Unadkat,19,10,3,0,190,2,4,0,35,0,8.75,10,4,1,0,1
13,UT Yadav,not out,4,1,1,0,400,2,4,0,65,0,16.25,2,5,5,1,0
14,SS Tiwary,DNB,0,0,0,0,0,1,,,,,,,,,,
15,J Syed Mohammad,DNB,0,0,0,0,0,1,1,0,20,0,20,0,4,0,1,0
16,R Vinay Kumar,DNB,0,0,0,0,0,1,4,0,43,1,10.75,5,7,0,1,0
17,R Rampaul,DNB,0,0,0,0,0,1,4,0,35,0,8.75,12,3,2,1,1
18,M Kartik,DNB,0,0,0,0,0,1,4,0,21,0,5.25,8,1,0,0,0
19,JD Unadkat,DNB,0,0,0,0,0,1,4,0,25,5,6.25,13,4,0,1,0
20,S Nadeem,DNB,0,0,0,0,0,2,4,0,23,1,5.75,10,2,0,1,0
21,S Kaul,DNB,0,0,0,0,0,2,4,0,36,1,9,5,5,0,0,0
0,DR Smith,c McLaren b Iqbal Abdulla,47,53,7,0,88.67,1,,,,,,,,,,
1,SR Tendulkar,b Bhatia,48,28,8,0,171.42,1,,,,,,,,,,
2,KD Karthik,not out,34,18,3,2,188.88,1,,,,,,,,,,
3,RG Sharma,c Morgan b McLaren,16,11,1,1,145.45,1,,,,,,,,,,
4,KA Pollard,c Narine b McLaren,4,4,1,0,100,1,,,,,,,,,,
5,AT Rayudu,run out (Balaji/†Bisla),0,0,0,0,0,1,,,,,,,,,,
6,Harbhajan Singh,run out (Pathan),0,0,0,0,0,1,4,0,27,3,6.75,11,1,2,0,0
7,MG Johnson,not out,10,6,0,1,166.66,1,4,0,13,2,3.25,17,2,0,0,0
8,MS Bisla,st †Karthik b Ojha,17,19,3,0,89.47,2,,,,,,,,,,
9,G Gambhir,b Johnson,0,2,0,0,0,2,,,,,,,,,,
10,JH Kallis,c Ahmed b Harbhajan Singh,24,26,2,1,92.3,2,3,0,21,0,7,5,2,0,1,0
11,YK Pathan,b Ojha,13,8,1,1,162.5,2,,,,,,,,,,
12,EJG Morgan,c Sharma b Ahmed,5,10,0,0,50,2,,,,,,,,,,
13,DB Das,c & b Harbhajan Singh,23,17,2,2,135.29,2,,,,,,,,,,
14,R McLaren,run out (Sharma/†Karthik),1,3,0,0,33.33,2,4,0,60,2,15,8,9,2,2,0
15,R Bhatia,c Malinga b Harbhajan Singh,4,5,0,0,80,2,2,0,22,1,11,2,2,1,0,0
16,Iqbal Abdulla,not out,6,11,0,0,54.54,2,4,0,30,1,7.5,10,5,0,0,0
17,SP Narine,c †Karthik b Johnson,3,6,0,0,50,2,4,0,29,0,7.25,10,2,1,1,0
18,L Balaji,b Malinga,0,3,0,0,0,2,3,1,7,0,2.33,13,0,0,2,0
19,SL Malinga,DNB,0,0,0,0,0,1,3.2,0,15,1,4.5,9,1,0,0,0
20,PP Ojha,DNB,0,0,0,0,0,1,4,0,23,2,5.75,12,2,1,0,0
21,AN Ahmed,DNB,0,0,0,0,0,1,3,0,18,1,6,11,2,1,0,0
0,DPMD Jayawardene,c Dravid b Trivedi,34,31,4,1,109.67,1,,,,,,,,,,
1,V Sehwag,b Faulkner,11,7,2,0,157.14,1,,,,,,,,,,
2,CM Gautam,c †Samson b Watson,2,3,0,0,66.66,1,,,,,,,,,,
3,DA Warner,c Sachin Baby b Binny,13,18,2,0,72.22,1,,,,,,,,,,
4,BJ Rohrer,not out,64,40,9,1,160,1,1,0,12,0,12,1,2,0,1,0
5,KM Jadhav,not out,23,21,2,0,109.52,1,,,,,,,,,,
6,R Dravid,c Agarkar b Kaul,53,48,7,0,110.41,2,,,,,,,,,,
7,AM Rahane,not out,63,45,5,1,140,2,,,,,,,,,,
8,SR Watson,not out,28,14,3,1,200,2,3,0,21,1,7,8,3,0,0,0
9,AB Agarkar,DNB,0,0,0,0,0,1,2,0,22,0,11,3,4,0,0,0
10,M Morkel,DNB,0,0,0,0,0,1,4,0,40,0,10,6,2,2,0,0
11,UT Yadav,DNB,0,0,0,0,0,1,3,0,28,0,9.33,8,3,0,2,0
12,P Negi,DNB,0,0,0,0,0,1,4,0,28,0,7,3,1,0,2,0
13,S Kaul,DNB,0,0,0,0,0,1,3.5,1,23,1,6,10,3,0,0,0
14,SV Samson,DNB,0,0,0,0,0,2,,,,,,,,,,
15,STR Binny,DNB,0,0,0,0,0,2,2,0,3,1,1.5,9,0,0,0,0
16,BJ Hodge,DNB,0,0,0,0,0,2,,,,,,,,,,
17,Sachin Baby,DNB,0,0,0,0,0,2,,,,,,,,,,
18,JP Faulkner,DNB,0,0,0,0,0,2,4,0,38,1,9.5,7,4,1,1,0
19,SK Trivedi,DNB,0,0,0,0,0,2,4,0,21,1,5.25,13,1,1,0,0
20,PV Tambe,DNB,0,0,0,0,0,2,4,0,30,0,7.5,8,4,0,0,0
21,SW Tait,DNB,0,0,0,0,0,2,3,0,39,0,13,6,7,0,4,0
0,CA Pujara,c Balaji b Senanayake,5,14,0,0,35.71,1,,,,,,,,,,
1,CH Gayle,st †Bisla b Narine,33,36,1,1,91.66,1,,,,,,,,,,
2,V Kohli,b Kallis,17,14,2,0,121.42,1,,,,,,,,,,
3,AB de Villiers,c †Bisla b Balaji,28,22,1,1,127.27,1,,,,,,,,,,
4,MC Henriques,c Tiwary b Kallis,11,11,0,0,100,1,,,,,,,,,,
5,SS Tiwary,lbw b Narine,1,3,0,0,33.33,1,,,,,,,,,,
6,R Vinay Kumar,not out,14,13,1,0,107.69,1,3.2,0,17,2,5.1,11,1,0,1,0
7,R Rampaul,lbw b Narine,0,3,0,0,0,1,4,1,17,1,4.25,14,1,0,2,0
8,A Mithun,c Tiwary b Narine,2,2,0,0,100,1,4,0,37,1,9.25,9,6,0,1,0
9,M Kartik,b Balaji,0,1,0,0,0,1,4,0,17,1,4.25,15,1,1,0,0
10,JD Unadkat,not out,1,1,0,0,100,1,4,0,27,0,6.75,10,4,0,0,0
11,MS Bisla,c Henriques b Rampaul,0,2,0,0,0,2,,,,,,,,,,
12,G Gambhir,c Gayle b Vinay Kumar,14,15,3,0,93.33,2,,,,,,,,,,
13,JH Kallis,c Henriques b Mithun,41,45,4,0,91.11,2,4,0,17,2,4.25,10,0,0,0,0
14,YK Pathan,lbw b Kartik,18,16,1,1,112.5,2,1,0,6,0,6,1,0,0,0,0
15,MK Tiwary,c Kohli b Vinay Kumar,24,27,3,0,88.88,2,,,,,,,,,,
16,RN ten Doeschate,not out,11,7,2,0,157.14,2,1,0,14,0,14,1,1,1,0,0
17,R Bhatia,not out,3,4,0,0,75,2,2,0,14,0,7,1,1,0,0,0
18,DB Das,DNB,0,0,0,0,0,2,,,,,,,,,,
19,SMSM Senanayake,DNB,0,0,0,0,0,2,4,0,18,1,4.5,10,1,0,0,0
20,SP Narine,DNB,0,0,0,0,0,2,4,0,22,4,5.5,11,2,0,0,0
21,L Balaji,DNB,0,0,0,0,0,2,4,0,22,2,5.5,12,0,1,1,0
0,MEK Hussey,b Binny,40,40,6,0,100,1,,,,,,,,,,
1,M Vijay,run out (†Yagnik),55,50,6,0,110,1,,,,,,,,,,
2,SK Raina,c Samson b Cooper,1,2,0,0,50,1,,,,,,,,,,
3,MS Dhoni,c Watson b Cooper,2,3,0,0,66.66,1,,,,,,,,,,
4,RA Jadeja,not out,12,14,0,0,85.71,1,1.1,0,9,0,7.71,3,0,1,0,0
5,DJ Bravo,not out,23,11,4,0,209.09,1,3,0,35,1,11.66,7,1,4,0,0
6,R Dravid,c †Dhoni b Morris,22,28,2,0,78.57,2,,,,,,,,,,
7,AM Rahane,c Vijay b Holder,9,10,1,0,90,2,,,,,,,,,,
8,JP Faulkner,b Holder,1,2,0,0,50,2,4,0,23,0,5.75,10,2,0,0,0
9,SV Samson,c †Dhoni b Sharma,0,5,0,0,0,2,,,,,,,,,,
10,SR Watson,b Bravo,70,34,6,6,205.88,2,4,0,23,0,5.75,14,2,0,1,0
11,STR Binny,not out,41,23,2,3,178.26,2,3,0,17,1,5.66,8,1,0,1,0
12,BJ Hodge,not out,0,1,0,0,0,2,,,,,,,,,,
13,S Badrinath,DNB,0,0,0,0,0,1,,,,,,,,,,
14,CH Morris,DNB,0,0,0,0,0,1,4,0,36,1,9,9,6,0,0,0
15,R Ashwin,DNB,0,0,0,0,0,1,1,0,23,0,23,0,0,3,1,0
16,JO Holder,DNB,0,0,0,0,0,1,4,0,20,2,5,14,1,1,0,0
17,MM Sharma,DNB,0,0,0,0,0,1,4,0,21,1,5.25,14,3,0,0,0
18,DH Yagnik,DNB,0,0,0,0,0,2,,,,,,,,,,
19,SK Trivedi,DNB,0,0,0,0,0,2,2,0,22,0,11,4,4,0,1,0
20,KK Cooper,DNB,0,0,0,0,0,2,4,0,32,2,8,8,4,0,0,0
21,VS Malik,DNB,0,0,0,0,0,2,3,0,19,0,6.33,9,3,0,0,0
0,CA Pujara,b Gony,51,48,8,0,106.25,1,,,,,,,,,,
1,CH Gayle,b Gony,61,33,6,3,184.84,1,1,0,22,0,22,1,2,2,1,0
2,V Kohli,c Marsh b Awana,14,14,1,0,100,1,,,,,,,,,,
3,AB de Villiers,not out,38,19,4,2,200,1,,,,,,,,,,
4,MC Henriques,not out,16,7,2,1,228.57,1,3,0,29,0,9.66,6,4,0,1,0
5,Mandeep Singh,c †Arun Karthik b Vinay Kumar,16,12,3,0,133.33,2,,,,,,,,,,
6,SE Marsh,c de Villiers b Rampaul,6,7,1,0,85.71,2,,,,,,,,,,
7,Gurkeerat Singh,lbw b Kartik,20,20,3,0,100,2,,,,,,,,,,
8,DJ Hussey,c Henriques b Kartik,13,14,1,0,92.85,2,,,,,,,,,,
9,DA Miller,not out,101,38,8,7,265.78,2,,,,,,,,,,
10,R Sathish,not out,27,18,2,1,150,2,,,,,,,,,,
11,SS Tiwary,DNB,0,0,0,0,0,1,,,,,,,,,,
12,KB Arun Karthik,DNB,0,0,0,0,0,1,,,,,,,,,,
13,R Vinay Kumar,DNB,0,0,0,0,0,1,4,0,48,1,12,5,5,2,0,1
14,R Rampaul,DNB,0,0,0,0,0,1,4,0,27,1,6.75,11,2,1,0,0
15,M Kartik,DNB,0,0,0,0,0,1,3,0,24,2,8,6,1,1,1,0
16,RP Singh,DNB,0,0,0,0,0,1,3,0,38,0,12.66,5,4,2,1,0
17,MG Neser,DNB,0,0,0,0,0,2,4,0,62,0,15.5,5,6,4,0,1
18,PP Chawla,DNB,0,0,0,0,0,2,4,0,26,0,6.5,11,3,0,1,0
19,P Kumar,DNB,0,0,0,0,0,2,4,0,28,0,7,12,2,1,2,0
20,MS Gony,DNB,0,0,0,0,0,2,4,0,41,2,10.25,9,7,1,0,0
21,P Awana,DNB,0,0,0,0,0,2,4,0,28,1,7,9,3,0,1,0
0,PA Patel,c Rayudu b Malinga,26,14,5,0,185.71,1,,,,,,,,,,
1,S Dhawan,c †Karthik b Johnson,59,41,6,2,143.9,1,,,,,,,,,,
2,GH Vihari,c Johnson b Malinga,41,37,4,0,110.81,1,,,,,,,,,,
3,CL White,not out,43,23,3,3,186.95,1,,,,,,,,,,
4,NLTC Perera,not out,2,5,0,0,40,1,3.3,0,55,0,15.71,6,3,6,1,0
5,DR Smith,b I Sharma,21,17,4,0,123.52,2,,,,,,,,,,
6,SR Tendulkar,retired hurt,38,31,3,1,122.58,2,,,,,,,,,,
7,KD Karthik,c White b KV Sharma,30,23,4,0,130.43,2,,,,,,,,,,
8,RG Sharma,not out,20,15,0,2,133.33,2,,,,,,,,,,
9,AT Rayudu,st †Patel b KV Sharma,2,5,0,0,40,2,,,,,,,,,,
10,KA Pollard,not out,66,27,2,8,244.44,2,1,0,10,0,10,0,1,0,0,0
11,DJG Sammy,DNB,0,0,0,0,0,1,2,0,15,0,7.5,3,1,0,1,0
12,BB Samantray,DNB,0,0,0,0,0,1,,,,,,,,,,
13,KV Sharma,DNB,0,0,0,0,0,1,3,0,22,2,7.33,8,2,1,1,0
14,A Mishra,DNB,0,0,0,0,0,1,3,0,36,0,12,2,1,3,0,1
15,DW Steyn,DNB,0,0,0,0,0,1,4,0,23,0,5.75,12,3,0,0,0
16,I Sharma,DNB,0,0,0,0,0,1,4,0,32,1,8,9,3,1,1,0
17,Harbhajan Singh,DNB,0,0,0,0,0,2,3,0,19,0,6.33,7,1,0,3,0
18,MG Johnson,DNB,0,0,0,0,0,2,4,0,43,1,10.75,9,7,1,1,0
19,DS Kulkarni,DNB,0,0,0,0,0,2,4,0,42,0,10.5,9,5,2,1,0
20,SL Malinga,DNB,0,0,0,0,0,2,4,0,26,2,6.5,7,2,0,1,0
21,PP Ojha,DNB,0,0,0,0,0,2,4,0,37,0,9.25,4,2,2,0,0
0,CA Pujara,c Miller b Awana,19,20,3,0,95,1,,,,,,,,,,
1,CH Gayle,b Awana,77,53,4,6,145.28,1,,,,,,,,,,
2,V Kohli,lbw b Azhar Mahmood,57,43,6,2,132.55,1,,,,,,,,,,
3,AB de Villiers,b Awana,6,2,0,1,300,1,,,,,,,,,,
4,MC Henriques,not out,0,1,0,0,0,1,2.1,0,29,0,13.38,4,6,0,1,0
5,KL Rahul,c Mandeep Singh b Azhar Mahmood,8,4,2,0,200,1,,,,,,,,,,
6,AC Gilchrist,not out,85,54,10,3,157.4,2,,,,,,,,,,
7,SE Marsh,b Khan,8,4,2,0,200,2,,,,,,,,,,
8,Azhar Mahmood,c de Villiers b Unadkat,61,41,8,1,148.78,2,4,0,24,2,6,11,3,0,0,1
9,DA Miller,b Muralitharan,2,4,0,0,50,2,,,,,,,,,,
10,R Sathish,not out,12,6,1,1,200,2,,,,,,,,,,
11,KB Arun Karthik,DNB,0,0,0,0,0,1,,,,,,,,,,
12,R Vinay Kumar,DNB,0,0,0,0,0,1,4,0,35,0,8.75,5,3,1,1,0
13,Z Khan,DNB,0,0,0,0,0,1,4,0,30,1,7.5,11,3,1,2,0
14,M Muralitharan,DNB,0,0,0,0,0,1,4,0,44,1,11,7,4,3,0,0
15,JD Unadkat,DNB,0,0,0,0,0,1,4,0,34,1,8.5,9,5,0,0,0
16,Mandeep Singh,DNB,0,0,0,0,0,2,,,,,,,,,,
17,M Vohra,DNB,0,0,0,0,0,2,,,,,,,,,,
