,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
19,Anureet Singh,DNB,0,0,0,0,0,2,4,0,30,1,7.5,12,4,0,2,0
20,Sandeep Sharma,DNB,0,0,0,0,0,2,3,0,24,0,8,6,4,0,0,0
21,Karanveer Singh,DNB,0,0,0,0,0,2,4,0,30,1,7.5,8,3,0,0,0
0,DA Warner,c Smith b Raina,61,28,11,1,217.85,1,,,,,,,,,,
1,S Dhawan,run out (Jadeja/†Dhoni),37,32,4,0,115.62,1,,,,,,,,,,
2,MC Henriques,st †Dhoni b Negi,19,9,1,2,211.11,1,4,0,20,2,5,12,2,0,1,0
3,EJG Morgan,not out,32,27,1,2,118.51,1,,,,,,,,,,
4,NV Ojha,b Nehra,20,12,3,1,166.66,1,,,,,,,,,,
5,A Ashish Reddy,c †Dhoni b Bravo,6,6,1,0,100,1,2,0,19,1,9.5,2,1,1,0,0
6,GH Vihari,c sub (B Aparajith) b Bravo,8,5,1,0,160,1,,,,,,,,,,
7,KV Sharma,c Jadeja b Bravo,4,2,1,0,200,1,2,0,19,0,9.5,2,1,1,0,0
8,DR Smith,c Vihari b Henriques,21,19,3,1,110.52,2,,,,,,,,,,
9,BB McCullum,b B Kumar,12,5,3,0,240,2,,,,,,,,,,
10,SK Raina,c Morgan b Henriques,23,15,0,3,153.33,2,4,0,29,1,7.25,10,1,2,2,0
11,F du Plessis,run out (Ashish Reddy),33,22,4,0,150,2,,,,,,,,,,
12,MS Dhoni,b Ashish Reddy,20,16,2,0,125,2,,,,,,,,,,
13,P Negi,b B Kumar,15,11,1,1,136.36,2,2,0,20,1,10,3,2,1,0,0
14,DJ Bravo,not out,25,20,3,0,125,2,4,0,25,3,6.25,11,4,0,0,0
15,RA Jadeja,not out,14,12,0,0,116.66,2,,,,,,,,,,
16,B Kumar,DNB,0,0,0,0,0,1,4,1,32,2,8,10,2,2,1,0
17,P Kumar,DNB,0,0,0,0,0,1,4,0,33,0,8.25,5,2,1,2,0
18,TA Boult,DNB,0,0,0,0,0,1,4,0,44,0,11,6,8,0,0,0
19,MM Sharma,DNB,0,0,0,0,0,2,4,0,58,0,14.5,4,8,2,0,1
20,A Nehra,DNB,0,0,0,0,0,2,4,0,31,1,7.75,9,4,0,0,0
21,RG More,DNB,0,0,0,0,0,2,2,0,28,0,14,2,4,1,1,0
0,DR Smith,c ten Doeschate b Cummins,0,1,0,0,0,1,,,,,,,,,,
1,BB McCullum,lbw b Hogg,32,12,3,3,266.66,1,,,,,,,,,,
2,SK Raina,c Chawla b UT Yadav,8,10,2,0,80,1,,,,,,,,,,
3,F du Plessis,st †Uthappa b Hogg,20,11,5,0,181.81,1,,,,,,,,,,
4,DJ Bravo,b Russell,30,32,4,0,93.75,1,2,0,27,0,13.5,2,2,2,0,0
5,MS Dhoni,b Chawla,1,4,0,0,25,1,,,,,,,,,,
6,RA Jadeja,c Cummins b Hogg,24,30,1,1,80,1,2,0,25,0,12.5,1,3,1,0,0
7,P Negi,b Hogg,27,13,4,1,207.69,1,4,0,23,1,5.75,8,0,1,1,0
8,MM Sharma,c †Uthappa b Russell,0,1,0,0,0,1,4,0,22,1,5.5,14,2,1,0,0
9,A Nehra,not out,1,4,0,0,25,1,4,0,36,0,9,11,3,2,3,0
10,RG More,not out,2,2,0,0,100,1,3.5,0,31,1,8.08,3,1,0,1,0
11,RV Uthappa,not out,80,58,7,1,137.93,2,,,,,,,,,,
12,G Gambhir,c More b Sharma,19,16,0,2,118.75,2,,,,,,,,,,
13,MK Pandey,c Jadeja b Negi,3,10,0,0,30,2,,,,,,,,,,
14,SA Yadav,c Bravo b More,2,3,0,0,66.66,2,,,,,,,,,,
15,AD Russell,not out,55,32,4,4,171.87,2,4,0,20,2,5,11,2,0,0,0
16,RN ten Doeschate,DNB,0,0,0,0,0,2,,,,,,,,,,
17,YK Pathan,DNB,0,0,0,0,0,2,2,0,11,0,5.5,4,1,0,0,0
18,PJ Cummins,DNB,0,0,0,0,0,2,4,0,54,1,13.5,8,5,3,2,0
19,PP Chawla,DNB,0,0,0,0,0,2,4,0,21,1,5.25,15,4,0,0,0
20,GB Hogg,DNB,0,0,0,0,0,2,4,0,29,4,7.25,14,3,2,0,0
21,UT Yadav,DNB,0,0,0,0,0,2,2,0,16,1,8,8,4,0,0,0
0,DR Smith,run out (Pathan),25,19,3,1,131.57,1,,,,,,,,,,
1,BB McCullum,lbw b Chawla,19,14,3,1,135.71,1,,,,,,,,,,
2,SK Raina,c †Uthappa b Russell,17,21,2,1,80.95,1,3,0,12,0,4,8,0,0,1,0
3,F du Plessis,not out,29,29,1,0,100,1,,,,,,,,,,
4,MS Dhoni,c †Uthappa b Russell,3,6,0,0,50,1,,,,,,,,,,
5,DJ Bravo,c SA Yadav b Chawla,5,7,1,0,71.42,1,3,0,22,3,7.33,8,2,1,0,0
6,RA Jadeja,b Hogg,15,20,0,0,75,1,3,0,11,0,3.66,10,1,0,0,0
7,R Ashwin,not out,9,4,2,0,225,1,2,0,5,2,2.5,8,0,0,0,0
8,RV Uthappa,c McCullum b Ashwin,39,17,6,1,229.41,2,,,,,,,,,,
9,G Gambhir,c †Dhoni b Pandey,0,1,0,0,0,2,,,,,,,,,,
10,MK Pandey,c Bravo b Ashwin,15,20,2,0,75,2,,,,,,,,,,
11,SA Yadav,c Bravo b Sharma,16,26,1,0,61.53,2,,,,,,,,,,
12,YK Pathan,b Bravo,13,18,0,0,72.22,2,,,,,,,,,,
13,RN ten Doeschate,not out,38,28,3,2,135.71,2,,,,,,,,,,
14,AD Russell,run out (Jadeja/†Dhoni),4,4,0,0,100,2,4,0,26,2,6.5,12,2,0,4,0
15,PJ Cummins,c Jadeja b Bravo,0,2,0,0,0,2,4,0,25,0,6.25,13,2,1,2,0
16,PP Chawla,c †Dhoni b Bravo,0,2,0,0,0,2,4,0,26,2,6.5,9,1,1,0,0
17,UT Yadav,b Nehra,0,1,0,0,0,2,4,0,36,0,9,12,6,1,1,0
18,GB Hogg,not out,2,1,0,0,200,2,4,0,18,1,4.5,9,1,0,0,0
19,MM Sharma,DNB,0,0,0,0,0,1,3,0,24,1,8,5,3,0,1,0
20,IC Pandey,DNB,0,0,0,0,0,1,2,0,18,1,9,6,2,1,1,0
21,A Nehra,DNB,0,0,0,0,0,1,4,0,38,1,9.5,7,4,1,0,0
0,CH Gayle,c Hooda b Southee,10,4,1,1,250,1,,,,,,,,,,
1,V Kohli,c †Samson b Southee,1,4,0,0,25,1,,,,,,,,,,
2,AB de Villiers,run out (Hooda/†Samson),57,45,9,1,126.66,1,,,,,,,,,,
3,Mandeep Singh,lbw b Binny,27,20,4,0,135,1,,,,,,,,,,
4,KD Karthik,run out (Southee/†Samson),27,18,3,1,150,1,,,,,,,,,,
5,SN Khan,not out,45,21,6,1,214.28,1,,,,,,,,,,
6,D Wiese,c Southee b Kulkarni,11,8,2,0,137.5,1,,,,,,,,,,
7,HV Patel,run out (Rahane/†Samson),6,2,0,1,300,1,,,,,,,,,,
8,TG Southee,,,,,,,2,4,0,32,2,8,12,2,2,0,1
9,DS Kulkarni,,,,,,,2,4,0,36,1,9,12,7,0,2,0
10,JP Faulkner,,,,,,,2,2,0,26,0,13,2,5,0,1,0
11,SR Watson,,,,,,,2,3,0,27,0,9,6,3,0,3,1
12,PV Tambe,,,,,,,2,3,0,39,0,13,2,5,1,0,0
13,STR Binny,,,,,,,2,4,0,32,1,8,13,3,2,0,0
0,LMP Simmons,lbw b Ankit Sharma,38,31,4,1,122.58,1,,,,,,,,,,
1,PA Patel,c & b Kulkarni,23,14,5,0,164.28,1,,,,,,,,,,
2,UBT Chand,c Binny b Southee,13,14,1,0,92.85,1,,,,,,,,,,
3,RG Sharma,c Ankit Sharma b Kulkarni,27,21,2,1,128.57,1,,,,,,,,,,
4,AT Rayudu,not out,53,27,4,3,196.29,1,,,,,,,,,,
5,KA Pollard,c †Samson b Theron,24,14,2,1,171.42,1,,,,,,,,,,
6,Harbhajan Singh,not out,0,0,0,0,0,1,4,0,34,0,8.5,6,4,0,1,0
7,AM Rahane,c Rayudu b Vinay Kumar,16,12,2,0,133.33,2,,,,,,,,,,
8,SR Watson,b Suchith,28,23,2,2,121.73,2,3,0,36,0,12,5,3,2,0,1
9,SV Samson,c Suchith b McClenaghan,76,46,7,3,165.21,2,,,,,,,,,,
10,SPD Smith,c Harbhajan Singh b McClenaghan,23,20,2,0,115,2,,,,,,,,,,
11,KK Nair,c †Patel b McClenaghan,7,6,1,0,116.66,2,,,,,,,,,,
12,STR Binny,not out,9,6,1,0,150,2,2,0,17,0,8.5,3,1,1,0,0
13,DJ Hooda,c Chand b Malinga,1,2,0,0,50,2,,,,,,,,,,
14,TG Southee,run out (Pollard/Vinay Kumar),6,5,0,0,120,2,4,0,36,1,9,10,5,1,0,0
15,J Theron,not out,1,1,0,0,100,2,4,0,40,1,10,5,4,1,2,0
16,J Suchith,DNB,0,0,0,0,0,1,4,0,39,1,9.75,8,2,2,2,0
17,R Vinay Kumar,DNB,0,0,0,0,0,1,4,0,39,1,9.75,6,6,0,0,1
18,MJ McClenaghan,DNB,0,0,0,0,0,1,4,0,31,3,7.75,10,1,2,4,0
19,SL Malinga,DNB,0,0,0,0,0,1,4,0,34,1,8.5,4,2,1,0,0
20,DS Kulkarni,DNB,0,0,0,0,0,2,3,0,26,2,8.66,9,3,1,1,0
21,Ankit Sharma,DNB,0,0,0,0,0,2,4,0,29,1,7.25,5,2,0,1,0
0,V Sehwag,c Mathews b Khan,1,2,0,0,50,1,,,,,,,,,,
1,M Vohra,c †Jadhav b Khan,1,7,0,0,14.28,1,,,,,,,,,,
2,SE Marsh,lbw b Duminy,5,4,1,0,125,1,,,,,,,,,,
3,WP Saha,c †Jadhav b Coulter0Nile,3,8,0,0,37.5,1,,,,,,,,,,
4,DA Miller,c Tiwary b Coulter0Nile,42,41,4,1,102.43,1,,,,,,,,,,
5,GJ Bailey,lbw b Mishra,18,16,3,0,112.5,1,,,,,,,,,,
6,NLTC Perera,c Tiwary b Coulter0Nile,3,7,0,0,42.85,1,2,0,22,0,11,0,3,0,0,0
7,AR Patel,c Agarwal b Coulter0Nile,22,26,0,1,84.61,1,2.5,0,23,0,8.11,3,1,1,1,0
8,SN Thakur,not out,7,6,1,0,116.66,1,3,0,38,1,12.66,6,4,2,2,0
9,Anureet Singh,not out,8,3,0,1,266.66,1,3,0,24,0,8,6,3,0,2,1
10,MA Agarwal,not out,52,40,6,1,130,2,,,,,,,,,,
11,SS Iyer,c Patel b Thakur,54,40,4,3,135,2,,,,,,,,,,
12,SS Tiwary,not out,5,4,1,0,125,2,,,,,,,,,,
13,Sandeep Sharma,DNB,0,0,0,0,0,1,3,0,10,0,3.33,13,0,1,0,0
14,JP Duminy,DNB,0,0,0,0,0,2,4,0,15,1,3.75,10,0,0,0,0
15,Yuvraj Singh,DNB,0,0,0,0,0,2,,,,,,,,,,
16,AD Mathews,DNB,0,0,0,0,0,2,3,0,19,0,6.33,6,2,0,1,0
17,KM Jadhav,DNB,0,0,0,0,0,2,,,,,,,,,,
18,NM Coulter Nile,DNB,0,0,0,0,0,2,,,,,,,,,,
19,A Mishra,DNB,0,0,0,0,0,2,2,0,10,1,5,5,1,0,0,0
20,Z Khan,DNB,0,0,0,0,0,2,4,0,17,2,4.25,13,2,0,0,0
21,Imran Tahir,DNB,0,0,0,0,0,2,3,0,36,0,12,5,1,3,1,0
22,NM Coulter0Nile,,,,,,,2,4,0,20,4,5,14,3,0,1,0
0,RV Uthappa,c †Karthik b Chahal,23,21,3,0,109.52,1,,,,,,,,,,
1,G Gambhir,c Mandeep Singh b Wiese,12,8,2,0,150,1,,,,,,,,,,
2,AD Russell,run out (†Karthik),45,17,5,3,264.7,1,1.4,0,22,1,13.2,1,0,2,1,0
3,RN ten Doeschate,c de Villiers b Starc,12,7,1,1,171.42,1,,,,,,,,,,
4,YK Pathan,not out,11,6,0,1,183.33,1,,,,,,,,,,
5,SA Yadav,not out,0,2,0,0,0,1,,,,,,,,,,
6,CH Gayle,c Russell b Hogg,21,9,0,3,233.33,2,,,,,,,,,,
7,V Kohli,c SA Yadav b Russell,34,20,2,3,170,2,,,,,,,,,,
8,AB de Villiers,b Chawla,2,4,0,0,50,2,,,,,,,,,,
9,Mandeep Singh,not out,45,18,4,3,250,2,,,,,,,,,,
10,D Wiese,not out,9,7,0,0,128.57,2,2,0,20,1,10,3,2,1,0,0
11,MK Pandey,DNB,0,0,0,0,0,1,,,,,,,,,,
12,PJ Cummins,DNB,0,0,0,0,0,1,2,0,18,0,9,4,1,1,2,0
13,PP Chawla,DNB,0,0,0,0,0,1,2,0,21,1,10.5,3,2,1,0,0
14,GB Hogg,DNB,0,0,0,0,0,1,2,0,23,1,11.5,4,0,3,0,0
15,UT Yadav,DNB,0,0,0,0,0,1,2,0,31,0,15.5,2,3,2,1,0
16,KD Karthik,DNB,0,0,0,0,0,2,,,,,,,,,,
17,SN Khan,DNB,0,0,0,0,0,2,,,,,,,,,,
18,HV Patel,DNB,0,0,0,0,0,2,2,0,22,0,11,7,2,2,1,0
19,MA Starc,DNB,0,0,0,0,0,2,2,0,15,1,7.5,6,1,0,3,1
20,VR Aaron,DNB,0,0,0,0,0,2,2,0,29,0,14.5,3,3,2,0,0
21,YS Chahal,DNB,0,0,0,0,0,2,2,0,22,1,11,1,3,0,0,0
0,CH Gayle,c & b Patel,117,57,7,12,205.26,1,,,,,,,,,,
1,V Kohli,b Sandeep Sharma,32,30,3,1,106.66,1,,,,,,,,,,
2,AB de Villiers,not out,47,24,3,4,195.83,1,,,,,,,,,,
3,KD Karthik,b Sandeep Sharma,8,3,0,1,266.66,1,,,,,,,,,,
4,SN Khan,not out,11,7,1,0,157.14,1,,,,,,,,,,
5,M Vijay,b Patel,2,6,0,0,33.33,2,,,,,,,,,,
6,M Vohra,c Wiese b Starc,2,3,0,0,66.66,2,,,,,,,,,,
7,WP Saha,c Kohli b Aravind,13,11,1,1,118.18,2,,,,,,,,,,
8,GJ Maxwell,b Aravind,1,5,0,0,20,2,2,0,23,0,11.5,3,1,2,1,0
9,DA Miller,b Aravind,7,10,1,0,70,2,,,,,,,,,,
10,GJ Bailey,b Aravind,2,4,0,0,50,2,,,,,,,,,,
11,AR Patel,not out,40,21,5,2,190.47,2,4,0,50,1,12.5,10,3,5,2,0
12,MG Johnson,b Starc,1,4,0,0,25,2,4,0,43,0,10.75,11,4,3,2,0
13,Anureet Singh,b Starc,0,2,0,0,0,2,4,0,25,0,6.25,8,3,0,0,0
14,Karanveer Singh,b Starc,4,7,0,0,57.14,2,2,0,41,0,20.5,1,1,5,2,0
15,Sandeep Sharma,c & b Chahal,7,9,1,0,77.77,2,4,0,41,2,10.25,8,2,3,0,1
16,Mandeep Singh,DNB,0,0,0,0,0,1,,,,,,,,,,
17,D Wiese,DNB,0,0,0,0,0,1,1,0,4,0,4,2,0,0,0,0
18,MA Starc,DNB,0,0,0,0,0,1,4,0,15,4,3.75,15,0,0,2,0
19,HV Patel,DNB,0,0,0,0,0,1,2,0,13,1,6.5,7,1,1,0,0
20,YS Chahal,DNB,0,0,0,0,0,1,2.4,0,24,1,9,7,3,1,0,0
21,S Aravind,DNB,0,0,0,0,0,1,4,0,27,4,6.75,14,4,1,0,0
0,AM Rahane,not out,91,54,9,3,168.51,1,,,,,,,,,,
1,SR Watson,c †Jadhav b Mathews,21,24,4,0,87.5,1,4,1,25,1,6.25,15,2,1,3,0
2,KK Nair,c Mishra b Coulter0Nile,61,38,6,2,160.52,1,,,,,,,,,,
3,JP Faulkner,not out,8,4,1,0,200,1,4,0,22,2,5.5,10,1,0,1,0
4,MA Agarwal,b Binny,11,8,1,1,137.5,2,,,,,,,,,,
5,SS Iyer,b Watson,9,12,2,0,75,2,,,,,,,,,,
6,JP Duminy,c Kulkarni b Faulkner,56,39,3,3,143.58,2,,,,,,,,,,
7,Yuvraj Singh,c Binny b Faulkner,22,18,4,0,122.22,2,,,,,,,,,,
8,AD Mathews,c †Samson b Binny,16,17,2,0,94.11,2,4,0,27,1,6.75,9,3,0,0,0
9,KM Jadhav,c Watson b Kulkarni,11,7,0,1,157.14,2,,,,,,,,,,
10,SS Tiwary,not out,28,14,1,2,200,2,,,,,,,,,,
11,NM Coulter Nile,c Smith b Kulkarni,6,2,0,1,300,2,,,,,,,,,,
12,A Mishra,not out,1,3,0,0,33.33,2,4,0,41,0,10.25,6,4,1,1,0
13,SPD Smith,DNB,0,0,0,0,0,1,,,,,,,,,,
14,SV Samson,DNB,0,0,0,0,0,1,,,,,,,,,,
15,STR Binny,DNB,0,0,0,0,0,1,2,0,27,2,13.5,6,2,2,3,0
16,DJ Hooda,DNB,0,0,0,0,0,1,,,,,,,,,,
17,TG Southee,DNB,0,0,0,0,0,1,4,1,31,0,7.75,12,1,2,1,0
18,DS Kulkarni,DNB,0,0,0,0,0,1,4,0,43,2,10.75,8,6,1,3,0
19,R Bhatia,DNB,0,0,0,0,0,1,2,0,23,0,11.5,3,1,2,0,0
20,Z Khan,DNB,0,0,0,0,0,2,4,0,31,0,7.75,14,5,0,3,0
21,GS Sandhu,DNB,0,0,0,0,0,2,4,0,49,0,12.25,5,6,1,0,0
22,NM Coulter0Nile,,,,,,,2,4,0,38,1,9.5,8,2,3,0,0
0,RV Uthappa,c Warner b Sharma,30,27,3,0,111.11,1,,,,,,,,,,
1,G Gambhir,c Morgan b Sharma,31,23,5,0,134.78,1,,,,,,,,,,
2,MK Pandey,run out (Bipul Sharma/†Ojha),33,26,1,2,126.92,1,,,,,,,,,,
3,AD Russell,c Morgan b Bipul Sharma,1,3,0,0,33.33,1,2,0,10,1,5,8,2,0,0,0
4,RN ten Doeschate,lbw b Henriques,8,7,0,0,114.28,1,1,0,4,0,4,3,0,0,1,0
5,YK Pathan,not out,30,19,4,0,157.89,1,1,0,19,0,19,1,1,2,0,0
6,J Botha,b B Kumar,12,6,1,1,200,1,4,0,32,1,8,9,0,3,1,0
7,SA Yadav,c Henriques b B Kumar,6,3,1,0,200,1,,,,,,,,,,
8,PP Chawla,not out,9,6,1,0,150,1,4,0,16,1,4,8,0,0,0,0
9,DA Warner,b UT Yadav,4,3,1,0,133.33,2,,,,,,,,,,
10,S Dhawan,c Pandey b Hogg,15,15,3,0,100,2,,,,,,,,,,
11,NV Ojha,b UT Yadav,0,3,0,0,0,2,,,,,,,,,,
12,MC Henriques,c Pandey b Hogg,41,33,2,2,124.24,2,3,0,20,1,6.66,7,2,0,0,0
13,EJG Morgan,run out (Gambhir/ten Doeschate),5,11,0,0,45.45,2,,,,,,,,,,
14,GH Vihari,st †Uthappa b Chawla,6,12,0,0,50,2,,,,,,,,,,
15,Bipul Sharma,run out (ten Doeschate/†Uthappa),1,2,0,0,50,2,4,0,23,1,5.75,8,0,1,0,0
16,KV Sharma,c SA Yadav b Botha,32,20,0,3,160,2,4,0,29,2,7.25,7,1,1,0,0
17,P Kumar,c UT Yadav b Russell,12,16,1,0,75,2,1,0,10,0,10,2,2,0,0,0
18,B Kumar,not out,11,4,1,1,275,2,4,0,42,2,10.5,8,5,1,0,0
19,DW Steyn,not out,1,1,0,0,100,2,4,0,37,0,9.25,8,6,0,1,0
20,GB Hogg,DNB,0,0,0,0,0,1,4,0,17,2,4.25,10,1,0,0,0
21,UT Yadav,DNB,0,0,0,0,0,1,4,0,34,2,8.5,10,4,1,2,0
0,DR Smith,b Starc,0,6,0,0,0,1,,,,,,,,,,
1,BB McCullum,c Iqbal Abdulla b Wiese,20,15,4,0,133.33,1,,,,,,,,,,
2,SK Raina,lbw b Patel,52,46,5,1,113.04,1,,,,,,,,,,
3,F du Plessis,b Patel,24,20,0,1,120,1,,,,,,,,,,
4,MS Dhoni,c Starc b Wiese,29,18,2,2,161.11,1,,,,,,,,,,
5,RA Jadeja,c Kohli b Chahal,3,4,0,0,75,1,2,0,11,0,5.5,5,1,0,0,0
6,P Negi,b Starc,13,7,1,1,185.71,1,2,0,19,0,9.5,4,1,1,0,0
7,DJ Bravo,c Wiese b Starc,2,3,0,0,66.66,1,3.4,0,17,2,4.63,13,2,0,0,0
8,MM Sharma,run out (†Karthik),0,0,0,0,0,1,4,0,29,1,7.25,8,3,0,0,0
9,A Nehra,not out,0,1,0,0,0,1,4,0,19,3,4.75,13,2,0,1,0
10,NJ Maddinson,b Pandey,4,7,1,0,57.14,2,,,,,,,,,,
11,V Kohli,run out (Bravo),48,44,2,1,109.09,2,1,0,6,0,6,1,0,0,0,0
12,AB de Villiers,c du Plessis b Pandey,21,14,5,0,150,2,,,,,,,,,,
13,Mandeep Singh,run out (Negi/†Dhoni),0,0,0,0,0,2,,,,,,,,,,
14,KD Karthik,c Smith b Nehra,23,20,4,0,115,2,,,,,,,,,,
15,SN Khan,c Smith b Nehra,8,8,1,0,100,2,,,,,,,,,,
16,D Wiese,c Negi b Bravo,17,14,2,0,121.42,2,4,0,29,2,7.25,9,4,0,0,0
17,HV Patel,c †Dhoni b Nehra,0,1,0,0,0,2,4,0,19,2,4.75,13,1,0,3,0
18,MA Starc,c Raina b Sharma,1,7,0,0,14.28,2,4,1,24,3,6,13,3,0,1,0
19,Iqbal Abdulla,c Negi b Bravo,0,3,0,0,0,2,3,0,34,0,11.33,4,3,2,1,0
20,YS Chahal,not out,0,0,0,0,0,2,4,0,36,1,9,7,1,3,0,0
21,IC Pandey,DNB,0,0,0,0,0,1,4,0,28,2,7,14,6,0,0,0
0,MA Agarwal,c †Patel b Malinga,0,1,0,0,0,1,,,,,,,,,,
1,SS Iyer,c Vinay Kumar b Harbhajan Singh,19,18,3,0,105.55,1,,,,,,,,,,
2,JP Duminy,c & b Suchith,28,19,3,2,147.36,1,,,,,,,,,,
3,KM Jadhav,st †Patel b Harbhajan Singh,16,15,0,1,106.66,1,,,,,,,,,,
4,Yuvraj Singh,c Simmons b Malinga,57,44,7,2,129.54,1,1,0,5,0,5,2,0,0,0,0
5,AD Mathews,c Suchith b Pandya,12,10,0,1,120,1,4,0,33,1,8.25,8,4,1,0,0
6,SS Tiwary,not out,13,11,2,0,118.18,1,,,,,,,,,,
7,NM Coulter Nile,not out,3,2,0,0,150,1,,,,,,,,,,
8,LMP Simmons,lbw b Khan,0,1,0,0,0,2,,,,,,,,,,
9,PA Patel,c Mishra b Mathews,13,13,1,0,100,2,,,,,,,,,,
10,HH Pandya,c Imran Tahir b Coulter0Nile,5,8,1,0,62.5,2,2,0,13,1,6.5,7,1,1,0,0
11,RG Sharma,b Mishra,46,37,2,3,124.32,2,,,,,,,,,,
12,Harbhajan Singh,b Coulter0Nile,5,4,1,0,125,2,4,1,11,2,2.75,16,0,0,0,0
13,AT Rayudu,not out,49,40,4,1,122.5,2,,,,,,,,,,
14,KA Pollard,not out,26,14,0,3,185.71,2,,,,,,,,,,
15,A Mishra,DNB,0,0,0,0,0,1,4,0,25,1,6.25,7,0,1,2,0
16,Imran Tahir,DNB,0,0,0,0,0,1,2.3,0,27,0,10.8,4,1,2,1,0
17,Z Khan,DNB,0,0,0,0,0,1,4,0,32,1,8,9,2,1,3,0
18,J Suchith,DNB,0,0,0,0,0,2,3,0,24,1,8,6,2,1,0,0
19,R Vinay Kumar,DNB,0,0,0,0,0,2,3,0,31,0,10.33,5,2,2,0,0
20,MJ McClenaghan,DNB,0,0,0,0,0,2,4,0,37,0,9.25,8,3,2,1,0
21,SL Malinga,DNB,0,0,0,0,0,2,4,0,33,2,8.25,12,7,0,0,0
22,NM Coulter0Nile,,,,,,,1,4,1,30,2,7.5,12,2,2,0,0
0,S Dhawan,b Faulkner,54,35,6,2,154.28,1,,,,,,,,,,
