,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
15,MA Wood,c Mustafizur Rahman b HH Pandya,1,3,0,0,33.33,2,4,0,49,0,12.25,6,6,2,1,0
16,Imran Tahir,not out,2,2,0,0,100,2,2,0,23,1,11.5,4,3,1,0,0
17,KA Pollard,DNB,0,0,0,0,0,1,,,,,,,,,,
18,JJ Bumrah,DNB,0,0,0,0,0,1,4,0,37,1,9.25,10,0,4,0,1
19,MJ McClenaghan,DNB,0,0,0,0,0,1,4,0,44,1,11,5,4,2,1,0
20,Mustafizur Rahman,DNB,0,0,0,0,0,1,3.5,0,39,1,10.17,8,6,1,0,0
21,M Markande,DNB,0,0,0,0,0,1,4,0,23,3,5.75,11,0,2,0,0
0,PP Shaw,b Chahal,2,4,0,0,50,1,,,,,,,,,,
1,JJ Roy,b Chahal,12,9,1,1,133.33,1,,,,,,,,,,
2,SS Iyer,c Kohli b Mohammed Siraj,32,35,3,0,91.42,1,,,,,,,,,,
3,RR Pant,c de Villiers b Ali,61,34,5,4,179.41,1,,,,,,,,,,
4,V Shankar,not out,21,20,2,0,105,1,,,,,,,,,,
5,Abhishek Sharma,not out,46,19,3,4,242.1,1,,,,,,,,,,
6,PA Patel,lbw b Lamichhane,6,8,1,0,75,2,,,,,,,,,,
7,MM Ali,c Shaw b Boult,1,3,0,0,33.33,2,4,0,25,1,6.25,9,1,1,2,0
8,V Kohli,c †Pant b Mishra,70,40,7,3,175,2,,,,,,,,,,
9,AB de Villiers,not out,72,37,4,6,194.59,2,,,,,,,,,,
10,Mandeep Singh,b Boult,13,14,0,1,92.85,2,,,,,,,,,,
11,SN Khan,c Shaw b Patel,11,8,2,0,137.5,2,,,,,,,,,,
12,C de Grandhomme,not out,3,4,0,0,75,2,1,0,12,0,12,0,2,0,0,0
13,HV Patel,DNB,0,0,0,0,0,1,4,0,51,1,12.75,8,6,2,3,0
14,A Mishra,DNB,0,0,0,0,0,1,4,0,33,1,8.25,7,1,2,1,0
15,S Lamichhane,DNB,0,0,0,0,0,1,4,0,25,1,6.25,10,2,1,0,0
16,CJ Dala,DNB,0,0,0,0,0,1,3,0,34,0,11.33,7,3,2,1,0
17,TA Boult,DNB,0,0,0,0,0,1,4,0,40,2,10,5,2,3,0,0
18,TG Southee,DNB,0,0,0,0,0,2,4,0,41,0,10.25,7,2,2,2,1
19,UT Yadav,DNB,0,0,0,0,0,2,3,0,28,0,9.33,8,4,1,1,0
20,Mohammed Siraj,DNB,0,0,0,0,0,2,4,0,46,1,11.5,7,3,4,0,0
21,YS Chahal,DNB,0,0,0,0,0,2,4,0,28,2,7,9,2,1,0,0
0,C Munro,lbw b Mujeeb Ur Rahman,4,6,0,0,66.66,1,,,,,,,,,,
1,G Gambhir,run out (Mujeeb Ur Rahman),55,42,5,1,130.95,1,,,,,,,,,,
2,SS Iyer,c †Rahul b Patel,11,11,0,1,100,1,,,,,,,,,,
3,V Shankar,c Patel b Sharma,13,13,0,0,100,1,,,,,,,,,,
4,RR Pant,c Tye b Mujeeb Ur Rahman,28,13,4,1,215.38,1,,,,,,,,,,
5,R Tewatia,lbw b Ashwin,9,7,1,0,128.57,1,4,0,24,1,6,9,2,0,0,0
6,CH Morris,not out,27,16,1,1,168.75,1,3,0,25,1,8.33,8,3,1,0,0
7,DT Christian,b Sharma,13,13,0,1,100,1,2,0,12,1,6,6,0,1,0,0
8,KL Rahul,c Mohammed Shami b Boult,51,16,6,4,318.75,2,,,,,,,,,,
9,MA Agarwal,c Mohammed Shami b Morris,7,5,0,1,140,2,,,,,,,,,,
10,Yuvraj Singh,c Shankar b Tewatia,12,22,2,0,54.54,2,,,,,,,,,,
11,KK Nair,c Boult b Christian,50,33,5,2,151.51,2,,,,,,,,,,
12,DA Miller,not out,24,23,1,0,104.34,2,,,,,,,,,,
13,MP Stoinis,not out,22,15,2,0,146.66,2,1,0,7,0,7,0,0,0,0,0
14,A Mishra,DNB,0,0,0,0,0,1,4,0,46,0,11.5,4,4,2,0,0
15,TA Boult,DNB,0,0,0,0,0,1,3.5,0,34,1,8.86,11,3,2,0,1
16,Mohammed Shami,DNB,0,0,0,0,0,1,2,0,26,0,13,3,4,1,0,0
17,AR Patel,DNB,0,0,0,0,0,2,3,0,35,1,11.66,3,3,2,0,0
18,R Ashwin,DNB,0,0,0,0,0,2,4,0,23,1,5.75,4,0,0,1,0
19,AJ Tye,DNB,0,0,0,0,0,2,4,0,38,0,9.5,7,3,2,1,1
20,MM Sharma,DNB,0,0,0,0,0,2,4,0,33,2,8.25,5,2,1,0,0
21,Mujeeb Ur Rahman,DNB,0,0,0,0,0,2,4,0,28,2,7,9,3,0,1,0
0,PP Shaw,c Dhawan b Shakib Al Hasan,9,11,1,0,81.81,1,,,,,,,,,,
1,JJ Roy,c †Goswami b Shakib Al Hasan,11,13,2,0,84.61,1,,,,,,,,,,
2,SS Iyer,run out (†Goswami/Sandeep Sharma),3,8,0,0,37.5,1,,,,,,,,,,
3,RR Pant,not out,128,63,15,7,203.17,1,,,,,,,,,,
4,HV Patel,run out (Dhawan/Sandeep Sharma/†Goswami),24,17,0,2,141.17,1,4,0,32,1,8,9,5,0,0,0
5,GJ Maxwell,c Hales b Kumar,9,8,1,0,112.5,1,1,0,9,0,9,1,1,0,0,0
6,V Shankar,not out,0,0,0,0,0,1,1,0,14,0,14,1,1,1,1,0
7,AD Hales,lbw b Patel,14,10,3,0,140,2,,,,,,,,,,
8,S Dhawan,not out,92,50,9,4,184,2,,,,,,,,,,
9,KS Williamson,not out,83,53,8,2,156.6,2,,,,,,,,,,
10,LE Plunkett,DNB,0,0,0,0,0,1,4,0,41,0,10.25,3,4,1,0,0
11,S Nadeem,DNB,0,0,0,0,0,1,2,0,22,0,11,2,0,2,0,0
12,A Mishra,DNB,0,0,0,0,0,1,3,0,29,0,9.66,3,3,1,0,0
13,TA Boult,DNB,0,0,0,0,0,1,3.5,0,43,0,11.21,5,6,1,0,0
14,MK Pandey,DNB,0,0,0,0,0,2,,,,,,,,,,
15,Shakib Al Hasan,DNB,0,0,0,0,0,2,4,0,27,2,6.75,8,2,1,0,0
16,YK Pathan,DNB,0,0,0,0,0,2,,,,,,,,,,
17,SP Goswami,DNB,0,0,0,0,0,2,,,,,,,,,,
18,Rashid Khan,DNB,0,0,0,0,0,2,4,0,35,0,8.75,7,4,1,0,0
19,B Kumar,DNB,0,0,0,0,0,2,4,0,51,1,12.75,11,5,4,1,0
20,S Kaul,DNB,0,0,0,0,0,2,4,0,48,0,12,5,6,2,0,0
21,Sandeep Sharma,DNB,0,0,0,0,0,2,4,0,24,0,6,11,2,1,0,0
0,AM Rahane,c Nath b Tye,9,10,1,0,90,1,,,,,,,,,,
1,JC Buttler,st †Rahul b Mujeeb Ur Rahman,82,58,9,1,141.37,1,,,,,,,,,,
2,K Gowtham,c Tiwary b Stoinis,8,6,0,1,133.33,1,3,0,12,2,4,10,1,0,1,0
3,SV Samson,c Tiwary b Mujeeb Ur Rahman,22,18,1,1,122.22,1,,,,,,,,,,
4,BA Stokes,c Ashwin b Tye,14,11,1,0,127.27,1,2,0,13,1,6.5,6,2,0,0,0
5,STR Binny,run out (Nair/Tye),11,7,0,1,157.14,1,,,,,,,,,,
6,MK Lomror,not out,9,9,1,0,100,1,2,0,19,0,9.5,1,2,0,0,0
7,JC Archer,c Tiwary b Tye,0,1,0,0,0,1,4,0,32,1,8,8,3,1,0,0
8,JD Unadkat,c Nair b Tye,0,1,0,0,0,1,4,0,36,1,9,6,3,1,0,1
9,KL Rahul,not out,95,70,11,2,135.71,2,,,,,,,,,,
10,CH Gayle,st †Buttler b Gowtham,1,1,0,0,100,2,,,,,,,,,,
11,R Ashwin,b Gowtham,0,2,0,0,0,2,4,0,34,0,8.5,4,2,1,0,0
12,KK Nair,c Unadkat b Archer,3,5,0,0,60,2,,,,,,,,,,
13,AD Nath,c Gowtham b Sodhi,9,13,1,0,69.23,2,,,,,,,,,,
14,MK Tiwary,c Rahane b Stokes,7,8,0,0,87.5,2,,,,,,,,,,
15,AR Patel,run out (Binny/†Buttler),9,5,1,0,180,2,3,0,24,0,8,7,2,1,0,0
16,MP Stoinis,c Gowtham b Unadkat,11,16,0,0,68.75,2,2,0,15,1,7.5,4,2,0,0,0
17,AJ Tye,not out,1,1,0,0,100,2,4,0,34,4,8.5,7,3,1,0,0
18,IS Sodhi,DNB,0,0,0,0,0,1,4,0,14,1,3.5,12,0,0,0,0
19,Anureet Singh,DNB,0,0,0,0,0,1,1,0,12,0,12,1,2,0,0,0
20,MM Sharma,DNB,0,0,0,0,0,2,3,0,29,0,9.66,7,3,1,1,1
21,Mujeeb Ur Rahman,DNB,0,0,0,0,0,2,4,0,21,2,5.25,8,1,0,0,0
0,CA Lynn,b Jadeja,22,16,4,0,137.5,1,,,,,,,,,,
1,SP Narine,c Raina b Harbhajan Singh,12,4,0,2,300,1,4,0,17,1,4.25,9,0,0,0,0
2,RV Uthappa,run out (Raina),29,16,2,3,181.25,1,,,,,,,,,,
3,N Rana,c †Dhoni b Watson,16,14,2,0,114.28,1,,,,,,,,,,
4,KD Karthik,lbw b Watson,26,25,2,1,104,1,,,,,,,,,,
5,RK Singh,c Bravo b Thakur,2,4,0,0,50,1,,,,,,,,,,
6,AD Russell,not out,88,36,1,11,244.44,1,4,0,35,0,8.75,7,2,2,0,0
7,TK Curran,not out,2,5,0,0,40,1,3,0,39,2,13,3,1,4,0,0
8,SR Watson,c Singh b Curran,42,19,3,3,221.05,2,4,0,39,2,9.75,7,5,1,2,0
9,AT Rayudu,c sub (Shivam Mavi) b Kuldeep Yadav,39,26,3,2,150,2,,,,,,,,,,
10,SK Raina,c Vinay Kumar b Narine,14,12,0,1,116.66,2,,,,,,,,,,
11,MS Dhoni,c †Karthik b Chawla,25,28,1,1,89.28,2,,,,,,,,,,
12,SW Billings,c Uthappa b Curran,56,23,2,5,243.47,2,,,,,,,,,,
13,RA Jadeja,not out,11,7,0,1,157.14,2,2,0,19,1,9.5,6,1,2,0,0
14,DJ Bravo,not out,11,5,0,1,220,2,3,0,50,0,16.66,3,0,7,0,0
15,R Vinay Kumar,DNB,0,0,0,0,0,1,1.5,0,35,0,19.09,2,2,3,1,1
16,Kuldeep Yadav,DNB,0,0,0,0,0,1,3,0,27,1,9,5,1,2,1,0
17,PP Chawla,DNB,0,0,0,0,0,1,4,0,49,1,12.25,5,3,3,1,0
18,DL Chahar,DNB,0,0,0,0,0,2,1,0,18,0,18,2,1,2,1,0
19,Harbhajan Singh,DNB,0,0,0,0,0,2,2,0,11,1,5.5,5,1,0,0,0
20,SN Thakur,DNB,0,0,0,0,0,2,4,0,37,1,9.25,11,1,4,0,0
21,Imran Tahir,DNB,0,0,0,0,0,2,4,0,26,0,6.5,11,2,1,0,0
0,BB McCullum,b Narine,43,27,6,2,159.25,1,,,,,,,,,,
1,Q de Kock,c Vinay Kumar b Chawla,4,4,1,0,100,1,,,,,,,,,,
2,V Kohli,b Rana,31,33,1,1,93.93,1,,,,,,,,,,
3,AB de Villiers,c Johnson b Rana,44,23,1,5,191.3,1,,,,,,,,,,
4,SN Khan,c Singh b Johnson,6,10,0,0,60,1,,,,,,,,,,
5,Mandeep Singh,c Kuldeep Yadav b Vinay Kumar,37,18,4,2,205.55,1,,,,,,,,,,
6,CR Woakes,c Russell b Vinay Kumar,5,5,1,0,100,1,4,0,36,3,9,15,5,2,2,0
7,Washington Sundar,not out,0,0,0,0,0,1,4,0,48,1,12,4,2,4,1,0
8,SP Narine,b Yadav,50,19,4,5,263.15,2,4,0,30,1,7.5,9,3,1,0,0
9,CA Lynn,c de Villiers b Woakes,5,8,1,0,62.5,2,,,,,,,,,,
10,RV Uthappa,c McCullum b Yadav,13,12,0,1,108.33,2,,,,,,,,,,
11,N Rana,lbw b Washington Sundar,34,25,2,2,136,2,1,0,11,2,11,3,1,1,0,0
12,KD Karthik,not out,35,29,4,0,120.68,2,,,,,,,,,,
13,RK Singh,c †de Kock b Woakes,6,6,1,0,100,2,,,,,,,,,,
14,AD Russell,c de Villiers b Woakes,15,11,2,1,136.36,2,2,0,10,0,5,2,0,0,0,0
15,R Vinay Kumar,not out,6,3,1,0,200,2,2,0,30,2,15,6,3,3,0,0
16,UT Yadav,DNB,0,0,0,0,0,1,4,0,27,2,6.75,13,3,1,2,0
17,K Khejroliya,DNB,0,0,0,0,0,1,3.5,0,34,0,8.86,6,2,1,4,0
18,YS Chahal,DNB,0,0,0,0,0,1,3,0,29,0,9.66,6,3,1,1,0
19,PP Chawla,DNB,0,0,0,0,0,2,4,0,31,1,7.75,10,2,2,0,0
20,MG Johnson,DNB,0,0,0,0,0,2,4,0,30,1,7.5,12,4,1,0,0
21,Kuldeep Yadav,DNB,0,0,0,0,0,2,3,0,33,0,11,4,1,2,1,0
0,AM Rahane,c Rashid Khan b Kaul,13,13,2,0,100,1,,,,,,,,,,
1,DJM Short,run out (Williamson),4,4,1,0,100,1,2,0,9,0,4.5,7,1,0,0,0
2,SV Samson,c Rashid Khan b Shakib Al Hasan,49,42,5,0,116.66,1,,,,,,,,,,
3,BA Stokes,c Williamson b Stanlake,5,8,0,0,62.5,1,2,0,21,0,10.5,4,4,0,1,0
4,RA Tripathi,c Pandey b Shakib Al Hasan,17,15,2,0,113.33,1,,,,,,,,,,
5,JC Buttler,b Rashid Khan,6,9,0,0,66.66,1,,,,,,,,,,
6,K Gowtham,c †Saha b Kaul,0,2,0,0,0,1,1,0,9,0,9,3,2,0,0,0
7,S Gopal,c Pathan b Kumar,18,18,2,0,100,1,3,0,18,0,6,7,2,0,0,0
8,DS Kulkarni,not out,3,4,0,0,75,1,2.5,0,18,0,6.35,12,2,1,1,0
9,JD Unadkat,run out (Pathan/†Saha),1,2,0,0,50,1,3,0,28,1,9.33,8,3,1,1,0
10,B Laughlin,not out,1,3,0,0,33.33,1,2,0,20,0,10,4,3,0,0,1
11,WP Saha,c Laughlin b Unadkat,5,5,1,0,100,2,,,,,,,,,,
12,S Dhawan,not out,78,57,13,1,136.84,2,,,,,,,,,,
13,KS Williamson,not out,36,35,3,1,102.85,2,,,,,,,,,,
14,MK Pandey,DNB,0,0,0,0,0,2,,,,,,,,,,
15,DJ Hooda,DNB,0,0,0,0,0,2,,,,,,,,,,
16,YK Pathan,DNB,0,0,0,0,0,2,,,,,,,,,,
17,Shakib Al Hasan,DNB,0,0,0,0,0,2,4,0,23,2,5.75,9,2,0,0,0
18,Rashid Khan,DNB,0,0,0,0,0,2,4,0,23,1,5.75,11,3,0,0,0
19,B Kumar,DNB,0,0,0,0,0,2,4,0,30,1,7.5,10,4,0,3,0
20,B Stanlake,DNB,0,0,0,0,0,2,4,0,29,1,7.25,7,2,0,1,0
21,S Kaul,DNB,0,0,0,0,0,2,4,0,17,2,4.25,11,1,0,1,0
0,RG Sharma,c Shakib Al Hasan b Stanlake,11,10,1,1,110,1,,,,,,,,,,
1,E Lewis,b Kaul,29,17,3,2,170.58,1,,,,,,,,,,
2,Ishan Kishan,c Pathan b Kaul,9,9,2,0,100,1,,,,,,,,,,
3,SA Yadav,c Hooda b Sandeep Sharma,28,31,2,1,90.32,1,,,,,,,,,,
4,KH Pandya,c Williamson b Shakib Al Hasan,15,10,2,0,150,1,2,0,10,0,5,3,0,0,0,0
5,KA Pollard,c Dhawan b Stanlake,28,23,3,2,121.73,1,,,,,,,,,,
6,BCJ Cutting,b Rashid Khan,9,9,1,0,100,1,4,0,40,0,10,4,4,1,1,0
7,PJ Sangwan,lbw b Sandeep Sharma,0,4,0,0,0,1,2,0,19,0,9.5,5,4,0,0,0
8,M Markande,not out,6,3,1,0,200,1,4,0,23,4,5.75,11,3,0,0,0
9,JJ Bumrah,not out,4,5,0,0,80,1,4,0,32,2,8,6,4,0,0,0
10,WP Saha,lbw b Markande,22,20,3,0,110,2,,,,,,,,,,
11,S Dhawan,c Bumrah b Markande,45,28,8,0,160.71,2,,,,,,,,,,
12,KS Williamson,c †Ishan Kishan b Mustafizur Rahman,6,4,1,0,150,2,,,,,,,,,,
13,MK Pandey,c Sharma b Markande,11,8,1,0,137.5,2,,,,,,,,,,
14,Shakib Al Hasan,b Markande,12,12,1,0,100,2,4,0,34,1,8.5,9,2,2,1,0
15,DJ Hooda,not out,32,25,1,1,128,2,,,,,,,,,,
16,YK Pathan,c Pollard b Bumrah,14,14,2,0,100,2,,,,,,,,,,
17,Rashid Khan,c †Ishan Kishan b Bumrah,0,1,0,0,0,2,4,0,13,1,3.25,18,2,0,1,0
18,S Kaul,c & b Mustafizur Rahman,0,4,0,0,0,2,4,0,29,2,7.25,9,4,0,0,1
19,Sandeep Sharma,c Pandya b Mustafizur Rahman,0,2,0,0,0,2,4,0,25,2,6.25,13,2,1,0,0
20,B Stanlake,not out,5,2,1,0,250,2,4,0,42,2,10.5,13,5,3,1,0
21,Mustafizur Rahman,DNB,0,0,0,0,0,1,4,0,24,3,6,10,3,0,0,0
0,KL Rahul,c Khan b Washington Sundar,47,30,2,4,156.66,1,,,,,,,,,,
1,MA Agarwal,c †de Kock b Yadav,15,11,3,0,136.36,1,,,,,,,,,,
2,AJ Finch,lbw b Yadav,0,1,0,0,0,1,,,,,,,,,,
3,Yuvraj Singh,b Yadav,4,4,1,0,100,1,,,,,,,,,,
4,KK Nair,b Khejroliya,29,26,3,0,111.53,1,,,,,,,,,,
5,MP Stoinis,st †de Kock b Washington Sundar,11,9,0,1,122.22,1,,,,,,,,,,
6,AR Patel,lbw b Khejroliya,2,3,0,0,66.66,1,4,0,25,1,6.25,10,3,0,0,0
7,R Ashwin,st †de Kock b Chahal,33,21,3,1,157.14,1,4,0,30,2,7.5,11,4,1,0,0
8,AJ Tye,c Kohli b Woakes,7,7,0,0,100,1,4,0,27,1,6.75,7,2,0,1,0
9,MM Sharma,not out,1,2,0,0,50,1,3.3,0,45,0,12.85,3,5,2,0,0
10,Mujeeb Ur Rahman,c Khan b Woakes,0,2,0,0,0,1,4,0,29,1,7.25,11,2,2,0,0
11,Q de Kock,b Ashwin,45,34,7,1,132.35,2,,,,,,,,,,
12,BB McCullum,c Mujeeb Ur Rahman b Patel,0,1,0,0,0,2,,,,,,,,,,
13,V Kohli,b Mujeeb Ur Rahman,21,16,4,0,131.25,2,,,,,,,,,,
14,AB de Villiers,c Nair b Tye,57,40,2,4,142.5,2,,,,,,,,,,
15,SN Khan,c Nair b Ashwin,0,1,0,0,0,2,,,,,,,,,,
16,Mandeep Singh,run out (sub [Dagar]/†Rahul),22,19,1,0,115.78,2,,,,,,,,,,
17,CR Woakes,not out,1,2,0,0,50,2,3.2,0,36,2,10.8,7,3,2,3,0
18,Washington Sundar,not out,9,4,2,0,225,2,4,0,22,2,5.5,8,0,1,0,0
19,UT Yadav,DNB,0,0,0,0,0,2,4,0,23,3,5.75,13,3,0,0,0
20,K Khejroliya,DNB,0,0,0,0,0,2,4,0,33,2,8.25,8,4,1,0,0
21,YS Chahal,DNB,0,0,0,0,0,2,4,0,38,1,9.5,6,2,2,0,0
0,AM Rahane,c Morris b Nadeem,45,40,5,0,112.5,1,,,,,,,,,,
1,DJM Short,run out (Shankar),6,3,1,0,200,1,,,,,,,,,,
2,BA Stokes,c †Pant b Boult,16,12,1,1,133.33,1,,,,,,,,,,
3,SV Samson,b Nadeem,37,22,2,2,168.18,1,,,,,,,,,,
4,JC Buttler,b Mohammed Shami,29,18,2,2,161.11,1,,,,,,,,,,
5,RA Tripathi,not out,15,11,0,1,136.36,1,,,,,,,,,,
6,K Gowtham,not out,2,1,0,0,200,1,1,0,10,0,10,2,2,0,0,0
7,GJ Maxwell,c †Buttler b Laughlin,17,12,2,1,141.66,2,,,,,,,,,,
8,C Munro,run out (†Buttler/Gowtham),0,0,0,0,0,2,,,,,,,,,,
9,RR Pant,c Gowtham b Unadkat,20,14,3,0,142.85,2,,,,,,,,,,
10,CH Morris,not out,17,7,2,1,242.85,2,3,0,34,0,11.33,5,1,3,0,0
11,V Shankar,c Stokes b Laughlin,3,3,0,0,100,2,,,,,,,,,,
12,SS Iyer,not out,0,0,0,0,0,2,,,,,,,,,,
13,S Gopal,DNB,0,0,0,0,0,1,,,,,,,,,,
14,DS Kulkarni,DNB,0,0,0,0,0,1,1,0,4,0,4,3,0,0,1,0
15,JD Unadkat,DNB,0,0,0,0,0,1,2,0,24,1,12,5,4,1,0,0
16,B Laughlin,DNB,0,0,0,0,0,1,2,0,20,2,10,4,1,1,0,0
17,G Gambhir,DNB,0,0,0,0,0,2,,,,,,,,,,
18,R Tewatia,DNB,0,0,0,0,0,2,4,0,29,0,7.25,6,2,0,1,0
19,S Nadeem,DNB,0,0,0,0,0,2,4,0,34,2,8.5,4,2,1,0,0
20,TA Boult,DNB,0,0,0,0,0,2,3,0,26,1,8.66,9,3,1,0,0
21,Mohammed Shami,DNB,0,0,0,0,0,2,3.5,0,29,1,7.56,10,3,1,1,0
0,SR Watson,c †Buttler b Archer,39,31,2,2,125.8,1,1,0,9,0,9,0,1,0,0,0
1,AT Rayudu,b Archer,12,9,2,0,133.33,1,,,,,,,,,,
2,SK Raina,c Binny b Sodhi,52,35,6,1,148.57,1,,,,,,,,,,
3,MS Dhoni,not out,33,23,1,1,143.47,1,,,,,,,,,,
4,SW Billings,run out (†Buttler),27,22,3,0,122.72,1,,,,,,,,,,
5,DJ Bravo,not out,1,1,0,0,100,1,3.5,0,31,1,8.08,10,1,2,0,0
6,JC Buttler,not out,95,60,11,2,158.33,2,,,,,,,,,,
7,BA Stokes,b Harbhajan Singh,11,7,1,1,157.14,2,4,0,31,0,7.75,7,4,0,1,0
8,AM Rahane,c Raina b Jadeja,4,3,1,0,133.33,2,,,,,,,,,,
9,SV Samson,run out (Raina/Bravo),21,22,2,0,95.45,2,,,,,,,,,,
10,P Chopra,c Bravo b Thakur,8,6,2,0,133.33,2,,,,,,,,,,
11,STR Binny,c Watson b Bravo,22,17,1,1,129.41,2,,,,,,,,,,
12,K Gowtham,c †Dhoni b Willey,13,4,0,2,325,2,3,0,28,0,9.33,2,4,0,0,0
13,JC Archer,not out,0,0,0,0,0,2,4,0,42,2,10.5,5,4,0,5,1
14,RA Jadeja,DNB,0,0,0,0,0,1,4,0,28,1,7,8,3,0,0,0
15,DJ Willey,DNB,0,0,0,0,0,1,4,0,47,1,11.75,5,5,2,1,0
16,Harbhajan Singh,DNB,0,0,0,0,0,1,2,0,29,1,14.5,5,4,2,0,0
17,SN Thakur,DNB,0,0,0,0,0,1,4,0,22,1,5.5,14,3,0,1,0
18,KV Sharma,DNB,0,0,0,0,0,1,1,0,10,0,10,2,1,0,0,0
19,Ankit Sharma,DNB,0,0,0,0,0,2,1,0,11,0,11,1,2,0,0,0
20,JD Unadkat,DNB,0,0,0,0,0,2,4,0,34,0,8.5,8,0,2,4,0
21,IS Sodhi,DNB,0,0,0,0,0,2,4,0,29,1,7.25,8,0,2,0,0
0,AM Rahane,c Yadav b Woakes,36,20,6,1,180,1,,,,,,,,,,
1,DJM Short,c †de Kock b Chahal,11,17,1,0,64.7,1,1,0,10,1,10,1,0,1,0,0
2,SV Samson,not out,92,45,2,10,204.44,1,,,,,,,,,,
3,BA Stokes,b Chahal,27,21,2,1,128.57,1,3,0,32,1,10.66,7,3,1,2,0
4,JC Buttler,c Kohli b Woakes,23,14,2,1,164.28,1,,,,,,,,,,
5,RA Tripathi,not out,14,5,1,1,280,1,,,,,,,,,,
6,BB McCullum,c Stokes b Gowtham,4,4,1,0,100,2,,,,,,,,,,
7,Q de Kock,c Unadkat b Short,26,19,4,0,136.84,2,,,,,,,,,,
8,V Kohli,c Short b Gopal,57,30,7,2,190,2,,,,,,,,,,
9,AB de Villiers,c Unadkat b Gopal,20,18,1,1,111.11,2,,,,,,,,,,
10,Mandeep Singh,not out,47,25,6,1,188,2,,,,,,,,,,
11,P Negi,c †Buttler b Laughlin,3,4,0,0,75,2,1,0,13,0,13,2,1,1,0,0
12,Washington Sundar,b Stokes,35,19,1,3,184.21,2,4,0,30,0,7.5,7,1,2,0,0
13,CR Woakes,not out,0,1,0,0,0,2,4,0,47,2,11.75,7,4,3,2,0
14,K Gowtham,DNB,0,0,0,0,0,1,4,0,36,1,9,8,5,1,0,0
15,S Gopal,DNB,0,0,0,0,0,1,4,0,22,2,5.5,11,1,1,0,0
16,DS Kulkarni,DNB,0,0,0,0,0,1,1,0,14,0,14,1,3,0,0,0
17,JD Unadkat,DNB,0,0,0,0,0,1,3,0,35,0,11.66,2,4,1,0,0
18,B Laughlin,DNB,0,0,0,0,0,1,4,0,46,1,11.5,5,4,2,1,0
19,UT Yadav,DNB,0,0,0,0,0,2,4,0,59,0,14.75,5,4,4,2,2
20,K Khejroliya,DNB,0,0,0,0,0,2,3,0,40,0,13.33,4,1,4,1,0
21,YS Chahal,DNB,0,0,0,0,0,2,4,0,22,2,5.5,12,3,0,1,0
0,RV Uthappa,c †Saha b Kumar,3,8,0,0,37.5,1,,,,,,,,,,
1,CA Lynn,c & b Shakib Al Hasan,49,34,7,1,144.11,1,,,,,,,,,,
2,N Rana,c Pandey b Stanlake,18,16,2,1,112.5,1,,,,,,,,,,
3,SP Narine,c Williamson b Shakib Al Hasan,9,10,1,0,90,1,4,0,17,2,4.25,11,0,0,1,0
4,KD Karthik,c †Saha b Kumar,29,27,2,1,107.4,1,,,,,,,,,,
5,AD Russell,c Pandey b Stanlake,9,5,0,1,180,1,3,0,39,0,13,4,5,2,0,0
6,Shubman Gill,c Shakib Al Hasan b Kumar,3,9,0,0,33.33,1,,,,,,,,,,
7,Shivam Mavi,c Kumar b Kaul,7,8,0,0,87.5,1,1,0,10,0,10,1,0,1,0,0
8,MG Johnson,not out,4,5,0,0,80,1,3,0,30,1,10,9,5,0,4,0
9,WP Saha,c †Karthik b Narine,24,15,5,0,160,2,,,,,,,,,,
10,S Dhawan,b Narine,7,7,1,0,100,2,,,,,,,,,,
11,KS Williamson,c Russell b Johnson,50,44,4,1,113.63,2,,,,,,,,,,
12,MK Pandey,lbw b Kuldeep Yadav,4,11,0,0,36.36,2,,,,,,,,,,
13,Shakib Al Hasan,b Chawla,27,21,2,1,128.57,2,4,0,21,2,5.25,11,1,0,1,0
14,DJ Hooda,not out,5,9,0,0,55.55,2,,,,,,,,,,
15,YK Pathan,not out,17,7,2,1,242.85,2,,,,,,,,,,
16,PP Chawla,DNB,0,0,0,0,0,1,4,0,20,1,5,10,2,0,0,0
17,Kuldeep Yadav,DNB,0,0,0,0,0,1,4,0,23,1,5.75,8,2,0,0,0
18,B Kumar,DNB,0,0,0,0,0,2,4,0,26,3,6.5,13,2,1,0,2
19,Rashid Khan,DNB,0,0,0,0,0,2,4,0,31,0,7.75,5,2,1,0,0
20,S Kaul,DNB,0,0,0,0,0,2,4,0,37,1,9.25,10,5,1,0,0
21,B Stanlake,DNB,0,0,0,0,0,2,4,0,21,2,5.25,15,2,1,0,0
0,SA Yadav,lbw b Tewatia,53,32,7,1,165.62,1,,,,,,,,,,
1,E Lewis,c Roy b Tewatia,48,28,4,4,171.42,1,,,,,,,,,,
2,Ishan Kishan,b Christian,44,23,5,2,191.3,1,,,,,,,,,,
3,RG Sharma,c Roy b Boult,18,15,2,0,120,1,,,,,,,,,,
4,KA Pollard,b Christian,0,1,0,0,0,1,,,,,,,,,,
5,KH Pandya,c Tewatia b Mohammed Shami,11,10,1,0,110,1,3,0,21,2,7,8,2,1,0,0
6,HH Pandya,c Iyer b Boult,2,3,0,0,66.66,1,2,0,32,0,16,2,4,2,0,0
7,A Dananjaya,not out,4,5,0,0,80,1,4,0,47,0,11.75,6,2,4,1,0
