,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
6,B Lee,not out,1,1,0,0,100,1,4,0,48,0,12,3,3,2,1,0
7,MK Pandey,run out (Bipul Sharma),29,25,3,0,116,2,,,,,,,,,,
8,JH Kallis,c †Bisla b Srivastava,9,10,1,0,90,2,4,0,45,1,11.25,7,5,1,1,0
9,KP Pietersen,not out,66,44,7,1,150,2,1,0,8,0,8,1,1,0,0,0
10,V Kohli,c Pathan b Bipul Sharma,42,26,4,1,161.53,2,,,,,,,,,,
11,RV Uthappa,c †Bisla b Pathan,22,8,1,2,275,2,,,,,,,,,,
12,CL White,not out,6,3,1,0,200,2,,,,,,,,,,
13,PP Chawla,DNB,0,0,0,0,0,1,2,0,22,0,11,2,2,1,0,0
14,SJ Srivastava,DNB,0,0,0,0,0,1,2,0,21,1,10.5,1,3,0,0,0
15,Bipul Sharma,DNB,0,0,0,0,0,1,4,0,26,1,6.5,7,0,1,0,0
16,S Sreesanth,DNB,0,0,0,0,0,1,2,0,14,0,7,7,2,0,0,1
17,R Dravid,DNB,0,0,0,0,0,2,,,,,,,,,,
18,P Kumar,DNB,0,0,0,0,0,2,4,0,37,0,9.25,9,5,1,1,0
19,A Kumble,DNB,0,0,0,0,0,2,4,0,33,1,8.25,7,2,1,0,1
20,R Vinay Kumar,DNB,0,0,0,0,0,2,3,0,24,1,8,5,3,0,0,0
21,DW Steyn,DNB,0,0,0,0,0,2,4,0,31,1,7.75,9,4,0,1,0
0,SC Ganguly,c Sharma b Ojha,88,54,9,5,162.96,1,,,,,,,,,,
1,CH Gayle,c Roach b Symonds,4,7,1,0,57.14,1,1,0,9,1,9,2,0,1,0,0
2,CA Pujara,c Ojha b Symonds,17,13,3,0,130.76,1,,,,,,,,,,
3,MK Tiwary,b Ojha,5,7,0,0,71.42,1,,,,,,,,,,
4,DJ Hussey,c Gibbs b Jaskaran Singh,31,27,1,2,114.81,1,,,,,,,,,,
5,AD Mathews,c Gibbs b Jaskaran Singh,4,4,0,0,100,1,4,0,25,1,6.25,9,2,0,1,0
6,WP Saha,not out,10,4,2,0,250,1,,,,,,,,,,
7,AB Agarkar,not out,8,5,1,0,160,1,4,0,31,1,7.75,7,4,0,1,0
8,HH Gibbs,c Hussey b Bond,50,45,5,1,111.11,2,,,,,,,,,,
9,AC Gilchrist,c Pujara b Agarkar,9,5,2,0,180,2,,,,,,,,,,
10,MD Mishra,c Tiwary b Mathews,29,16,6,0,181.25,2,,,,,,,,,,
11,A Symonds,c Kartik b Gayle,45,37,5,0,121.62,2,4,0,26,2,6.5,12,3,1,0,0
12,RG Sharma,b Kartik,2,6,0,0,33.33,2,2,0,16,0,8,1,1,0,1,0
13,TL Suman,not out,15,11,0,1,136.36,2,,,,,,,,,,
14,Y Venugopal Rao,not out,0,0,0,0,0,2,1,0,10,0,10,1,1,0,0,0
15,M Kartik,DNB,0,0,0,0,0,1,4,0,29,1,7.25,10,4,0,0,0
16,SE Bond,DNB,0,0,0,0,0,1,4,0,28,1,7,11,2,1,2,0
17,MB Parmar,DNB,0,0,0,0,0,1,3,0,33,0,11,4,6,0,1,0
18,Jaskaran Singh,DNB,0,0,0,0,0,2,3,0,18,2,6,10,3,0,0,0
19,KAJ Roach,DNB,0,0,0,0,0,2,4,0,48,0,12,6,5,2,1,1
20,Harmeet Singh,DNB,0,0,0,0,0,2,2,0,21,0,10.5,6,3,0,1,0
21,PP Ojha,DNB,0,0,0,0,0,2,4,0,38,2,9.5,11,1,4,2,0
0,DA Warner,b Narwal,4,8,0,0,50,1,,,,,,,,,,
1,V Sehwag,c Dogra b Narwal,19,12,3,1,158.33,1,0.4,0,2,1,3,2,0,0,0,0
2,G Gambhir,c Pathan b Narwal,43,37,3,0,116.21,1,,,,,,,,,,
3,PD Collingwood,run out (Voges/†Ojha),16,8,2,1,200,1,1,0,6,1,6,1,0,0,0,0
4,KM Jadhav,c Pathan b Warne,10,9,1,0,111.11,1,,,,,,,,,,
5,KD Karthik,c sub (AS Raut) b Tait,69,38,6,4,181.57,1,,,,,,,,,,
6,AB McDonald,not out,14,9,2,0,155.55,1,2,0,17,0,8.5,3,2,0,0,0
7,MJ Lumb,c Warner b Maharoof,0,2,0,0,0,2,,,,,,,,,,
8,NV Ojha,c †Karthik b Mishra,27,14,4,1,192.85,2,,,,,,,,,,
9,FY Fazal,lbw b Maharoof,0,2,0,0,0,2,,,,,,,,,,
10,AA Jhunjhunwala,run out (Ladda/†Karthik),2,5,0,0,40,2,,,,,,,,,,
11,AC Voges,c Warner b Mishra,15,17,1,0,88.23,2,1,0,9,0,9,4,2,0,1,0
12,YK Pathan,c Warner b Mishra,24,14,2,2,171.42,2,3,0,25,0,8.33,4,2,1,0,0
13,P Dogra,st †Karthik b Ladda,20,25,0,1,80,2,,,,,,,,,,
14,SK Warne,run out (Warner),0,1,0,0,0,2,4,0,26,1,6.5,8,2,0,0,0
15,S Narwal,c Warner b Collingwood,12,9,2,0,133.33,2,4,0,36,3,9,10,2,2,1,0
16,SW Tait,st †Karthik b Sehwag,11,12,0,1,91.66,2,4,0,53,1,13.25,7,6,2,1,1
17,SK Trivedi,not out,7,5,0,1,140,2,4,0,35,0,8.75,4,3,1,0,0
18,A Mishra,DNB,0,0,0,0,0,1,4,0,25,3,6.25,13,2,1,2,0
19,MF Maharoof,DNB,0,0,0,0,0,1,3,0,13,2,4.33,13,1,1,0,0
20,S Ladda,DNB,0,0,0,0,0,1,4,0,37,1,9.25,13,1,4,1,0
21,UT Yadav,DNB,0,0,0,0,0,1,3,0,21,0,7,7,3,0,0,0
0,MJ Lumb,c Harris b Singh,15,10,2,1,150,1,,,,,,,,,,
1,NV Ojha,c Harris b Singh,1,5,0,0,20,1,,,,,,,,,,
2,FY Fazal,c Bilakhia b Ojha,36,29,4,0,124.13,1,,,,,,,,,,
3,SR Watson,c Anirudh Singh b Singh,58,36,3,3,161.11,1,3,0,40,0,13.33,4,5,1,4,0
4,YK Pathan,c Laxman b Harris,5,7,0,0,71.42,1,2,0,3,0,1.5,9,0,0,0,0
5,AA Jhunjhunwala,c Laxman b Harmeet Singh,11,8,1,0,137.5,1,,,,,,,,,,
6,AS Raut,lbw b Harmeet Singh,0,3,0,0,0,1,,,,,,,,,,
7,SK Warne,run out (Singh),1,4,0,0,25,1,4,0,21,4,5.25,13,1,1,0,0
8,M Morkel,not out,7,7,1,0,100,1,4,0,32,0,8,9,4,1,0,0
9,AP Dole,c Symonds b Harris,4,4,1,0,100,1,4,0,42,2,10.5,8,3,2,1,1
10,SK Trivedi,b Smith,9,6,2,0,150,1,2.5,0,16,3,5.64,8,2,0,1,0
11,VVS Laxman,c Pathan b Dole,6,9,1,0,66.66,2,,,,,,,,,,
12,AC Gilchrist,c Lumb b Dole,34,17,3,3,200,2,,,,,,,,,,
13,RG Sharma,c Raut b Trivedi,73,44,8,2,165.9,2,,,,,,,,,,
14,A Symonds,c Fazal b Trivedi,15,20,2,0,75,2,2,0,18,0,9,3,0,1,0,0
15,Anirudh Singh,c †Ojha b Warne,9,12,1,0,75,2,,,,,,,,,,
16,DR Smith,c Dole b Warne,4,7,0,0,57.14,2,2.5,0,22,1,7.76,5,3,0,0,0
17,AA Bilakhia,c Raut b Warne,2,4,0,0,50,2,,,,,,,,,,
18,RJ Harris,b Warne,1,2,0,0,50,2,4,0,34,2,8.5,11,4,1,1,0
19,RP Singh,c Morkel b Trivedi,3,5,0,0,60,2,4,0,17,3,4.25,13,1,0,1,0
20,Harmeet Singh,run out (Trivedi),0,0,0,0,0,2,4,0,25,2,6.25,13,2,1,1,0
21,PP Ojha,not out,0,0,0,0,0,2,3,0,37,1,12.33,2,4,1,1,0
0,SC Ganguly,c & b Bopara,36,31,5,1,116.12,1,,,,,,,,,,
1,CH Gayle,c Bopara b Theron,88,42,6,8,209.52,1,1,0,16,0,16,1,2,1,0,0
2,MK Tiwary,c sub (M Kaif) b Pathan,35,32,2,0,109.37,1,,,,,,,,,,
3,AD Mathews,not out,17,11,2,0,154.54,1,3,0,32,0,10.66,3,2,2,0,0
4,DJ Hussey,not out,11,5,1,1,220,1,1,0,13,0,13,0,0,1,0,0
5,MS Bisla,b Kartik,18,13,3,0,138.46,2,,,,,,,,,,
6,DPMD Jayawardene,not out,110,59,14,3,186.44,2,,,,,,,,,,
7,KC Sangakkara,c Hussey b Bond,38,22,2,2,172.72,2,,,,,,,,,,
8,Yuvraj Singh,not out,33,16,2,3,206.25,2,,,,,,,,,,
9,CA Pujara,DNB,0,0,0,0,0,1,,,,,,,,,,
10,WP Saha,DNB,0,0,0,0,0,1,,,,,,,,,,
11,AB Agarkar,DNB,0,0,0,0,0,1,3,0,35,0,11.66,5,5,1,0,0
12,M Kartik,DNB,0,0,0,0,0,1,4,0,41,1,10.25,3,3,2,1,0
13,SE Bond,DNB,0,0,0,0,0,1,4,0,32,1,8,7,4,0,1,0
14,JD Unadkat,DNB,0,0,0,0,0,1,2.2,0,32,0,13.71,2,5,1,0,0
15,RS Bopara,DNB,0,0,0,0,0,2,3,0,43,1,14.33,4,0,4,2,0
16,IK Pathan,DNB,0,0,0,0,0,2,4,0,36,1,9,7,4,1,1,0
17,J Theron,DNB,0,0,0,0,0,2,4,0,36,1,9,7,4,1,0,1
18,PP Chawla,DNB,0,0,0,0,0,2,2,0,26,0,13,2,2,2,0,0
19,SJ Srivastava,DNB,0,0,0,0,0,2,3,0,35,0,11.66,7,5,1,2,0
20,Bipul Sharma,DNB,0,0,0,0,0,2,,,,,,,,,,
21,RR Powar,DNB,0,0,0,0,0,2,4,0,23,0,5.75,10,1,1,1,0
0,MK Pandey,c †Dhoni b Thushara,5,7,1,0,71.42,1,,,,,,,,,,
1,JH Kallis,run out (Raina/Jakati),52,49,7,0,106.12,1,3,0,21,1,7,6,1,1,0,0
2,RV Uthappa,c Gony b Jakati,21,13,1,2,161.53,1,,,,,,,,,,
3,V Kohli,c Vijay b Jakati,34,24,3,1,141.66,1,,,,,,,,,,
4,KP Pietersen,not out,23,14,2,1,164.28,1,2,0,26,1,13,2,0,3,0,0
5,CL White,not out,21,13,2,1,161.53,1,,,,,,,,,,
6,M Vijay,c Pandey b Pietersen,78,39,4,6,200,2,,,,,,,,,,
7,ML Hayden,st †Uthappa b Kumble,12,14,0,1,85.71,2,,,,,,,,,,
8,SK Raina,not out,40,34,3,1,117.64,2,,,,,,,,,,
9,MS Dhoni,c Dravid b Steyn,14,19,1,0,73.68,2,,,,,,,,,,
10,JA Morkel,b Kallis,1,3,0,0,33.33,2,4,0,40,0,10,2,5,0,0,0
11,S Badrinath,c †Uthappa b Vinay Kumar,7,6,1,0,116.66,2,,,,,,,,,,
12,C Ganapathy,not out,0,0,0,0,0,2,1,0,13,0,13,1,1,1,0,0
13,R Dravid,DNB,0,0,0,0,0,1,,,,,,,,,,
14,P Kumar,DNB,0,0,0,0,0,1,3,0,42,0,14,5,3,3,1,0
15,A Kumble,DNB,0,0,0,0,0,1,4,0,16,1,4,13,1,0,0,0
16,DW Steyn,DNB,0,0,0,0,0,1,4,0,20,1,5,10,1,0,1,0
17,R Vinay Kumar,DNB,0,0,0,0,0,1,2.5,0,31,1,10.94,5,3,1,0,2
18,MS Gony,DNB,0,0,0,0,0,2,3,0,39,0,13,5,4,2,3,0
19,M Muralitharan,DNB,0,0,0,0,0,2,4,0,21,0,5.25,9,2,0,0,0
20,T Thushara,DNB,0,0,0,0,0,2,4,0,30,1,7.5,11,2,2,1,0
21,SB Jakati,DNB,0,0,0,0,0,2,4,1,17,2,4.25,14,2,0,0,0
0,M Vijay,b Harbhajan Singh,14,17,2,0,82.35,1,,,,,,,,,,
1,ML Hayden,c Sathish b Pollard,35,31,2,1,112.9,1,,,,,,,,,,
2,SK Raina,c Dhawan b Bravo,23,18,2,1,127.77,1,2.3,0,12,1,4.8,6,0,0,1,0
3,MS Dhoni,c & b Pollard,31,18,4,0,172.22,1,,,,,,,,,,
4,MEK Hussey,not out,14,15,0,0,93.33,1,,,,,,,,,,
5,S Badrinath,not out,30,22,4,0,136.36,1,,,,,,,,,,
6,S Dhawan,b Thushara,16,18,2,0,88.88,2,,,,,,,,,,
7,SR Tendulkar,c Vijay b Thushara,45,35,6,0,128.57,2,,,,,,,,,,
8,SS Tiwary,c Hayden b Jakati,14,18,1,0,77.77,2,,,,,,,,,,
9,AT Rayudu,st †Dhoni b Raina,3,4,0,0,75,2,,,,,,,,,,
10,DJ Bravo,c Thushara b Tyagi,2,3,0,0,66.66,2,2,0,21,1,10.5,3,1,1,1,0
11,KA Pollard,c Vijay b Ashwin,5,6,0,0,83.33,2,4,0,27,2,6.75,4,2,0,0,0
12,R Sathish,run out (Badrinath/†Dhoni),4,5,0,0,80,2,1,0,5,0,5,2,0,0,0,0
13,R McLaren,lbw b Ashwin,1,3,0,0,33.33,2,3,0,25,0,8.33,6,3,0,1,0
14,Harbhajan Singh,b Bollinger,33,23,2,3,143.47,2,4,0,23,1,5.75,11,2,0,1,1
15,AN Ahmed,not out,4,7,0,0,57.14,2,2,0,26,0,13,3,3,0,2,0
16,R Ashwin,DNB,0,0,0,0,0,1,4,0,22,2,5.5,11,2,0,2,0
17,SB Jakati,DNB,0,0,0,0,0,1,4,0,27,1,6.75,10,3,0,1,0
18,DE Bollinger,DNB,0,0,0,0,0,1,4,0,39,1,9.75,11,3,3,1,0
19,S Tyagi,DNB,0,0,0,0,0,1,3,0,20,1,6.66,6,2,0,1,0
20,T Thushara,DNB,0,0,0,0,0,1,2.3,0,16,2,6.4,7,1,0,1,2
21,SL Malinga,DNB,0,0,0,0,0,2,4,0,36,0,9,8,3,1,2,0
0,MS Bisla,c Fazal b Watson,20,14,4,0,142.85,1,,,,,,,,,,
1,DPMD Jayawardene,c Warne b Dole,44,33,6,1,133.33,1,,,,,,,,,,
2,KC Sangakkara,c Pathan b Trivedi,9,7,1,0,128.57,1,,,,,,,,,,
3,Yuvraj Singh,b Dole,28,16,1,3,175,1,,,,,,,,,,
4,IK Pathan,not out,24,23,1,0,104.34,1,1,0,17,0,17,1,4,0,0,0
5,RS Bopara,run out (Jhunjhunwala/Fazal/†Ojha),8,11,0,0,72.72,1,2,0,18,1,9,4,1,1,2,0
6,PP Chawla,c Jhunjhunwala b Trivedi,10,15,0,0,66.66,1,4,0,27,0,6.75,12,1,2,0,0
7,Bipul Sharma,not out,1,1,0,0,100,1,1,0,12,0,12,0,2,0,0,0
8,MJ Lumb,c Chawla b Bopara,83,43,16,2,193.02,2,,,,,,,,,,
9,NV Ojha,not out,44,37,4,1,118.91,2,,,,,,,,,,
10,YK Pathan,not out,21,13,0,2,161.53,2,4,0,26,0,6.5,9,3,0,1,0
11,J Theron,DNB,0,0,0,0,0,1,2,0,23,0,11.5,3,3,1,0,0
12,S Sreesanth,DNB,0,0,0,0,0,1,3,0,40,0,13.33,6,5,1,2,3
13,RR Powar,DNB,0,0,0,0,0,1,2,0,18,0,9,6,4,0,0,0
14,SR Watson,DNB,0,0,0,0,0,2,4,0,19,1,4.75,14,2,0,1,0
15,FY Fazal,DNB,0,0,0,0,0,2,1,0,6,0,6,0,0,0,0,0
16,AA Jhunjhunwala,DNB,0,0,0,0,0,2,,,,,,,,,,
17,AC Voges,DNB,0,0,0,0,0,2,,,,,,,,,,
18,AS Raut,DNB,0,0,0,0,0,2,,,,,,,,,,
19,SK Warne,DNB,0,0,0,0,0,2,3,0,42,0,14,2,3,3,1,0
20,SK Trivedi,DNB,0,0,0,0,0,2,4,0,22,2,5.5,9,1,0,1,0
21,AP Dole,DNB,0,0,0,0,0,2,4,0,36,2,9,7,4,1,2,0
0,MK Pandey,b Harris,1,6,0,0,16.66,1,,,,,,,,,,
1,JH Kallis,c Harris b Marsh,68,44,9,1,154.54,1,4,0,32,0,8,8,2,2,0,0
2,R Dravid,c Sharma b Ojha,26,25,2,1,104,1,,,,,,,,,,
3,RV Uthappa,c †Gilchrist b Symonds,2,5,0,0,40,1,,,,,,,,,,
4,LRPL Taylor,lbw b Ojha,1,2,0,0,50,1,,,,,,,,,,
5,V Kohli,c Symonds b Harris,58,35,4,4,165.71,1,,,,,,,,,,
6,CL White,not out,13,3,0,2,433.33,1,,,,,,,,,,
7,P Kumar,not out,0,0,0,0,0,1,4,0,37,1,9.25,11,4,2,1,0
8,AC Gilchrist,st †Uthappa b Kumble,32,19,3,2,168.42,2,,,,,,,,,,
9,MD Mishra,c †Uthappa b Kumar,9,11,2,0,81.81,2,,,,,,,,,,
10,TL Suman,not out,78,57,6,3,136.84,2,,,,,,,,,,
11,RG Sharma,c Steyn b Vinay Kumar,6,5,1,0,120,2,,,,,,,,,,
12,A Symonds,not out,53,24,5,3,220.83,2,3,0,34,1,11.33,5,3,2,1,0
13,R Vinay Kumar,DNB,0,0,0,0,0,1,3.2,0,39,1,11.7,3,3,2,0,0
14,A Kumble,DNB,0,0,0,0,0,1,4,0,38,1,9.5,8,3,2,1,0
15,DW Steyn,DNB,0,0,0,0,0,1,4,0,38,0,9.5,6,5,0,3,0
16,Y Venugopal Rao,DNB,0,0,0,0,0,2,,,,,,,,,,
17,MR Marsh,DNB,0,0,0,0,0,2,4,0,37,1,9.25,11,5,1,3,0
18,RP Singh,DNB,0,0,0,0,0,2,4,0,38,0,9.5,8,3,2,1,0
19,PP Ojha,DNB,0,0,0,0,0,2,4,0,24,2,6,9,1,0,0,0
20,RJ Harris,DNB,0,0,0,0,0,2,4,0,37,2,9.25,11,2,2,3,0
21,Harmeet Singh,DNB,0,0,0,0,0,2,1,0,13,0,13,3,1,1,2,0
0,S Dhawan,b Pathan,2,4,0,0,50,1,,,,,,,,,,
1,SR Tendulkar,b Chawla,29,25,3,0,116,1,,,,,,,,,,
2,AT Rayudu,b Chawla,33,18,7,0,183.33,1,,,,,,,,,,
3,SS Tiwary,st †Sangakkara b Chawla,4,5,0,0,80,1,,,,,,,,,,
4,JP Duminy,run out (†Sangakkara),35,28,1,2,125,1,3,0,15,1,5,8,0,1,0,0
5,R Sathish,c †Sangakkara b Pathan,20,17,1,0,117.64,1,2,0,14,0,7,3,1,0,1,0
6,KA Pollard,b Pathan,18,14,2,0,128.57,1,1,0,9,1,9,2,1,0,1,0
7,Harbhajan Singh,c †Sangakkara b Ablish,9,7,1,0,128.57,1,4,0,34,0,8.5,6,3,1,1,0
8,R McLaren,b Ablish,0,1,0,0,0,1,2,0,13,0,6.5,5,2,0,0,0
9,Z Khan,not out,0,1,0,0,0,1,3.2,0,36,0,10.8,7,7,0,0,0
10,AB Barath,lbw b Duminy,33,27,4,1,122.22,2,,,,,,,,,,
11,DPMD Jayawardene,c Tiwary b Malinga,31,18,7,0,172.22,2,,,,,,,,,,
12,KC Sangakkara,c Dhawan b Malinga,56,42,6,1,133.33,2,,,,,,,,,,
13,Yuvraj Singh,c Duminy b Pollard,15,21,1,0,71.42,2,2,0,15,0,7.5,1,1,0,0,0
