team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
CSK ,DC,Delhi Capitals,bowl,"The Wanderers Stadium, Johannesburg",04:45 PM,Daryl Harper,Rudi Koertzen,Sanjay Hazare,Gundappa Viswanath,"['Sudeep Tyagi', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Shadab Jakati', 'Jacob Oram', 'MS Dhoni', 'Albie Morkel', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']","['Ashish Nehra', 'Pradeep Sangwan', 'Mithun Manhas', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'David Warner', 'Gautam Gambhir', 'Dirk Nannes', 'Amit Mishra', 'Rajat Bhatia', 'AB de Villiers']",Chennai Super Kings
KXIP ,KKR,Kolkata Knight Riders,bat,"St George's Park, Port Elizabeth",12:30 PM,Sudhir Asnani,Mark Benson,Brian Jerling,Srinivas Venkataraghavan,"['Yusuf Abdulla', 'Piyush Chawla', 'Vikramjeet Singh Malik', 'Ramesh Powar', 'Kumar Sangakkara', 'Sunny Sohal', 'Tanmay Srivastava', 'Irfan Pathan', 'Yuvraj Singh', 'Mahela Jayawardene', 'Simon Katich']","['Ashok Dinda', 'Ishant Sharma', 'Murali Kartik', 'Ajit Agarkar', 'Laxmi Shukla', 'Wriddhiman Saha', 'Morne van Wyk', 'Sourav Ganguly', 'Brad Hodge', 'Chris Gayle', 'Brendon McCullum']",Kings XI Punjab
RCB ,MI,Mumbai Indians,bat,"The Wanderers Stadium, Johannesburg",04:45 PM,Rudi Koertzen,Tyron Wijewardene,Krishna Hariharan,Gundappa Viswanath,"['Roelof van der Merwe', 'Rahul Dravid', 'Wasim Jaffer', 'Anil Kumble', 'Vinay Kumar', 'Praveen Kumar', 'Dillon du Preez', 'Mark Boucher', 'Virat Kohli', 'Robin Uthappa', 'Jacques Kallis']","['Lasith Malinga', 'Pinal Shah', 'Shikhar Dhawan', 'Abhishek Nayar', 'Dwayne Bravo', 'Zaheer Khan', 'Harbhajan Singh', 'Jean-Paul Duminy', 'Ajinkya Rahane', 'Sachin Tendulkar', 'Sanath Jayasuriya']",Royal Challengers Bangalore
CSK ,DCG,Chennai Super Kings,bat,"Buffalo Park, East London",04:30 PM,Billy Doctrove,Marais Erasmus,Shavir Tarapore,Yashpal Sharma,"['Shadab Jakati', 'Sudeep Tyagi', 'S Badrinath', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Jacob Oram', 'Albie Morkel', 'Suresh Raina', 'MS Dhoni', 'Matthew Hayden', 'Murali Vijay']","['RP Singh', 'Ryan Harris', 'Tirumalsetti Suman', 'Dwayne Smith', 'Rohit Sharma', 'VVS Laxman', 'Adam Gilchrist', 'Pragyan Ojha', 'Shoaib Ahmed', 'Venugopal Rao', 'Herschelle Gibbs']",Chennai Super Kings
KXIP ,RR,Kings XI Punjab,bowl,"Kingsmead, Durban",12:30 PM,Sanjay Hazare,Ian Howell,Gary Baxter,Javagal Srinath,"['S Sreesanth', 'Ramesh Powar', 'Piyush Chawla', 'Yuvraj Singh', 'Mahela Jayawardene', 'Simon Katich', 'Karan Goel', 'Irfan Pathan', 'Kumar Sangakkara', 'Sunny Sohal', 'Yusuf Abdulla']","['Amit Singh', 'Siddharth Trivedi', 'Niraj Patel', 'Abhishek Raut', 'Shane Harwood', 'Shane Warne', 'Lee Carseldine', 'Ravindra Jadeja', 'Yusuf Pathan', 'Graeme Smith', 'Naman Ojha']",Rajasthan Royals
DC ,KKR,Kolkata Knight Riders,bat,"Kingsmead, Durban",04:30 PM,Gary Baxter,Ian Howell,Sundaram Ravi,Javagal Srinath,"['Dirk Nannes', 'Ashish Nehra', 'Pradeep Sangwan', 'Rajat Bhatia', 'David Warner', 'Amit Mishra', 'Mithun Manhas', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'Gautam Gambhir']","['Ashok Dinda', 'Ishant Sharma', 'Murali Kartik', 'Sourav Ganguly', 'Ajit Agarkar', 'Yashpal Singh', 'Wriddhiman Saha', 'Moises Henriques', 'Brad Hodge', 'Brendon McCullum', 'Morne van Wyk']",Delhi Daredevils
DCG ,MI,Deccan Chargers,bat,"SuperSport Park, Centurion",04:30 PM,Mark Benson,Kumar Dharmasena,Krishna Hariharan,Gundappa Viswanath,"['Harmeet Singh', 'RP Singh', 'Ryan Harris', 'Dwayne Smith', 'Shoaib Ahmed', 'Dwaraka Ravi Teja', 'Venugopal Rao', 'Rohit Sharma', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist']","['Abhishek Nayar', 'Dwayne Bravo', 'Sanath Jayasuriya', 'Lasith Malinga', 'Dhawal Kulkarni', 'Rohan Raje', 'Saurabh Tiwary', 'Harbhajan Singh', 'Jean-Paul Duminy', 'Pinal Shah', 'Sachin Tendulkar']",Deccan Chargers
RCB ,RR,Rajasthan Royals,bowl,"SuperSport Park, Centurion",12:30 PM,Krishna Hariharan,Daryl Harper,Tyron Wijewardene,Srinivas Venkataraghavan,"['Praveen Kumar', 'Anil Kumble', 'Vinay Kumar', 'Dillon du Preez', 'Roelof van der Merwe', 'Mark Boucher', 'Virat Kohli', 'Rahul Dravid', 'Robin Uthappa', 'Wasim Jaffer', 'Jacques Kallis']","['Morne Morkel', 'Niraj Patel', 'Abhishek Raut', 'Ravindra Jadeja', 'Yusuf Pathan', 'Lee Carseldine', 'Naman Ojha', 'Graeme Smith', 'Amit Singh', 'Munaf Patel', 'Shane Warne']",Rajasthan Royals
CSK ,KXIP,Chennai Super Kings,bat,"SuperSport Park, Centurion",04:30 PM,Daryl Harper,Tyron Wijewardene,Krishna Hariharan,Srinivas Venkataraghavan,"['Manpreet Gony', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Shadab Jakati', 'George Bailey', 'Sudeep Tyagi', 'Albie Morkel', 'MS Dhoni', 'Suresh Raina', 'Matthew Hayden', 'S Badrinath']","['Yusuf Abdulla', 'Piyush Chawla', 'Yuvraj Singh', 'Vikram Singh', 'S Sreesanth', 'Irfan Pathan', 'Kumar Sangakkara', 'Mahela Jayawardene', 'Karan Goel', 'Simon Katich', 'Sunny Sohal']",Chennai Super Kings
DC ,MI,Mumbai Indians,bat,"Buffalo Park, East London",04:30 PM,Marais Erasmus,Shavir Tarapore,Brian Jerling,Yashpal Sharma,"['Rajat Bhatia', 'Mithun Manhas', 'Dirk Nannes', 'Ashish Nehra', 'Pradeep Sangwan', 'Amit Mishra', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'David Warner', 'Gautam Gambhir']","['Lasith Malinga', 'Rohan Raje', 'Harbhajan Singh', 'Dwayne Bravo', 'Dhawal Kulkarni', 'Ajinkya Rahane', 'Abhishek Nayar', 'Sachin Tendulkar', 'Pinal Shah', 'Jean-Paul Duminy', 'Luke Ronchi']",Delhi Daredevils
DCG ,KXIP,Kings XI Punjab,bowl,"Diamond Oval, Kimberley",12:30 PM,Gary Baxter,Amiesh Saheba,Kumar Dharmasena,Javagal Srinath,"['RP Singh', 'Pragyan Ojha', 'Ryan Harris', 'Shoaib Ahmed', 'Dwaraka Ravi Teja', 'Venugopal Rao', 'Andrew Symonds', 'Rohit Sharma', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist']","['S Sreesanth', 'Ramesh Powar', 'Brett Lee', 'Wilkin Mota', 'Mahela Jayawardene', 'Kumar Sangakkara', 'Simon Katich', 'Sunny Sohal', 'Piyush Chawla', 'Irfan Pathan', 'Yuvraj Singh']",Kings XI Punjab
CSK ,RR,Rajasthan Royals,bat,"Diamond Oval, Kimberley",04:30 PM,Gary Baxter,Kumar Dharmasena,Amiesh Saheba,Javagal Srinath,"['Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Shadab Jakati', 'Sudeep Tyagi', 'Suresh Raina', 'Albie Morkel', 'MS Dhoni', 'Jacob Oram', 'S Badrinath', 'Matthew Hayden', 'Murali Vijay']","['Siddharth Trivedi', 'Amit Singh', 'Shane Warne', 'Lee Carseldine', 'Shane Harwood', 'Abhishek Raut', 'Yusuf Pathan', 'Ravindra Jadeja', 'Swapnil Asnodkar', 'Naman Ojha', 'Graeme Smith']",Chennai Super Kings
RCB ,MI,Mumbai Indians,bat,"St George's Park, Port Elizabeth",12:30 PM,Billy Doctrove,Brian Jerling,Ian Howell,Yashpal Sharma,"['Abhimanyu Mithun', 'Anil Kumble', 'Mark Boucher', 'Rahul Dravid', 'Ross Taylor', 'Robin Uthappa', 'Virat Kohli', 'Jacques Kallis', 'KP Appanna', 'Vinay Kumar', 'Roelof van der Merwe']","['Dhawal Kulkarni', 'Chetanya Nanda', 'Yogesh Takawale', 'Harbhajan Singh', 'Lasith Malinga', 'Dwayne Bravo', 'Abhishek Nayar', 'Jean-Paul Duminy', 'Ajinkya Rahane', 'Sachin Tendulkar', 'Sanath Jayasuriya']",Mumbai Indians
DC ,KKR,Delhi Capitals,bowl,"The Wanderers Stadium, Johannesburg",04:45 PM,Suresh Shastri,Russell Tiffin,Sundaram Ravi,Srinivas Venkataraghavan,"['Dirk Nannes', 'Ashish Nehra', 'Amit Mishra', 'Rajat Bhatia', 'David Warner', 'Gautam Gambhir', 'Pradeep Sangwan', 'Mithun Manhas', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'AB de Villiers']","['Sourav Sarkar', 'Murali Kartik', 'Wriddhiman Saha', 'Ishant Sharma', 'Ajit Agarkar', 'Moises Henriques', 'Yashpal Singh', 'Morne van Wyk', 'Brad Hodge', 'Sourav Ganguly', 'Brendon McCullum']",Delhi Daredevils
DCG ,RR,Deccan Chargers,bat,"Diamond Oval, Kimberley",04:30 PM,Gary Baxter,Kumar Dharmasena,Sudhir Asnani,Javagal Srinath,"['Shoaib Ahmed', 'Venugopal Rao', 'Pragyan Ojha', 'RP Singh', 'Dwaraka Ravi Teja', 'Chaminda Vaas', 'Dwayne Smith', 'Andrew Symonds', 'Rohit Sharma', 'Adam Gilchrist', 'Tirumalsetti Suman']","['Siddharth Trivedi', 'Morne Morkel', 'Ravindra Jadeja', 'Swapnil Asnodkar', 'Graeme Smith', 'Munaf Patel', 'Shane Warne', 'Abhishek Raut', 'Yusuf Pathan', 'Naman Ojha', 'Lee Carseldine']",Deccan Chargers
RCB ,KKR,Royal Challengers Bangalore,bowl,"SuperSport Park, Centurion",12:30 PM,Marais Erasmus,Sanjay Hazare,Rudi Koertzen,Yashpal Sharma,"['Anil Kumble', 'Vinay Kumar', 'KP Appanna', 'Balachandra Akhil', 'Virat Kohli', 'Mark Boucher', 'Rahul Dravid', 'Ross Taylor', 'Robin Uthappa', 'Jacques Kallis', 'Jesse Ryder']","['Sourav Ganguly', 'Ajantha Mendis', 'Ishant Sharma', 'Murali Kartik', 'Ajit Agarkar', 'Yashpal Singh', 'Wriddhiman Saha', 'Angelo Mathews', 'David Hussey', 'Arindam Ghosh', 'Brendon McCullum']",Royal Challengers Bangalore
KXIP ,MI,Kings XI Punjab,bat,"SuperSport Park, Centurion",04:30 PM,Sanjay Hazare,Rudi Koertzen,Marais Erasmus,Yashpal Sharma,"['S Sreesanth', 'Piyush Chawla', 'Brett Lee', 'Karan Goel', 'Luke Pomersbach', 'Wilkin Mota', 'Yuvraj Singh', 'Kumar Sangakkara', 'Irfan Pathan', 'Simon Katich', 'Sunny Sohal']","['Harbhajan Singh', 'Sachin Tendulkar', 'Dwayne Bravo', 'Sanath Jayasuriya', 'Dhawal Kulkarni', 'Yogesh Takawale', 'Rohan Raje', 'Abhishek Nayar', 'Jean-Paul Duminy', 'Ajinkya Rahane', 'Lasith Malinga']",Mumbai Indians
