team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
DCG ,DC,Deccan Chargers,bowl,"Kingsmead, Durban",04:30 PM,Daryl Harper,Suresh Shastri,Russell Tiffin,Dev Govindjee,"['RP Singh', 'Chaminda Vaas', 'Dwayne Smith', 'Dwaraka Ravi Teja', 'Adam Gilchrist', 'Tirumalsetti Suman', 'Shoaib Ahmed', 'Pragyan Ojha', 'Venugopal Rao', 'Andrew Symonds', 'Rohit Sharma']","['Ashish Nehra', 'Rajat Bhatia', 'Virender Sehwag', 'Dirk Nannes', 'Pradeep Sangwan', 'Amit Mishra', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'David Warner', 'Gautam Gambhir']",Delhi Daredevils
RCB ,CSK,Chennai Super Kings,bat,"Kingsmead, Durban",12:30 PM,Billy Doctrove,Daryl Harper,Suresh Shastri,Dev Govindjee,"['Anil Kumble', 'Balachandra Akhil', 'Roelof van der Merwe', 'Mark Boucher', 'Ross Taylor', 'Rahul Dravid', 'Vinay Kumar', 'Praveen Kumar', 'Virat Kohli', 'Jacques Kallis', 'Robin Uthappa']","['Sudeep Tyagi', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Albie Morkel', 'Shadab Jakati', 'S Badrinath', 'Jacob Oram', 'MS Dhoni', 'Suresh Raina', 'Matthew Hayden', 'Murali Vijay']",Royal Challengers Bangalore
MI ,RR,Rajasthan Royals,bat,"Kingsmead, Durban",04:30 PM,Billy Doctrove,Daryl Harper,Suresh Shastri,Dev Govindjee,"['Dhawal Kulkarni', 'Harbhajan Singh', 'Jean-Paul Duminy', 'Yogesh Takawale', 'Lasith Malinga', 'Chetanya Nanda', 'Abhishek Nayar', 'Sachin Tendulkar', 'Sanath Jayasuriya', 'Ajinkya Rahane', 'Dwayne Bravo']","['Siddharth Trivedi', 'Munaf Patel', 'Abhishek Raut', 'Shane Warne', 'Johan Botha', 'Siddharth Chitnis', 'Naman Ojha', 'Ravindra Jadeja', 'Yusuf Pathan', 'Graeme Smith', 'Rob Quiney']",Rajasthan Royals
DC ,KXIP,Kings XI Punjab,bowl,"Mangaung Oval, Bloemfontein",04:30 PM,Kumar Dharmasena,Ian Howell,Sudhir Asnani,Javagal Srinath,"['Pradeep Sangwan', 'Rajat Bhatia', 'Daniel Vettori', 'Dinesh Karthik', 'Ashish Nehra', 'Farveez Maharoof', 'Mithun Manhas', 'AB de Villiers', 'Tillakaratne Dilshan', 'Virender Sehwag', 'Gautam Gambhir']","['Wilkin Mota', 'Ramesh Powar', 'Brett Lee', 'Irfan Pathan', 'Simon Katich', 'S Sreesanth', 'Piyush Chawla', 'Kumar Sangakkara', 'Yuvraj Singh', 'Luke Pomersbach', 'Sunny Sohal']",Kings XI Punjab
CSK ,MI,Mumbai Indians,bat,"St George's Park, Port Elizabeth",12:30 PM,Shavir Tarapore,Simon Taufel,Brian Jerling,Yashpal Sharma,"['Sudeep Tyagi', 'Muttiah Muralitharan', 'Albie Morkel', 'Jacob Oram', 'Parthiv Patel', 'Lakshmipathy Balaji', 'Shadab Jakati', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Matthew Hayden']","['Chetanya Nanda', 'Lasith Malinga', 'Dhawal Kulkarni', 'Harbhajan Singh', 'Ajinkya Rahane', 'Yogesh Takawale', 'Abhishek Nayar', 'Sachin Tendulkar', 'Jean-Paul Duminy', 'Dwayne Bravo', 'Sanath Jayasuriya']",Chennai Super Kings
DCG ,KKR,Deccan Chargers,bowl,"The Wanderers Stadium, Johannesburg",04:45 PM,Rudi Koertzen,Sundaram Ravi,Suresh Shastri,Srinivas Venkataraghavan,"['Pragyan Ojha', 'Dwaraka Ravi Teja', 'Venugopal Rao', 'Herschelle Gibbs', 'Adam Gilchrist', 'RP Singh', 'Harmeet Singh', 'Ryan Harris', 'Rohit Sharma', 'Andrew Symonds', 'Tirumalsetti Suman']","['Shoaib Shaikh', 'Ishant Sharma', 'Murali Kartik', 'Mashrafe Mortaza', 'Yashpal Singh', 'Ajit Agarkar', 'Wriddhiman Saha', 'David Hussey', 'Brad Hodge', 'Sourav Ganguly', 'Brendon McCullum']",Deccan Chargers
DCG ,KXIP,Deccan Chargers,bowl,"The Wanderers Stadium, Johannesburg",12:30 PM,Sundaram Ravi,Russell Tiffin,Gary Baxter,Srinivas Venkataraghavan,"['Jaskaran Singh', 'RP Singh', 'Ryan Harris', 'Venugopal Rao', 'Rohit Sharma', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist', 'Pragyan Ojha', 'Dwaraka Ravi Teja', 'Andrew Symonds']","['Irfan Pathan', 'Wilkin Mota', 'S Sreesanth', 'Ramesh Powar', 'Piyush Chawla', 'Brett Lee', 'Kumar Sangakkara', 'Yuvraj Singh', 'Luke Pomersbach', 'Simon Katich', 'Sunny Sohal']",Kings XI Punjab
DC ,RR,Delhi Capitals,bat,"Mangaung Oval, Bloemfontein",04:45 PM,Sanjay Hazare,Ian Howell,Kumar Dharmasena,Javagal Srinath,"['Aavishkar Salvi', 'Farveez Maharoof', 'Mithun Manhas', 'Amit Mishra', 'Dirk Nannes', 'Ashish Nehra', 'Dinesh Karthik', 'Tillakaratne Dilshan', 'AB de Villiers', 'Virender Sehwag', 'Gautam Gambhir']","['Amit Singh', 'Shane Warne', 'Abhishek Raut', 'Johan Botha', 'Rob Quiney', 'Munaf Patel', 'Siddharth Trivedi', 'Yusuf Pathan', 'Ravindra Jadeja', 'Naman Ojha', 'Graeme Smith']",Delhi Daredevils
CSK ,KKR,Chennai Super Kings,bat,"SuperSport Park, Centurion",04:30 PM,Simon Taufel,Russell Tiffin,Shavir Tarapore,Srinivas Venkataraghavan,"['Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Albie Morkel', 'Sudeep Tyagi', 'Shadab Jakati', 'Jacob Oram', 'S Badrinath', 'MS Dhoni', 'Suresh Raina', 'George Bailey', 'Parthiv Patel']","['Anureet Singh', 'Laxmi Shukla', 'Wriddhiman Saha', 'David Hussey', 'Brad Hodge', 'Sourav Ganguly', 'Ajantha Mendis', 'Ashok Dinda', 'Murali Kartik', 'Ajit Agarkar', 'Brendon McCullum']",Kolkata Knight Riders
RCB ,DC,Delhi Capitals,bat,"The Wanderers Stadium, Johannesburg",04:30 PM,Ian Howell,Russell Tiffin,Sudhir Asnani,Javagal Srinath,"['Anil Kumble', 'Balachandra Akhil', 'Praveen Kumar', 'Roelof van der Merwe', 'Virat Kohli', 'Mark Boucher', 'Ross Taylor', 'Rahul Dravid', 'Manish Pandey', 'Jacques Kallis', 'Robin Uthappa']","['Ashish Nehra', 'Aavishkar Salvi', 'Daniel Vettori', 'Farveez Maharoof', 'Yogesh Nagar', 'Andrew McDonald', 'Dinesh Karthik', 'AB de Villiers', 'Mithun Manhas', 'Virender Sehwag', 'Gautam Gambhir']",Royal Challengers Bangalore
KKR ,RR,Kolkata Knight Riders,bowl,"Kingsmead, Durban",12:30 PM,Brian Jerling,Simon Taufel,Sanjay Hazare,Dev Govindjee,"['Sourav Sarkar', 'Ashok Dinda', 'Ajit Agarkar', 'Laxmi Shukla', 'David Hussey', 'Yashpal Singh', 'Brad Hodge', 'Charl Langeveldt', 'Shoaib Shaikh', 'Sourav Ganguly', 'Brendon McCullum']","['Shane Warne', 'Tyron Henderson', 'Amit Singh', 'Munaf Patel', 'Ravindra Jadeja', 'Yusuf Pathan', 'Johan Botha', 'Niraj Patel', 'Swapnil Asnodkar', 'Rob Quiney', 'Naman Ojha']",Kolkata Knight Riders
CSK ,KXIP,Chennai Super Kings,bat,"Kingsmead, Durban",04:30 PM,Brian Jerling,Simon Taufel,Sanjay Hazare,Dev Govindjee,"['Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Thilan Thushara', 'Jacob Oram', 'Ravichandran Ashwin', 'Manpreet Gony', 'MS Dhoni', 'S Badrinath', 'Suresh Raina', 'Parthiv Patel', 'George Bailey']","['Piyush Chawla', 'Yuvraj Singh', 'Simon Katich', 'Ramesh Powar', 'Brett Lee', 'Irfan Pathan', 'Wilkin Mota', 'Kumar Sangakkara', 'Luke Pomersbach', 'Sunny Sohal', 'S Sreesanth']",Chennai Super Kings
DC ,MI,Delhi Capitals,bowl,"SuperSport Park, Centurion",12:30 PM,Ian Howell,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Pradeep Sangwan', 'Aavishkar Salvi', 'Rajat Bhatia', 'Virender Sehwag', 'David Warner', 'Dirk Nannes', 'Amit Mishra', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'Gautam Gambhir']","['Rahil Shaikh', 'Lasith Malinga', 'Pinal Shah', 'Ajinkya Rahane', 'Dhawal Kulkarni', 'Harbhajan Singh', 'Abhishek Nayar', 'Mohammad Ashraful', 'Jean-Paul Duminy', 'Sachin Tendulkar', 'Sanath Jayasuriya']",Delhi Daredevils
RCB ,DCG,Royal Challengers Bangalore,bat,"SuperSport Park, Centurion",04:30 PM,Ian Howell,Sundaram Ravi,Shavir Tarapore,Srinivas Venkataraghavan,"['Anil Kumble', 'Balachandra Akhil', 'Praveen Kumar', 'Mark Boucher', 'Robin Uthappa', 'Virat Kohli', 'Ross Taylor', 'Rahul Dravid', 'Roelof van der Merwe', 'Manish Pandey', 'Jacques Kallis']","['RP Singh', 'Azhar Bilakhia', 'Venugopal Rao', 'Rohit Sharma', 'Herschelle Gibbs', 'Adam Gilchrist', 'Jaskaran Singh', 'Ryan Harris', 'Andrew Symonds', 'Tirumalsetti Suman', 'Pragyan Ojha']",Royal Challengers Bangalore
DC ,DCG,Deccan Chargers,bowl,"SuperSport Park, Centurion",04:30 PM,Billy Doctrove,Daryl Harper,Rudi Koertzen,Srinivas Venkataraghavan,"['Ashish Nehra', 'Dirk Nannes', 'Pradeep Sangwan', 'Rajat Bhatia', 'Amit Mishra', 'Dinesh Karthik', 'AB de Villiers', 'Tillakaratne Dilshan', 'Virender Sehwag', 'David Warner', 'Gautam Gambhir']","['Venugopal Rao', 'Rohit Sharma', 'Tirumalsetti Suman', 'Azhar Bilakhia', 'Herschelle Gibbs', 'RP Singh', 'Harmeet Singh', 'Pragyan Ojha', 'Ryan Harris', 'Andrew Symonds', 'Adam Gilchrist']",Deccan Chargers
RCB ,CSK,Royal Challengers Bangalore,bowl,"The Wanderers Stadium, Johannesburg",04:30 PM,Rudi Koertzen,Simon Taufel,Ian Howell,Javagal Srinath,"['Anil Kumble', 'Vinay Kumar', 'Mark Boucher', 'Robin Uthappa', 'Rahul Dravid', 'Jacques Kallis', 'Praveen Kumar', 'Ross Taylor', 'Virat Kohli', 'Roelof van der Merwe', 'Manish Pandey']","['Manpreet Gony', 'Muttiah Muralitharan', 'Lakshmipathy Balaji', 'Shadab Jakati', 'S Badrinath', 'Jacob Oram', 'Albie Morkel', 'Suresh Raina', 'MS Dhoni', 'Matthew Hayden', 'Parthiv Patel']",Royal Challengers Bangalore
RCB ,DCG,Royal Challengers Bangalore,bowl,"The Wanderers Stadium, Johannesburg",04:30 PM,Rudi Koertzen,Simon Taufel,Daryl Harper,Javagal Srinath,"['Anil Kumble', 'Praveen Kumar', 'Virat Kohli', 'Roelof van der Merwe', 'Vinay Kumar', 'Robin Uthappa', 'Mark Boucher', 'Ross Taylor', 'Rahul Dravid', 'Manish Pandey', 'Jacques Kallis']","['RP Singh', 'Harmeet Singh', 'Ryan Harris', 'Azhar Bilakhia', 'Rohit Sharma', 'Pragyan Ojha', 'Venugopal Rao', 'Andrew Symonds', 'Tirumalsetti Suman', 'Herschelle Gibbs', 'Adam Gilchrist']",Deccan Chargers
