Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb,50,100,0,4_haul,5_haul,BSR,BWA,hard_hit,bat_consistency,pca_bat,Bowl_index,bowl_consistency,bowl_pca
CJ Anderson,0,252.0,167.0,19.0,15.0,150.0,16.0,16.0,0.0,168.0,3.0,9.882352941176471,36.0,24.0,5.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,24.0,42.0,1.0901520869986272,1.149340868044557,1.049670147621558,1.1933670370266214,-1.159713251561479,1.341201545657151
KA Pollard,0,240.0,173.0,13.0,13.0,137.93103448275863,20.0,24.6,0.0,262.0,2.0,10.234375,36.0,23.0,10.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,49.20000000000001,87.33333333333333,0.4933116524377833,0.8920870319199612,0.9043355459365092,3.3557073578906573,-0.8822183440526692,3.921642517291718
AP Tare,0,118.0,88.0,15.0,3.0,132.58426966292134,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0886445203578932,0.8134915330854919,0.2010176373107145,-1.121405464274777,1.063997193939092,-0.7487287956499169
R Dhawan,0,82.0,75.0,8.0,1.0,107.89473684210526,17.0,44.2,0.0,344.0,13.0,7.610619469026548,85.0,24.0,10.0,10.0,0.0,0.0,0.0,6.0,0.0,0.0,18.942857142857147,24.571428571428573,0.14387631029383735,0.30146553379882907,-0.12190817918592313,0.43814718615121817,-0.09433444841076769,-0.40186940240148417
Sandeep Sharma,0,2.0,5.0,0.0,0.0,33.33333333333333,14.0,40.1,2.0,354.0,18.0,8.613138686131387,113.0,40.0,14.0,11.0,3.0,0.0,0.0,10.0,0.0,0.0,12.663157894736843,18.63157894736842,-1.1907962404315748,-1.1353646723275916,-0.8613380784076249,0.09597445711131675,0.036001989941011836,-1.2960015349022358
Harbhajan Singh,0,18.0,20.0,1.0,1.0,85.71428571428571,18.0,51.0,0.0,333.0,14.0,6.403846153846154,133.0,23.0,12.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,20.4,22.2,-0.11740879222912695,-0.12806267239654653,-0.5729147972761318,0.3734448024645762,0.16819256473048316,-1.0880540991933505
JJ Bumrah,0,1.0,3.0,0.0,0.0,25.0,15.0,39.4,1.0,301.0,5.0,7.4504950495049505,98.0,32.0,8.0,7.0,1.0,0.0,0.0,10.0,0.0,0.0,39.4,50.166666666666664,-1.1907962404315748,-1.281448110816776,-0.8976170741348294,1.8380791772859848,-0.16405136651727387,1.3012405363102266
Z Khan,0,8.0,7.0,0.0,1.0,100.0,8.0,19.3,0.0,129.0,5.0,6.354679802955665,55.0,12.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,19.3,21.5,0.2180247853341381,0.18945107790798232,-0.5768464358427513,0.3170364380232246,-0.9706595366147541,0.052606369163628396
SL Malinga,0,2.0,4.0,0.0,0.0,40.0,13.0,34.7,0.0,236.0,14.0,6.610644257703081,90.0,21.0,6.0,6.0,1.0,0.0,0.0,8.0,1.0,0.0,13.88,15.733333333333333,-1.1907962404315748,-1.0046947619939592,-0.8365129944801769,-0.01640194283034596,-0.3079579197956783,-1.0156914493788443
AJ Finch,0,309.0,263.0,31.0,9.0,117.04545454545455,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5168656089814105,0.5374967000727973,1.2583128258927743,-1.121405464274777,1.0655918544481968,-0.7487287956499169
S Dhawan,0,377.0,319.0,49.0,7.0,117.81250000000001,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7815531956404231,0.5712033359740197,1.6922318783767707,-1.121405464274777,1.0655033500961815,-0.7487287956499169
KL Rahul,0,166.0,164.0,12.0,3.0,100.60606060606061,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,-0.1661991307837836,0.17066518690971338,0.3198696216058319,-1.121405464274777,1.0678099070908484,-0.7487287956499169
DA Warner,0,528.0,375.0,39.0,24.0,140.4255319148936,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.697623432403317,0.9656027389706746,2.6229460678681757,-1.121405464274777,1.0633255211306556,-0.7487287956499169
DJG Sammy,0,108.0,91.0,4.0,8.0,117.3913043478261,13.0,14.0,0.0,157.0,3.0,10.466666666666667,21.0,16.0,7.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,21.0,39.25,0.2792778734109082,0.5059110155662968,0.06457079834880394,1.0357890485336363,-1.2252416528013226,1.3350348643506136
NV Ojha,0,232.0,161.0,14.0,17.0,143.20987654320987,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9659174286418621,1.0208004663193218,0.9056832463076628,-1.121405464274777,1.06310459092764,-0.7487287956499169
IK Pathan,0,55.0,54.0,5.0,0.0,100.0,14.0,23.0,0.0,205.0,4.0,8.541666666666666,45.0,15.0,11.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,27.6,41.0,-0.1661991307837836,0.15313935706663018,-0.3117030817665627,1.2317820922969271,-0.8988595107443891,1.2609149682385035
KV Sharma,0,42.0,29.0,1.0,3.0,140.0,18.0,50.4,0.0,376.0,15.0,7.315175097276264,125.0,23.0,21.0,3.0,0.0,0.0,0.0,7.0,1.0,0.0,18.9,23.5,0.3119461870518523,0.8702344091664364,-0.23531438889996428,0.395143716820964,0.17555233453553626,-0.9987488094770085
DW Steyn,0,22.0,26.0,1.0,0.0,81.48148148148148,18.0,56.0,0.0,431.0,11.0,7.56140350877193,154.0,46.0,16.0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,28.0,35.916666666666664,-0.7733677883528451,-0.26627684929482487,-0.5724411504367541,1.0590154751820815,0.30248024539843454,-0.47202396956432136
A Mishra,0,4.0,7.0,0.0,0.0,50.0,12.0,37.3,0.0,340.0,7.0,8.877284595300262,68.0,17.0,21.0,3.0,2.0,0.0,0.0,9.0,0.0,0.0,27.974999999999998,42.5,-1.1907962404315748,-0.8362962155780806,-0.7887800869532161,1.299216448161612,-0.3717508617541248,0.9721852378990313
B Kumar,0,1.0,4.0,0.0,0.0,20.0,18.0,52.3,0.0,354.0,20.0,6.641651031894935,159.0,42.0,8.0,8.0,0.0,0.0,0.0,13.0,1.0,0.0,14.942857142857141,16.857142857142858,-1.1907962404315748,-1.389802913223714,-0.9162358870804155,0.051247639698350014,0.3523223316139432,-1.9513395152239807
PP Ojha,0,4.0,8.0,0.0,0.0,44.44444444444444,16.0,42.0,1.0,354.0,4.0,8.232558139534884,94.0,19.0,21.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,50.4,70.8,-1.1907962404315748,-0.9267835947997276,-0.8094676568927559,2.8269028675285774,-0.11413262669270756,2.538065179746042
CH Gayle,0,196.0,184.0,18.0,12.0,105.94594594594595,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6368634686698907,0.34644802801275054,0.5678889696705575,-1.121405464274777,1.067014658476401,-0.7487287956499169
PA Patel,0,204.0,184.0,30.0,1.0,110.27027027027027,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6977854589732729,0.429746365266781,0.6344401165969412,-1.121405464274777,1.0664265875369217,-0.7487287956499169
V Kohli,0,338.0,269.0,20.0,16.0,125.18518518518518,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.3119461870518523,0.6437961330159051,1.4229193158946256,-1.121405464274777,1.0647075387709621,-0.7487287956499169
YV Takawale,0,104.0,88.0,17.0,1.0,116.85393258426966,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0886445203578932,0.5653448446848609,0.06876838597372455,-1.121405464274777,1.065614132651445,-0.7487287956499169
AB de Villiers,0,395.0,248.0,26.0,24.0,158.63453815261045,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0723700660193696,1.3050026143261628,1.9174927314216732,-1.121405464274777,1.0620202927969806,-0.7487287956499169
Yuvraj Singh,0,373.0,271.0,22.0,28.0,137.13235294117646,21.0,22.4,0.0,187.0,5.0,7.991452991452992,34.0,9.0,9.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,22.399999999999995,31.166666666666668,0.8809993856944738,0.9134207062716267,1.7223880788709527,0.7564098260193464,-0.8590069816846494,0.8149008556902773
JA Morkel,0,38.0,28.0,0.0,3.0,131.0344827586207,10.0,16.0,0.0,126.0,4.0,7.411764705882353,41.0,19.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,19.2,25.2,-0.024875391522019324,0.7217949141346899,-0.29434224867071135,0.45909966684636405,-1.113100814741859,0.4099272025398473
MA Starc,0,67.0,68.0,7.0,0.0,97.10144927536231,21.0,49.4,0.0,373.0,12.0,7.400793650793651,128.0,40.0,6.0,15.0,2.0,0.0,0.0,6.0,0.0,0.0,22.799999999999997,28.692307692307693,-0.047405262998532385,0.09761755722131167,-0.2502212290956229,0.6751140981990577,0.0801855130694466,-0.6271745956490123
VR Aaron,0,35.0,34.0,2.0,1.0,100.0,17.0,36.0,1.0,299.0,16.0,8.08108108108108,97.0,27.0,12.0,15.0,3.0,0.0,0.0,7.0,0.0,0.0,12.705882352941176,17.58823529411765,-0.22474753704937167,0.12795307244726578,-0.42585645615233114,0.04922052852667208,-0.24163188735637264,-1.093885016402853
AB Dinda,0,4.0,9.0,0.0,0.0,40.0,14.0,29.0,0.0,262.0,5.0,8.733333333333333,58.0,22.0,9.0,7.0,2.0,0.0,0.0,6.0,0.0,0.0,29.0,43.666666666666664,-1.1907962404315748,-0.990891602451674,-0.8260177128443882,1.3616815026251265,-0.6638454533221705,1.2245693460245475
YS Chahal,0,1.0,1.0,0.0,0.0,50.0,21.0,52.0,0.0,369.0,11.0,6.962264150943396,105.0,16.0,17.0,3.0,0.0,0.0,0.0,12.0,0.0,0.0,26.0,30.75,-1.1907962404315748,-0.8570009548915083,-0.8045230094068992,0.8221214736231529,0.18421325318734114,-0.13813615858816417
Y Venugopal Rao,0,71.0,63.0,8.0,0.0,110.9375,10.0,2.0,0.0,16.0,0.0,5.333333333333333,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,16.0,0.2180247853341381,0.38808717069617943,-0.17305665895087574,-0.1045803345041369,-1.551640600416703,0.3481450153271833
DR Smith,0,500.0,373.0,44.0,31.0,133.6898395721925,24.0,8.0,0.0,70.0,3.0,7.777777777777778,14.0,5.0,3.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,12.0,17.5,1.0693444426150234,0.8772213667693295,2.497574428887413,0.01574397251872237,-1.3590817381491984,0.2451408650858499
BB McCullum,0,338.0,288.0,28.0,14.0,116.95501730103805,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4471410075174894,0.5305743149731003,1.4199769182885167,-1.121405464274777,1.065602365267325,-0.7487287956499169
SK Raina,0,499.0,340.0,49.0,19.0,146.3343108504399,24.0,18.0,0.0,134.0,1.0,7.052631578947368,35.0,9.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,54.0,67.0,1.0567070968603542,1.1007414390721528,2.510561230407247,2.7848085474072772,-1.1047769704685177,3.3083830978953035
MS Dhoni,0,345.0,239.0,19.0,19.0,143.75,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5937103922049948,1.0017785196044136,1.5334470610358617,-1.121405464274777,1.063062717897464,-0.7487287956499169
F du Plessis,0,303.0,235.0,26.0,7.0,128.38983050847457,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3851730426283751,0.6986771227660369,1.2363016330091505,-1.121405464274777,1.06438990520791,-0.7487287956499169
RA Jadeja,0,146.0,110.0,9.0,5.0,131.53153153153156,24.0,49.8,0.0,400.0,19.0,7.874015748031496,98.0,22.0,19.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,14.939999999999998,20.0,0.2307168666473426,0.7293675701619275,0.3256303172861907,0.18462554929505376,0.21664703850661868,-1.0240351091545359
M Manhas,0,35.0,23.0,3.0,1.0,145.83333333333331,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.687631793922709,1.001249398488626,-0.25053216534749007,-1.121405464274777,1.062904093326202,-0.7487287956499169
I Sharma,0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,101.0,3.0,8.416666666666666,26.0,7.0,6.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,16.5,25.25,-1.1907962404315748,-1.6713873678863305,-0.995958779680654,0.4089163560300365,0.31064072280717314,0.553416169431505
R Ashwin,0,45.0,45.0,4.0,0.0,97.82608695652173,24.0,55.5,1.0,396.0,14.0,7.008849557522124,133.0,16.0,21.0,16.0,0.0,0.0,0.0,10.0,0.0,0.0,22.2,26.4,-0.21074683120325283,0.07021128392720942,-0.3769264648124407,0.5749288057569262,0.4159646149439409,-0.8566146156294329
BW Hilfenhaus,0,0.0,0.0,0.0,0.0,0.0,12.0,28.0,0.0,246.0,8.0,8.482758620689655,75.0,25.0,12.0,6.0,1.0,0.0,0.0,8.0,0.0,0.0,18.666666666666668,27.333333333333332,-1.1907962404315748,-1.7058952667420433,-0.995958779680654,0.5405776788675797,0.9143046196238653,-0.03295229794008584
IC Pandey,0,0.0,0.0,0.0,0.0,0.0,21.0,42.0,2.0,318.0,6.0,7.395348837209302,121.0,40.0,9.0,2.0,1.0,0.0,0.0,13.0,0.0,0.0,36.0,45.42857142857143,-1.1907962404315748,-1.740403165597756,-0.995958779680654,1.5881463632549082,1.5988973409672063,0.6952399558027027
MM Sharma,0,1.0,3.0,0.0,0.0,25.0,24.0,51.0,0.0,417.0,23.0,8.01923076923077,118.0,43.0,14.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,12.75,17.375,-1.1907962404315748,-1.309054429901346,-0.8976170741348294,0.0421749077829529,0.2829017614336383,-1.5477926213488324
RR Rossouw,0,39.0,41.0,2.0,2.0,92.85714285714286,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11740879222912695,0.05926592139160875,-0.426709238705707,-1.121405464274777,1.0691248564781897,-0.7487287956499169
HV Patel,0,13.0,7.0,1.0,1.0,162.5,6.0,11.0,0.0,113.0,4.0,9.416666666666666,24.0,9.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,22.6,1.6268458110998512,1.4136187898143941,-0.3132212311298182,0.25791782425909654,-1.2880419084446895,0.36251213602549376
JH Kallis,0,138.0,112.0,12.0,4.0,122.12389380530972,11.0,21.0,0.0,182.0,4.0,8.272727272727273,40.0,20.0,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,25.2,36.4,0.40503642592250705,0.6013291133996007,0.26276767916480803,1.010044885020807,-0.9652173652918422,1.0637453002177644
AD Russell,0,2.0,8.0,0.0,0.0,22.22222222222222,4.0,5.0,0.0,52.0,1.0,8.666666666666666,8.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,-1.1907962404315748,-1.261126792601745,-0.902713218286705,0.3936639790834769,-1.457076322213427,0.810480468137662
R Vinay Kumar,0,4.0,5.0,0.0,0.0,66.66666666666666,12.0,28.0,0.0,251.0,5.0,8.655172413793103,54.0,24.0,8.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,28.0,41.833333333333336,-1.1907962404315748,-0.5303261790574273,-0.7267173771345958,1.2728670869799874,-0.7126280900022608,1.170041728068792
Q de Kock,0,137.0,106.0,17.0,4.0,128.0373831775701,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0211844355370212,0.7631287711978268,0.29784992304989233,-1.121405464274777,1.0644240664351212,-0.7487287956499169
M Vijay,0,167.0,158.0,16.0,4.0,105.0314465408805,15.0,1.0,0.0,13.0,0.0,6.5,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,13.0,0.22688529493014886,0.2949634277909376,0.3699084024185481,-0.3435342400002372,-1.557216005508009,0.06775726742582613
KP Pietersen,0,268.0,215.0,32.0,6.0,124.07407407407408,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7919889069423915,0.6720363749831577,1.054769686656706,-1.121405464274777,1.0648214684184845,-0.7487287956499169
KD Karthik,0,323.0,255.0,28.0,11.0,126.171875,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5262043847203878,0.6941258635572645,1.3662685605703968,-1.121405464274777,1.0646080357811574,-0.7487287956499169
JP Duminy,0,391.0,281.0,22.0,20.0,138.65248226950357,19.0,30.0,0.0,227.0,3.0,7.32258064516129,53.0,13.0,8.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,45.0,56.75,0.48779902431055117,0.9140432880796853,1.7795168074415189,2.2058267647932652,-0.6663145660114673,2.3470668162456083
KM Jadhav,0,135.0,91.0,11.0,7.0,146.73913043478262,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.01431493033215,1.0766416557712166,0.3433493505289027,-1.121405464274777,1.062836521499568,-0.7487287956499169
