team_1,team_2,toss_won_by,decision,venue,time,umpire_1,umpire_2,umpire_3,referee,list_1,list_2,winning_team
KKR,DC,KKR,bowl,"Eden Gardens, Kolkata",8:00 PM,Sundaram Ravi,Simon Taufel,Sudhir Asnani,David Boon,"['Gautam Gambhir', 'Manvinder Bisla', 'Jacques Kallis', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Laxmi Shukla', 'Rajat Bhatia', 'Brett Lee', 'Sunil Narine', 'Lakshmipathy Balaji']","['David Warner', 'Unmukt Chand', 'Mahela Jayawardene', 'Manprit Juneja', 'Johan Botha', 'Naman Ojha', 'Andre Russell', 'Irfan Pathan', 'Ashish Nehra', 'Shahbaz Nadeem', 'Umesh Yadav']",KKR
RCB,MI,MI,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Vineet Kulkarni,Chettithody Shamshuddin,Krishnaraj Srinath,Andy Pycroft,"['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'Mayank Agarwal', 'Daniel Christian', 'Arun Karthik', 'Karun Nair', 'Vinay Kumar', 'Murali Kartik', 'Jaydev Unadkat', 'Muttiah Muralitharan']","['Ricky Ponting', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Ambati Rayudu', 'Jasprit Bumrah', 'Kieron Pollard', 'Harbhajan Singh', 'Jacob Oram', 'Mitchell Johnson', 'Munaf Patel']",RCB
SRH,PWI,PWI,bowl,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Sundaram Ravi,Simon Taufel,Nandan,David Boon,"['Akshath Reddy', 'Parthiv Patel', 'Kumar Sangakkara', 'Cameron White', 'Hanuma Vihari', 'Thisara Perera', 'Dwaraka Ravi Teja', 'Amit Mishra', 'Ashish Reddy', 'Dale Steyn', 'Ishant Sharma']","['Robin Uthappa', 'Manish Pandey', 'Ross Taylor', 'Yuvraj Singh', 'Marlon Samuels', 'Angelo Mathews', 'Mitchell Marsh', 'Abhishek Nayar', 'Bhuvneshwar Kumar', 'Ashok Dinda', 'Rahul Sharma']",SRH
DC,RR,RR,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Subrat Das,Chettithody Shamshuddin,Anil Chaudhary,Andy Pycroft,"['Unmukt Chand', 'David Warner', 'Mahela Jayawardene', 'Naman Ojha', 'Johan Botha', 'Andre Russell', 'Irfan Pathan', 'Manprit Juneja', 'Shahbaz Nadeem', 'Ashish Nehra', 'Umesh Yadav']","['Rahul Dravid', 'Ajinkya Rahane', 'Brad Hodge', 'Kusal Perera', 'Stuart Binny', 'Ashok Menaria', 'Kevon Cooper', 'S Sreesanth', 'Samuel Badree', 'Rahul Shukla', 'Siddharth Trivedi']",RR
CSK,MI,MI,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Marais Erasmus,Vineet Kulkarni,Krishnaraj Srinath,Javagal Srinath,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Ravichandran Ashwin', 'Dirk Nannes', 'Ben Laughlin', 'Ankit Rajpoot']","['Ricky Ponting', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Ambati Rayudu', 'Dwayne Smith', 'Kieron Pollard', 'Mitchell Johnson', 'Harbhajan Singh', 'Munaf Patel', 'Pragyan Ojha']",MI
PWI,KXIP,PWI,bat,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,Sudhir Asnani,Simon Taufel,Nandan,Ranjan Madugalle,"['Robin Uthappa', 'Manish Pandey', 'Marlon Samuels', 'Tirumalsetti Suman', 'Ross Taylor', 'Abhishek Nayar', 'Angelo Mathews', 'Mitchell Marsh', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda']","['Adam Gilchrist', 'Mandeep Singh', 'David Hussey', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Manan Vohra', 'Rajagopal Sathish', 'Piyush Chawla', 'Parvinder Awana', 'Praveen Kumar', 'Ryan Harris']",KXIP
SRH,RCB,RCB,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Anil Chaudhary,Sundaram Ravi,Krishnaraj Srinath,David Boon,"['Akshath Reddy', 'Parthiv Patel', 'Kumar Sangakkara', 'Cameron White', 'Thisara Perera', 'Hanuma Vihari', 'Ashish Reddy', 'Ankit Sharma', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']","['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'Mayank Agarwal', 'Karun Nair', 'Arun Karthik', 'Moises Henriques', 'Vinay Kumar', 'Murali Kartik', 'Jaydev Unadkat', 'Muttiah Muralitharan']",SRH
RR,KKR,KKR,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Aleem Dar,Subrat Das,Chettithody Shamshuddin,Andy Pycroft,"['Ajinkya Rahane', 'Rahul Dravid', 'Shane Watson', 'Stuart Binny', 'Brad Hodge', 'Kevon Cooper', 'Dishant Yagnik', 'S Sreesanth', 'Rahul Shukla', 'Shaun Tait', 'Siddharth Trivedi']","['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Laxmi Shukla', 'Rajat Bhatia', 'Brett Lee', 'Sunil Narine', 'Mohammed Shami']",RR
RCB,SRH,SRH,bat,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Marais Erasmus,Vineet Kulkarni,Sudhir Asnani,Ranjan Madugalle,"['Chris Gayle', 'Mayank Agarwal', 'Virat Kohli', 'AB de Villiers', 'Moises Henriques', 'Arun Karthik', 'Vinay Kumar', 'Murali Kartik', 'RP Singh', 'Jaydev Unadkat', 'Muttiah Muralitharan']","['Akshath Reddy', 'Parthiv Patel', 'Cameron White', 'Biplab Samantray', 'Hanuma Vihari', 'Kumar Sangakkara', 'Thisara Perera', 'Amit Mishra', 'Ashish Reddy', 'Dale Steyn', 'Ishant Sharma']",RCB
MI,DC,MI,bat,"Wankhede Stadium, Mumbai",8:00 PM,Marais Erasmus,Vineet Kulkarni,Sudhir Asnani,Ranjan Madugalle,"['Ricky Ponting', 'Sachin Tendulkar', 'Rohit Sharma', 'Dinesh Karthik', 'Ambati Rayudu', 'Kieron Pollard', 'Rishi Dhawan', 'Harbhajan Singh', 'Mitchell Johnson', 'Pragyan Ojha', 'Lasith Malinga']","['Unmukt Chand', 'David Warner', 'Mahela Jayawardene', 'Jeevan Mendis', 'Manprit Juneja', 'Kedar Jadhav', 'Irfan Pathan', 'Morne Morkel', 'Ashish Nehra', 'Shahbaz Nadeem', 'Umesh Yadav']",MI
KXIP,CSK,CSK,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Aleem Dar,Chettithody Shamshuddin,Subrat Das,Andy Pycroft,"['Adam Gilchrist', 'Mandeep Singh', 'Manan Vohra', 'David Hussey', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Rajagopal Sathish', 'Piyush Chawla', 'Ryan Harris', 'Parvinder Awana', 'Praveen Kumar']","['Michael Hussey', 'Murali Vijay', 'S Badrinath', 'Suresh Raina', 'Ravindra Jadeja', 'MS Dhoni', 'Dwayne Bravo', 'Chris Morris', 'Ravichandran Ashwin', 'Ankit Rajpoot', 'Dirk Nannes']",CSK
RCB,KKR,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,David Boon,"['Mayank Agarwal', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Moises Henriques', 'Arun Karthik', 'Lokesh Rahul', 'Vinay Kumar', 'RP Singh', 'Jaydev Unadkat', 'Muttiah Muralitharan']","['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Manoj Tiwary', 'Yusuf Pathan', 'Eoin Morgan', 'Ryan McLaren', 'Rajat Bhatia', 'Pradeep Sangwan', 'Sunil Narine', 'Lakshmipathy Balaji']",RCB
PWI,RR,RR,bat,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Marais Erasmus,Krishnaraj Srinath,Vineet Kulkarni,Ranjan Madugalle,"['Robin Uthappa', 'Aaron Finch', 'Yuvraj Singh', 'Tirumalsetti Suman', 'Ross Taylor', 'Abhishek Nayar', 'Angelo Mathews', 'Mitchell Marsh', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda']","['Ajinkya Rahane', 'Kusal Perera', 'Rahul Dravid', 'Brad Hodge', 'James Faulkner', 'Stuart Binny', 'Dishant Yagnik', 'Kevon Cooper', 'Siddharth Trivedi', 'S Sreesanth', 'Harmeet Singh']",PWI
DC,SRH,DC,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Aleem Dar,Subrat Das,Chettithody Shamshuddin,Andy Pycroft,"['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Manprit Juneja', 'Kedar Jadhav', 'Johan Botha', 'Irfan Pathan', 'Morne Morkel', 'Umesh Yadav', 'Shahbaz Nadeem', 'Siddarth Kaul']","['Akshath Reddy', 'Parthiv Patel', 'Kumar Sangakkara', 'Cameron White', 'Thisara Perera', 'Hanuma Vihari', 'Ashish Reddy', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma', 'Anand Rajan']",SRH
MI,PWI,MI,bat,"Wankhede Stadium, Mumbai",4:00 PM,Sundaram Ravi,Simon Taufel,Nandan,David Boon,"['Ricky Ponting', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Ambati Rayudu', 'Kieron Pollard', 'Harbhajan Singh', 'Rishi Dhawan', 'Mitchell Johnson', 'Pragyan Ojha', 'Lasith Malinga']","['Robin Uthappa', 'Aaron Finch', 'Ross Taylor', 'Yuvraj Singh', 'Angelo Mathews', 'Tirumalsetti Suman', 'Abhishek Nayar', 'Mitchell Marsh', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda']",MI
CSK,RCB,CSK,bowl,"MA Chidambaram Stadium, Chennai",8:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Javagal Srinath,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Dwayne Bravo', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Dirk Nannes', 'Chris Morris', 'Mohit Sharma']","['Chris Gayle', 'Mayank Agarwal', 'Virat Kohli', 'AB de Villiers', 'Daniel Christian', 'Arun Karthik', 'Ravi Rampaul', 'Murali Kartik', 'Vinay Kumar', 'JS Mohammad', 'RP Singh']",CSK
KKR,SRH,KKR,bat,"Eden Gardens, Kolkata",4:00 PM,Marais Erasmus,Vineet Kulkarni,Krishnaraj Srinath,Ranjan Madugalle,"['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Yusuf Pathan', 'Manoj Tiwary', 'Eoin Morgan', 'Rajat Bhatia', 'Laxmi Shukla', 'Sachithra Senanayake', 'Sunil Narine', 'Lakshmipathy Balaji']","['Dwaraka Ravi Teja', 'Parthiv Patel', 'Kumar Sangakkara', 'Hanuma Vihari', 'Cameron White', 'Thisara Perera', 'Ashish Reddy', 'Karn Sharma', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']",KKR
RR,KXIP,RR,bowl,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Aleem Dar,Chettithody Shamshuddin,Subrat Das,Andy Pycroft,"['Ajinkya Rahane', 'Shane Watson', 'Rahul Dravid', 'Stuart Binny', 'Brad Hodge', 'Sanju Samson', 'James Faulkner', 'Kevon Cooper', 'Siddharth Trivedi', 'Ajit Chandila', 'S Sreesanth']","['Mandeep Singh', 'Adam Gilchrist', 'Manan Vohra', 'David Hussey', 'Gurkeerat Singh Mann', 'Azhar Mahmood', 'Rajagopal Sathish', 'Piyush Chawla', 'Ryan Harris', 'Praveen Kumar', 'Parvinder Awana']",RR
CSK,PWI,PWI,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Rajendra Jadeja,"['Srikkanth Anirudha', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Albie Morkel', 'Chris Morris', 'Ravichandran Ashwin', 'Dirk Nannes']","['Aaron Finch', 'Robin Uthappa', 'Manish Pandey', 'Ross Taylor', 'Abhishek Nayar', 'Tirumalsetti Suman', 'Mitchell Marsh', 'Steven Smith', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda']",PWI
KXIP,KKR,KKR,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",4:00 PM,Nandan,Simon Taufel,Kumar Dharmasena,Roshan Mahanama,"['Mandeep Singh', 'Adam Gilchrist', 'Manan Vohra', 'David Miller', 'David Hussey', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Piyush Chawla', 'Praveen Kumar', 'Manpreet Gony', 'Parvinder Awana']","['Manvinder Bisla', 'Gautam Gambhir', 'Jacques Kallis', 'Yusuf Pathan', 'Manoj Tiwary', 'Eoin Morgan', 'Debabrata Das', 'Rajat Bhatia', 'Sachithra Senanayake', 'Sunil Narine', 'Lakshmipathy Balaji']",KXIP
RCB,DC,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Marais Erasmus,Vineet Kulkarni,Krishnaraj Srinath,Ranjan Madugalle,"['Chris Gayle', 'Lokesh Rahul', 'Virat Kohli', 'AB de Villiers', 'Andrew McDonald', 'Arun Karthik', 'JS Mohammad', 'Vinay Kumar', 'Ravi Rampaul', 'Jaydev Unadkat', 'RP Singh']","['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Manprit Juneja', 'Ben Rohrer', 'Kedar Jadhav', 'Irfan Pathan', 'Morne Morkel', 'Shahbaz Nadeem', 'Umesh Yadav', 'Ashish Nehra']",RCB
PWI,SRH,PWI,bowl,"Maharashtra Cricket Association Stadium, Pune",4:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Javagal Srinath,"['Robin Uthappa', 'Aaron Finch', 'Tirumalsetti Suman', 'Steven Smith', 'Manish Pandey', 'Abhishek Nayar', 'Angelo Mathews', 'Mitchell Marsh', 'Bhuvneshwar Kumar', 'Ashok Dinda', 'Rahul Sharma']","['Parthiv Patel', 'Quinton de Kock', 'Hanuma Vihari', 'Cameron White', 'Biplab Samantray', 'Thisara Perera', 'Ashish Reddy', 'Karn Sharma', 'Amit Mishra', 'Ishant Sharma', 'Dale Steyn']",SRH
RR,MI,RR,bat,"Sawai Mansingh Stadium, Jaipur",8:00 PM,Aleem Dar,Chettithody Shamshuddin,Subrat Das,Andy Pycroft,"['Shane Watson', 'Ajinkya Rahane', 'Rahul Dravid', 'Brad Hodge', 'Kevon Cooper', 'Stuart Binny', 'Ankeet Chavan', 'Dishant Yagnik', 'James Faulkner', 'Ajit Chandila', 'Siddharth Trivedi']","['Ricky Ponting', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Harbhajan Singh', 'Rishi Dhawan', 'Mitchell Johnson', 'Pragyan Ojha', 'Lasith Malinga']",RR
DC,CSK,CSK,bat,"Arun Jaitley Stadium, Delhi",8:00 PM,Marais Erasmus,Vineet Kulkarni,Krishnaraj Srinath,Ranjan Madugalle,"['Virender Sehwag', 'David Warner', 'Mahela Jayawardene', 'Manprit Juneja', 'Kedar Jadhav', 'Irfan Pathan', 'Jeevan Mendis', 'Morne Morkel', 'Ajit Agarkar', 'Shahbaz Nadeem', 'Umesh Yadav']","['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'Dwayne Bravo', 'MS Dhoni', 'Albie Morkel', 'Chris Morris', 'Ravichandran Ashwin', 'Ravindra Jadeja', 'Mohit Sharma']",CSK
SRH,KXIP,KXIP,bat,"Rajiv Gandhi International Stadium, Hyderabad",8:00 PM,Kumar Dharmasena,Nandan,Sundaram Ravi,Roshan Mahanama,"['Akshath Reddy', 'Quinton de Kock', 'Hanuma Vihari', 'Biplab Samantray', 'Cameron White', 'Thisara Perera', 'Karn Sharma', 'Ashish Reddy', 'Dale Steyn', 'Amit Mishra', 'Ishant Sharma']","['Adam Gilchrist', 'Paul Valthaty', 'Mandeep Singh', 'Manan Vohra', 'Azhar Mahmood', 'David Hussey', 'Dimitri Mascarenhas', 'Piyush Chawla', 'Praveen Kumar', 'Manpreet Gony', 'Gurkeerat Singh Mann']",SRH
KKR,CSK,KKR,bat,"Eden Gardens, Kolkata",4:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Rajendra Jadeja,"['Gautam Gambhir', 'Jacques Kallis', 'Manoj Tiwary', 'Eoin Morgan', 'Yusuf Pathan', 'Debabrata Das', 'Laxmi Shukla', 'Rajat Bhatia', 'Sunil Narine', 'Sachithra Senanayake', 'Lakshmipathy Balaji']","['Michael Hussey', 'Murali Vijay', 'Suresh Raina', 'S Badrinath', 'Dwayne Bravo', 'MS Dhoni', 'Albie Morkel', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Chris Morris', 'Mohit Sharma']",CSK
RCB,RR,RCB,bowl,"M.Chinnaswamy Stadium, Bengaluru",8:00 PM,Aleem Dar,Chettithody Shamshuddin,Subrat Das,Andy Pycroft,"['Chris Gayle', 'Tillakaratne Dilshan', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Arun Karthik', 'Ravi Rampaul', 'Vinay Kumar', 'Jaydev Unadkat', 'Murali Kartik', 'RP Singh']","['Shane Watson', 'Ajinkya Rahane', 'Rahul Dravid', 'Brad Hodge', 'Stuart Binny', 'Dishant Yagnik', 'James Faulkner', 'Ajit Chandila', 'Siddharth Trivedi', 'Shaun Tait', 'S Sreesanth']",RCB
DC,MI,MI,bat,"Arun Jaitley Stadium, Delhi",4:00 PM,Kumar Dharmasena,Sundaram Ravi,Nandan,Roshan Mahanama,"['David Warner', 'Virender Sehwag', 'Mahela Jayawardene', 'Venugopal Rao', 'Kedar Jadhav', 'Roelof van der Merwe', 'Irfan Pathan', 'Andre Russell', 'Ajit Agarkar', 'Shahbaz Nadeem', 'Umesh Yadav']","['Sachin Tendulkar', 'Ricky Ponting', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Dwayne Smith', 'Harbhajan Singh', 'Jasprit Bumrah', 'Lasith Malinga', 'Munaf Patel']",DC
KXIP,PWI,KXIP,bowl,"Punjab Cricket Association IS Bindra Stadium, Mohali",8:00 PM,Marais Erasmus,Krishnaraj Srinath,Vineet Kulkarni,Ranjan Madugalle,"['Adam Gilchrist', 'Mandeep Singh', 'Manan Vohra', 'David Hussey', 'David Miller', 'Azhar Mahmood', 'Gurkeerat Singh Mann', 'Parvinder Awana', 'Piyush Chawla', 'Manpreet Gony', 'Praveen Kumar']","['Robin Uthappa', 'Aaron Finch', 'Yuvraj Singh', 'Steven Smith', 'Luke Wright', 'Abhishek Nayar', 'Mithun Manhas', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda', 'Ajantha Mendis']",KXIP
CSK,RR,RR,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Sudhir Asnani,Anil Chaudhary,Asad Rauf,Rajendra Jadeja,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Jason Holder', 'Chris Morris', 'Ravichandran Ashwin', 'Mohit Sharma']","['Shane Watson', 'Ajinkya Rahane', 'Rahul Dravid', 'Brad Hodge', 'Stuart Binny', 'Kevon Cooper', 'Dishant Yagnik', 'James Faulkner', 'Ajit Chandila', 'Siddharth Trivedi', 'Rahul Shukla']",CSK
RCB,PWI,PWI,bowl,"M.Chinnaswamy Stadium, Bengaluru",4:00 PM,Aleem Dar,Chettithody Shamshuddin,Subrat Das,Andy Pycroft,"['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Arun Karthik', 'Ravi Rampaul', 'Vinay Kumar', 'Murali Kartik', 'RP Singh', 'Jaydev Unadkat']","['Aaron Finch', 'Robin Uthappa', 'Yuvraj Singh', 'Steven Smith', 'Luke Wright', 'Mitchell Marsh', 'Mithun Manhas', 'Bhuvneshwar Kumar', 'Ishwar Pandey', 'Ali Murtaza', 'Ashok Dinda']",RCB
DC,KXIP,KXIP,bowl,"Arun Jaitley Stadium, Delhi",8:00 PM,Vineet Kulkarni,Krishnaraj Srinath,Marais Erasmus,Ranjan Madugalle,"['Mahela Jayawardene', 'Virender Sehwag', 'David Warner', 'Manprit Juneja', 'Kedar Jadhav', 'Johan Botha', 'Roelof van der Merwe', 'Irfan Pathan', 'Ajit Agarkar', 'Ashish Nehra', 'Umesh Yadav']","['Adam Gilchrist', 'Mandeep Singh', 'Manan Vohra', 'Luke Pomersbach', 'David Hussey', 'David Miller', 'Piyush Chawla', 'Praveen Kumar', 'Harmeet Singh', 'Bhargav Bhatt', 'Parvinder Awana']",KXIP
KKR,MI,KKR,bat,"Eden Gardens, Kolkata",8:00 PM,Kumar Dharmasena,Sundaram Ravi,Nandan,Roshan Mahanama,"['Gautam Gambhir', 'Yusuf Pathan', 'Jacques Kallis', 'Eoin Morgan', 'Manoj Tiwary', 'Debabrata Das', 'Rajat Bhatia', 'Iqbal Abdulla', 'Sachithra Senanayake', 'Sunil Narine', 'Lakshmipathy Balaji']","['Sachin Tendulkar', 'Dwayne Smith', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Harbhajan Singh', 'Mitchell Johnson', 'Lasith Malinga', 'Pragyan Ojha', 'Yuzvendra Chahal']",MI
CSK,SRH,SRH,bat,"MA Chidambaram Stadium, Chennai",8:00 PM,Aleem Dar,Subrat Das,Chettithody Shamshuddin,Andy Pycroft,"['Murali Vijay', 'Michael Hussey', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Chris Morris', 'Ravichandran Ashwin', 'Jason Holder', 'Mohit Sharma']","['Shikhar Dhawan', 'Quinton de Kock', 'Hanuma Vihari', 'Cameron White', 'Daren Sammy', 'Thalaivan Sargunam', 'Karn Sharma', 'Ashish Reddy', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']",CSK
KKR,KXIP,KXIP,bat,"Eden Gardens, Kolkata",8:00 PM,Nandan,Sundaram Ravi,Kumar Dharmasena,Roshan Mahanama,"['Yusuf Pathan', 'Gautam Gambhir', 'Jacques Kallis', 'Manvinder Bisla', 'Eoin Morgan', 'Debabrata Das', 'Rajat Bhatia', 'Sachithra Senanayake', 'Sunil Narine', 'Sarabjit Ladda', 'Lakshmipathy Balaji']","['Adam Gilchrist', 'Mandeep Singh', 'Manan Vohra', 'David Hussey', 'Azhar Mahmood', 'David Miller', 'Gurkeerat Singh Mann', 'Piyush Chawla', 'Praveen Kumar', 'Harmeet Singh', 'Bhargav Bhatt']",KKR
RR,SRH,SRH,bat,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Vineet Kulkarni,Krishnaraj Srinath,Marais Erasmus,Ranjan Madugalle,"['Shane Watson', 'Ajinkya Rahane', 'Rahul Dravid', 'Stuart Binny', 'Brad Hodge', 'Dishant Yagnik', 'Sachin Baby', 'James Faulkner', 'Kevon Cooper', 'Ajit Chandila', 'Siddharth Trivedi']","['Akshath Reddy', 'Shikhar Dhawan', 'Hanuma Vihari', 'Kumar Sangakkara', 'Thisara Perera', 'Daren Sammy', 'Ashish Reddy', 'Karn Sharma', 'Amit Mishra', 'Dale Steyn', 'Ishant Sharma']",RR
MI,RCB,MI,bat,"Wankhede Stadium, Mumbai",8:00 PM,Asad Rauf,Sudhir Asnani,Anil Chaudhary,Javagal Srinath,"['Dwayne Smith', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Mitchell Johnson', 'Harbhajan Singh', 'Pragyan Ojha', 'Lasith Malinga', 'Dhawal Kulkarni']","['Tillakaratne Dilshan', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Saurabh Tiwary', 'Arun Karthik', 'Ravi Rampaul', 'Vinay Kumar', 'JS Mohammad', 'RP Singh', 'Jaydev Unadkat']",MI
CSK,KKR,KKR,bowl,"MA Chidambaram Stadium, Chennai",4:00 PM,Aleem Dar,Simon Taufel,Chettithody Shamshuddin,Andy Pycroft,"['Michael Hussey', 'Wriddhiman Saha', 'Suresh Raina', 'S Badrinath', 'MS Dhoni', 'Ravindra Jadeja', 'Dwayne Bravo', 'Chris Morris', 'Ravichandran Ashwin', 'Dirk Nannes', 'Mohit Sharma']","['Brendon McCullum', 'Gautam Gambhir', 'Manvinder Bisla', 'Jacques Kallis', 'Yusuf Pathan', 'Eoin Morgan', 'Debabrata Das', 'Rajat Bhatia', 'Sunil Narine', 'Mohammed Shami', 'Lakshmipathy Balaji']",CSK
DC,PWI,PWI,bowl,"Shaheed Veer Narayan Singh International Stadium, Raipur",8:00 PM,Nandan,Sundaram Ravi,Kumar Dharmasena,Roshan Mahanama,"['Mahela Jayawardene', 'Virender Sehwag', 'David Warner', 'Unmukt Chand', 'Ben Rohrer', 'Kedar Jadhav', 'Irfan Pathan', 'Shahbaz Nadeem', 'Morne Morkel', 'Umesh Yadav', 'Ashish Nehra']","['Robin Uthappa', 'Aaron Finch', 'Luke Wright', 'Yuvraj Singh', 'Steven Smith', 'Abhishek Nayar', 'Mithun Manhas', 'Bhuvneshwar Kumar', 'Rahul Sharma', 'Ashok Dinda', 'Kane Richardson']",DC
RR,RCB,RR,bowl,"Sawai Mansingh Stadium, Jaipur",4:00 PM,Marais Erasmus,Krishnaraj Srinath,Vineet Kulkarni,Ranjan Madugalle,"['Shane Watson', 'Ajinkya Rahane', 'Rahul Dravid', 'Stuart Binny', 'Brad Hodge', 'Owais Shah', 'Sanju Samson', 'James Faulkner', 'Ajit Chandila', 'S Sreesanth', 'Siddharth Trivedi']","['Abhinav Mukund', 'Chris Gayle', 'Virat Kohli', 'AB de Villiers', 'Moises Henriques', 'Saurabh Tiwary', 'Ravi Rampaul', 'Vinay Kumar', 'Murali Kartik', 'RP Singh', 'Jaydev Unadkat']",RR
MI,KXIP,MI,bat,"Wankhede Stadium, Mumbai",8:00 PM,Asad Rauf,Anil Chaudhary,Sudhir Asnani,Javagal Srinath,"['Dwayne Smith', 'Sachin Tendulkar', 'Dinesh Karthik', 'Rohit Sharma', 'Kieron Pollard', 'Ambati Rayudu', 'Harbhajan Singh', 'Mitchell Johnson', 'Lasith Malinga', 'Dhawal Kulkarni', 'Pragyan Ojha']","['Mandeep Singh', 'Shaun Marsh', 'Manan Vohra', 'David Hussey', 'David Miller', 'Gurkeerat Singh Mann', 'Azhar Mahmood', 'Piyush Chawla', 'Manpreet Gony', 'Parvinder Awana', 'Praveen Kumar']",MI
PWI,CSK,CSK,bat,"Maharashtra Cricket Association Stadium, Pune",8:00 PM,Subrat Das,Simon Taufel,Aleem Dar,Andy Pycroft,"['Aaron Finch', 'Robin Uthappa', 'Yuvraj Singh', 'Luke Wright', 'Steven Smith', 'Abhishek Nayar', 'Tirumalsetti Suman', 'Rahul Sharma', 'Ashok Dinda', 'Bhuvneshwar Kumar', 'Kane Richardson']","['Michael Hussey', 'Wriddhiman Saha', 'Suresh Raina', 'S Badrinath', 'Dwayne Bravo', 'MS Dhoni', 'Albie Morkel', 'Ravindra Jadeja', 'Ravichandran Ashwin', 'Chris Morris', 'Mohit Sharma']",CSK
