Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb,50,100,0,4_haul,5_haul,BSR,BWA,hard_hit,bat_consistency,pca_bat,Bowl_index,bowl_consistency,bowl_pca
Anureet Singh,0,18.0,31.0,0.0,1.0,56.25,19.0,47.0,0.0,424.0,14.0,8.833333333333334,110.0,44.0,16.0,8.0,4.0,0.0,0.0,11.0,0.0,0.0,18.8,28.266666666666666,-0.982938800095808,-0.8572343805894596,-0.7509960089840327,0.44707335808218757,0.0028544077489940606,-0.5267622360087337
Sandeep Sharma,0,9.0,14.0,1.0,0.0,60.0,19.0,46.0,4.0,325.0,12.0,6.914893617021277,136.0,38.0,9.0,7.0,1.0,0.0,0.0,10.0,1.0,0.0,21.23076923076923,25.0,-0.6009614480804674,-0.7558225431054009,-0.7841781750704374,0.37139650348698167,0.45810503167086725,-0.8075135214146638
Karanveer Singh,0,11.0,16.0,1.0,0.0,64.70588235294117,8.0,14.0,0.0,157.0,1.0,10.466666666666667,24.0,10.0,10.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,78.5,-0.6855515883191587,-0.6203596213061737,-0.7563151621676582,2.509569306961594,-1.2495837935780338,2.772787440860104
DA Warner,0,562.0,359.0,65.0,21.0,156.11111111111111,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2564970479941302,1.1332269188576483,2.887344740691524,-1.088808394258294,1.062220725859871,-0.6631905567281796
S Dhawan,0,353.0,286.0,45.0,6.0,122.99651567944252,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.596563777667975,0.4997480318772456,1.4909279463172884,-1.088808394258294,1.0649742071745647,-0.6631905567281796
MC Henriques,0,287.0,211.0,19.0,13.0,135.37735849056605,10.0,25.0,0.0,158.0,11.0,6.076923076923077,60.0,13.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,12.5,13.166666666666666,0.30798354938999895,0.6875726802154639,1.1002594148929503,-0.21663665470620178,-0.700042731657164,-0.6394707203457409
EJG Morgan,0,187.0,151.0,11.0,11.0,123.0263157894737,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24104435574282213,0.4667531093030491,0.4812909404702211,-1.088808394258294,1.0649710683025746,-0.6631905567281796
NV Ojha,0,137.0,121.0,12.0,4.0,112.29508196721312,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.09448044257041313,0.2336672724143585,0.14723433590204751,-1.088808394258294,1.0662081654869167,-0.6631905567281796
A Ashish Reddy,0,73.0,46.0,3.0,5.0,155.3191489361702,8.0,6.0,0.0,50.0,3.0,7.142857142857143,10.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,12.5,0.5158083820920427,1.0351112464393213,-0.06433142051264386,-0.3018309055175157,-1.379419633296696,-0.06849147392277899
GH Vihari,0,39.0,35.0,6.0,0.0,108.33333333333333,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4775628399628471,0.2226596809570332,-0.4255141576303568,-1.088808394258294,1.0667262520534826,-0.6631905567281796
KV Sharma,0,104.0,85.0,3.0,6.0,120.93023255813952,19.0,39.5,0.0,332.0,10.0,8.197530864197532,71.0,12.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,21.545454545454547,30.181818181818183,-0.19128943169192147,0.35996496876057577,-0.025174787594879303,0.5576569429282272,-0.2865331101997314,0.06898614499676889
BB McCullum,0,436.0,280.0,51.0,23.0,155.16014234875445,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5202642572289224,1.1281507780217976,2.15130322680879,-1.088808394258294,1.062283512640725,-0.6631905567281796
B Kumar,0,17.0,10.0,2.0,1.0,154.54545454545453,19.0,51.0,1.0,407.0,18.0,7.826923076923077,134.0,41.0,14.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,16.105263157894736,21.42105263157895,1.6214522363724233,1.0340879746468519,-0.3829696655275958,0.157295576840774,0.2672050235669579,-1.1481343266482136
P Kumar,0,17.0,25.0,1.0,0.0,65.38461538461539,16.0,36.0,0.0,329.0,7.0,8.891891891891891,79.0,29.0,15.0,14.0,0.0,0.0,0.0,9.0,0.0,0.0,27.0,41.125,-0.9051606062465305,-0.6801894705821617,-0.7224910784297661,1.0272710132325171,-0.42527238054307054,0.5426554065225215
TA Boult,0,0.0,0.0,0.0,0.0,0.0,10.0,28.0,0.0,236.0,9.0,8.137931034482758,74.0,28.0,6.0,13.0,0.0,0.0,0.0,7.0,0.0,0.0,16.8,23.6,-1.3199776401093437,-1.8256418324453823,-1.0579531211513475,0.24479666070096945,0.929374760678404,-0.2684313018097881
RG More,0,2.0,2.0,0.0,0.0,66.66666666666666,3.0,5.5,0.0,59.0,1.0,9.076923076923077,5.0,5.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,16.5,29.5,-1.3199776401093437,-0.6364513290793001,-0.8006462979022284,0.42445888890640243,-1.4995502924571207,0.7731696460794616
RV Uthappa,0,364.0,277.0,42.0,7.0,130.93525179856115,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5810184071612465,0.6297285001610098,1.5587346358233432,-1.088808394258294,1.0641881392119992,-0.6631905567281796
G Gambhir,0,327.0,278.0,41.0,4.0,117.20430107526883,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4195776631863249,0.3792680334054141,1.3058385161141204,-1.088808394258294,1.0656143559882996,-0.6631905567281796
MK Pandey,0,225.0,184.0,22.0,7.0,121.62162162162163,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.3706820546612576,0.436398679044309,0.7014397506424156,-1.088808394258294,1.0651206849581774,-0.6631905567281796
SA Yadav,0,157.0,113.0,12.0,8.0,137.71929824561403,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5721702336508572,0.7295589749673902,0.36466449175543725,-1.088808394258294,1.063587698486505,-0.6631905567281796
AD Russell,0,326.0,169.0,35.0,19.0,191.76470588235296,22.0,40.4,0.0,324.0,14.0,7.826086956521739,99.0,29.0,13.0,9.0,1.0,3.0,0.0,2.0,0.0,0.0,16.16,21.6,2.1059230395576556,1.7895305451176178,1.619892738575014,0.16369319996582374,-0.22531671243591117,-0.707167930917749
RN ten Doeschate,0,61.0,45.0,4.0,3.0,132.6086956521739,10.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,0.3212549721304829,0.6217924333886726,-0.2158817969847266,-0.7591021146860976,-1.1797798785047948,-0.3678646972970165
YK Pathan,0,312.0,231.0,29.0,12.0,134.48275862068965,22.0,10.0,0.0,97.0,2.0,8.818181818181818,14.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,20.0,32.333333333333336,0.586035110312031,0.6844548468323208,1.2640168374526337,0.5913614849757777,-1.3565996249494017,0.8393713827033389
PJ Cummins,0,0.0,2.0,0.0,0.0,0.0,5.0,10.0,0.0,97.0,1.0,8.818181818181818,25.0,8.0,5.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,48.5,-1.3199776401093437,-1.798512011075814,-1.0579531211513475,1.3103043445984834,0.22485766320580694,1.509286648549341
PP Chawla,0,54.0,47.0,5.0,2.0,112.5,22.0,35.0,0.0,269.0,11.0,7.472222222222222,68.0,17.0,11.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,17.5,22.416666666666668,0.25287027995382344,0.22930083514645905,-0.32697697755438754,0.21322612645968525,-0.3721501792141744,-0.2791019282063512
GB Hogg,0,7.0,6.0,0.0,0.0,100.0,9.0,21.0,0.0,144.0,9.0,6.545454545454546,54.0,8.0,9.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,12.6,14.4,-1.3199776401093437,-0.08255080945061127,-0.6511190848285167,-0.16712947636329037,-0.8117156080855313,-0.48891993866787353
UT Yadav,0,29.0,14.0,5.0,1.0,193.33333333333334,21.0,42.0,0.0,382.0,10.0,8.883720930232558,97.0,50.0,10.0,12.0,2.0,0.0,0.0,10.0,0.0,0.0,22.90909090909091,34.72727272727273,2.9941195120639152,1.8237713054510631,-0.16283696406662676,0.7388657390150655,-0.21386432794702487,-0.004721098933547943
IC Pandey,0,0.0,0.0,0.0,0.0,0.0,12.0,31.0,2.0,223.0,11.0,6.96875,95.0,27.0,8.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,15.5,18.583333333333332,-1.3199776401093437,-1.8459891984725585,-1.0579531211513475,0.039119077785131254,1.2843517378682634,-0.7271405533839228
CH Gayle,0,491.0,333.0,39.0,38.0,147.0059880239521,22.0,2.0,0.0,15.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,12.0,15.0,1.1664406287330285,0.9598622159288004,2.42353884220033,-0.2095916487324369,-1.546179001357374,0.17265239203649613
V Kohli,0,505.0,386.0,35.0,23.0,130.49095607235142,26.0,1.5,0.0,10.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,10.0,0.2964153497230141,0.6052639455676678,2.346009699463011,-0.4568713584115842,-1.4801051901421765,-0.05838552296905115
AB de Villiers,0,513.0,293.0,60.0,22.0,174.48979591836735,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.6881513265420778,1.454001068014243,2.6616077103103324,-1.088808394258294,1.061140947243631,-0.6631905567281796
Mandeep Singh,0,157.0,100.0,17.0,6.0,155.44554455445544,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,1.136067768306125,1.0481321747726184,0.4489006497134671,-1.088808394258294,1.0622645890741929,-0.6631905567281796
KD Karthik,0,141.0,117.0,15.0,4.0,119.4915254237288,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.41662926436717956,0.38296703646492786,0.20863480657432135,-1.088808394258294,1.0653542214334268,-0.6631905567281796
SN Khan,0,111.0,71.0,12.0,2.0,154.16666666666669,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.7771529199748791,1.0018884391829712,0.1571501325114739,-1.088808394258294,1.0623499278699697,-0.6631905567281796
D Wiese,0,122.0,86.0,12.0,4.0,140.22988505747128,23.0,42.2,0.0,353.0,16.0,8.171296296296296,77.0,37.0,8.0,8.0,0.0,0.0,0.0,7.0,1.0,0.0,14.894117647058824,20.764705882352942,0.6635153034185911,0.7460781311733621,0.17240152058718308,0.11544708415318684,-0.10864234955375812,-0.584269966183773
HV Patel,0,19.0,12.0,0.0,2.0,146.15384615384613,24.0,43.5,0.0,328.0,17.0,7.370786516853933,111.0,32.0,11.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,14.5,18.22222222222222,0.3392904953419095,0.7955162937221504,-0.4081307170858211,0.012768001426402355,-0.08902046937847491,-1.0457614076616615
TG Southee,0,13.0,9.0,1.0,0.0,130.0,12.0,28.0,1.0,247.0,6.0,8.517241379310345,73.0,22.0,12.0,6.0,1.0,0.0,0.0,5.0,0.0,0.0,24.0,35.285714285714285,-0.24145335206602914,0.5122705240771765,-0.5040909549705149,0.77411329376786,-0.6062634134806486,0.3600323436064686
DS Kulkarni,0,4.0,11.0,0.0,0.0,33.33333333333333,18.0,35.0,1.0,277.0,13.0,7.694444444444445,99.0,40.0,4.0,10.0,1.0,0.0,0.0,9.0,0.0,0.0,15.0,19.785714285714285,-1.3199776401093437,-1.2649588574743016,-0.9136443584399239,0.07835619662145545,-0.2621965538929602,-0.774506908389349
JP Faulkner,0,143.0,106.0,12.0,5.0,133.6448598130841,20.0,41.0,1.0,385.0,8.0,9.166666666666666,87.0,38.0,15.0,10.0,1.0,0.0,0.0,2.0,0.0,0.0,27.333333333333332,42.77777777777778,0.3935656212678849,0.6453270849109637,0.26233281663271846,1.0893900360635775,-0.15257818137463341,0.504914748736485
SR Watson,0,302.0,222.0,32.0,12.0,135.42600896860986,15.0,28.0,1.0,256.0,6.0,8.827586206896552,66.0,26.0,8.0,17.0,2.0,2.0,1.0,1.0,0.0,0.0,24.0,36.57142857142857,0.8080523452675997,0.7226333949301289,1.234125330034384,0.8179658531198272,-0.6098985411199586,0.47359371883998697
PV Tambe,0,3.0,5.0,0.0,0.0,50.0,16.0,31.0,0.0,246.0,6.0,7.6875,65.0,16.0,12.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,26.571428571428573,35.142857142857146,-1.3199776401093437,-0.9642700039615849,-0.8571453281710761,0.8180419860353689,-0.5847664100260281,0.4922566506349824
STR Binny,0,62.0,62.0,6.0,0.0,98.4126984126984,20.0,17.0,0.0,127.0,4.0,7.055555555555555,51.0,13.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,20.4,25.4,-0.29281165149666327,-0.042717341566721516,-0.34222639491150336,0.3634256538203526,-1.0750002525094715,0.20136158286022465
AM Rahane,0,466.0,359.0,47.0,11.0,129.44444444444446,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.41764482396044095,0.5899823901780067,2.1373843000524264,-1.088808394258294,1.0643284574590217,-0.6631905567281796
SV Samson,0,199.0,161.0,15.0,8.0,122.83950617283949,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.21126054661881882,0.44762870062318444,0.5475389043286734,-1.088808394258294,1.0649907700721883,-0.6631905567281796
SPD Smith,0,293.0,220.0,33.0,3.0,132.579185520362,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.43689450330963026,0.6427183163031693,1.138686736415948,-1.088808394258294,1.0640370394693757,-0.6631905567281796
KK Nair,0,156.0,132.0,16.0,4.0,117.29323308270676,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.301863394542257,0.3659852013589377,0.28831934711341345,-1.088808394258294,1.0656040534562021,-0.6631905567281796
DJ Hooda,0,132.0,86.0,5.0,9.0,151.72413793103448,20.0,12.1,0.0,94.0,0.0,7.175572519083969,24.0,9.0,1.0,6.0,0.0,1.0,0.0,4.0,0.0,0.0,72.6,94.0,0.41557868547759924,0.9477330019837686,0.263332815153564,3.685766397058005,-1.3312470782601513,4.0509519267945375
J Theron,0,1.0,1.0,0.0,0.0,50.0,2.0,4.0,0.0,40.0,1.0,8.0,5.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,-1.3199776401093437,-0.9167928165648402,-0.8675822288956522,0.010212537649027357,-1.5035418998302548,0.3458809926748224
Ankit Sharma,0,7.0,6.0,1.0,0.0,100.0,8.0,14.0,0.0,114.0,3.0,7.6,29.0,10.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,21.0,28.5,0.22077134280967697,0.04534691986306821,-0.6464931222802875,0.4800439860394073,-1.1954082837393718,0.5605877763716297
M Vohra,0,82.0,81.0,4.0,5.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13623147030570582,0.03763099070177551,-0.2175889148837624,-1.088808394258294,1.0679486816408967,-0.6631905567281796
SE Marsh,0,16.0,18.0,2.0,0.0,84.21052631578947,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18468891585322322,-0.23819031099181975,-0.6533702986483316,-1.088808394258294,1.0709205672839248,-0.6631905567281796
NLTC Perera,0,12.0,15.0,0.0,1.0,75.0,2.0,6.0,0.0,55.0,1.0,7.857142857142857,9.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.5,-0.6458999600822721,-0.43311896996050314,-0.7128745454477331,0.3772070274109366,-1.4755051431611952,0.6934238984392833
