,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
5,AUK Pathan,not out,2,3,0,0,66.66,1,1,0,14,0,14,2,0,2,0,0
6,SS Tiwary,not out,1,1,0,0,100,1,,,,,,,,,,
7,Mandeep Singh,lbw b Appanna,43,30,6,1,143.33,2,,,,,,,,,,
8,SE Marsh,b McDonald,8,10,1,0,80,2,,,,,,,,,,
9,N Saini,c Vettori b McDonald,50,36,5,0,138.88,2,,,,,,,,,,
10,DJ Hussey,run out (Vinay Kumar/†de Villiers),45,29,2,4,155.17,2,2,0,9,0,4.5,3,0,0,0,0
11,Azhar Mahmood,run out (Appanna/†de Villiers),2,4,0,0,50,2,4,0,20,3,5,10,1,0,1,0
12,AM Nayar,run out (Kohli),2,3,0,0,66.66,2,1,0,16,0,16,0,0,2,0,0
13,P Dogra,not out,3,5,0,0,60,2,,,,,,,,,,
14,PP Chawla,not out,6,2,0,1,300,2,3,0,35,1,11.66,7,2,3,1,0
15,DL Vettori,DNB,0,0,0,0,0,1,4,0,29,0,7.25,5,2,0,0,0
16,R Vinay Kumar,DNB,0,0,0,0,0,1,3.5,0,32,0,8.34,8,3,1,0,0
17,Z Khan,DNB,0,0,0,0,0,1,4,0,31,0,7.75,13,4,1,1,0
18,KP Appanna,DNB,0,0,0,0,0,1,3,0,30,1,10,6,2,2,0,0
19,RJ Harris,DNB,0,0,0,0,0,2,2,0,21,1,10.5,5,3,1,0,0
20,P Kumar,DNB,0,0,0,0,0,2,4,0,8,0,2,16,0,0,0,0
21,P Awana,DNB,0,0,0,0,0,2,4,0,48,0,12,4,5,2,2,0
0,F du Plessis,c Dhawan b Pratap Singh,42,35,2,1,120,1,,,,,,,,,,
1,M Vijay,c Mishra b Pratap Singh,14,11,2,0,127.27,1,,,,,,,,,,
2,SK Raina,c Jhunjhunwala b Mishra,32,24,2,2,133.33,1,1,0,5,1,5,4,1,0,0,0
3,MS Dhoni,b Christian,34,28,2,0,121.42,1,,,,,,,,,,
4,JA Morkel,b Jhunjhunwala,13,9,1,0,144.44,1,3,0,16,1,5.33,7,1,0,0,0
5,RA Jadeja,c Sangakkara b Ashish Reddy,4,9,0,0,44.44,1,3,0,25,0,8.33,6,1,2,0,0
6,DJ Bravo,not out,12,4,0,1,300,1,4,0,35,0,8.75,5,5,0,1,0
7,S Badrinath,not out,1,1,0,0,100,1,,,,,,,,,,
8,PA Patel,b Morkel,1,5,0,0,20,2,,,,,,,,,,
9,S Dhawan,run out (Bravo),36,29,3,0,124.13,2,,,,,,,,,,
10,CL White,run out (Jadeja/†Dhoni),77,53,9,2,145.28,2,,,,,,,,,,
11,KC Sangakkara,c & b Raina,1,5,0,0,20,2,,,,,,,,,,
12,DT Christian,not out,27,24,2,1,112.5,2,4,0,35,1,8.75,6,2,1,1,0
13,A Ashish Reddy,c Vijay b Hilfenhaus,3,3,0,0,100,2,2,0,16,1,8,3,1,0,0,1
14,AA Jhunjhunwala,not out,1,1,0,0,100,2,3,0,13,1,4.33,9,0,0,0,0
15,R Ashwin,DNB,0,0,0,0,0,1,3,0,19,0,6.33,9,3,0,1,0
16,SB Jakati,DNB,0,0,0,0,0,1,2,0,17,0,8.5,0,1,0,0,0
17,BW Hilfenhaus,DNB,0,0,0,0,0,1,4,0,31,1,7.75,8,2,1,0,0
18,Ankit Sharma,DNB,0,0,0,0,0,2,2,0,13,0,6.5,4,1,0,0,0
19,A Mishra,DNB,0,0,0,0,0,2,2,0,18,1,9,2,0,1,0,0
20,DW Steyn,DNB,0,0,0,0,0,2,4,0,25,0,6.25,10,2,0,0,0
21,V Pratap Singh,DNB,0,0,0,0,0,2,3,0,35,2,11.66,6,3,2,1,0
0,R Dravid,b Morkel,57,43,7,0,132.55,1,,,,,,,,,,
1,AM Rahane,c Sehwag b Negi,42,32,7,0,131.25,1,,,,,,,,,,
2,SR Watson,b Negi,8,9,0,1,88.88,1,4,0,29,1,7.25,10,5,0,0,0
3,OA Shah,c †Ojha b Yadav,1,3,0,0,33.33,1,,,,,,,,,,
4,BJ Hodge,c Sehwag b Negi,1,2,0,0,50,1,,,,,,,,,,
5,AL Menaria,c Pietersen b Negi,2,4,0,0,50,1,0.2,0,10,0,30,0,1,1,0,0
6,SP Goswami,not out,18,21,1,0,85.71,1,,,,,,,,,,
7,AA Chavan,not out,7,6,1,0,116.66,1,4,0,29,1,7.25,10,5,0,0,0
8,DPMD Jayawardene,lbw b Chavan,0,3,0,0,0,2,,,,,,,,,,
9,V Sehwag,c Dravid b Hogg,73,38,12,1,192.1,2,2,0,15,0,7.5,3,2,0,0,0
10,KP Pietersen,c Shah b Watson,36,34,3,1,105.88,2,,,,,,,,,,
11,LRPL Taylor,c †Goswami b Hogg,6,5,1,0,120,2,,,,,,,,,,
12,Y Nagar,not out,9,9,1,0,100,2,,,,,,,,,,
13,NV Ojha,not out,11,3,1,1,366.66,2,,,,,,,,,,
14,GB Hogg,DNB,0,0,0,0,0,1,4,0,32,2,8,7,1,1,1,0
15,A Singh,DNB,0,0,0,0,0,1,1,0,12,0,12,2,2,0,0,0
16,Pankaj Singh,DNB,0,0,0,0,0,1,2,0,24,0,12,5,4,1,0,0
17,IK Pathan,DNB,0,0,0,0,0,2,2,0,22,0,11,5,5,0,0,0
18,P Negi,DNB,0,0,0,0,0,2,4,0,18,4,4.5,13,1,0,1,0
19,M Morkel,DNB,0,0,0,0,0,2,4,0,23,1,5.75,11,3,0,0,0
20,S Nadeem,DNB,0,0,0,0,0,2,4,0,33,0,8.25,6,3,1,1,0
21,UT Yadav,DNB,0,0,0,0,0,2,4,0,28,1,7,5,2,0,1,0
0,M Vijay,b Singh,41,29,4,3,141.37,1,,,,,,,,,,
1,F du Plessis,run out (Singh),9,11,0,0,81.81,1,,,,,,,,,,
2,SK Raina,c Singh b Franklin,36,21,3,2,171.42,1,,,,,,,,,,
3,DJ Bravo,b Malinga,40,33,4,1,121.21,1,4,0,39,2,9.75,7,5,1,2,0
4,MS Dhoni,c Sharma b Singh,25,15,2,1,166.66,1,,,,,,,,,,
5,JA Morkel,b Singh,3,3,0,0,100,1,3,0,34,0,11.33,8,6,1,0,0
6,RA Jadeja,c Franklin b Malinga,9,6,0,1,150,1,2,0,12,2,6,4,1,0,0,0
7,S Badrinath,not out,1,1,0,0,100,1,,,,,,,,,,
8,R Ashwin,c Harbhajan Singh b Malinga,0,1,0,0,0,1,4,0,28,1,7,5,2,0,1,0
9,JEC Franklin,c Vijay b Hilfenhaus,1,9,0,0,11.11,2,1,0,8,1,8,2,1,0,0,0
10,SR Tendulkar,c du Plessis b Ashwin,74,44,11,1,168.18,2,,,,,,,,,,
11,RG Sharma,b Jadeja,60,46,6,2,130.43,2,,,,,,,,,,
12,KD Karthik,b Bravo,11,5,2,0,220,2,,,,,,,,,,
13,AT Rayudu,b Jadeja,0,2,0,0,0,2,,,,,,,,,,
14,DR Smith,not out,24,9,2,2,266.66,2,2,0,26,0,13,3,2,2,0,0
15,RJ Peterson,run out (du Plessis),0,2,0,0,0,2,2,0,22,0,11,4,2,1,0,0
16,Harbhajan Singh,c sub (WP Saha) b Bravo,0,1,0,0,0,2,3,0,14,0,4.66,7,0,0,2,0
17,SL Malinga,b Hilfenhaus,0,1,0,0,0,2,4,0,25,3,6.25,11,3,0,1,0
18,RP Singh,not out,1,1,0,0,100,2,4,0,28,3,7,14,3,1,1,0
19,SB Jakati,DNB,0,0,0,0,0,1,3,0,27,0,9,5,3,1,0,0
20,BW Hilfenhaus,DNB,0,0,0,0,0,1,4,1,34,2,8.5,13,4,2,0,0
21,MM Patel,DNB,0,0,0,0,0,2,4,0,46,0,11.5,5,2,4,1,0
0,R Dravid,c Awana b Harris,46,39,8,0,117.94,1,,,,,,,,,,
1,AM Rahane,c †Saini b Harris,5,6,1,0,83.33,1,,,,,,,,,,
2,SR Watson,c Harris b Chawla,36,17,4,2,211.76,1,4,1,22,2,5.5,16,4,0,1,1
3,AL Menaria,c Gurkeerat Singh b Chawla,34,27,1,2,125.92,1,,,,,,,,,,
4,BJ Hodge,c Marsh b Harris,36,23,2,2,156.52,1,,,,,,,,,,
5,J Botha,not out,14,8,2,0,175,1,4,0,21,2,5.25,11,2,0,1,0
6,STR Binny,c Marsh b Harris,0,1,0,0,0,1,1,0,8,1,8,2,1,0,0,0
7,SE Marsh,b Botha,34,27,5,1,125.92,2,,,,,,,,,,
8,Mandeep Singh,c Trivedi b Watson,7,6,0,1,116.66,2,,,,,,,,,,
9,N Saini,c & b Tait,2,9,0,0,22.22,2,,,,,,,,,,
10,DJ Hussey,c Hodge b Trivedi,8,6,2,0,133.33,2,,,,,,,,,,
11,Azhar Mahmood,b Binny,24,24,2,1,100,2,4,0,37,0,9.25,10,5,1,0,1
12,Gurkeerat Singh,c & b Botha,23,24,2,0,95.83,2,,,,,,,,,,
13,AM Nayar,not out,9,8,0,0,112.5,2,,,,,,,,,,
14,PP Chawla,b Watson,5,4,1,0,125,2,4,0,38,2,9.5,8,1,3,0,0
15,RJ Harris,c Botha b Tait,3,5,0,0,60,2,4,0,34,4,8.5,11,5,1,0,0
16,P Kumar,not out,7,8,1,0,87.5,2,4,0,32,0,8,9,5,0,1,0
17,AA Chavan,DNB,0,0,0,0,0,1,3,0,32,0,10.66,7,3,2,0,0
18,DH Yagnik,DNB,0,0,0,0,0,1,,,,,,,,,,
19,SW Tait,DNB,0,0,0,0,0,1,4,0,18,2,4.5,14,1,0,4,0
20,SK Trivedi,DNB,0,0,0,0,0,1,4,0,28,1,7,8,2,1,0,0
21,P Awana,DNB,0,0,0,0,0,2,4,0,34,0,8.5,6,2,1,2,0
0,PA Patel,b Samuels,0,1,0,0,0,1,,,,,,,,,,
1,S Dhawan,b Kumar,13,18,2,0,72.22,1,1,0,9,1,9,3,2,0,0,0
2,CL White,c Smith b Parnell,74,45,4,4,164.44,1,,,,,,,,,,
3,KC Sangakkara,b Nehra,82,52,10,2,157.69,1,,,,,,,,,,
4,JP Duminy,not out,4,3,0,0,133.33,1,3,0,25,0,8.33,5,1,1,3,0
5,BB Samantray,not out,2,2,0,0,100,1,,,,,,,,,,
6,MK Pandey,c Sangakkara b Ankit Sharma,0,1,0,0,0,2,,,,,,,,,,
7,MJ Clarke,run out (Mishra/†Patel),41,31,7,0,132.25,2,,,,,,,,,,
8,SC Ganguly,c White b Dhawan,45,40,5,1,112.5,2,3,0,39,0,13,2,2,3,0,0
9,SPD Smith,not out,47,27,3,2,174.07,2,,,,,,,,,,
10,RV Uthappa,c sub (DJ Harris) b Ashish Reddy,26,18,1,1,144.44,2,,,,,,,,,,
11,M Manhas,c Sangakkara b Pratap Singh,7,4,0,1,175,2,,,,,,,,,,
12,MN Samuels,not out,1,1,0,0,100,2,3,0,33,1,11,5,6,0,0,0
13,Ankit Sharma,DNB,0,0,0,0,0,1,2,0,9,1,4.5,5,0,0,0,0
14,A Ashish Reddy,DNB,0,0,0,0,0,1,3,0,32,1,10.66,3,0,2,0,1
15,A Mishra,DNB,0,0,0,0,0,1,3,0,20,0,6.66,7,1,1,0,0
16,DW Steyn,DNB,0,0,0,0,0,1,4,0,46,0,11.5,7,8,0,0,1
17,V Pratap Singh,DNB,0,0,0,0,0,1,4,0,31,1,7.75,11,4,1,0,0
18,WD Parnell,DNB,0,0,0,0,0,2,4,1,25,1,6.25,11,3,0,0,0
19,M Kartik,DNB,0,0,0,0,0,2,2,0,16,0,8,4,1,1,0,0
20,B Kumar,DNB,0,0,0,0,0,2,4,0,22,1,5.5,9,1,0,0,0
21,A Nehra,DNB,0,0,0,0,0,2,4,0,41,1,10.25,6,3,2,0,1
0,JEC Franklin,c Manhas b Kumar,25,23,3,1,108.69,1,3,0,20,0,6.66,5,2,0,0,0
1,SR Tendulkar,c †Uthappa b Nehra,34,35,4,0,97.14,1,,,,,,,,,,
2,RG Sharma,run out (Smith/†Uthappa),3,5,0,0,60,1,,,,,,,,,,
3,RJ Peterson,c Ganguly b Nehra,13,14,1,0,92.85,1,,,,,,,,,,
4,KD Karthik,not out,18,22,1,0,81.81,1,,,,,,,,,,
5,AT Rayudu,b Kumar,1,3,0,0,33.33,1,,,,,,,,,,
6,NLTC Perera,run out (Smith),0,4,0,0,0,1,1,0,8,0,8,2,1,0,0,0
7,Harbhajan Singh,c Parnell b Dinda,0,1,0,0,0,1,4,0,18,2,4.5,13,2,0,1,0
8,SL Malinga,run out (Smith/†Uthappa),14,14,1,1,100,1,4,0,25,2,6.25,13,3,0,3,0
9,PP Ojha,run out (†Uthappa),1,1,0,0,100,1,4,0,24,1,6,9,2,0,1,0
10,RV Uthappa,lbw b Patel,18,18,2,1,100,2,,,,,,,,,,
11,JD Ryder,c Perera b Harbhajan Singh,9,13,1,0,69.23,2,,,,,,,,,,
12,MJ Clarke,lbw b Harbhajan Singh,14,15,2,0,93.33,2,2,0,9,0,4.5,4,0,0,0,0
13,SC Ganguly,b Malinga,16,24,1,0,66.66,2,,,,,,,,,,
14,SPD Smith,b Ojha,2,6,0,0,33.33,2,,,,,,,,,,
15,M Manhas,not out,42,34,5,0,123.52,2,,,,,,,,,,
16,WD Parnell,c Peterson b Malinga,2,4,0,0,50,2,4,0,18,0,4.5,10,1,0,0,1
17,B Kumar,not out,10,6,1,0,166.66,2,3,0,9,2,3,9,0,0,0,0
18,MM Patel,DNB,0,0,0,0,0,1,4,0,24,1,6,13,2,1,1,0
19,M Kartik,DNB,0,0,0,0,0,2,3,0,27,0,9,4,2,0,1,0
20,A Nehra,DNB,0,0,0,0,0,2,4,0,19,2,4.75,16,2,1,0,0
21,AB Dinda,DNB,0,0,0,0,0,2,4,1,34,1,8.5,11,5,1,0,1
0,DA Warner,c †McCullum b Kallis,21,19,2,1,110.52,1,,,,,,,,,,
1,V Sehwag,lbw b Kallis,23,9,3,1,255.55,1,,,,,,,,,,
2,DPMD Jayawardene,run out (Gambhir),30,27,3,1,111.11,1,,,,,,,,,,
3,LRPL Taylor,c Bhatia b Sangwan,16,27,0,0,59.25,1,,,,,,,,,,
4,IK Pathan,st †McCullum b Narine,36,22,4,1,163.63,1,3,0,28,0,9.33,6,4,0,1,0
5,Y Nagar,b Lee,10,7,1,0,142.85,1,,,,,,,,,,
6,NV Ojha,c Tiwary b Narine,2,6,0,0,33.33,1,,,,,,,,,,
7,M Morkel,run out (Lee),0,0,0,0,0,1,4,0,35,1,8.75,6,3,0,1,0
8,S Nadeem,not out,0,2,0,0,0,1,4,0,32,0,8,7,3,1,0,0
9,VR Aaron,run out (†McCullum/Narine),1,1,0,0,100,1,3.4,0,20,1,5.45,12,1,0,2,0
10,BB McCullum,c Sehwag b Yadav,56,44,7,0,127.27,2,,,,,,,,,,
11,G Gambhir,b Aaron,36,21,4,1,171.42,2,,,,,,,,,,
12,JH Kallis,c †Ojha b Yadav,30,27,3,0,111.11,2,4,0,20,2,5,11,2,0,0,0
13,MK Tiwary,c Pathan b Morkel,8,6,0,0,133.33,2,,,,,,,,,,
14,YK Pathan,not out,7,11,0,0,63.63,2,,,,,,,,,,
15,DB Das,not out,1,3,0,0,33.33,2,,,,,,,,,,
16,UT Yadav,DNB,0,0,0,0,0,1,4,0,30,2,7.5,10,3,0,3,0
17,LR Shukla,DNB,0,0,0,0,0,2,,,,,,,,,,
18,R Bhatia,DNB,0,0,0,0,0,2,4,0,26,0,6.5,8,1,1,0,0
19,B Lee,DNB,0,0,0,0,0,2,4,1,39,1,9.75,9,5,1,1,0
20,PJ Sangwan,DNB,0,0,0,0,0,2,4,0,42,1,10.5,5,4,1,1,0
21,SP Narine,DNB,0,0,0,0,0,2,4,0,23,2,5.75,14,1,1,1,0
0,G Gambhir,c Manhas b Kartik,56,36,4,2,155.55,1,,,,,,,,,,
1,BB McCullum,lbw b Mathews,42,43,5,1,97.67,1,,,,,,,,,,
2,YK Pathan,c Smith b Kumar,11,15,0,0,73.33,1,2,0,23,0,11.5,5,0,3,1,0
3,JH Kallis,b Mathews,1,4,0,0,25,1,2,0,16,1,8,3,2,0,1,0
4,DB Das,not out,15,18,0,1,83.33,1,,,,,,,,,,
5,LR Shukla,c Ganguly b Kumar,0,1,0,0,0,1,,,,,,,,,,
6,MK Tiwary,not out,6,4,0,0,150,1,,,,,,,,,,
7,RV Uthappa,c Shukla b de Lange,17,14,2,0,121.42,2,,,,,,,,,,
8,MJ Clarke,b de Lange,1,2,0,0,50,2,2,0,14,0,7,4,2,0,0,0
9,MK Pandey,c Das b Iqbal Abdulla,17,15,2,0,113.33,2,,,,,,,,,,
10,SPD Smith,lbw b Narine,14,16,1,0,87.5,2,,,,,,,,,,
11,M Manhas,c Iqbal Abdulla b Kallis,1,3,0,0,33.33,2,,,,,,,,,,
12,AD Mathews,c Shukla b de Lange,35,27,0,3,129.62,2,4,0,17,2,4.25,11,1,0,0,0
13,SC Ganguly,c Iqbal Abdulla b Bhatia,36,35,4,1,102.85,2,,,,,,,,,,
14,WD Parnell,run out (Shukla/†McCullum),1,2,0,0,50,2,4,0,37,0,9.25,5,2,1,1,1
15,B Kumar,not out,11,7,2,0,157.14,2,4,0,26,2,6.5,12,0,1,4,0
16,M Kartik,not out,0,0,0,0,0,2,4,0,22,1,5.5,11,2,0,2,0
17,R Bhatia,DNB,0,0,0,0,0,1,4,0,27,1,6.75,5,1,1,0,0
18,SP Narine,DNB,0,0,0,0,0,1,4,1,13,1,3.25,15,1,0,0,0
19,M de Lange,DNB,0,0,0,0,0,1,4,0,34,3,8.5,8,5,0,2,1
20,Iqbal Abdulla,DNB,0,0,0,0,0,1,4,0,26,1,6.5,8,2,0,1,0
21,AB Dinda,DNB,0,0,0,0,0,2,2,0,28,0,14,3,2,2,1,0
0,SC Ganguly,c Chavan b Tait,14,18,1,0,77.77,1,,,,,,,,,,
1,MJ Clarke,lbw b Binny,16,18,1,0,88.88,1,2,0,12,1,6,4,1,0,0,0
2,RV Uthappa,c †Yagnik b Tait,13,19,0,0,68.42,1,,,,,,,,,,
3,AP Majumdar,b Botha,30,20,1,2,150,1,,,,,,,,,,
4,SPD Smith,not out,18,22,1,0,81.81,1,0.2,0,5,0,15,0,1,0,0,0
5,AD Mathews,run out (Shah),11,12,0,0,91.66,1,3,0,15,0,5,3,0,0,0,0
6,M Manhas,b Tait,11,9,1,0,122.22,1,,,,,,,,,,
7,WD Parnell,not out,2,2,0,0,100,1,2,0,12,1,6,6,2,0,0,0
8,R Dravid,c Clarke b Parnell,14,16,2,0,87.5,2,,,,,,,,,,
9,AM Rahane,c Smith b Kumar,0,3,0,0,0,2,,,,,,,,,,
10,SR Watson,not out,90,51,10,4,176.47,2,4,0,28,0,7,6,2,0,1,0
11,AL Menaria,c Manhas b Clarke,18,21,1,0,85.71,2,,,,,,,,,,
12,OA Shah,not out,4,7,0,0,57.14,2,,,,,,,,,,
13,B Kumar,DNB,0,0,0,0,0,1,3,0,17,1,5.66,8,2,0,0,0
14,M Kartik,DNB,0,0,0,0,0,1,3,0,32,0,10.66,8,2,3,0,0
15,A Nehra,DNB,0,0,0,0,0,1,3,0,33,0,11,6,5,1,0,0
16,AA Chavan,DNB,0,0,0,0,0,2,2,0,20,0,10,5,0,2,1,0
17,J Botha,DNB,0,0,0,0,0,2,4,0,25,1,6.25,10,3,0,0,0
18,STR Binny,DNB,0,0,0,0,0,2,3,0,12,1,4,7,0,0,0,0
19,DH Yagnik,DNB,0,0,0,0,0,2,,,,,,,,,,
20,SW Tait,DNB,0,0,0,0,0,2,4,0,13,3,3.25,16,0,0,0,0
21,SK Trivedi,DNB,0,0,0,0,0,2,3,0,20,0,6.66,1,0,0,1,0
0,DJ Harris,run out (Kohli/Syed Mohammad),47,41,2,4,114.63,1,,,,,,,,,,
1,S Dhawan,not out,73,52,10,1,140.38,1,1,0,11,0,11,1,2,0,0,0
2,CL White,c & b Parameswaran,45,24,2,3,187.5,1,,,,,,,,,,
3,KC Sangakkara,not out,10,3,1,1,333.33,1,,,,,,,,,,
4,TM Dilshan,b Pratap Singh,71,54,8,2,131.48,2,1,0,17,0,17,2,1,2,0,0
5,CH Gayle,b Anand Rajan,26,22,1,2,118.18,2,1,0,6,0,6,3,1,0,0,0
6,V Kohli,c Steyn b Mishra,9,9,1,0,100,2,,,,,,,,,,
7,AUK Pathan,c Steyn b Mishra,4,4,0,0,100,2,,,,,,,,,,
8,AB de Villiers,not out,47,17,5,3,276.47,2,,,,,,,,,,
9,MA Agarwal,lbw b Ashish Reddy,18,6,1,2,300,2,,,,,,,,,,
10,J Syed Mohammad,not out,4,1,1,0,400,2,3,0,27,0,9,4,0,2,0,0
11,PA Patel,DNB,0,0,0,0,0,1,,,,,,,,,,
12,PA Reddy,DNB,0,0,0,0,0,1,,,,,,,,,,
13,A Ashish Reddy,DNB,0,0,0,0,0,1,4,0,36,1,9,11,3,2,1,0
14,A Mishra,DNB,0,0,0,0,0,1,4,0,28,2,7,7,1,1,0,0
15,DW Steyn,DNB,0,0,0,0,0,1,3,1,30,0,10,9,3,2,0,0
16,Anand Rajan,DNB,0,0,0,0,0,1,3.5,0,44,1,11.47,7,5,2,2,0
17,V Pratap Singh,DNB,0,0,0,0,0,1,3,0,34,1,11.33,4,3,2,1,0
18,Z Khan,DNB,0,0,0,0,0,2,4,0,32,0,8,10,2,2,1,0
19,A Mithun,DNB,0,0,0,0,0,2,3,0,33,0,11,6,5,1,1,0
20,P Parameswaran,DNB,0,0,0,0,0,2,4,0,45,1,11.25,7,5,2,1,0
21,M Muralitharan,DNB,0,0,0,0,0,2,4,0,18,0,4.5,10,1,0,0,0
0,Mandeep Singh,b Ashish Reddy,75,48,8,3,156.25,1,,,,,,,,,,
1,SE Marsh,b Dhawan,22,20,3,0,110,1,,,,,,,,,,
2,N Saini,lbw b Ashish Reddy,2,4,0,0,50,1,,,,,,,,,,
3,DJ Hussey,c Harris b Pratap Singh,16,16,1,1,100,1,1,0,2,2,2,4,0,0,0,0
4,Azhar Mahmood,run out (Ashish Reddy/Theron),14,9,2,0,155.55,1,4,0,31,0,7.75,8,3,0,2,0
5,DA Miller,not out,28,18,3,1,155.55,1,,,,,,,,,,
6,SD Chitnis,not out,6,5,0,0,120,1,,,,,,,,,,
7,DJ Harris,c Awana b Hussey,30,29,2,1,103.44,2,2,0,15,0,7.5,4,2,0,0,0
8,S Dhawan,c Azhar Mahmood b Kumar,8,6,1,0,133.33,2,2,0,8,1,4,5,0,0,0,0
9,PA Patel,b Awana,17,13,1,1,130.76,2,,,,,,,,,,
10,CL White,c Marsh b Hussey,8,14,1,0,57.14,2,,,,,,,,,,
11,KC Sangakkara,c †Saini b Kumar,4,6,0,0,66.66,2,,,,,,,,,,
12,PA Reddy,st †Saini b Chawla,24,13,2,1,184.61,2,,,,,,,,,,
13,AA Jhunjhunwala,run out (Marsh),19,20,0,1,95,2,2,0,12,0,6,4,1,0,0,0
14,A Ashish Reddy,c Marsh b Awana,8,8,1,0,100,2,4,0,39,2,9.75,8,3,2,1,0
15,J Theron,not out,7,6,1,0,116.66,2,4,0,29,0,7.25,9,4,0,0,0
16,A Mishra,not out,8,5,1,0,160,2,2,0,20,0,10,5,2,1,0,0
17,PP Chawla,DNB,0,0,0,0,0,1,4,0,33,1,8.25,7,1,2,0,0
18,RR Powar,DNB,0,0,0,0,0,1,3,0,32,0,10.66,3,3,1,0,0
19,P Kumar,DNB,0,0,0,0,0,1,4,0,15,2,3.75,13,1,0,0,0
20,P Awana,DNB,0,0,0,0,0,1,4,0,27,2,6.75,11,2,1,1,0
21,V Pratap Singh,DNB,0,0,0,0,0,2,4,0,45,1,11.25,8,5,2,2,0
0,JEC Franklin,c Khan b Vinay Kumar,1,6,0,0,16.66,1,,,,,,,,,,
1,SR Tendulkar,c & b Patel,24,27,4,0,88.88,1,,,,,,,,,,
2,RG Sharma,lbw b Vinay Kumar,0,3,0,0,0,1,1,0,16,0,16,1,0,2,0,0
3,KD Karthik,c Kohli b Muralitharan,44,39,3,1,112.82,1,,,,,,,,,,
4,AT Rayudu,c Muralitharan b Patel,22,17,2,0,129.41,1,,,,,,,,,,
5,DR Smith,c Vinay Kumar b Muralitharan,2,3,0,0,66.66,1,,,,,,,,,,
6,KA Pollard,not out,21,13,0,2,161.53,1,3,0,33,0,11,3,2,2,1,0
7,Harbhajan Singh,not out,20,12,3,0,166.66,1,4,0,18,0,4.5,10,1,0,0,0
8,TM Dilshan,lbw b Ojha,19,25,3,0,76,2,,,,,,,,,,
9,CH Gayle,not out,82,59,5,6,138.98,2,,,,,,,,,,
10,V Kohli,not out,36,25,1,2,144,2,,,,,,,,,,
11,SL Malinga,DNB,0,0,0,0,0,1,4,0,20,0,5,14,3,0,1,0
12,PP Ojha,DNB,0,0,0,0,0,1,2,0,25,1,12.5,5,0,3,0,1
13,RP Singh,DNB,0,0,0,0,0,1,4,0,28,0,7,10,3,1,0,0
14,AB de Villiers,DNB,0,0,0,0,0,2,,,,,,,,,,
15,MA Agarwal,DNB,0,0,0,0,0,2,,,,,,,,,,
