,Name,Desc,Runs_Scored,Balls_Faced,4s_hit,6s_hit,SR,Team,Overs_Bowled,Maidens,Runs_Given,Wickets,Econ,Dots,4s_Given,6s_Given,Wd,Nb
16,SS Tiwary,DNB,0,0,0,0,0,2,,,,,,,,,,
17,J Syed Mohammad,DNB,0,0,0,0,0,2,4,0,38,0,9.5,5,3,1,1,0
18,R Vinay Kumar,DNB,0,0,0,0,0,2,4,0,34,2,8.5,12,3,2,1,0
19,Z Khan,DNB,0,0,0,0,0,2,4,0,16,0,4,14,2,0,0,0
20,HV Patel,DNB,0,0,0,0,0,2,4,0,24,2,6,11,3,0,0,0
21,M Muralitharan,DNB,0,0,0,0,0,2,4,0,24,2,6,8,1,0,0,0
0,DJ Harris,c Jayawardene b Morkel,19,17,4,0,111.76,1,,,,,,,,,,
1,S Dhawan,run out (Nadeem),84,49,9,5,171.42,1,2,0,27,1,13.5,5,3,2,1,0
2,KC Sangakkara,c Nadeem b Aaron,4,5,1,0,80,1,,,,,,,,,,
3,CL White,c †Ojha b Aaron,65,40,7,2,162.5,1,,,,,,,,,,
4,JP Duminy,not out,13,9,2,0,144.44,1,,,,,,,,,,
5,PA Patel,not out,0,0,0,0,0,1,,,,,,,,,,
6,V Sehwag,c White b Dhawan,4,2,1,0,200,2,,,,,,,,,,
7,DA Warner,not out,109,54,10,7,201.85,2,,,,,,,,,,
8,NV Ojha,not out,64,46,2,5,139.13,2,,,,,,,,,,
9,Ankit Sharma,DNB,0,0,0,0,0,1,1,0,16,0,16,1,0,2,0,0
10,A Ashish Reddy,DNB,0,0,0,0,0,1,2,0,29,0,14.5,3,3,2,0,0
11,A Mishra,DNB,0,0,0,0,0,1,4,0,44,0,11,4,2,2,0,1
12,MS Gony,DNB,0,0,0,0,0,1,4,0,22,0,5.5,13,1,1,1,0
13,TP Sudhindra,DNB,0,0,0,0,0,1,3.4,0,43,0,11.72,10,4,3,0,1
14,DPMD Jayawardene,DNB,0,0,0,0,0,2,,,,,,,,,,
15,Y Nagar,DNB,0,0,0,0,0,2,,,,,,,,,,
16,AD Russell,DNB,0,0,0,0,0,2,4,0,39,0,9.75,8,6,1,0,0
17,Y Venugopal Rao,DNB,0,0,0,0,0,2,,,,,,,,,,
18,IK Pathan,DNB,0,0,0,0,0,2,4,0,46,0,11.5,9,7,2,0,0
19,M Morkel,DNB,0,0,0,0,0,2,4,0,32,1,8,8,3,1,1,0
20,S Nadeem,DNB,0,0,0,0,0,2,4,0,39,0,9.75,6,1,3,0,0
21,VR Aaron,DNB,0,0,0,0,0,2,4,0,30,2,7.5,12,6,0,0,0
0,R Dravid,c Hussey b Hilfenhaus,4,9,1,0,44.44,1,,,,,,,,,,
1,AM Rahane,c Ashwin b Mahesh,17,22,2,0,77.27,1,,,,,,,,,,
2,SR Watson,c Ashwin b Hilfenhaus,5,11,1,0,45.45,1,3,0,32,1,10.66,9,4,2,1,0
3,STR Binny,c Raina b Mahesh,27,18,3,1,150,1,,,,,,,,,,
4,BJ Hodge,lbw b Ashwin,33,28,2,1,117.85,1,,,,,,,,,,
5,J Botha,b Jadeja,12,20,0,0,60,1,4,0,23,0,5.75,8,2,0,0,0
6,AL Menaria,not out,6,5,1,0,120,1,,,,,,,,,,
7,DH Yagnik,not out,10,7,2,0,142.85,1,,,,,,,,,,
8,MEK Hussey,run out (Tait),19,32,2,0,59.37,2,,,,,,,,,,
9,M Vijay,b Watson,0,5,0,0,0,2,,,,,,,,,,
10,SK Raina,c Rahane b Pankaj Singh,23,17,5,0,135.29,2,,,,,,,,,,
11,DJ Bravo,c Binny b Trivedi,10,15,0,0,66.66,2,3,0,38,0,12.66,4,5,1,2,0
12,MS Dhoni,c Rahane b Trivedi,10,16,1,0,62.5,2,,,,,,,,,,
13,RA Jadeja,c Botha b Pankaj Singh,16,13,1,1,123.07,2,4,0,21,1,5.25,9,2,0,0,0
14,JA Morkel,not out,18,6,1,2,300,2,3,0,19,0,6.33,12,4,0,1,0
15,S Anirudha,not out,18,6,1,2,300,2,,,,,,,,,,
16,SW Tait,DNB,0,0,0,0,0,1,3.1,0,20,0,6.31,14,0,1,4,1
17,SK Trivedi,DNB,0,0,0,0,0,1,4,0,18,2,4.5,13,0,1,1,0
18,Pankaj Singh,DNB,0,0,0,0,0,1,4,0,34,2,8.5,12,5,1,1,0
19,R Ashwin,DNB,0,0,0,0,0,2,2,0,13,1,6.5,5,0,1,0,0
20,BW Hilfenhaus,DNB,0,0,0,0,0,2,4,1,8,2,2,17,0,0,0,0
21,VY Mahesh,DNB,0,0,0,0,0,2,4,0,21,2,5.25,10,1,0,3,0
0,R Dravid,c Faulkner b Harmeet Singh,28,24,3,0,116.66,1,,,,,,,,,,
1,AM Rahane,b Faulkner,98,66,16,1,148.48,1,,,,,,,,,,
2,AL Menaria,b Chawla,0,3,0,0,0,1,,,,,,,,,,
3,BJ Hodge,b Faulkner,21,16,1,1,131.25,1,1,0,8,0,8,2,1,0,0,0
4,OA Shah,not out,14,8,2,0,175,1,,,,,,,,,,
5,KK Cooper,not out,11,3,1,1,366.66,1,4,0,26,4,6.5,13,1,2,0,0
6,AC Gilchrist,c Cooper b Singh,27,18,3,1,150,2,,,,,,,,,,
7,PC Valthaty,c Singh b Cooper,13,15,2,0,86.66,2,1,0,16,0,16,1,2,1,0,0
8,SE Marsh,c Dravid b Cooper,7,6,1,0,116.66,2,,,,,,,,,,
9,AM Nayar,c †Goswami b Cooper,10,10,0,1,100,2,,,,,,,,,,
10,DJ Hussey,c Cooper b Trivedi,13,10,1,0,130,2,,,,,,,,,,
11,Mandeep Singh,b Chavan,34,25,5,0,136,2,,,,,,,,,,
12,Bipul Sharma,c Rahane b Chavan,18,13,2,0,138.46,2,4,0,28,0,7,8,1,0,2,0
13,PP Chawla,b Cooper,10,8,0,1,125,2,4,0,33,1,8.25,9,6,0,0,0
14,JP Faulkner,not out,11,9,0,0,122.22,2,4,0,41,2,10.25,8,4,2,1,0
15,P Kumar,run out (Cooper/†Goswami),10,6,0,1,166.66,2,4,0,42,0,10.5,7,7,0,2,0
16,Harmeet Singh,not out,1,1,0,0,100,2,3,0,23,1,7.66,7,3,0,2,0
17,J Botha,DNB,0,0,0,0,0,1,4,0,36,0,9,6,4,1,0,0
18,AA Chavan,DNB,0,0,0,0,0,1,3,0,28,2,9.33,3,4,0,0,0
19,SP Goswami,DNB,0,0,0,0,0,1,,,,,,,,,,
20,A Singh,DNB,0,0,0,0,0,1,4,0,26,1,6.5,7,0,1,1,0
21,SK Trivedi,DNB,0,0,0,0,0,1,4,0,32,1,8,9,4,0,0,1
0,F du Plessis,run out (Rayudu),3,2,0,0,150,1,,,,,,,,,,
1,M Vijay,c Harbhajan Singh b Franklin,10,17,1,0,58.82,1,,,,,,,,,,
2,SK Raina,c Malinga b Ojha,36,26,2,1,138.46,1,,,,,,,,,,
3,DJ Bravo,c Pollard b Ojha,19,19,3,0,100,1,3,0,14,1,4.66,10,0,1,1,0
4,JA Morkel,c Ojha b Pollard,3,8,0,0,37.5,1,4,0,20,0,5,13,1,1,1,0
5,S Badrinath,c Harbhajan Singh b Pollard,10,16,0,0,62.5,1,,,,,,,,,,
6,MS Dhoni,run out (Ahmed/†Karthik),4,6,0,0,66.66,1,,,,,,,,,,
7,RA Jadeja,b Malinga,3,5,0,0,60,1,1,0,16,0,16,1,2,1,0,0
8,R Ashwin,run out (Harbhajan Singh/†Karthik),3,5,0,0,60,1,4,0,20,0,5,10,0,1,0,0
9,SB Jakati,not out,6,10,0,0,60,1,1,0,8,0,8,1,1,0,0,0
10,DE Bollinger,c Sharma b Malinga,3,5,0,0,60,1,3.5,0,34,1,8.86,10,5,1,1,0
11,RE Levi,c Bollinger b Bravo,50,35,6,3,142.85,2,,,,,,,,,,
12,SR Tendulkar,retired hurt,16,15,1,1,106.66,2,,,,,,,,,,
13,RG Sharma,c †Dhoni b Bollinger,0,3,0,0,0,2,,,,,,,,,,
14,AT Rayudu,not out,18,18,0,1,100,2,,,,,,,,,,
15,JEC Franklin,not out,25,30,2,0,83.33,2,2,0,18,1,9,3,3,0,0,0
16,KD Karthik,DNB,0,0,0,0,0,2,,,,,,,,,,
17,KA Pollard,DNB,0,0,0,0,0,2,4,0,15,2,3.75,11,0,0,2,0
18,Harbhajan Singh,DNB,0,0,0,0,0,2,4,0,24,0,6,6,1,0,2,0
19,SL Malinga,DNB,0,0,0,0,0,2,3.5,0,16,2,4.17,13,0,0,2,0
20,AN Ahmed,DNB,0,0,0,0,0,2,2,0,17,0,8.5,5,1,1,1,0
21,PP Ojha,DNB,0,0,0,0,0,2,4,0,17,2,4.25,10,1,0,0,0
0,MK Pandey,b Malinga,0,5,0,0,0,1,,,,,,,,,,
1,SC Ganguly,st †Karthik b Harbhajan Singh,3,6,0,0,50,1,,,,,,,,,,
2,WD Parnell,b Patel,11,14,2,0,78.57,1,3,0,18,1,6,9,3,0,0,0
3,RV Uthappa,c & b Pollard,36,33,3,0,109.09,1,,,,,,,,,,
4,CJ Ferguson,run out (Sharma),12,13,1,0,92.3,1,,,,,,,,,,
5,SPD Smith,c Pollard b Patel,39,32,4,0,121.87,1,,,,,,,,,,
6,MN Samuels,b Malinga,4,4,0,0,100,1,4,0,21,1,5.25,13,1,1,1,0
7,B Kumar,b Ojha,2,4,0,0,50,1,2,0,13,0,6.5,5,0,0,0,0
8,M Kartik,not out,14,9,1,1,155.55,1,3,0,14,2,4.66,8,1,0,0,0
9,R Sharma,run out (†Karthik/Pollard),0,0,0,0,0,1,4,0,16,1,4,12,1,0,1,0
10,RE Levi,st †Uthappa b Kartik,0,2,0,0,0,2,,,,,,,,,,
11,AT Rayudu,c Kartik b Dinda,1,2,0,0,50,2,,,,,,,,,,
12,RG Sharma,c †Uthappa b Dinda,1,6,0,0,16.66,2,,,,,,,,,,
13,JEC Franklin,c Ferguson b Dinda,32,42,1,0,76.19,2,1,0,12,0,12,0,2,0,0,0
14,KD Karthik,st †Uthappa b Kartik,32,32,4,1,100,2,,,,,,,,,,
15,SA Yadav,b Samuels,0,4,0,0,0,2,,,,,,,,,,
16,KA Pollard,b Sharma,8,11,0,0,72.72,2,4,0,31,1,7.75,3,1,0,2,0
17,Harbhajan Singh,lbw b Dinda,16,15,2,0,106.66,2,3,0,16,1,5.33,8,2,0,0,0
18,SL Malinga,c †Uthappa b Parnell,5,3,1,0,166.66,2,4,1,16,2,4,13,1,0,1,0
19,PP Ojha,not out,0,1,0,0,0,2,4,0,23,1,5.75,13,2,1,0,0
20,MM Patel,not out,1,2,0,0,50,2,4,0,26,2,6.5,10,3,0,0,0
21,AB Dinda,DNB,0,0,0,0,0,1,4,0,18,4,4.5,15,2,0,2,0
0,AB McDonald,c Bracewell b Morkel,30,19,4,2,157.89,1,2,0,11,1,5.5,5,1,0,0,0
1,CA Pujara,c Pathan b Morkel,11,12,1,0,91.66,1,,,,,,,,,,
2,V Kohli,c Nagar b Bracewell,8,8,1,0,100,1,,,,,,,,,,
3,AB de Villiers,not out,64,42,6,2,152.38,1,,,,,,,,,,
4,SS Tiwary,lbw b Maxwell,1,3,0,0,33.33,1,,,,,,,,,,
5,MA Agarwal,c Nagar b Nadeem,16,15,1,1,106.66,1,,,,,,,,,,
6,DL Vettori,run out (Bracewell/Maxwell),3,4,0,0,75,1,4,0,28,1,7,8,2,0,1,0
7,R Vinay Kumar,c Morkel b Bracewell,18,16,1,0,112.5,1,4,0,25,0,6.25,11,2,1,0,0
8,HV Patel,b Bracewell,0,1,0,0,0,1,2,0,10,0,5,6,1,0,0,0
9,AJ Finch,lbw b Muralitharan,25,24,3,0,104.16,2,,,,,,,,,,
10,V Sehwag,c Pujara b Khan,0,1,0,0,0,2,,,,,,,,,,
11,NV Ojha,c Kohli b Muralitharan,33,26,4,1,126.92,2,,,,,,,,,,
12,Y Venugopal Rao,c Agarwal b McDonald,18,23,1,0,78.26,2,,,,,,,,,,
13,GJ Maxwell,c Khan b Muralitharan,3,4,0,0,75,2,2,0,10,1,5,5,1,0,0,0
14,Y Nagar,c Patel b Vettori,16,15,2,0,106.66,2,,,,,,,,,,
15,IK Pathan,run out (Patel/†de Villiers),24,15,2,1,160,2,4,0,47,0,11.75,7,6,2,0,0
16,DAJ Bracewell,not out,12,9,1,0,133.33,2,4,0,32,3,8,10,2,2,1,0
17,M Morkel,not out,2,3,0,0,66.66,2,4,0,30,2,7.5,9,2,1,1,0
18,Z Khan,DNB,0,0,0,0,0,1,4,0,36,1,9,8,6,0,1,0
19,M Muralitharan,DNB,0,0,0,0,0,1,4,0,25,3,6.25,9,1,1,0,0
20,UT Yadav,DNB,0,0,0,0,0,2,2,0,8,0,4,7,1,0,0,0
21,S Nadeem,DNB,0,0,0,0,0,2,4,0,26,1,6.5,8,2,0,0,0
0,M Vijay,b Ankit Sharma,2,5,0,0,40,1,,,,,,,,,,
1,F du Plessis,c Christian b Sudhindra,39,25,1,4,156,1,1,0,16,0,16,0,0,2,0,0
2,SK Raina,c & b Christian,16,12,3,0,133.33,1,2,0,10,1,5,2,0,0,0,0
3,S Badrinath,c Chipli b Christian,25,20,3,0,125,1,,,,,,,,,,
4,RA Jadeja,hit wicket b Steyn,48,29,3,3,165.51,1,4,0,16,5,4,17,1,1,0,0
5,MS Dhoni,c Harris b Steyn,7,9,0,0,77.77,1,,,,,,,,,,
6,DJ Bravo,not out,43,18,0,5,238.88,1,1,0,10,0,10,2,2,0,0,0
7,JA Morkel,not out,2,3,0,0,66.66,1,2,0,20,0,10,3,3,0,1,0
8,DJ Harris,c †Dhoni b Bollinger,15,14,3,0,107.14,2,1,0,11,0,11,0,0,1,0,0
9,S Dhawan,c Bravo b Raina,21,18,3,0,116.66,2,,,,,,,,,,
10,PA Patel,b Jadeja,20,17,3,0,117.64,2,,,,,,,,,,
11,CL White,c Raina b Jakati,23,16,2,1,143.75,2,,,,,,,,,,
12,B Chipli,b Jadeja,10,9,0,1,111.11,2,,,,,,,,,,
13,DT Christian,c Bravo b Jakati,2,3,0,0,66.66,2,4,0,26,2,6.5,9,3,0,0,0
14,MS Gony,c Raina b Jadeja,4,8,0,0,50,2,4,0,54,0,13.5,8,3,5,0,1
15,DB Ravi Teja,st †Dhoni b Jadeja,0,2,0,0,0,2,,,,,,,,,,
16,Ankit Sharma,c Morkel b Bollinger,15,8,0,2,187.5,2,3,0,28,1,9.33,9,1,3,0,0
17,DW Steyn,lbw b Jadeja,5,8,0,0,62.5,2,4,0,25,2,6.25,11,1,0,4,0
18,TP Sudhindra,not out,0,0,0,0,0,2,4,0,46,1,11.5,4,2,3,2,0
19,R Ashwin,DNB,0,0,0,0,0,1,3,0,12,0,4,10,1,0,0,0
20,SB Jakati,DNB,0,0,0,0,0,1,2,0,14,2,7,3,0,1,0,0
21,DE Bollinger,DNB,0,0,0,0,0,1,2.1,0,20,2,9.23,7,4,0,2,0
0,F du Plessis,c van der Merwe b Morkel,15,12,3,0,125,1,,,,,,,,,,
1,M Vijay,run out (Pathan/Jayawardene),0,0,0,0,0,1,,,,,,,,,,
2,SK Raina,run out (Nagar/†Ojha),17,16,0,2,106.25,1,,,,,,,,,,
3,S Badrinath,run out (Pietersen/†Ojha),15,16,1,1,93.75,1,,,,,,,,,,
4,RA Jadeja,c †Ojha b Pathan,13,17,1,0,76.47,1,2,0,19,0,9.5,2,1,1,0,0
5,DJ Bravo,b Yadav,22,31,1,0,70.96,1,1,0,5,0,5,3,0,0,0,0
6,MS Dhoni,c Jayawardene b Morkel,11,18,0,0,61.11,1,,,,,,,,,,
7,JA Morkel,not out,2,3,0,0,66.66,1,2,0,24,0,12,6,4,1,0,0
8,R Ashwin,run out (Sehwag/†Ojha),8,5,1,0,160,1,3.2,0,21,1,6.3,6,0,1,0,0
9,SB Jakati,not out,1,2,0,0,50,1,3,0,23,0,7.66,6,3,0,0,0
10,NV Ojha,run out (du Plessis/Ashwin),14,12,3,0,116.66,2,,,,,,,,,,
11,V Sehwag,c Vijay b Ashwin,33,21,4,1,157.14,2,,,,,,,,,,
12,KP Pietersen,not out,43,26,3,2,165.38,2,2,0,16,0,8,3,0,1,0,0
13,DPMD Jayawardene,not out,20,21,1,0,95.23,2,,,,,,,,,,
14,DE Bollinger,DNB,0,0,0,0,0,1,2,0,18,0,9,3,3,0,0,0
15,RE van der Merwe,DNB,0,0,0,0,0,2,4,0,15,0,3.75,11,0,0,0,0
16,Y Venugopal Rao,DNB,0,0,0,0,0,2,,,,,,,,,,
17,Y Nagar,DNB,0,0,0,0,0,2,,,,,,,,,,
18,IK Pathan,DNB,0,0,0,0,0,2,4,0,25,1,6.25,13,3,1,0,0
19,M Morkel,DNB,0,0,0,0,0,2,4,0,19,2,4.75,14,2,0,2,0
20,UT Yadav,DNB,0,0,0,0,0,2,3,0,24,1,8,9,2,1,2,0
21,S Nadeem,DNB,0,0,0,0,0,2,3,0,9,0,3,10,0,0,0,0
0,RE Levi,b Hogg,29,22,4,1,131.81,1,,,,,,,,,,
1,TL Suman,c Trivedi b Singh,10,10,0,1,100,1,,,,,,,,,,
2,RG Sharma,b Hogg,21,13,2,1,161.53,1,,,,,,,,,,
3,AT Rayudu,not out,47,32,1,3,146.87,1,,,,,,,,,,
4,KA Pollard,c Rahane b Chavan,64,33,6,4,193.93,1,4,0,44,4,11,8,3,3,1,1
5,KD Karthik,c Trivedi b Cooper,0,1,0,0,0,1,,,,,,,,,,
6,JEC Franklin,c Rahane b Singh,2,3,0,0,66.66,1,2,0,22,0,11,4,2,1,1,0
7,Harbhajan Singh,not out,18,6,1,2,300,1,4,0,43,0,10.75,5,4,2,0,0
8,R Dravid,c Suman b Patel,3,5,0,0,60,2,,,,,,,,,,
9,AM Rahane,c Levi b Pollard,40,31,4,2,129.03,2,,,,,,,,,,
10,SP Goswami,c †Karthik b Patel,0,1,0,0,0,2,,,,,,,,,,
11,OA Shah,b Malinga,76,42,5,5,180.95,2,,,,,,,,,,
12,AL Menaria,c Sharma b Pollard,20,15,2,1,133.33,2,,,,,,,,,,
13,J Botha,c Pollard b Malinga,2,3,0,0,66.66,2,1,0,22,0,22,1,2,2,0,0
14,KK Cooper,b Patel,14,6,0,2,233.33,2,4,0,43,1,10.75,8,3,3,0,0
15,AA Chavan,c †Karthik b Pollard,4,2,1,0,200,2,4,0,41,1,10.25,11,4,3,0,0
16,GB Hogg,c Franklin b Patel,2,5,0,0,40,2,4,0,31,2,7.75,9,3,1,0,0
17,A Singh,b Pollard,0,3,0,0,0,2,4,0,29,2,7.25,9,1,2,0,0
18,SK Trivedi,not out,5,6,0,0,83.33,2,3,0,25,0,8.33,1,1,1,0,0
19,SL Malinga,DNB,0,0,0,0,0,1,4,0,13,2,3.25,17,1,0,0,0
20,PP Ojha,DNB,0,0,0,0,0,1,2,0,19,0,9.5,4,0,2,0,0
21,MM Patel,DNB,0,0,0,0,0,1,3.4,0,28,4,7.63,11,2,2,0,0
0,MA Agarwal,c Bravo b Morkel,45,26,5,3,173.07,1,,,,,,,,,,
1,CH Gayle,c Bravo b Jadeja,68,35,2,6,194.28,1,,,,,,,,,,
2,V Kohli,c du Plessis b Bollinger,57,46,5,2,123.91,1,2,0,36,0,18,1,3,3,0,0
3,AB de Villiers,c Jakati b Morkel,4,2,1,0,200,1,,,,,,,,,,
4,SS Tiwary,c Raina b Jadeja,8,6,1,0,133.33,1,,,,,,,,,,
5,RR Bhatkal,c Raina b Bollinger,0,2,0,0,0,1,2,0,35,0,17.5,0,2,3,0,0
6,CA Pujara,b Bollinger,0,1,0,0,0,1,,,,,,,,,,
7,DL Vettori,run out (Bollinger),1,1,0,0,100,1,4,0,30,0,7.5,10,1,2,0,0
8,R Vinay Kumar,not out,6,1,0,1,600,1,4,0,53,1,13.25,6,4,3,1,2
9,Z Khan,not out,0,0,0,0,0,1,4,0,32,1,8,8,4,0,1,0
10,M Vijay,c & b Muralitharan,11,15,1,0,73.33,2,,,,,,,,,,
11,F du Plessis,c Kohli b Muralitharan,71,46,5,4,154.34,2,,,,,,,,,,
12,SK Raina,c Bhatkal b Muralitharan,23,14,3,1,164.28,2,1,0,21,0,21,1,0,3,1,0
13,MS Dhoni,c sub (TM Dilshan) b Khan,41,24,1,2,170.83,2,,,,,,,,,,
14,DJ Bravo,not out,25,15,2,1,166.66,2,4,0,30,0,7.5,9,3,1,1,0
15,JA Morkel,c Agarwal b Vinay Kumar,28,7,2,3,400,2,4,0,37,2,9.25,5,1,2,4,0
16,RA Jadeja,not out,4,1,1,0,400,2,2,0,18,2,9,4,2,0,2,0
17,M Muralitharan,DNB,0,0,0,0,0,1,4,0,21,3,5.25,10,1,0,0,0
18,S Badrinath,DNB,0,0,0,0,0,2,,,,,,,,,,
19,R Ashwin,DNB,0,0,0,0,0,2,4,0,46,0,11.5,6,5,2,0,0
20,SB Jakati,DNB,0,0,0,0,0,2,2,0,27,0,13.5,3,1,2,1,0
21,DE Bollinger,DNB,0,0,0,0,0,2,3,0,24,3,8,11,2,2,1,0
0,R Dravid,run out (Iqbal Abdulla/Bhatia),26,24,2,2,108.33,1,,,,,,,,,,
1,AM Rahane,run out (Gambhir),0,4,0,0,0,1,,,,,,,,,,
2,SP Goswami,b Bhatia,23,18,2,0,127.77,1,,,,,,,,,,
3,AL Menaria,b Lee,40,30,4,1,133.33,1,,,,,,,,,,
4,BJ Hodge,c †McCullum b Lee,44,29,3,2,151.72,1,,,,,,,,,,
5,OA Shah,not out,23,11,2,1,209.09,1,,,,,,,,,,
6,KK Cooper,not out,5,5,0,0,100,1,4,0,28,3,7,8,3,0,2,0
7,JH Kallis,c Dravid b Singh,5,8,0,0,62.5,2,4,0,35,0,8.75,9,6,0,1,0
8,BB McCullum,lbw b Chavan,2,4,0,0,50,2,,,,,,,,,,
9,G Gambhir,c †Goswami b Singh,0,1,0,0,0,2,,,,,,,,,,
10,MK Tiwary,b Botha,59,49,7,0,120.4,2,,,,,,,,,,
11,DB Das,b Cooper,12,14,0,1,85.71,2,,,,,,,,,,
12,YK Pathan,c Hodge b Trivedi,15,14,0,1,107.14,2,2,0,28,0,14,3,1,3,1,0
13,R Bhatia,c & b Trivedi,8,8,1,0,100,2,4,0,27,1,6.75,6,2,0,0,0
14,LR Shukla,c Shah b Chavan,8,8,0,1,100,2,,,,,,,,,,
15,B Lee,b Cooper,25,11,2,2,227.27,2,4,0,29,2,7.25,14,2,2,0,1
16,SP Narine,b Cooper,0,1,0,0,0,2,4,0,29,0,7.25,8,1,1,0,0
17,Iqbal Abdulla,not out,1,2,0,0,50,2,2,0,16,0,8,2,1,0,0,0
18,J Botha,DNB,0,0,0,0,0,1,4,0,34,1,8.5,9,3,1,2,0
19,AA Chavan,DNB,0,0,0,0,0,1,4,0,23,2,5.75,13,0,2,1,0
20,A Singh,DNB,0,0,0,0,0,1,4,0,30,2,7.5,9,1,2,0,0
21,SK Trivedi,DNB,0,0,0,0,0,1,4,1,25,2,6.25,10,3,0,0,0
0,BB McCullum,lbw b van der Merwe,9,7,2,0,128.57,1,,,,,,,,,,
1,JH Kallis,b Morkel,4,4,1,0,100,1,3,0,23,1,7.66,6,1,1,0,0
2,G Gambhir,b Morkel,16,15,2,0,106.66,1,,,,,,,,,,
3,MK Tiwary,b Morkel,0,1,0,0,0,1,,,,,,,,,,
4,YK Pathan,c †Ojha b Yadav,0,4,0,0,0,1,1,0,7,0,7,2,1,0,0,0
5,DB Das,run out (Finch/†Ojha),18,9,0,2,200,1,,,,,,,,,,
6,LR Shukla,c Nagar b Yadav,26,17,1,2,152.94,1,,,,,,,,,,
7,R Bhatia,st †Ojha b van der Merwe,7,9,0,0,77.77,1,1.1,0,7,1,6,3,1,0,0,0
8,B Lee,run out (Yadav),9,5,0,1,180,1,2,0,15,0,7.5,4,2,0,0,0
9,Iqbal Abdulla,not out,1,1,0,0,100,1,1,0,8,0,8,3,0,1,0,0
10,AJ Finch,b Kallis,30,27,5,0,111.11,2,,,,,,,,,,
11,V Sehwag,c Iqbal Abdulla b Bhatia,20,13,1,1,153.84,2,,,,,,,,,,
12,IK Pathan,not out,42,20,2,3,210,2,1,0,9,0,9,3,2,0,0,0
13,GJ Maxwell,not out,3,7,0,0,42.85,2,1,0,12,0,12,1,0,1,1,0
14,M de Lange,DNB,0,0,0,0,0,1,3,0,36,0,12,3,3,2,1,0
15,NV Ojha,DNB,0,0,0,0,0,2,,,,,,,,,,
16,Y Venugopal Rao,DNB,0,0,0,0,0,2,,,,,,,,,,
17,M Morkel,DNB,0,0,0,0,0,2,3,0,18,3,6,9,1,1,0,0
18,Y Nagar,DNB,0,0,0,0,0,2,,,,,,,,,,
19,RE van der Merwe,DNB,0,0,0,0,0,2,3,0,28,2,9.33,8,2,2,1,0
20,UT Yadav,DNB,0,0,0,0,0,2,2,0,9,2,4.5,6,1,0,0,0
21,S Nadeem,DNB,0,0,0,0,0,2,2,0,16,0,8,2,0,1,0,0
0,JD Ryder,run out (Hussey/†Gilchrist),7,11,1,0,63.63,1,2,0,12,0,6,5,1,0,0,0
1,SC Ganguly,c Marsh b Mascarenhas,16,9,3,0,177.77,1,,,,,,,,,,
2,MN Samuels,b Mascarenhas,2,12,0,0,16.66,1,3.4,0,27,0,7.36,11,5,0,0,0
3,RV Uthappa,c Bipul Sharma b Mascarenhas,17,16,0,1,106.25,1,,,,,,,,,,
4,AD Mathews,lbw b Harmeet Singh,11,9,2,0,122.22,1,3,0,20,1,6.66,9,3,0,0,0
5,M Manhas,b Mascarenhas,31,28,3,1,110.71,1,,,,,,,,,,
6,SPD Smith,b Chawla,13,13,1,0,100,1,,,,,,,,,,
7,MK Pandey,c Hussey b Harmeet Singh,0,3,0,0,0,1,,,,,,,,,,
8,R Sharma,c Mandeep Singh b Mascarenhas,2,4,0,0,50,1,3,0,17,1,5.66,6,0,1,0,0
9,A Nehra,not out,2,4,0,0,50,1,3,0,22,0,7.33,7,3,0,0,0
10,AB Dinda,run out (Awana),2,5,0,0,40,1,3,0,18,1,6,10,2,0,0,0
11,PC Valthaty,b Dinda,0,1,0,0,0,2,,,,,,,,,,
12,AC Gilchrist,c Smith b Mathews,21,17,3,0,123.52,2,,,,,,,,,,
13,SE Marsh,not out,64,54,7,1,118.51,2,,,,,,,,,,
14,Mandeep Singh,c Smith b Sharma,10,10,1,0,100,2,,,,,,,,,,
15,PP Chawla,not out,21,24,3,0,87.5,2,4,0,23,1,5.75,8,1,0,0,0
16,DJ Hussey,DNB,0,0,0,0,0,2,,,,,,,,,,
17,AD Mascarenhas,DNB,0,0,0,0,0,2,4,0,25,5,6.25,11,2,1,1,0
18,P Awana,DNB,0,0,0,0,0,2,4,0,18,0,4.5,13,2,0,0,0
19,Bipul Sharma,DNB,0,0,0,0,0,2,,,,,,,,,,
20,Harmeet Singh,DNB,0,0,0,0,0,2,3,0,23,2,7.66,9,2,1,1,0
21,P Kumar,DNB,0,0,0,0,0,2,4,0,19,0,4.75,17,3,0,3,0
0,JD Ryder,run out (Kumar),8,8,0,0,100,1,3,0,25,1,8.33,3,2,0,1,0
1,SC Ganguly,c Valthaty b Mascarenhas,20,18,3,0,111.11,1,,,,,,,,,,
2,MN Samuels,b Harmeet Singh,46,39,4,2,117.94,1,4,0,23,1,5.75,12,2,1,0,0
3,RV Uthappa,b Harmeet Singh,40,33,2,2,121.21,1,,,,,,,,,,
4,CJ Ferguson,c & b Harmeet Singh,3,6,0,0,50,1,,,,,,,,,,
5,SPD Smith,b Faulkner,25,12,0,3,208.33,1,,,,,,,,,,
6,MK Pandey,not out,12,4,1,1,300,1,,,,,,,,,,
7,R Sharma,not out,0,2,0,0,0,1,4,0,34,2,8.5,10,2,2,0,0
8,AC Gilchrist,run out (Smith/†Uthappa),6,11,1,0,54.54,2,,,,,,,,,,
